pair,n,eg_resid_adf_t,eg_pass_5pct,approx_p,bh_fdr_survive,half_life_is
BAJFINANCE.NS/ONGC.NS,4288,-2.319,false,0.3833,false,1039.7
BAJFINANCE.NS/DIVISLAB.NS,4287,-3.068,false,0.0954,false,162.9
BAJFINANCE.NS/CIPLA.NS,4288,-2.420,false,0.3297,false,177.8
BAJFINANCE.NS/EICHERMOT.NS,4288,-0.769,false,0.9029,false,968.9
BAJFINANCE.NS/GRASIM.NS,4288,-2.462,false,0.3075,false,166.6
BAJFINANCE.NS/HEROMOTOCO.NS,4288,-2.963,false,0.1245,false,127.5
BAJFINANCE.NS/HINDALCO.NS,4288,-1.469,false,0.7566,false,523.3
BAJFINANCE.NS/INDUSINDBK.NS,4288,-0.707,false,0.9087,false,742.7
BAJFINANCE.NS/JSWSTEEL.NS,4288,-2.106,false,0.4968,false,234.9
BAJFINANCE.NS/LT.NS,4288,-2.479,false,0.2983,false,164.9
BAJFINANCE.NS/M&M.NS,4288,-2.459,false,0.3089,false,225.1
BAJFINANCE.NS/TECHM.NS,4288,-1.838,false,0.6091,false,246.2
BAJFINANCE.NS/TITAN.NS,4288,-2.503,false,0.2857,false,146.9
BAJFINANCE.NS/UPL.NS,4288,-2.927,false,0.1362,false,161.2
BAJFINANCE.NS/ADANIPORTS.NS,4288,-2.832,false,0.1664,false,96.0
BAJFINANCE.NS/ADANIENT.NS,4288,-1.302,false,0.7925,false,751.6
BAJFINANCE.NS/DRREDDY.NS,4288,-1.636,false,0.6933,false,441.6
BAJFINANCE.NS/BAJAJFINSV.NS,4288,-3.436,true,0.0407,false,96.9
BAJFINANCE.NS/BRITANNIA.NS,4288,-3.325,false,0.0525,false,145.6
BAJFINANCE.NS/COALINDIA.NS,3834,-0.346,false,0.9426,false,4527.7
BAJFINANCE.NS/SBILIFE.NS,2134,-3.292,false,0.0581,false,53.0
BAJFINANCE.NS/HDFCLIFE.NS,2102,-1.973,false,0.5528,false,132.5
BAJFINANCE.NS/APOLLOHOSP.NS,4288,-1.888,false,0.5884,false,231.0
BAJAJ-AUTO.NS/BHARTIARTL.NS,4288,-4.461,true,0.0053,false,154.0
BAJAJ-AUTO.NS/WIPRO.NS,4288,-2.962,false,0.1249,false,120.1
BAJAJ-AUTO.NS/MARUTI.NS,4288,-3.988,true,0.0093,false,187.4
BAJAJ-AUTO.NS/HCLTECH.NS,4288,-4.407,true,0.0058,false,90.1
BAJAJ-AUTO.NS/TATASTEEL.NS,4288,-3.380,true,0.0462,false,280.0
BAJAJ-AUTO.NS/KOTAKBANK.NS,4288,-4.945,true,0.0039,false,104.2
BAJAJ-AUTO.NS/AXISBANK.NS,4288,-4.109,true,0.0083,false,101.1
BAJAJ-AUTO.NS/ULTRACEMCO.NS,4288,-3.990,true,0.0093,false,95.6
BAJAJ-AUTO.NS/SUNPHARMA.NS,4288,-3.200,false,0.0734,false,187.2
BAJAJ-AUTO.NS/ASIANPAINT.NS,4288,-5.298,true,0.0030,false,80.4
BAJAJ-AUTO.NS/NESTLEIND.NS,4288,-5.869,true,0.0016,false,177.1
BAJAJ-AUTO.NS/POWERGRID.NS,4288,-3.996,true,0.0092,false,135.6
BAJAJ-AUTO.NS/NTPC.NS,4288,-4.265,true,0.0070,false,231.7
BAJAJ-AUTO.NS/ONGC.NS,4288,-3.952,true,0.0096,false,323.5
BAJAJ-AUTO.NS/DIVISLAB.NS,4287,-5.847,true,0.0017,false,109.0
BAJAJ-AUTO.NS/CIPLA.NS,4288,-3.504,true,0.0342,false,108.1
BAJAJ-AUTO.NS/EICHERMOT.NS,4288,-5.014,true,0.0037,false,96.5
BAJAJ-AUTO.NS/GRASIM.NS,4288,-3.293,false,0.0578,false,170.1
BAJAJ-AUTO.NS/HEROMOTOCO.NS,4288,-2.884,false,0.1497,false,123.2
BAJAJ-AUTO.NS/HINDALCO.NS,4288,-2.927,false,0.1362,false,241.6
BAJAJ-AUTO.NS/INDUSINDBK.NS,4288,-3.501,true,0.0345,false,119.5
BAJAJ-AUTO.NS/JSWSTEEL.NS,4288,-3.004,false,0.1114,false,212.7
BAJAJ-AUTO.NS/LT.NS,4288,-2.862,false,0.1568,false,154.5
BAJAJ-AUTO.NS/TECHM.NS,4288,-3.330,false,0.0517,false,161.7
BAJAJ-AUTO.NS/TITAN.NS,4288,-4.937,true,0.0039,false,92.0
BAJAJ-AUTO.NS/UPL.NS,4288,-5.068,true,0.0036,false,141.9
BAJAJ-AUTO.NS/ADANIPORTS.NS,4288,-3.839,true,0.0131,false,119.0
BAJAJ-AUTO.NS/ADANIENT.NS,4288,-3.924,true,0.0098,false,247.8
BAJAJ-AUTO.NS/DRREDDY.NS,4288,-3.304,false,0.0560,false,118.1
BAJAJ-AUTO.NS/BAJAJFINSV.NS,4288,-4.650,true,0.0046,false,139.0
BAJAJ-AUTO.NS/BRITANNIA.NS,4288,-5.461,true,0.0026,false,127.4
BAJAJ-AUTO.NS/COALINDIA.NS,3834,-1.148,false,0.8254,false,626.4
BAJAJ-AUTO.NS/SBILIFE.NS,2134,-2.669,false,0.2184,false,64.1
BAJAJ-AUTO.NS/HDFCLIFE.NS,2102,-1.367,false,0.7784,false,185.4
BAJAJ-AUTO.NS/APOLLOHOSP.NS,4288,-5.236,true,0.0032,false,61.9
BHARTIARTL.NS/WIPRO.NS,4288,-3.423,true,0.0421,false,91.3
BHARTIARTL.NS/MARUTI.NS,4288,-3.208,false,0.0720,false,94.3
BHARTIARTL.NS/HCLTECH.NS,4288,-3.227,false,0.0688,false,96.0
BHARTIARTL.NS/TATASTEEL.NS,4288,-2.701,false,0.2083,false,130.7
BHARTIARTL.NS/KOTAKBANK.NS,4288,-3.402,true,0.0440,false,86.9
BHARTIARTL.NS/AXISBANK.NS,4288,-2.947,false,0.1295,false,111.0
BHARTIARTL.NS/ULTRACEMCO.NS,4288,-2.771,false,0.1858,false,101.6
BHARTIARTL.NS/SUNPHARMA.NS,4288,-2.510,false,0.2818,false,140.6
BHARTIARTL.NS/ASIANPAINT.NS,4288,-3.367,true,0.0474,false,88.8
BHARTIARTL.NS/NESTLEIND.NS,4288,-4.193,true,0.0076,false,58.7
BHARTIARTL.NS/POWERGRID.NS,4288,-3.383,true,0.0458,false,87.9
BHARTIARTL.NS/NTPC.NS,4288,-2.467,false,0.3048,false,142.8
BHARTIARTL.NS/ONGC.NS,4288,-3.184,false,0.0761,false,94.5
BHARTIARTL.NS/DIVISLAB.NS,4287,-3.572,true,0.0277,false,79.4
BHARTIARTL.NS/CIPLA.NS,4288,-3.167,false,0.0789,false,99.8
BHARTIARTL.NS/EICHERMOT.NS,4288,-2.925,false,0.1366,false,109.7
BHARTIARTL.NS/GRASIM.NS,4288,-2.773,false,0.1852,false,103.3
BHARTIARTL.NS/HEROMOTOCO.NS,4288,-3.041,false,0.0999,false,107.6
BHARTIARTL.NS/HINDALCO.NS,4288,-2.863,false,0.1565,false,120.1
BHARTIARTL.NS/INDUSINDBK.NS,4288,-2.607,false,0.2382,false,132.6
BHARTIARTL.NS/JSWSTEEL.NS,4288,-3.226,false,0.0690,false,97.8
BHARTIARTL.NS/LT.NS,4288,-3.050,false,0.0983,false,106.6
BHARTIARTL.NS/M&M.NS,4288,-2.375,false,0.3539,false,126.8
BHARTIARTL.NS/TECHM.NS,4288,-3.251,false,0.0648,false,94.9
BHARTIARTL.NS/TITAN.NS,4288,-3.416,true,0.0427,false,86.5
BHARTIARTL.NS/UPL.NS,4288,-3.207,false,0.0722,false,93.6
BHARTIARTL.NS/ADANIPORTS.NS,4288,-3.177,false,0.0771,false,80.0
BHARTIARTL.NS/ADANIENT.NS,4288,-4.088,true,0.0084,false,64.0
BHARTIARTL.NS/DRREDDY.NS,4288,-3.093,false,0.0912,false,103.8
BHARTIARTL.NS/BAJAJFINSV.NS,4288,-3.421,true,0.0422,false,85.5
BHARTIARTL.NS/BRITANNIA.NS,4288,-3.399,true,0.0443,false,84.5
BHARTIARTL.NS/COALINDIA.NS,3834,-2.020,false,0.5333,false,155.4
BHARTIARTL.NS/SBILIFE.NS,2134,-3.589,true,0.0261,false,40.2
BHARTIARTL.NS/HDFCLIFE.NS,2102,-1.816,false,0.6183,false,152.3
BHARTIARTL.NS/APOLLOHOSP.NS,4288,-3.181,false,0.0765,false,99.0
WIPRO.NS/MARUTI.NS,4288,-2.594,false,0.2422,false,179.9
WIPRO.NS/HCLTECH.NS,4288,-3.234,false,0.0677,false,107.1
WIPRO.NS/TATASTEEL.NS,4288,-2.399,false,0.3411,false,255.9
WIPRO.NS/KOTAKBANK.NS,4288,-3.530,true,0.0317,false,106.4
WIPRO.NS/AXISBANK.NS,4288,-3.445,true,0.0399,false,94.1
WIPRO.NS/ULTRACEMCO.NS,4288,-2.885,false,0.1496,false,133.8
WIPRO.NS/SUNPHARMA.NS,4288,-1.851,false,0.6036,false,296.2
WIPRO.NS/ASIANPAINT.NS,4288,-3.424,true,0.0420,false,104.3
WIPRO.NS/NESTLEIND.NS,4288,-3.950,true,0.0096,false,166.9
WIPRO.NS/POWERGRID.NS,4288,-3.255,false,0.0641,false,142.5
WIPRO.NS/NTPC.NS,4288,-2.558,false,0.2565,false,281.4
WIPRO.NS/ONGC.NS,4288,-2.233,false,0.4292,false,364.3
WIPRO.NS/DIVISLAB.NS,4287,-4.598,true,0.0048,false,88.8
WIPRO.NS/CIPLA.NS,4288,-3.349,true,0.0491,false,101.4
WIPRO.NS/EICHERMOT.NS,4288,-2.534,false,0.2691,false,167.9
WIPRO.NS/GRASIM.NS,4288,-2.772,false,0.1854,false,160.6
WIPRO.NS/HEROMOTOCO.NS,4288,-2.682,false,0.2144,false,134.5
WIPRO.NS/HINDALCO.NS,4288,-2.549,false,0.2612,false,198.0
WIPRO.NS/INDUSINDBK.NS,4288,-1.808,false,0.6218,false,240.9
WIPRO.NS/JSWSTEEL.NS,4288,-2.921,false,0.1381,false,136.6
WIPRO.NS/LT.NS,4288,-3.278,false,0.0604,false,105.6
WIPRO.NS/M&M.NS,4288,-2.321,false,0.3822,false,154.7
WIPRO.NS/TECHM.NS,4288,-2.941,false,0.1316,false,103.7
WIPRO.NS/TITAN.NS,4288,-3.389,true,0.0453,false,110.2
WIPRO.NS/UPL.NS,4288,-3.410,true,0.0433,false,138.3
WIPRO.NS/ADANIPORTS.NS,4288,-3.951,true,0.0096,false,83.7
WIPRO.NS/ADANIENT.NS,4288,-3.322,false,0.0530,false,151.0
WIPRO.NS/DRREDDY.NS,4288,-2.811,false,0.1732,false,121.8
WIPRO.NS/BAJAJFINSV.NS,4288,-3.127,false,0.0855,false,143.6
WIPRO.NS/BRITANNIA.NS,4288,-3.399,true,0.0443,false,134.6
WIPRO.NS/COALINDIA.NS,3834,0.283,false,0.9750,false,
WIPRO.NS/SBILIFE.NS,2134,-1.823,false,0.6154,false,154.9
WIPRO.NS/HDFCLIFE.NS,2102,-1.876,false,0.5932,false,141.2
WIPRO.NS/APOLLOHOSP.NS,4288,-3.704,true,0.0198,false,94.9
MARUTI.NS/HCLTECH.NS,4288,-1.779,false,0.6339,false,322.9
MARUTI.NS/TATASTEEL.NS,4288,-1.357,false,0.7806,false,725.0
MARUTI.NS/KOTAKBANK.NS,4288,-2.384,false,0.3488,false,171.9
MARUTI.NS/AXISBANK.NS,4288,-2.757,false,0.1904,false,137.9
MARUTI.NS/ULTRACEMCO.NS,4288,-1.999,false,0.5422,false,231.1
MARUTI.NS/SUNPHARMA.NS,4288,-1.015,false,0.8539,false,939.3
MARUTI.NS/ASIANPAINT.NS,4288,-1.660,false,0.6833,false,355.8
MARUTI.NS/NESTLEIND.NS,4288,-3.444,true,0.0400,false,197.1
MARUTI.NS/POWERGRID.NS,4288,-4.481,true,0.0052,false,50.1
MARUTI.NS/NTPC.NS,4288,-1.880,false,0.5918,false,803.7
MARUTI.NS/ONGC.NS,4288,-1.772,false,0.6369,false,919.5
MARUTI.NS/DIVISLAB.NS,4287,-1.995,false,0.5438,false,320.5
MARUTI.NS/CIPLA.NS,4288,-2.469,false,0.3038,false,167.4
MARUTI.NS/EICHERMOT.NS,4288,-1.640,false,0.6916,false,371.4
MARUTI.NS/GRASIM.NS,4288,-2.819,false,0.1706,false,114.4
MARUTI.NS/HEROMOTOCO.NS,4288,-3.143,false,0.0828,false,120.2
MARUTI.NS/HINDALCO.NS,4288,-1.418,false,0.7675,false,545.9
MARUTI.NS/INDUSINDBK.NS,4288,-1.426,false,0.7658,false,407.2
MARUTI.NS/JSWSTEEL.NS,4288,-2.148,false,0.4744,false,214.7
MARUTI.NS/LT.NS,4288,-2.860,false,0.1575,false,139.1
MARUTI.NS/TECHM.NS,4288,-1.957,false,0.5597,false,230.5
MARUTI.NS/TITAN.NS,4288,-1.518,false,0.7424,false,440.9
MARUTI.NS/UPL.NS,4288,-4.674,true,0.0046,false,56.7
MARUTI.NS/ADANIPORTS.NS,4288,-2.436,false,0.3214,false,82.8
MARUTI.NS/ADANIENT.NS,4288,-1.058,false,0.8448,false,912.1
MARUTI.NS/DRREDDY.NS,4288,-1.331,false,0.7861,false,594.4
MARUTI.NS/BAJAJFINSV.NS,4288,-2.354,false,0.3651,false,179.3
MARUTI.NS/BRITANNIA.NS,4288,-3.328,false,0.0520,false,113.6
MARUTI.NS/COALINDIA.NS,3834,-0.796,false,0.9004,false,1915.8
MARUTI.NS/SBILIFE.NS,2134,-2.062,false,0.5157,false,106.2
MARUTI.NS/HDFCLIFE.NS,2102,-1.763,false,0.6404,false,135.3
MARUTI.NS/APOLLOHOSP.NS,4288,-1.541,false,0.7330,false,416.0
HCLTECH.NS/TATASTEEL.NS,4288,-1.813,false,0.6195,false,729.7
HCLTECH.NS/KOTAKBANK.NS,4288,-2.831,false,0.1667,false,129.4
HCLTECH.NS/AXISBANK.NS,4288,-2.972,false,0.1218,false,119.6
HCLTECH.NS/ULTRACEMCO.NS,4288,-3.291,false,0.0582,false,85.2
HCLTECH.NS/SUNPHARMA.NS,4288,-1.360,false,0.7801,false,393.9
HCLTECH.NS/ASIANPAINT.NS,4288,-3.183,false,0.0762,false,93.5
HCLTECH.NS/NESTLEIND.NS,4288,-3.948,true,0.0096,false,231.4
HCLTECH.NS/POWERGRID.NS,4288,-2.673,false,0.2171,false,180.5
HCLTECH.NS/NTPC.NS,4288,-2.328,false,0.3785,false,478.3
HCLTECH.NS/ONGC.NS,4288,-2.097,false,0.5011,false,895.0
HCLTECH.NS/DIVISLAB.NS,4287,-3.792,true,0.0154,false,134.7
HCLTECH.NS/CIPLA.NS,4288,-3.687,true,0.0207,false,77.1
HCLTECH.NS/EICHERMOT.NS,4288,-2.316,false,0.3853,false,151.5
HCLTECH.NS/GRASIM.NS,4288,-2.226,false,0.4332,false,229.5
HCLTECH.NS/HEROMOTOCO.NS,4288,-2.676,false,0.2161,false,118.8
HCLTECH.NS/HINDALCO.NS,4288,-1.566,false,0.7225,false,552.8
HCLTECH.NS/INDUSINDBK.NS,4288,-1.105,false,0.8346,false,390.9
HCLTECH.NS/JSWSTEEL.NS,4288,-1.700,false,0.6666,false,378.3
HCLTECH.NS/LT.NS,4288,-2.409,false,0.3358,false,188.1
HCLTECH.NS/M&M.NS,4288,-3.126,false,0.0856,false,126.5
HCLTECH.NS/TECHM.NS,4288,-2.949,false,0.1290,false,120.2
HCLTECH.NS/TITAN.NS,4288,-2.206,false,0.4434,false,206.4
HCLTECH.NS/UPL.NS,4288,-2.862,false,0.1567,false,204.5
HCLTECH.NS/ADANIPORTS.NS,4288,-3.074,false,0.0943,false,102.5
HCLTECH.NS/ADANIENT.NS,4288,-2.092,false,0.5035,false,515.6
HCLTECH.NS/DRREDDY.NS,4288,-2.827,false,0.1681,false,133.2
HCLTECH.NS/BAJAJFINSV.NS,4288,-2.475,false,0.3007,false,263.6
HCLTECH.NS/BRITANNIA.NS,4288,-3.217,false,0.0704,false,181.8
HCLTECH.NS/COALINDIA.NS,3834,-0.593,false,0.9194,false,2061.2
HCLTECH.NS/SBILIFE.NS,2134,-2.764,false,0.1882,false,59.5
HCLTECH.NS/HDFCLIFE.NS,2102,-1.609,false,0.7046,false,145.6
HCLTECH.NS/APOLLOHOSP.NS,4288,-3.559,true,0.0289,false,67.0
TATASTEEL.NS/KOTAKBANK.NS,4288,-2.196,false,0.4490,false,217.8
TATASTEEL.NS/AXISBANK.NS,4288,-2.043,false,0.5238,false,238.9
TATASTEEL.NS/ULTRACEMCO.NS,4288,-2.095,false,0.5019,false,231.5
TATASTEEL.NS/SUNPHARMA.NS,4288,-2.167,false,0.4646,false,231.4
TATASTEEL.NS/ASIANPAINT.NS,4288,-2.193,false,0.4507,false,216.0
TATASTEEL.NS/NESTLEIND.NS,4288,-2.423,false,0.3281,false,204.6
TATASTEEL.NS/POWERGRID.NS,4288,-2.372,false,0.3553,false,195.0
TATASTEEL.NS/NTPC.NS,4288,-2.704,false,0.2072,false,125.0
TATASTEEL.NS/ONGC.NS,4288,-1.704,false,0.6651,false,309.0
TATASTEEL.NS/DIVISLAB.NS,4287,-2.321,false,0.3825,false,211.4
TATASTEEL.NS/CIPLA.NS,4288,-2.115,false,0.4919,false,232.4
TATASTEEL.NS/EICHERMOT.NS,4288,-2.095,false,0.5020,false,229.7
TATASTEEL.NS/GRASIM.NS,4288,-2.299,false,0.3941,false,196.2
TATASTEEL.NS/HEROMOTOCO.NS,4288,-2.102,false,0.4988,false,215.5
TATASTEEL.NS/INDUSINDBK.NS,4288,-1.918,false,0.5758,false,247.6
TATASTEEL.NS/LT.NS,4288,-2.190,false,0.4523,false,207.4
TATASTEEL.NS/M&M.NS,4288,-1.853,false,0.6027,false,260.6
TATASTEEL.NS/TECHM.NS,4288,-2.129,false,0.4843,false,224.3
TATASTEEL.NS/TITAN.NS,4288,-2.259,false,0.4154,false,203.3
TATASTEEL.NS/UPL.NS,4288,-2.294,false,0.3969,false,206.6
TATASTEEL.NS/ADANIPORTS.NS,4288,-2.321,false,0.3825,false,200.1
TATASTEEL.NS/ADANIENT.NS,4288,-2.813,false,0.1726,false,144.7
TATASTEEL.NS/DRREDDY.NS,4288,-2.047,false,0.5221,false,242.5
TATASTEEL.NS/BAJAJFINSV.NS,4288,-2.301,false,0.3933,false,199.6
TATASTEEL.NS/BRITANNIA.NS,4288,-2.269,false,0.4101,false,209.6
TATASTEEL.NS/COALINDIA.NS,3834,-0.450,false,0.9328,false,1190.3
TATASTEEL.NS/SBILIFE.NS,2134,-1.742,false,0.6492,false,172.2
TATASTEEL.NS/HDFCLIFE.NS,2102,-1.200,false,0.8143,false,350.4
TATASTEEL.NS/APOLLOHOSP.NS,4288,-2.189,false,0.4527,false,226.7
KOTAKBANK.NS/AXISBANK.NS,4288,-2.892,false,0.1472,false,121.8
KOTAKBANK.NS/ULTRACEMCO.NS,4288,-3.608,true,0.0246,false,78.9
KOTAKBANK.NS/SUNPHARMA.NS,4288,-0.777,false,0.9021,false,1085.4
KOTAKBANK.NS/ASIANPAINT.NS,4288,-4.237,true,0.0072,false,59.0
KOTAKBANK.NS/NESTLEIND.NS,4288,-3.410,true,0.0433,false,187.8
KOTAKBANK.NS/POWERGRID.NS,4288,-3.414,true,0.0428,false,81.4
KOTAKBANK.NS/NTPC.NS,4288,-1.308,false,0.7911,false,1077.9
KOTAKBANK.NS/ONGC.NS,4288,-1.407,false,0.7699,false,1020.0
KOTAKBANK.NS/DIVISLAB.NS,4287,-3.076,false,0.0940,false,137.1
KOTAKBANK.NS/CIPLA.NS,4288,-2.664,false,0.2201,false,147.7
KOTAKBANK.NS/EICHERMOT.NS,4288,-1.588,false,0.7131,false,308.7
KOTAKBANK.NS/GRASIM.NS,4288,-2.650,false,0.2245,false,148.5
KOTAKBANK.NS/HEROMOTOCO.NS,4288,-3.089,false,0.0919,false,120.8
KOTAKBANK.NS/HINDALCO.NS,4288,-1.359,false,0.7802,false,587.0
KOTAKBANK.NS/INDUSINDBK.NS,4288,-0.775,false,0.9023,false,651.4
KOTAKBANK.NS/JSWSTEEL.NS,4288,-2.014,false,0.5358,false,261.8
KOTAKBANK.NS/LT.NS,4288,-2.450,false,0.3140,false,173.4
KOTAKBANK.NS/M&M.NS,4288,-2.389,false,0.3465,false,204.4
KOTAKBANK.NS/TECHM.NS,4288,-2.545,false,0.2632,false,139.3
KOTAKBANK.NS/TITAN.NS,4288,-2.881,false,0.1506,false,125.5
KOTAKBANK.NS/UPL.NS,4288,-2.824,false,0.1688,false,150.3
KOTAKBANK.NS/ADANIPORTS.NS,4288,-3.110,false,0.0884,false,81.2
KOTAKBANK.NS/ADANIENT.NS,4288,-1.305,false,0.7917,false,668.4
KOTAKBANK.NS/DRREDDY.NS,4288,-1.812,false,0.6200,false,331.3
KOTAKBANK.NS/BAJAJFINSV.NS,4288,-3.740,true,0.0180,false,75.5
KOTAKBANK.NS/BRITANNIA.NS,4288,-3.552,true,0.0296,false,92.3
KOTAKBANK.NS/COALINDIA.NS,3834,-0.774,false,0.9024,false,1489.6
KOTAKBANK.NS/SBILIFE.NS,2134,-3.634,true,0.0233,false,44.1
KOTAKBANK.NS/HDFCLIFE.NS,2102,-2.944,false,0.1306,false,59.5
KOTAKBANK.NS/APOLLOHOSP.NS,4288,-2.420,false,0.3301,false,175.5
AXISBANK.NS/ULTRACEMCO.NS,4288,-3.157,false,0.0804,false,104.1
AXISBANK.NS/SUNPHARMA.NS,4288,-1.795,false,0.6271,false,306.3
AXISBANK.NS/ASIANPAINT.NS,4288,-3.166,false,0.0789,false,104.8
AXISBANK.NS/NESTLEIND.NS,4288,-3.084,false,0.0926,false,206.6
AXISBANK.NS/POWERGRID.NS,4288,-3.213,false,0.0712,false,108.9
AXISBANK.NS/NTPC.NS,4288,-1.981,false,0.5495,false,442.3
AXISBANK.NS/ONGC.NS,4288,-1.520,false,0.7417,false,574.9
AXISBANK.NS/DIVISLAB.NS,4287,-2.973,false,0.1214,false,147.6
AXISBANK.NS/CIPLA.NS,4288,-3.056,false,0.0974,false,111.5
AXISBANK.NS/EICHERMOT.NS,4288,-3.046,false,0.0989,false,109.9
AXISBANK.NS/GRASIM.NS,4288,-2.498,false,0.2885,false,160.4
AXISBANK.NS/HEROMOTOCO.NS,4288,-3.301,false,0.0565,false,98.8
AXISBANK.NS/HINDALCO.NS,4288,-1.802,false,0.6240,false,342.8
AXISBANK.NS/INDUSINDBK.NS,4288,-2.601,false,0.2401,false,136.8
AXISBANK.NS/JSWSTEEL.NS,4288,-2.302,false,0.3925,false,194.8
AXISBANK.NS/LT.NS,4288,-3.936,true,0.0097,false,67.1
AXISBANK.NS/M&M.NS,4288,-3.367,true,0.0474,false,110.8
AXISBANK.NS/TECHM.NS,4288,-3.120,false,0.0867,false,106.9
AXISBANK.NS/TITAN.NS,4288,-2.726,false,0.2002,false,143.6
AXISBANK.NS/UPL.NS,4288,-3.799,true,0.0150,false,86.2
AXISBANK.NS/ADANIPORTS.NS,4288,-3.849,true,0.0125,false,59.9
AXISBANK.NS/ADANIENT.NS,4288,-1.782,false,0.6323,false,363.6
AXISBANK.NS/DRREDDY.NS,4288,-2.578,false,0.2475,false,181.7
AXISBANK.NS/BAJAJFINSV.NS,4288,-2.990,false,0.1159,false,123.5
AXISBANK.NS/BRITANNIA.NS,4288,-3.307,false,0.0555,false,109.8
AXISBANK.NS/COALINDIA.NS,3834,-0.950,false,0.8679,false,755.8
AXISBANK.NS/SBILIFE.NS,2134,-2.319,false,0.3833,false,94.5
AXISBANK.NS/HDFCLIFE.NS,2102,-1.587,false,0.7138,false,172.5
AXISBANK.NS/APOLLOHOSP.NS,4288,-2.713,false,0.2043,false,142.0
ULTRACEMCO.NS/SUNPHARMA.NS,4288,-1.223,false,0.8093,false,445.8
ULTRACEMCO.NS/ASIANPAINT.NS,4288,-3.655,true,0.0222,false,74.6
ULTRACEMCO.NS/NESTLEIND.NS,4288,-3.852,true,0.0124,false,202.9
ULTRACEMCO.NS/POWERGRID.NS,4288,-3.026,false,0.1045,false,96.9
ULTRACEMCO.NS/NTPC.NS,4288,-1.916,false,0.5767,false,541.1
ULTRACEMCO.NS/ONGC.NS,4288,-1.553,false,0.7281,false,781.2
ULTRACEMCO.NS/DIVISLAB.NS,4287,-3.497,true,0.0349,false,129.8
ULTRACEMCO.NS/CIPLA.NS,4288,-3.257,false,0.0639,false,100.3
ULTRACEMCO.NS/EICHERMOT.NS,4288,-2.868,false,0.1550,false,93.1
ULTRACEMCO.NS/GRASIM.NS,4288,-2.613,false,0.2364,false,154.8
ULTRACEMCO.NS/HEROMOTOCO.NS,4288,-3.438,true,0.0405,false,87.1
ULTRACEMCO.NS/HINDALCO.NS,4288,-1.553,false,0.7278,false,511.1
ULTRACEMCO.NS/INDUSINDBK.NS,4288,-1.492,false,0.7517,false,246.5
ULTRACEMCO.NS/JSWSTEEL.NS,4288,-1.856,false,0.6016,false,323.1
ULTRACEMCO.NS/LT.NS,4288,-2.312,false,0.3871,false,196.0
ULTRACEMCO.NS/M&M.NS,4288,-2.911,false,0.1413,false,132.8
ULTRACEMCO.NS/TECHM.NS,4288,-2.358,false,0.3630,false,155.2
ULTRACEMCO.NS/TITAN.NS,4288,-2.449,false,0.3142,false,148.4
ULTRACEMCO.NS/UPL.NS,4288,-3.022,false,0.1058,false,145.8
ULTRACEMCO.NS/ADANIPORTS.NS,4288,-2.897,false,0.1457,false,97.3
ULTRACEMCO.NS/ADANIENT.NS,4288,-2.088,false,0.5050,false,469.8
ULTRACEMCO.NS/DRREDDY.NS,4288,-2.025,false,0.5312,false,241.6
ULTRACEMCO.NS/BAJAJFINSV.NS,4288,-3.028,false,0.1037,false,137.2
ULTRACEMCO.NS/BRITANNIA.NS,4288,-3.318,false,0.0537,false,120.6
ULTRACEMCO.NS/COALINDIA.NS,3834,-0.791,false,0.9009,false,1321.0
ULTRACEMCO.NS/SBILIFE.NS,2134,-2.700,false,0.2086,false,70.8
ULTRACEMCO.NS/HDFCLIFE.NS,2102,-1.466,false,0.7573,false,174.1
ULTRACEMCO.NS/APOLLOHOSP.NS,4288,-3.300,false,0.0567,false,85.1
SUNPHARMA.NS/ASIANPAINT.NS,4288,-1.507,false,0.7470,false,460.3
SUNPHARMA.NS/NESTLEIND.NS,4288,-2.660,false,0.2212,false,397.3
SUNPHARMA.NS/POWERGRID.NS,4288,-1.781,false,0.6327,false,444.6
SUNPHARMA.NS/NTPC.NS,4288,-2.653,false,0.2236,false,204.2
SUNPHARMA.NS/ONGC.NS,4288,-1.543,false,0.7322,false,589.9
SUNPHARMA.NS/DIVISLAB.NS,4287,-1.918,false,0.5757,false,428.4
SUNPHARMA.NS/EICHERMOT.NS,4288,-1.995,false,0.5438,false,273.4
SUNPHARMA.NS/GRASIM.NS,4288,-1.328,false,0.7869,false,587.0
SUNPHARMA.NS/HEROMOTOCO.NS,4288,-1.910,false,0.5792,false,277.4
SUNPHARMA.NS/HINDALCO.NS,4288,-1.790,false,0.6290,false,618.9
SUNPHARMA.NS/INDUSINDBK.NS,4288,-1.746,false,0.6475,false,340.6
SUNPHARMA.NS/JSWSTEEL.NS,4288,-1.421,false,0.7669,false,684.7
SUNPHARMA.NS/LT.NS,4288,-1.433,false,0.7643,false,466.7
SUNPHARMA.NS/M&M.NS,4288,-2.694,false,0.2104,false,167.4
SUNPHARMA.NS/TECHM.NS,4288,-1.420,false,0.7671,false,410.6
SUNPHARMA.NS/TITAN.NS,4288,-1.506,false,0.7473,false,525.7
SUNPHARMA.NS/UPL.NS,4288,-1.980,false,0.5501,false,410.0
SUNPHARMA.NS/ADANIPORTS.NS,4288,-1.311,false,0.7905,false,419.1
SUNPHARMA.NS/ADANIENT.NS,4288,-2.113,false,0.4932,false,543.1
SUNPHARMA.NS/BAJAJFINSV.NS,4288,-1.598,false,0.7093,false,543.1
