symbol,ann_date,bucket,reaction_date,earcc,gap,intra,continuation_next
LTTS.NS,2025-04-24,after-close,2025-04-25,-0.02477,-0.03750,-0.01251,-0.02716
ACC.NS,2025-04-24,intraday,2025-04-24,0.00775,0.00395,0.00301,-0.03728
PAYTM.NS,2025-04-23,after-close,2025-04-24,0.02527,0.00000,0.02449,-0.00847
AUBANK.NS,2025-04-22,after-close,2025-04-23,0.07517,0.01010,0.07331,0.02423
WAAREEENER.NS,2025-04-22,after-close,2025-04-23,0.14080,0.07802,0.06656,-0.05501
WAAREEENER.NS,2025-04-22,after-close,2025-04-23,0.14080,0.07802,0.06656,-0.05501
AUBANK.NS,2025-04-22,after-close,2025-04-23,0.07517,0.01010,0.07331,0.02423
YESBANK.NS,2025-04-19,weekend,2025-04-21,0.01998,0.05804,-0.01672,-0.01383
ICICIGI.NS,2025-04-16,after-close,2025-04-17,-0.01687,0.00177,-0.01190,0.00623
IREDA.NS,2025-04-15,after-close,2025-04-16,0.04657,0.06019,-0.00362,-0.02361
HEXT.NS,2025-03-07,pre-open,2025-03-10,0.01233,-0.00217,-0.00141,0.02467
RVNL.NS,2025-02-15,weekend,2025-02-17,-0.05250,-0.05529,0.00721,-0.02395
RVNL.NS,2025-02-14,after-close,2025-02-17,-0.05250,-0.05529,0.00721,-0.02395
RVNL.NS,2025-02-14,after-close,2025-02-17,-0.05250,-0.05529,0.00721,-0.02395
GLENMARK.NS,2025-02-14,after-close,2025-02-17,0.03435,-0.00231,0.04076,0.00663
LUPIN.NS,2025-02-13,after-close,2025-02-14,-0.01669,0.00484,-0.04615,0.02495
ENDURANCE.NS,2025-02-13,intraday,2025-02-13,0.02178,0.02428,-0.00052,-0.00463
ENDURANCE.NS,2025-02-12,after-close,2025-02-13,0.02178,0.02428,-0.00052,-0.00463
JUBLFOOD.NS,2025-02-12,after-close,2025-02-13,0.03095,-0.00156,0.03453,0.03571
JUBLFOOD.NS,2025-02-12,intraday,2025-02-12,-0.02866,0.00560,-0.03609,0.03095
ASHOKLEY.NS,2025-02-12,intraday,2025-02-12,0.07882,0.00142,0.07525,-0.01237
LUPIN.NS,2025-02-12,pre-open,2025-02-13,0.01287,0.01281,0.00200,-0.01669
SAIL.NS,2025-02-11,after-close,2025-02-12,0.05933,0.00080,0.05644,0.03188
SAIL.NS,2025-02-11,after-close,2025-02-12,0.05933,0.00080,0.05644,0.03188
IRCTC.NS,2025-02-11,after-close,2025-02-12,0.01296,0.00539,0.00550,-0.01883
IRCTC.NS,2025-02-11,after-close,2025-02-12,0.01296,0.00539,0.00550,-0.01883
FORTIS.NS,2025-02-10,after-close,2025-02-11,0.01062,0.00056,-0.01905,0.00058
ESCORTS.NS,2025-02-10,after-close,2025-02-11,-0.02337,-0.03121,-0.02197,-0.03205
NYKAA.NS,2025-02-10,after-close,2025-02-11,0.01372,0.00643,-0.02170,0.03261
ESCORTS.NS,2025-02-10,after-close,2025-02-11,-0.02337,-0.03121,-0.02197,-0.03205
OIL.NS,2025-02-08,weekend,2025-02-10,-0.02724,-0.02354,-0.02302,0.04627
NHPC.NS,2025-02-07,after-close,2025-02-10,0.00251,-0.01847,0.00224,0.00575
NHPC.NS,2025-02-07,after-close,2025-02-10,0.00251,-0.01847,0.00224,0.00575
OIL.NS,2025-02-07,after-close,2025-02-10,-0.02724,-0.02354,-0.02302,0.04627
OIL.NS,2025-02-07,after-close,2025-02-10,-0.02724,-0.02354,-0.02302,0.04627
OIL.NS,2025-02-07,after-close,2025-02-10,-0.02724,-0.02354,-0.02302,0.04627
FORTIS.NS,2025-02-07,after-close,2025-02-10,-0.01675,0.01207,-0.04704,0.01062
LICI.NS,2025-02-07,after-close,2025-02-10,0.00996,-0.00257,-0.00627,0.01787
BHARTIHEXA.NS,2025-02-07,after-close,2025-02-10,-0.04599,-0.00119,-0.06366,0.02011
ALKEM.NS,2025-02-07,intraday,2025-02-07,-0.02149,0.00831,-0.02794,-0.04926
SWIGGY.NS,2025-02-07,intraday,2025-02-07,-0.02235,0.01621,-0.03633,-0.02995
ALKEM.NS,2025-02-07,intraday,2025-02-07,-0.02149,0.00831,-0.02794,-0.04926
HEROMOTOCO.NS,2025-02-06,after-close,2025-02-07,0.00891,0.02125,-0.01049,0.00049
HEROMOTOCO.NS,2025-02-06,after-close,2025-02-07,0.00891,0.02125,-0.01049,0.00049
COCHINSHIP.NS,2025-02-06,after-close,2025-02-07,-0.03745,-0.05416,0.01940,0.02606
HEROMOTOCO.NS,2025-02-06,after-close,2025-02-07,0.00891,0.02125,-0.01049,0.00049
BSE.NS,2025-02-06,after-close,2025-02-07,0.02684,-0.01213,0.04111,0.00193
BHARTIHEXA.NS,2025-02-06,after-close,2025-02-07,0.11695,0.02869,0.08739,-0.04599
BHARTIHEXA.NS,2025-02-06,after-close,2025-02-07,0.11695,0.02869,0.08739,-0.04599
BHARTIHEXA.NS,2025-02-06,after-close,2025-02-07,0.11695,0.02869,0.08739,-0.04599
NMDC.NS,2025-02-06,intraday,2025-02-06,0.00639,0.01274,-0.01273,0.02185
SWIGGY.NS,2025-02-05,after-close,2025-02-06,-0.06367,-0.06471,-0.00588,-0.02235
SWIGGY.NS,2025-02-05,after-close,2025-02-06,-0.06367,-0.06471,-0.00588,-0.02235
MEDANTA.NS,2025-02-04,after-close,2025-02-05,0.09930,0.02291,0.08254,0.02007
GMRAIRPORT.NS,2025-02-03,after-close,2025-02-04,0.00243,0.00572,0.00866,0.00418
HUDCO.NS,2025-02-03,after-close,2025-02-04,0.02197,0.00954,0.02420,0.01565
PREMIERENE.NS,2025-02-03,after-close,2025-02-04,-0.05978,0.06969,-0.10983,-0.00631
ABCAPITAL.NS,2025-02-03,after-close,2025-02-04,-0.04070,-0.00331,-0.02548,0.01734
ABCAPITAL.NS,2025-02-03,intraday,2025-02-03,-0.01021,-0.00464,-0.01900,-0.04070
POLICYBZR.NS,2025-02-01,weekend,2025-02-03,-0.01230,-0.03117,0.00571,0.00863
VMM.NS,2025-01-31,after-close,2025-02-01,0.06893,0.01806,0.04877,0.01404
BAJAJHFL.NS,2025-01-31,after-close,2025-02-01,-0.00523,0.00249,-0.00891,0.01231
VMM.NS,2025-01-31,after-close,2025-02-01,0.06893,0.01806,0.04877,0.01404
LICHSGFIN.NS,2025-01-31,after-close,2025-02-01,-0.02119,0.00150,-0.02387,-0.03301
INDUSINDBK.NS,2025-01-31,after-close,2025-02-01,0.01957,-0.01433,0.03316,0.01661
INDUSINDBK.NS,2025-01-31,after-close,2025-02-01,0.01957,-0.01433,0.03316,0.01661
INDUSINDBK.NS,2025-01-31,after-close,2025-02-01,0.01957,-0.01433,0.03316,0.01661
UPL.NS,2025-01-31,intraday,2025-01-31,0.04564,0.01067,0.05366,0.00162
POLICYBZR.NS,2025-01-30,after-close,2025-01-31,0.02342,0.01443,0.02786,-0.00496
KALYANKJIL.NS,2025-01-30,after-close,2025-01-31,0.12245,0.04403,0.09358,0.00588
WAAREEENER.NS,2025-01-30,after-close,2025-01-31,0.06976,0.10782,-0.01697,0.00543
WAAREEENER.NS,2025-01-30,intraday,2025-01-30,-0.00951,0.00836,-0.01298,0.06976
WAAREEENER.NS,2025-01-30,intraday,2025-01-30,-0.00951,0.00836,-0.01298,0.06976
GMRAIRPORT.NS,2025-01-29,after-close,2025-01-30,-0.00562,0.01305,-0.01371,0.00138
ITCHOTELS.NS,2025-01-29,after-close,2025-01-30,-0.05482,-0.02240,-0.02827,-0.02111
VOLTAS.NS,2025-01-29,after-close,2025-01-30,-0.14371,-0.02992,-0.11238,-0.02593
POWERINDIA.NS,2025-01-29,after-close,2025-01-30,0.19522,0.11853,0.07283,0.02846
LLOYDSME.NS,2025-01-29,intraday,2025-01-29,-0.00309,-0.01758,0.03959,-0.01221
GMRAIRPORT.NS,2025-01-28,after-close,2025-01-29,-0.02159,0.02730,-0.02384,-0.00562
GMRAIRPORT.NS,2025-01-28,after-close,2025-01-29,-0.02159,0.02730,-0.02384,-0.00562
JSWENERGY.NS,2025-01-28,after-close,2025-01-29,-0.08244,-0.07996,0.02383,0.01439
JSWENERGY.NS,2025-01-28,after-close,2025-01-29,-0.08244,-0.07996,0.02383,0.01439
BHEL.NS,2025-01-28,after-close,2025-01-29,0.04084,-0.01855,0.08537,-0.02224
BHEL.NS,2025-01-28,after-close,2025-01-29,0.04084,-0.01855,0.08537,-0.02224
SBICARD.NS,2025-01-28,after-close,2025-01-29,-0.02137,-0.04229,0.04732,0.01282
SBICARD.NS,2025-01-28,after-close,2025-01-29,-0.02137,-0.04229,0.04732,0.01282
ACC.NS,2025-01-28,after-close,2025-01-29,-0.02405,-0.00057,0.00092,-0.00898
SUZLON.NS,2025-01-28,after-close,2025-01-29,0.02554,0.04994,0.00000,0.04506
JSWINFRA.NS,2025-01-28,intraday,2025-01-28,0.00958,0.01055,-0.00873,0.03475
LLOYDSME.NS,2025-01-28,intraday,2025-01-28,-0.04070,-0.00351,-0.04519,-0.00309
LLOYDSME.NS,2025-01-28,intraday,2025-01-28,-0.04070,-0.00351,-0.04519,-0.00309
FEDERALBNK.NS,2025-01-27,after-close,2025-01-28,-0.02898,-0.01695,-0.02022,-0.01310
BAJAJHFL.NS,2025-01-27,after-close,2025-01-28,0.05911,0.03036,0.02028,0.01797
PETRONET.NS,2025-01-27,after-close,2025-01-28,-0.05730,-0.01866,-0.04738,0.01294
ATGL.NS,2025-01-27,intraday,2025-01-27,-0.00571,-0.00086,-0.03362,0.00244
ATGL.NS,2025-01-27,intraday,2025-01-27,-0.00571,-0.00086,-0.03362,0.00244
ACC.NS,2025-01-27,intraday,2025-01-27,-0.00212,-0.00291,-0.02803,0.01076
ACC.NS,2025-01-27,intraday,2025-01-27,-0.00212,-0.00291,-0.02803,0.01076
AWL.NS,2025-01-27,intraday,2025-01-27,0.06587,0.00000,0.03713,0.00556
AWL.NS,2025-01-27,intraday,2025-01-27,0.06587,0.00000,0.03713,0.00556
IDFCFIRSTB.NS,2025-01-25,weekend,2025-01-27,-0.06022,-0.05235,-0.03864,0.03500
NTPCGREEN.NS,2025-01-25,weekend,2025-01-27,-0.00865,-0.01327,-0.02445,0.02626
NTPCGREEN.NS,2025-01-25,weekend,2025-01-27,-0.00865,-0.01327,-0.02445,0.02626
YESBANK.NS,2025-01-25,weekend,2025-01-27,0.04245,0.02138,-0.00751,0.00136
YESBANK.NS,2025-01-25,weekend,2025-01-27,0.04245,0.02138,-0.00751,0.00136
AUBANK.NS,2025-01-24,after-close,2025-01-27,-0.02372,-0.05827,0.00616,0.05267
BANKINDIA.NS,2025-01-24,after-close,2025-01-27,0.08893,0.01657,0.04290,0.05791
AUBANK.NS,2025-01-24,after-close,2025-01-27,-0.02372,-0.05827,0.00616,0.05267
AUBANK.NS,2025-01-24,after-close,2025-01-27,-0.02372,-0.05827,0.00616,0.05267
MANKIND.NS,2025-01-24,intraday,2025-01-24,-0.02973,-0.02848,-0.02074,0.00762
AUBANK.NS,2025-01-24,intraday,2025-01-24,0.03993,-0.00678,0.02801,-0.02372
ICICIGI.NS,2025-01-17,after-close,2025-01-20,-0.02087,0.01604,-0.02894,0.00801
AIIL.NS,2025-01-17,after-close,2025-01-20,0.06909,0.00811,0.06793,-0.01048
BANKINDIA.NS,2025-01-16,intraday,2025-01-16,0.02577,0.01207,0.02518,0.00285
LTTS.NS,2025-01-16,intraday,2025-01-16,0.06915,0.03499,0.04439,0.02264
AIIL.NS,2025-01-15,after-close,2025-01-16,0.02149,-0.02724,0.06220,-0.04654
OFSS.NS,2025-01-15,after-close,2025-01-16,-0.04595,-0.05216,0.01898,-0.01803
OFSS.NS,2025-01-15,after-close,2025-01-16,-0.04595,-0.05216,0.01898,-0.01803
LTTS.NS,2025-01-15,after-close,2025-01-16,0.06915,0.03499,0.04439,0.02264
IREDA.NS,2025-01-10,after-close,2025-01-13,0.03343,-0.00338,-0.00294,0.00839
IREDA.NS,2025-01-09,after-close,2025-01-10,-0.04868,0.00884,-0.07729,0.03343
IREDA.NS,2025-01-09,after-close,2025-01-10,-0.04868,0.00884,-0.07729,0.03343
SWIGGY.NS,2024-12-05,intraday,2024-12-05,0.03962,0.00367,0.03906,0.00525
HUDCO.NS,2024-12-04,after-close,2024-12-05,0.00414,0.00376,0.00362,0.01263
SWIGGY.NS,2024-12-03,intraday,2024-12-03,0.00723,0.02289,-0.00624,0.02495
BSE.NS,2024-11-22,after-close,2024-11-25,-0.02313,0.02543,-0.03165,-0.05741
WAAREEENER.NS,2024-11-18,after-close,2024-11-19,-0.07683,-0.05280,-0.01634,-0.05316
WAAREEENER.NS,2024-11-18,after-close,2024-11-19,-0.07683,-0.05280,-0.01634,-0.05316
HEROMOTOCO.NS,2024-11-15,after-close,2024-11-18,0.02889,0.04999,-0.02092,0.00049
SAIL.NS,2024-11-08,after-close,2024-11-11,-0.01215,-0.00347,-0.01621,-0.00664
FORTIS.NS,2024-11-08,after-close,2024-11-11,0.01263,0.00556,-0.00040,0.03905
FORTIS.NS,2024-11-08,after-close,2024-11-11,0.01263,0.00556,-0.00040,0.03905
PREMIERENE.NS,2024-11-08,after-close,2024-11-11,-0.06997,-0.02478,-0.05400,-0.00329
LICI.NS,2024-11-08,after-close,2024-11-11,0.01163,0.00585,-0.00168,0.01114
ASHOKLEY.NS,2024-11-08,intraday,2024-11-08,0.04206,0.00000,0.02774,0.01851
YESBANK.NS,2024-11-08,intraday,2024-11-08,-0.01552,0.00000,-0.02984,-0.00592
ENDURANCE.NS,2024-11-08,intraday,2024-11-08,0.01496,0.01264,-0.01185,0.04489
COCHINSHIP.NS,2024-11-07,after-close,2024-11-08,-0.03549,-0.02353,-0.02692,-0.03027
NHPC.NS,2024-11-07,after-close,2024-11-08,-0.01136,-0.03573,0.01043,-0.00795
NHPC.NS,2024-11-07,after-close,2024-11-08,-0.01136,-0.03573,0.01043,-0.00795
SAIL.NS,2024-11-07,after-close,2024-11-08,-0.02743,-0.02318,-0.01900,-0.01215
LUPIN.NS,2024-11-07,after-close,2024-11-08,0.01105,0.01582,-0.01879,-0.00189
RVNL.NS,2024-11-07,after-close,2024-11-08,-0.04826,-0.07084,0.00890,-0.01798
ESCORTS.NS,2024-11-07,intraday,2024-11-07,-0.02059,0.00000,-0.02872,0.01208
ESCORTS.NS,2024-11-07,intraday,2024-11-07,-0.02059,0.00000,-0.02872,0.01208
ENDURANCE.NS,2024-11-07,intraday,2024-11-07,0.02693,0.00823,0.01048,0.01496
ENDURANCE.NS,2024-11-06,after-close,2024-11-07,0.02693,0.00823,0.01048,0.01496
ENDURANCE.NS,2024-11-06,after-close,2024-11-07,0.02693,0.00823,0.01048,0.01496
MANKIND.NS,2024-11-06,after-close,2024-11-07,0.00018,0.00000,-0.00795,-0.01044
PREMIERENE.NS,2024-11-06,intraday,2024-11-06,-0.00290,0.02727,-0.00908,-0.07260
OIL.NS,2024-11-05,after-close,2024-11-06,0.03869,0.01493,0.04394,0.00709
POLICYBZR.NS,2024-11-05,after-close,2024-11-06,-0.00783,0.03231,-0.01870,0.05364
OIL.NS,2024-11-05,after-close,2024-11-06,0.03869,0.01493,0.04394,0.00709
MANKIND.NS,2024-11-05,after-close,2024-11-06,-0.00809,0.05886,-0.04355,0.00018
IRCTC.NS,2024-11-04,after-close,2024-11-05,0.01012,-0.02597,0.04289,0.01324
OIL.NS,2024-11-04,after-close,2024-11-05,0.04365,-0.00487,0.05447,0.03869
GMRAIRPORT.NS,2024-10-31,after-close,2024-11-01,0.00015,0.00315,0.00528,-0.01149
ABCAPITAL.NS,2024-10-30,intraday,2024-10-30,0.04828,0.00665,0.04615,-0.05963
POWERINDIA.NS,2024-10-29,after-close,2024-10-30,-0.04395,0.01729,-0.05546,0.00573
VOLTAS.NS,2024-10-29,after-close,2024-10-30,-0.04588,0.00531,-0.04612,-0.03177
SBICARD.NS,2024-10-29,after-close,2024-10-30,-0.00657,-0.02948,0.02857,0.00317
SBICARD.NS,2024-10-29,intraday,2024-10-29,0.01698,0.00809,0.01820,-0.00657
HUDCO.NS,2024-10-29,intraday,2024-10-29,0.05116,0.00059,0.06000,-0.00408
ACC.NS,2024-10-28,after-close,2024-10-29,0.00800,0.00004,0.01741,-0.00343
FEDERALBNK.NS,2024-10-28,after-close,2024-10-29,0.07546,0.04844,0.03480,0.00783
FEDERALBNK.NS,2024-10-28,after-close,2024-10-29,0.07546,0.04844,0.03480,0.00783
JSWINFRA.NS,2024-10-28,after-close,2024-10-29,0.09024,0.07012,0.02764,-0.00451
SUZLON.NS,2024-10-28,after-close,2024-10-29,-0.03727,0.02696,-0.05333,-0.01557
JSWINFRA.NS,2024-10-28,after-close,2024-10-29,0.09024,0.07012,0.02764,-0.00451
BHARTIHEXA.NS,2024-10-28,after-close,2024-10-29,-0.03526,0.01165,-0.03702,-0.00230
BHARTIHEXA.NS,2024-10-28,after-close,2024-10-29,-0.03526,0.01165,-0.03702,-0.00230
BHARTIHEXA.NS,2024-10-28,after-close,2024-10-29,-0.03526,0.01165,-0.03702,-0.00230
LICHSGFIN.NS,2024-10-28,intraday,2024-10-28,0.02595,0.00334,0.03032,0.02126
OFSS.NS,2024-10-28,intraday,2024-10-28,0.00158,-0.00173,0.01114,-0.00945
BHEL.NS,2024-10-28,intraday,2024-10-28,0.05168,0.00692,0.05221,0.01339
IDFCFIRSTB.NS,2024-10-26,weekend,2024-10-28,0.01707,-0.06855,0.10031,-0.00246
PAYTM.NS,2024-10-26,weekend,2024-10-28,-0.02292,0.00437,-0.01939,0.00588
YESBANK.NS,2024-10-26,weekend,2024-10-28,0.05204,0.05005,0.00934,-0.00021
YESBANK.NS,2024-10-26,weekend,2024-10-28,0.05204,0.05005,0.00934,-0.00021
GMRAIRPORT.NS,2024-10-25,after-close,2024-10-28,-0.01898,0.02005,-0.03060,0.01030
ACC.NS,2024-10-25,after-close,2024-10-28,0.01493,-0.00795,0.03095,0.00800
HINDPETRO.NS,2024-10-25,intraday,2024-10-25,-0.05931,0.00309,-0.08276,0.02146
HINDPETRO.NS,2024-10-25,intraday,2024-10-25,-0.05931,0.00309,-0.08276,0.02146
ATGL.NS,2024-10-24,after-close,2024-10-25,-0.02019,-0.00013,-0.04067,-0.02445
GMRAIRPORT.NS,2024-10-24,after-close,2024-10-25,-0.02423,-0.03660,-0.00855,-0.01898
GMRAIRPORT.NS,2024-10-24,after-close,2024-10-25,-0.02423,-0.03660,-0.00855,-0.01898
OFSS.NS,2024-10-24,after-close,2024-10-25,0.03986,-0.01942,0.03943,0.00158
OFSS.NS,2024-10-24,after-close,2024-10-25,0.03986,-0.01942,0.03943,0.00158
JSWENERGY.NS,2024-10-24,after-close,2024-10-25,0.01748,-0.00894,0.00586,-0.04668
NAM-INDIA.NS,2024-10-24,after-close,2024-10-25,0.02407,0.02761,-0.02350,-0.01331
LLOYDSME.NS,2024-10-24,after-close,2024-10-25,-0.01354,0.00261,-0.03666,-0.03289
PETRONET.NS,2024-10-24,after-close,2024-10-25,0.01766,-0.01049,0.00761,-0.02588
DIXON.NS,2024-10-24,after-close,2024-10-25,-0.05365,0.05611,-0.12345,0.01367
INDUSINDBK.NS,2024-10-24,after-close,2024-10-25,-0.16567,-0.09144,-0.10439,0.00486
INDUSINDBK.NS,2024-10-24,after-close,2024-10-25,-0.16567,-0.09144,-0.10439,0.00486
INDUSINDBK.NS,2024-10-24,after-close,2024-10-25,-0.16567,-0.09144,-0.10439,0.00486
AWL.NS,2024-10-24,intraday,2024-10-24,0.07179,0.00864,0.06012,-0.02655
ATGL.NS,2024-10-24,intraday,2024-10-24,0.08031,-0.00685,0.08524,-0.02019
AWL.NS,2024-10-24,intraday,2024-10-24,0.07179,0.00864,0.06012,-0.02655
ACC.NS,2024-10-24,intraday,2024-10-24,0.00844,-0.01188,0.01803,0.00634
PAYTM.NS,2024-10-23,after-close,2024-10-24,0.02847,0.00658,0.01927,-0.00555
AUBANK.NS,2024-10-23,after-close,2024-10-24,-0.00731,0.01219,-0.02174,-0.04312
AUBANK.NS,2024-10-23,after-close,2024-10-24,-0.00731,0.01219,-0.02174,-0.04312
AUBANK.NS,2024-10-23,after-close,2024-10-24,-0.00731,0.01219,-0.02174,-0.04312
LLOYDSME.NS,2024-10-23,intraday,2024-10-23,-0.00760,-0.00159,-0.00118,0.02533
LLOYDSME.NS,2024-10-23,intraday,2024-10-23,-0.00760,-0.00159,-0.00118,0.02533
AIIL.NS,2024-10-23,intraday,2024-10-23,-0.00508,0.00823,-0.00840,0.01450
INDUSTOWER.NS,2024-10-22,after-close,2024-10-23,-0.03115,0.03872,-0.06261,-0.01668
INDUSTOWER.NS,2024-10-22,after-close,2024-10-23,-0.03115,0.03872,-0.06261,-0.01668
INDUSTOWER.NS,2024-10-22,after-close,2024-10-23,-0.03115,0.03872,-0.06261,-0.01668
ICICIPRULI.NS,2024-10-22,after-close,2024-10-23,0.01623,-0.04083,0.06453,0.03137
PAYTM.NS,2024-10-22,intraday,2024-10-22,-0.02592,0.00145,-0.05578,0.08060
PAYTM.NS,2024-10-22,intraday,2024-10-22,-0.02592,0.00145,-0.05578,0.08060
AIIL.NS,2024-10-21,after-close,2024-10-22,-0.09007,-0.04915,-0.07300,-0.00508
BAJAJHFL.NS,2024-10-21,after-close,2024-10-22,0.02608,0.03236,-0.03369,-0.00058
ICICIGI.NS,2024-10-19,weekend,2024-10-21,0.01572,0.00646,-0.00474,0.00967
LTF.NS,2024-10-18,after-close,2024-10-21,-0.03889,0.00816,-0.06060,-0.04292
LTF.NS,2024-10-18,after-close,2024-10-21,-0.03889,0.00816,-0.06060,-0.04292
ICICIGI.NS,2024-10-18,after-close,2024-10-21,0.01572,0.00646,-0.00474,0.00967
POLYCAB.NS,2024-10-17,after-close,2024-10-18,-0.00372,-0.05907,0.06275,-0.02397
POLYCAB.NS,2024-10-17,after-close,2024-10-18,-0.00372,-0.05907,0.06275,-0.02397
POLYCAB.NS,2024-10-17,after-close,2024-10-18,-0.00372,-0.05907,0.06275,-0.02397
LTTS.NS,2024-10-17,intraday,2024-10-17,-0.00473,-0.01641,-0.00503,-0.02476
LTTS.NS,2024-10-16,after-close,2024-10-17,-0.00473,-0.01641,-0.00503,-0.02476
LTTS.NS,2024-10-16,after-close,2024-10-17,-0.00473,-0.01641,-0.00503,-0.02476
AWL.NS,2024-10-15,after-close,2024-10-16,-0.00944,-0.00134,-0.01073,0.00367
IREDA.NS,2024-10-10,after-close,2024-10-11,-0.02638,0.01844,-0.03945,-0.03436
IREDA.NS,2024-10-10,after-close,2024-10-11,-0.02638,0.01844,-0.03945,-0.03436
HINDPETRO.NS,2024-10-08,intraday,2024-10-08,-0.02892,-0.01435,0.00580,-0.00082
AIIL.NS,2024-09-10,intraday,2024-09-10,-0.00204,0.00000,0.00668,-0.01899
NHPC.NS,2024-08-27,intraday,2024-08-27,-0.02413,-0.00052,-0.01625,0.00125
SAIL.NS,2024-08-26,intraday,2024-08-26,0.04072,0.01214,0.03269,-0.02080
JSWENERGY.NS,2024-08-21,intraday,2024-08-21,0.00724,-0.00197,0.01609,-0.01817
AIIL.NS,2024-08-21,intraday,2024-08-21,0.05536,0.01842,0.04299,0.02320
NHPC.NS,2024-08-21,intraday,2024-08-21,-0.01573,-0.01498,0.00619,0.01535
GMRAIRPORT.NS,2024-08-20,after-close,2024-08-21,-0.01344,0.00157,-0.00815,-0.00444
SAIL.NS,2024-08-17,weekend,2024-08-19,0.01667,0.01341,0.01015,0.00554
GMRAIRPORT.NS,2024-08-15,intraday,2024-08-16,0.01405,0.01801,0.01557,-0.00265
GLENMARK.NS,2024-08-14,after-close,2024-08-16,0.03022,0.01576,0.03374,0.03493
HEROMOTOCO.NS,2024-08-14,after-close,2024-08-16,-0.00884,0.00937,0.00158,0.00482
GMRAIRPORT.NS,2024-08-14,intraday,2024-08-14,-0.01620,-0.00854,-0.01351,0.01405
HEROMOTOCO.NS,2024-08-13,after-close,2024-08-14,-0.02725,0.00658,-0.03931,-0.00884
HEROMOTOCO.NS,2024-08-13,after-close,2024-08-14,-0.02725,0.00658,-0.03931,-0.00884
NYKAA.NS,2024-08-13,after-close,2024-08-14,0.01647,0.02531,-0.01422,0.00465
ENDURANCE.NS,2024-08-13,after-close,2024-08-14,-0.02229,0.00231,-0.03027,-0.00887
ENDURANCE.NS,2024-08-13,after-close,2024-08-14,-0.02229,0.00231,-0.03027,-0.00887
NYKAA.NS,2024-08-13,after-close,2024-08-14,0.01647,0.02531,-0.01422,0.00465
IRCTC.NS,2024-08-13,intraday,2024-08-13,0.00196,0.00579,-0.01215,-0.00362
NMDC.NS,2024-08-12,after-close,2024-08-13,-0.01411,0.02317,-0.04465,-0.05449
HUDCO.NS,2024-08-12,after-close,2024-08-13,-0.03342,0.03199,-0.07152,0.00731
HUDCO.NS,2024-08-12,after-close,2024-08-13,-0.03342,0.03199,-0.07152,0.00731
VOLTAS.NS,2024-08-12,pre-open,2024-08-13,0.00259,0.00000,-0.00581,-0.00891
LICHSGFIN.NS,2024-08-09,after-close,2024-08-12,0.01193,0.00682,0.00646,0.00075
SAIL.NS,2024-08-09,after-close,2024-08-12,0.01678,-0.00077,0.01896,-0.01863
JUBLFOOD.NS,2024-08-09,after-close,2024-08-12,0.08619,0.02930,0.05661,-0.00258
LICI.NS,2024-08-09,intraday,2024-08-09,-0.00023,0.02612,-0.01866,-0.05353
ALKEM.NS,2024-08-09,intraday,2024-08-09,0.01300,0.00493,0.01430,-0.01553
OIL.NS,2024-08-08,after-close,2024-08-09,0.04354,0.01004,0.04031,0.03479
SAIL.NS,2024-08-08,after-close,2024-08-09,-0.06613,-0.01055,-0.04890,0.01678
LICI.NS,2024-08-08,after-close,2024-08-09,-0.00023,0.02612,-0.01866,-0.05353
OIL.NS,2024-08-08,after-close,2024-08-09,0.04354,0.01004,0.04031,0.03479
POLICYBZR.NS,2024-08-08,after-close,2024-08-09,-0.01638,0.00945,-0.01846,-0.02488
COCHINSHIP.NS,2024-08-08,after-close,2024-08-09,0.02206,0.05536,-0.02473,-0.02431
MEDANTA.NS,2024-08-08,after-close,2024-08-09,-0.04157,0.01614,-0.04971,-0.04713
RVNL.NS,2024-08-08,intraday,2024-08-08,-0.04481,-0.00133,-0.04708,-0.04490
NHPC.NS,2024-08-07,after-close,2024-08-08,-0.01408,-0.00348,-0.01417,-0.01743
NHPC.NS,2024-08-07,after-close,2024-08-08,-0.01408,-0.00348,-0.01417,-0.01743
AIIL.NS,2024-08-07,after-close,2024-08-08,0.14661,0.09423,0.04465,0.13788
BSE.NS,2024-08-07,after-close,2024-08-08,0.08743,0.10775,-0.02153,0.01230
LUPIN.NS,2024-08-06,after-close,2024-08-07,0.02073,0.05718,-0.01265,0.03178
FORTIS.NS,2024-08-06,after-close,2024-08-07,-0.04451,0.03844,-0.05766,0.00949
FORTIS.NS,2024-08-06,after-close,2024-08-07,-0.04451,0.03844,-0.05766,0.00949
POLICYBZR.NS,2024-08-06,after-close,2024-08-07,0.03174,0.05377,0.00099,-0.02125
LICI.NS,2024-08-05,after-close,2024-08-06,-0.01828,0.01115,-0.03612,0.01768
BHARTIHEXA.NS,2024-08-05,after-close,2024-08-06,-0.01322,0.03153,-0.05026,0.00783
BHARTIHEXA.NS,2024-08-05,after-close,2024-08-06,-0.01322,0.03153,-0.05026,0.00783
BANKINDIA.NS,2024-08-05,after-close,2024-08-06,-0.02086,0.00613,-0.03387,-0.02358
BANKINDIA.NS,2024-08-03,weekend,2024-08-05,0.00445,-0.02091,-0.01011,-0.02086
BANKINDIA.NS,2024-08-03,weekend,2024-08-05,0.00445,-0.02091,-0.01011,-0.02086
BANKINDIA.NS,2024-08-03,weekend,2024-08-05,0.00445,-0.02091,-0.01011,-0.02086
