symbol,ann_date,bucket,reaction_date,earcc,gap,intra,continuation_next
RVNL.NS,2025-11-11,after-close,2025-11-12,-0.01130,-0.01180,0.00748,-0.00381
OIL.NS,2025-11-11,after-close,2025-11-12,0.00503,0.00252,0.00938,-0.01252
BSE.NS,2025-11-11,after-close,2025-11-12,0.04272,0.04758,0.00195,-0.00281
HUDCO.NS,2025-11-11,intraday,2025-11-11,-0.01614,0.00518,-0.01830,-0.02219
AIIL.NS,2025-11-10,after-close,2025-11-11,-0.00183,-0.00650,0.00765,0.01439
ANTHEM.NS,2025-11-10,after-close,2025-11-11,-0.03747,0.00716,-0.04141,0.00163
HUDCO.NS,2025-11-10,after-close,2025-11-11,-0.01614,0.00518,-0.01830,-0.02219
NYKAA.NS,2025-11-10,intraday,2025-11-10,0.05646,0.02908,0.03083,0.00167
ANTHEM.NS,2025-11-08,weekend,2025-11-10,0.00772,-0.00079,0.01286,-0.03747
ANTHEM.NS,2025-11-08,weekend,2025-11-10,0.00772,-0.00079,0.01286,-0.03747
LUPIN.NS,2025-11-08,weekend,2025-11-10,0.00499,0.00421,0.00510,-0.01011
PETRONET.NS,2025-11-07,after-close,2025-11-10,-0.00739,-0.00898,0.00598,-0.00329
MEDANTA.NS,2025-11-07,after-close,2025-11-10,-0.05858,-0.00535,-0.04915,-0.01222
PETRONET.NS,2025-11-07,after-close,2025-11-10,-0.00739,-0.00898,0.00598,-0.00329
NYKAA.NS,2025-11-07,after-close,2025-11-10,0.05646,0.02908,0.03083,0.00167
KALYANKJIL.NS,2025-11-07,after-close,2025-11-10,-0.00902,0.00780,-0.01238,-0.00489
HEXT.NS,2025-11-06,after-close,2025-11-07,-0.04106,0.00400,-0.04250,-0.00300
MANKIND.NS,2025-11-06,after-close,2025-11-07,-0.02288,-0.02559,0.00524,-0.01548
LUPIN.NS,2025-11-06,after-close,2025-11-07,0.00594,0.01457,-0.00615,0.00499
LICI.NS,2025-11-06,after-close,2025-11-07,0.02891,0.01551,0.01555,-0.03080
NHPC.NS,2025-11-06,after-close,2025-11-07,-0.01893,-0.00422,-0.01236,0.00585
BAJAJHFL.NS,2025-11-06,after-close,2025-11-07,-0.00130,0.00567,-0.00455,-0.01567
UPL.NS,2025-11-06,intraday,2025-11-06,0.01302,-0.00185,0.00459,0.01751
UPL.NS,2025-11-06,intraday,2025-11-06,0.01302,-0.00185,0.00459,0.01751
PAYTM.NS,2025-11-05,intraday,2025-11-06,0.05177,0.03312,0.00809,0.01722
PAYTM.NS,2025-11-04,after-close,2025-11-06,0.05177,0.03312,0.00809,0.01722
JUBLFOOD.NS,2025-11-04,after-close,2025-11-06,-0.00690,-0.00244,-0.01478,-0.01397
ESCORTS.NS,2025-11-04,intraday,2025-11-04,-0.00356,0.00403,-0.01028,-0.02440
ESCORTS.NS,2025-11-04,intraday,2025-11-04,-0.00356,0.00403,-0.01028,-0.02440
ACC.NS,2025-11-03,after-close,2025-11-04,-0.01753,-0.00005,-0.02021,0.01018
POWERINDIA.NS,2025-11-03,after-close,2025-11-04,0.14437,0.07205,0.06491,-0.00193
BHARTIHEXA.NS,2025-11-03,after-close,2025-11-04,0.00579,0.01205,-0.00889,-0.02127
BHARTIHEXA.NS,2025-11-03,after-close,2025-11-04,0.00579,0.01205,-0.00889,-0.02127
AWL.NS,2025-11-03,intraday,2025-11-03,-0.00615,0.00055,0.00036,0.01091
AWL.NS,2025-11-03,intraday,2025-11-03,-0.00615,0.00055,0.00036,0.01091
ACC.NS,2025-11-01,weekend,2025-11-03,-0.01291,0.02046,-0.02578,-0.01753
SWIGGY.NS,2025-10-31,after-close,2025-11-03,-0.02536,-0.00037,-0.01794,0.02982
ABCAPITAL.NS,2025-10-31,after-close,2025-11-03,0.02394,0.00447,0.02641,-0.00564
POLICYBZR.NS,2025-10-31,after-close,2025-11-03,0.00683,-0.00975,0.02387,0.00986
ACC.NS,2025-10-31,after-close,2025-11-03,-0.01291,0.02046,-0.02578,-0.01753
ACC.NS,2025-10-31,intraday,2025-10-31,0.01838,0.00473,0.00712,-0.01291
ACC.NS,2025-10-31,intraday,2025-10-31,0.01838,0.00473,0.00712,-0.01291
NMDC.NS,2025-10-30,after-close,2025-10-31,0.00518,-0.00448,0.00318,-0.00535
SWIGGY.NS,2025-10-30,after-close,2025-10-31,-0.01265,0.02883,-0.04663,-0.02536
NAM-INDIA.NS,2025-10-30,after-close,2025-10-31,0.00994,0.00000,0.00344,-0.01209
ABCAPITAL.NS,2025-10-30,intraday,2025-10-30,0.05391,0.00000,0.05148,-0.00146
LICHSGFIN.NS,2025-10-29,after-close,2025-10-30,-0.03633,-0.00076,-0.03803,0.00737
HINDPETRO.NS,2025-10-29,after-close,2025-10-30,0.00435,0.00245,-0.00053,0.01980
SAIL.NS,2025-10-29,after-close,2025-10-30,-0.02247,-0.01316,-0.01190,0.00504
SAIL.NS,2025-10-29,after-close,2025-10-30,-0.02247,-0.01316,-0.01190,0.00504
HINDPETRO.NS,2025-10-29,after-close,2025-10-30,0.00435,0.00245,-0.00053,0.01980
NTPCGREEN.NS,2025-10-29,after-close,2025-10-30,-0.00176,0.00343,-0.00759,-0.00746
HINDPETRO.NS,2025-10-29,after-close,2025-10-30,0.00435,0.00245,-0.00053,0.01980
POLICYBZR.NS,2025-10-29,after-close,2025-10-30,0.07270,0.04497,0.02421,-0.02555
BHEL.NS,2025-10-29,after-close,2025-10-30,0.06722,0.03509,0.02870,0.02257
NMDC.NS,2025-10-29,intraday,2025-10-29,0.02097,0.00831,0.01927,-0.00813
PREMIERENE.NS,2025-10-28,after-close,2025-10-29,0.00084,0.00743,0.00018,0.00297
ATGL.NS,2025-10-28,after-close,2025-10-29,0.01457,-0.00032,0.02167,0.00936
ATGL.NS,2025-10-28,after-close,2025-10-29,0.01457,-0.00032,0.02167,0.00936
YESBANK.NS,2025-10-27,after-close,2025-10-28,-0.00043,-0.00088,-0.00088,-0.00853
INDUSTOWER.NS,2025-10-27,after-close,2025-10-28,0.04065,0.01535,0.02361,-0.01933
INDUSTOWER.NS,2025-10-27,after-close,2025-10-28,0.04065,0.01535,0.02361,-0.01933
LUPIN.NS,2025-10-27,after-close,2025-10-28,-0.00086,-0.00359,0.00141,0.01262
SBICARD.NS,2025-10-25,weekend,2025-10-27,-0.03645,-0.02578,-0.00464,0.00682
SBICARD.NS,2025-10-24,after-close,2025-10-27,-0.03645,-0.02578,-0.00464,0.00682
SBICARD.NS,2025-10-24,after-close,2025-10-27,-0.03645,-0.02578,-0.00464,0.00682
ITCHOTELS.NS,2025-10-24,intraday,2025-10-24,0.00768,0.00698,-0.00162,-0.01489
OFSS.NS,2025-10-22,after-close,2025-10-23,-0.00872,0.01276,-0.02274,0.00620
FEDERALBNK.NS,2025-10-19,weekend,2025-10-20,0.06452,0.01940,0.04887,-0.00215
YESBANK.NS,2025-10-18,weekend,2025-10-20,0.01283,0.01124,0.00622,0.00113
IDFCFIRSTB.NS,2025-10-18,weekend,2025-10-20,0.06556,0.01210,0.05746,-0.00581
IDFCFIRSTB.NS,2025-10-18,weekend,2025-10-20,0.06556,0.01210,0.05746,-0.00581
BANKINDIA.NS,2025-10-18,weekend,2025-10-20,0.04940,0.01137,0.04225,0.00004
INDUSINDBK.NS,2025-10-18,weekend,2025-10-20,0.00695,-0.01065,0.02254,-0.00544
INDUSINDBK.NS,2025-10-18,weekend,2025-10-20,0.00695,-0.01065,0.02254,-0.00544
YESBANK.NS,2025-10-18,weekend,2025-10-20,0.01283,0.01124,0.00622,0.00113
YESBANK.NS,2025-10-18,weekend,2025-10-20,0.01283,0.01124,0.00622,0.00113
LTTS.NS,2025-10-18,weekend,2025-10-20,0.00613,0.01331,-0.00245,-0.00249
FEDERALBNK.NS,2025-10-18,weekend,2025-10-20,0.06452,0.01940,0.04887,-0.00215
OFSS.NS,2025-10-17,after-close,2025-10-20,-0.02691,-0.00404,-0.01824,0.00034
OFSS.NS,2025-10-17,after-close,2025-10-20,-0.02691,-0.00404,-0.01824,0.00034
BANKINDIA.NS,2025-10-17,after-close,2025-10-20,0.04940,0.01137,0.04225,0.00004
JSWENERGY.NS,2025-10-17,after-close,2025-10-20,-0.03355,-0.00222,-0.02669,0.00179
BANKINDIA.NS,2025-10-17,after-close,2025-10-20,0.04940,0.01137,0.04225,0.00004
BANKINDIA.NS,2025-10-17,after-close,2025-10-20,0.04940,0.01137,0.04225,0.00004
LTTS.NS,2025-10-17,after-close,2025-10-20,0.00613,0.01331,-0.00245,-0.00249
DIXON.NS,2025-10-17,after-close,2025-10-20,-0.04213,0.00000,-0.03743,-0.00081
AUBANK.NS,2025-10-17,after-close,2025-10-20,0.08710,0.03224,0.05770,-0.00818
AUBANK.NS,2025-10-17,after-close,2025-10-20,0.08710,0.03224,0.05770,-0.00818
POLYCAB.NS,2025-10-17,intraday,2025-10-17,-0.01412,0.00198,-0.02022,0.02675
POLYCAB.NS,2025-10-17,intraday,2025-10-17,-0.01412,0.00198,-0.02022,0.02675
POLYCAB.NS,2025-10-17,intraday,2025-10-17,-0.01412,0.00198,-0.02022,0.02675
POLYCAB.NS,2025-10-17,intraday,2025-10-17,-0.01412,0.00198,-0.02022,0.02675
WAAREEENER.NS,2025-10-16,after-close,2025-10-17,-0.02123,0.00623,-0.03142,-0.01282
WAAREEENER.NS,2025-10-16,after-close,2025-10-17,-0.02123,0.00623,-0.03142,-0.01282
JSWINFRA.NS,2025-10-16,after-close,2025-10-17,-0.03388,-0.01279,-0.02557,-0.01530
ICICIGI.NS,2025-10-15,after-close,2025-10-16,-0.00918,-0.00485,-0.00020,-0.00037
LTF.NS,2025-10-15,after-close,2025-10-16,-0.01282,-0.02412,0.01581,-0.00673
HDBFS.NS,2025-10-15,after-close,2025-10-16,-0.01213,-0.00686,-0.00115,-0.00568
PAYTM.NS,2025-10-14,after-close,2025-10-15,0.01680,0.00434,0.02168,-0.00671
ICICIGI.NS,2025-10-14,after-close,2025-10-15,0.07992,0.02173,0.06607,-0.00918
ICICIPRULI.NS,2025-10-14,intraday,2025-10-14,0.01311,0.00379,0.00369,-0.02611
DIXON.NS,2025-09-11,intraday,2025-09-11,0.00714,0.00156,0.00647,0.00175
DIXON.NS,2025-09-08,after-close,2025-09-09,-0.00254,0.00350,-0.00371,-0.01528
ANTHEM.NS,2025-09-08,after-close,2025-09-09,0.00111,0.00349,-0.00006,-0.01397
LLOYDSME.NS,2025-08-14,after-close,2025-08-18,-0.02860,0.01173,-0.02530,0.00328
GLENMARK.NS,2025-08-14,after-close,2025-08-18,-0.04931,-0.01697,-0.01791,-0.02393
ANTHEM.NS,2025-08-14,after-close,2025-08-18,-0.04419,0.00006,-0.02952,0.01229
ENDURANCE.NS,2025-08-14,intraday,2025-08-14,0.02920,0.01829,0.00943,0.05682
ASHOKLEY.NS,2025-08-14,intraday,2025-08-14,0.01993,0.00226,0.01633,0.06562
ANTHEM.NS,2025-08-13,after-close,2025-08-14,0.09403,0.03318,0.05763,-0.04419
ANTHEM.NS,2025-08-13,after-close,2025-08-14,0.09403,0.03318,0.05763,-0.04419
NMDC.NS,2025-08-13,after-close,2025-08-14,-0.02915,-0.00400,-0.03998,-0.01214
ENDURANCE.NS,2025-08-13,after-close,2025-08-14,0.02920,0.01829,0.00943,0.05682
IRCTC.NS,2025-08-13,after-close,2025-08-14,-0.00220,0.00846,-0.01186,-0.01874
VMM.NS,2025-08-13,after-close,2025-08-14,0.01775,0.06804,-0.04831,-0.01187
JUBLFOOD.NS,2025-08-13,after-close,2025-08-14,-0.01104,0.02735,-0.03865,-0.00943
ENDURANCE.NS,2025-08-13,after-close,2025-08-14,0.02920,0.01829,0.00943,0.05682
NMDC.NS,2025-08-12,after-close,2025-08-13,0.01761,0.01494,0.00806,-0.04250
NHPC.NS,2025-08-12,after-close,2025-08-13,0.00879,0.00584,0.00841,-0.03147
COCHINSHIP.NS,2025-08-12,after-close,2025-08-13,0.00402,0.00768,0.00185,0.00600
OIL.NS,2025-08-12,after-close,2025-08-13,-0.04809,0.00223,-0.04471,-0.01405
OIL.NS,2025-08-12,after-close,2025-08-13,-0.04809,0.00223,-0.04471,-0.01405
NMDC.NS,2025-08-12,after-close,2025-08-13,0.01761,0.01494,0.00806,-0.04250
NYKAA.NS,2025-08-12,after-close,2025-08-13,0.04531,0.05063,0.00019,0.00177
SUZLON.NS,2025-08-12,after-close,2025-08-13,-0.04907,0.00032,-0.04386,-0.00399
RVNL.NS,2025-08-12,intraday,2025-08-12,-0.03669,0.00073,-0.03880,-0.01507
ALKEM.NS,2025-08-12,intraday,2025-08-12,0.06427,0.00413,0.05848,0.04100
VOLTAS.NS,2025-08-08,after-close,2025-08-11,-0.05064,-0.07962,0.03680,0.00126
LICI.NS,2025-08-08,intraday,2025-08-08,0.04478,0.02260,0.00878,-0.01212
HINDPETRO.NS,2025-08-07,after-close,2025-08-08,0.03085,0.01143,0.00614,-0.00282
HINDPETRO.NS,2025-08-07,after-close,2025-08-08,0.03085,0.01143,0.00614,-0.00282
BSE.NS,2025-08-07,after-close,2025-08-08,-0.00698,0.02367,-0.04284,-0.00347
HEROMOTOCO.NS,2025-08-07,after-close,2025-08-08,0.00014,-0.00015,-0.01292,-0.01307
HINDPETRO.NS,2025-08-07,after-close,2025-08-08,0.03085,0.01143,0.00614,-0.00282
LICI.NS,2025-08-07,after-close,2025-08-08,0.04478,0.02260,0.00878,-0.01212
MEDANTA.NS,2025-08-07,after-close,2025-08-08,0.08570,0.02110,0.05033,-0.03005
LUPIN.NS,2025-08-07,after-close,2025-08-08,-0.00027,-0.00576,-0.00776,0.00908
KALYANKJIL.NS,2025-08-07,after-close,2025-08-08,-0.09315,0.04070,-0.14130,0.01291
FORTIS.NS,2025-08-06,after-close,2025-08-07,0.02935,0.03129,-0.00113,0.02830
FORTIS.NS,2025-08-06,after-close,2025-08-07,0.02935,0.03129,-0.00113,0.02830
BHEL.NS,2025-08-06,after-close,2025-08-07,-0.05022,-0.03327,-0.01673,-0.00987
HEROMOTOCO.NS,2025-08-06,after-close,2025-08-07,0.04075,-0.01003,0.05208,0.00014
HUDCO.NS,2025-08-06,after-close,2025-08-07,-0.00625,0.01029,-0.01561,-0.00118
HUDCO.NS,2025-08-06,after-close,2025-08-07,-0.00625,0.01029,-0.01561,-0.00118
ABCAPITAL.NS,2025-08-05,after-close,2025-08-06,-0.00838,0.00000,-0.01720,0.00284
LUPIN.NS,2025-08-05,after-close,2025-08-06,0.00201,0.02333,-0.02945,0.04912
BHARTIHEXA.NS,2025-08-05,after-close,2025-08-06,-0.01938,-0.02560,-0.00267,-0.03085
BHARTIHEXA.NS,2025-08-05,after-close,2025-08-06,-0.01938,-0.02560,-0.00267,-0.03085
GMRAIRPORT.NS,2025-08-04,after-close,2025-08-05,0.01497,0.00087,0.01376,-0.00648
ESCORTS.NS,2025-08-04,intraday,2025-08-04,0.01981,0.00319,0.02852,0.00581
ESCORTS.NS,2025-08-04,intraday,2025-08-04,0.01981,0.00319,0.02852,0.00581
ESCORTS.NS,2025-08-04,intraday,2025-08-04,0.01981,0.00319,0.02852,0.00581
POLICYBZR.NS,2025-08-02,weekend,2025-08-04,-0.01199,0.00225,-0.00224,-0.01815
FEDERALBNK.NS,2025-08-02,weekend,2025-08-04,-0.00995,-0.05233,0.05737,-0.00181
FEDERALBNK.NS,2025-08-02,weekend,2025-08-04,-0.00995,-0.05233,0.05737,-0.00181
LICHSGFIN.NS,2025-08-01,after-close,2025-08-04,0.02449,0.00000,0.03648,-0.01896
LICHSGFIN.NS,2025-08-01,after-close,2025-08-04,0.02449,0.00000,0.03648,-0.01896
MANKIND.NS,2025-08-01,after-close,2025-08-04,0.01241,0.00000,0.02439,-0.00348
UPL.NS,2025-08-01,intraday,2025-08-01,-0.04083,0.00021,-0.05512,0.05800
UPL.NS,2025-08-01,intraday,2025-08-01,-0.04083,0.00021,-0.05512,0.05800
POLICYBZR.NS,2025-07-31,after-close,2025-08-01,-0.00313,0.00000,-0.01722,-0.01199
JSWENERGY.NS,2025-07-31,after-close,2025-08-01,0.00749,0.02903,-0.03462,0.03912
MANKIND.NS,2025-07-31,after-close,2025-08-01,0.01374,0.00097,-0.00132,0.01241
MANKIND.NS,2025-07-31,after-close,2025-08-01,0.01374,0.00097,-0.00132,0.01241
NTPCGREEN.NS,2025-07-31,after-close,2025-08-01,0.01658,0.00000,0.00249,-0.00663
SWIGGY.NS,2025-07-31,after-close,2025-08-01,-0.01414,0.01053,-0.03836,0.00547
SWIGGY.NS,2025-07-31,after-close,2025-08-01,-0.01414,0.01053,-0.03836,0.00547
INDUSTOWER.NS,2025-07-30,after-close,2025-07-31,-0.04526,-0.01641,-0.03841,-0.03522
INDUSTOWER.NS,2025-07-30,after-close,2025-07-31,-0.04526,-0.01641,-0.03841,-0.03522
INDUSTOWER.NS,2025-07-30,after-close,2025-07-31,-0.04526,-0.01641,-0.03841,-0.03522
GMRAIRPORT.NS,2025-07-30,after-close,2025-07-31,0.01139,-0.01714,0.01993,0.00698
RVNL.NS,2025-07-30,after-close,2025-07-31,-0.01966,-0.01507,-0.01374,0.00634
POWERINDIA.NS,2025-07-30,after-close,2025-07-31,-0.02611,-0.00600,-0.02923,0.03673
BANKINDIA.NS,2025-07-30,after-close,2025-07-31,-0.01524,-0.01262,-0.01171,-0.00467
GMRAIRPORT.NS,2025-07-29,after-close,2025-07-30,-0.00806,0.01851,-0.02231,0.01139
GMRAIRPORT.NS,2025-07-29,after-close,2025-07-30,-0.00806,0.01851,-0.02231,0.01139
BANKINDIA.NS,2025-07-29,after-close,2025-07-30,0.01371,0.00651,0.01098,-0.01524
BANKINDIA.NS,2025-07-29,after-close,2025-07-30,0.01371,0.00651,0.01098,-0.01524
WAAREEENER.NS,2025-07-28,after-close,2025-07-29,0.00997,0.02449,-0.00483,-0.01302
ATGL.NS,2025-07-28,after-close,2025-07-29,-0.00366,0.00527,0.00064,-0.01052
NTPCGREEN.NS,2025-07-28,after-close,2025-07-29,-0.02178,0.00923,-0.02124,-0.00395
ATGL.NS,2025-07-28,after-close,2025-07-29,-0.00366,0.00527,0.00064,-0.01052
INDUSINDBK.NS,2025-07-28,after-close,2025-07-29,-0.00190,-0.00256,0.01025,-0.01165
INDUSINDBK.NS,2025-07-28,after-close,2025-07-29,-0.00190,-0.00256,0.01025,-0.01165
BAJAJHFL.NS,2025-07-28,intraday,2025-07-28,-0.00600,-0.00017,-0.01538,-0.00332
NAM-INDIA.NS,2025-07-28,intraday,2025-07-28,-0.01064,-0.01198,-0.00831,0.00827
PREMIERENE.NS,2025-07-26,weekend,2025-07-28,-0.02322,0.00450,-0.03711,-0.01033
IDFCFIRSTB.NS,2025-07-26,weekend,2025-07-28,0.00984,-0.01146,0.01188,-0.01537
SBICARD.NS,2025-07-26,weekend,2025-07-28,-0.04830,-0.06348,0.00601,-0.02832
YESBANK.NS,2025-07-25,after-close,2025-07-28,-0.00422,0.00204,-0.01578,-0.00595
SAIL.NS,2025-07-25,after-close,2025-07-28,-0.02932,-0.01584,-0.02341,-0.00622
SAIL.NS,2025-07-25,after-close,2025-07-28,-0.02932,-0.01584,-0.02341,-0.00622
OFSS.NS,2025-07-25,after-close,2025-07-28,0.01792,0.00418,0.00416,-0.01147
PETRONET.NS,2025-07-25,after-close,2025-07-28,0.00840,-0.01375,0.01277,-0.03794
SBICARD.NS,2025-07-25,after-close,2025-07-28,-0.04830,-0.06348,0.00601,-0.02832
SBICARD.NS,2025-07-25,after-close,2025-07-28,-0.04830,-0.06348,0.00601,-0.02832
LUPIN.NS,2025-07-25,after-close,2025-07-28,0.01442,0.00051,0.00435,0.00272
LTF.NS,2025-07-18,after-close,2025-07-21,0.03152,-0.00615,0.04299,-0.00339
LTF.NS,2025-07-18,after-close,2025-07-21,0.03152,-0.00615,0.04299,-0.00339
ICICIGI.NS,2025-07-18,intraday,2025-07-18,-0.01307,0.00400,-0.02244,0.01555
POLYCAB.NS,2025-07-17,intraday,2025-07-17,-0.01002,0.00302,-0.01191,0.01126
POLYCAB.NS,2025-07-17,intraday,2025-07-17,-0.01002,0.00302,-0.01191,0.01126
POLYCAB.NS,2025-07-17,intraday,2025-07-17,-0.01002,0.00302,-0.01191,0.01126
POLYCAB.NS,2025-07-17,intraday,2025-07-17,-0.01002,0.00302,-0.01191,0.01126
HEXT.NS,2025-07-17,intraday,2025-07-17,0.00013,0.02053,-0.01891,0.00941
LTTS.NS,2025-07-17,intraday,2025-07-17,0.01381,0.00074,0.01416,0.00325
ICICIGI.NS,2025-07-16,after-close,2025-07-17,-0.01221,0.00183,-0.01292,-0.01307
LTTS.NS,2025-07-16,after-close,2025-07-17,0.01381,0.00074,0.01416,0.00325
ITCHOTELS.NS,2025-07-16,intraday,2025-07-16,0.04288,0.00311,0.04144,0.01404
AWL.NS,2025-07-15,after-close,2025-07-16,-0.00484,0.00019,-0.00323,0.05970
HDBFS.NS,2025-07-15,after-close,2025-07-16,-0.03318,-0.02526,-0.00628,-0.01343
ICICIGI.NS,2025-07-15,after-close,2025-07-16,-0.01772,0.01363,-0.02916,-0.01221
HDBFS.NS,2025-07-15,after-close,2025-07-16,-0.03318,-0.02526,-0.00628,-0.01343
HDBFS.NS,2025-07-15,after-close,2025-07-16,-0.03318,-0.02526,-0.00628,-0.01343
AWL.NS,2025-07-15,after-close,2025-07-16,-0.00484,0.00019,-0.00323,0.05970
AWL.NS,2025-07-15,intraday,2025-07-15,-0.02604,0.00858,-0.02645,-0.00484
ICICIPRULI.NS,2025-07-15,intraday,2025-07-15,-0.01225,0.00000,-0.00431,-0.03017
AIIL.NS,2025-07-14,after-close,2025-07-15,0.04645,-0.03850,0.09661,-0.02456
PAYTM.NS,2025-07-12,weekend,2025-07-14,0.01920,-0.00857,0.03362,0.00617
LLOYDSME.NS,2025-07-11,intraday,2025-07-11,-0.01588,-0.00099,-0.02110,-0.01268
IREDA.NS,2025-07-10,after-close,2025-07-11,-0.05063,-0.05093,-0.00621,-0.01181
PREMIERENE.NS,2025-07-07,intraday,2025-07-07,-0.01213,-0.00057,-0.01484,0.01297
ALKEM.NS,2025-06-26,intraday,2025-06-26,-0.00765,-0.00082,-0.00186,0.00944
RVNL.NS,2025-06-23,after-close,2025-06-24,0.01001,0.01507,0.00176,-0.00366
MEDANTA.NS,2025-06-23,intraday,2025-06-23,0.02117,-0.02970,0.05693,-0.03426
PREMIERENE.NS,2025-06-22,weekend,2025-06-23,-0.01322,-0.01235,0.00354,-0.00479
LLOYDSME.NS,2025-06-13,intraday,2025-06-13,-0.00199,-0.02413,0.01842,0.01418
NYKAA.NS,2025-05-30,after-close,2025-06-02,-0.04666,-0.02096,-0.02236,0.00735
GMRAIRPORT.NS,2025-05-29,after-close,2025-05-30,-0.02481,0.00312,-0.03078,0.01356
SAIL.NS,2025-05-29,after-close,2025-05-30,-0.00306,0.00069,-0.00669,0.00788
SUZLON.NS,2025-05-29,after-close,2025-05-30,0.09558,0.09294,-0.00028,-0.00786
ALKEM.NS,2025-05-29,intraday,2025-05-29,0.00079,0.00503,0.00066,-0.03408
SAIL.NS,2025-05-28,after-close,2025-05-29,0.00284,0.02163,-0.01359,-0.00306
NMDC.NS,2025-05-28,after-close,2025-05-29,0.01527,0.00762,0.01246,-0.01255
IRCTC.NS,2025-05-28,after-close,2025-05-29,-0.00704,0.03046,-0.03162,-0.02120
IRCTC.NS,2025-05-28,after-close,2025-05-29,-0.00704,0.03046,-0.03162,-0.02120
LICI.NS,2025-05-28,after-close,2025-05-29,-0.00231,0.00159,0.00101,0.01353
NMDC.NS,2025-05-27,after-close,2025-05-28,-0.02771,-0.01292,-0.01309,0.01527
LICI.NS,2025-05-27,after-close,2025-05-28,0.07934,0.02382,0.05605,-0.00231
GLENMARK.NS,2025-05-23,after-close,2025-05-26,-0.02569,-0.03535,0.01467,-0.00697
GMRAIRPORT.NS,2025-05-23,after-close,2025-05-26,-0.00852,0.00622,-0.01018,-0.00007
ASHOKLEY.NS,2025-05-23,intraday,2025-05-23,-0.00073,0.00921,-0.00577,-0.00332
GMRAIRPORT.NS,2025-05-23,pre-open,2025-05-26,-0.00852,0.00622,-0.01018,-0.00007
LUPIN.NS,2025-05-16,after-close,2025-05-19,-0.02127,0.00179,-0.02051,-0.01602
POLICYBZR.NS,2025-05-15,after-close,2025-05-16,-0.02161,0.01187,-0.02368,-0.03765
ENDURANCE.NS,2025-05-15,after-close,2025-05-16,0.01080,0.01829,0.00199,0.01302
ENDURANCE.NS,2025-05-15,after-close,2025-05-16,0.01080,0.01829,0.00199,0.01302
HEROMOTOCO.NS,2025-05-14,after-close,2025-05-15,0.05434,0.00388,0.05927,-0.00482
BHARTIHEXA.NS,2025-05-13,after-close,2025-05-14,-0.01597,0.05084,-0.05095,-0.01582
BHARTIHEXA.NS,2025-05-13,after-close,2025-05-14,-0.01597,0.05084,-0.05095,-0.01582
JSWENERGY.NS,2025-05-12,after-close,2025-05-13,-0.01775,0.00187,-0.01608,-0.01180
BANKINDIA.NS,2025-05-09,after-close,2025-05-12,-0.03917,0.04364,-0.04295,0.01893
BANKINDIA.NS,2025-05-09,after-close,2025-05-12,-0.03917,0.04364,-0.04295,0.01893
SWIGGY.NS,2025-05-09,after-close,2025-05-12,-0.01499,0.02012,0.00282,-0.03395
ESCORTS.NS,2025-05-08,intraday,2025-05-08,0.01197,0.00437,-0.00709,-0.01803
PAYTM.NS,2025-05-07,intraday,2025-05-07,0.06027,-0.00841,0.08106,-0.02919
POLYCAB.NS,2025-05-06,after-close,2025-05-07,-0.01501,-0.00110,-0.00220,-0.00592
HINDPETRO.NS,2025-05-06,after-close,2025-05-07,-0.01133,-0.00706,0.00749,-0.00758
PAYTM.NS,2025-05-06,after-close,2025-05-07,0.06027,-0.00841,0.08106,-0.02919
POLYCAB.NS,2025-05-06,intraday,2025-05-06,0.03928,0.00595,0.01312,-0.01501
FEDERALBNK.NS,2025-05-03,weekend,2025-05-05,-0.00569,0.00728,0.00320,-0.00191
INDUSTOWER.NS,2025-04-30,after-close,2025-05-02,-0.06136,-0.03479,-0.03401,-0.00700
FEDERALBNK.NS,2025-04-30,after-close,2025-05-02,-0.03015,-0.00381,-0.03272,-0.00569
VMM.NS,2025-04-29,after-close,2025-04-30,0.10525,0.03890,0.05880,0.02111
ENDURANCE.NS,2025-04-29,intraday,2025-04-29,-0.00832,0.00623,-0.01400,-0.00483
BAJAJHFL.NS,2025-04-29,intraday,2025-04-29,-0.01326,0.00320,-0.01594,-0.00689
AWL.NS,2025-04-28,after-close,2025-04-29,-0.04111,-0.01522,-0.02582,0.00208
ATGL.NS,2025-04-28,after-close,2025-04-29,-0.01222,0.00656,-0.01819,-0.01041
ATGL.NS,2025-04-28,after-close,2025-04-29,-0.01222,0.00656,-0.01819,-0.01041
OFSS.NS,2025-04-28,after-close,2025-04-29,0.00896,0.00857,0.00085,-0.00787
LLOYDSME.NS,2025-04-27,weekend,2025-04-28,-0.04245,-0.02858,-0.00338,-0.02999
LLOYDSME.NS,2025-04-26,weekend,2025-04-28,-0.04245,-0.02858,-0.00338,-0.02999
BHARTIHEXA.NS,2025-04-25,after-close,2025-04-28,-0.00801,0.00492,-0.00232,0.00488
ACC.NS,2025-04-25,after-close,2025-04-28,-0.01725,0.00103,-0.00768,-0.01756
OFSS.NS,2025-04-25,after-close,2025-04-28,0.00696,0.01929,-0.00171,0.00896
SBICARD.NS,2025-04-25,intraday,2025-04-25,-0.03891,-0.05564,-0.00851,-0.01480
LTTS.NS,2025-04-25,intraday,2025-04-25,-0.02477,-0.03750,-0.01251,-0.02716
YESBANK.NS,2025-04-24,after-close,2025-04-25,-0.01105,0.00109,-0.03686,0.00742
SBICARD.NS,2025-04-24,after-close,2025-04-25,-0.03891,-0.05564,-0.00851,-0.01480
