side,symbol,deal_date,band,deal_value_inr,adv_ratio,pre_car,day0_ar,post_car_h5
BUY,DREDGECORP.NS,2025-12-09,broad,906287842,5.54,0.13944,0.02706,-0.06215744682136437
BUY,QUADFUTURE.NS,2025-03-24,broad,2657885573,2.12,0.01684,0.03850,0.08497711736822511
BUY,KHADIM.NS,2026-03-23,broad,30875040,2.34,-0.13535,-0.00487,-0.07921734845116457
BUY,HONASA.NS,2025-12-29,smallcap,999999540,8.78,0.01276,0.03663,0.015449736178688278
BUY,AEGISLOG.NS,2025-01-06,smallcap,2320606635,8.79,-0.02115,0.07349,-0.08887259811135861
BUY,DREAMFOLKS.NS,2025-07-07,broad,101981439,1.24,-0.17432,-0.06154,-0.06842588067949795
BUY,QUADFUTURE.NS,2025-12-26,broad,148074625,2.89,0.31459,-0.02643,0.06843461260428874
BUY,BHARATFORG.NS,2025-09-09,midcap,547799624,0.72,0.06132,-0.01986,0.03945272246597664
BUY,AWHCL.NS,2025-12-23,broad,617917006,27.97,0.13864,0.08029,-0.06913578558024691
BUY,MAMATA.NS,2025-09-10,broad,1841357527,19.13,0.00573,0.15622,0.018805042630665625
BUY,NETWEB.NS,2025-10-01,smallcap,12333072856,1.30,0.06625,0.10131,-0.06864229891953466
BUY,TEJASNET.NS,2026-02-26,smallcap,5658030152,14.84,-0.04341,0.16642,0.0343739061147893
BUY,STARHEALTH.NS,2025-06-25,smallcap,6897558360,18.28,-0.02052,-0.00951,-0.025865243671065574
BUY,FINOPB.NS,2025-06-17,broad,163915239,2.08,0.08267,-0.03130,0.022726303573018303
BUY,THYROCARE.NS,2025-10-15,micro,951261740,10.15,0.04564,-0.02622,-0.0065485405425276255
BUY,KMEW.NS,2025-06-24,broad,204058845,7.49,0.03466,0.01540,-0.06957809887808819
BUY,YATRA.NS,2025-08-20,broad,132743270,2.45,0.26153,0.03514,-0.01780113909701453
BUY,EASEMYTRIP.NS,2026-02-18,broad,1921039042,28.17,0.35038,0.01003,-0.06022623982100994
BUY,SKYGOLD.NS,2025-07-25,micro,195750238,0.92,-0.05177,-0.00208,-0.11007901802720899
BUY,THOMASCOOK.NS,2025-09-05,micro,105734848,0.58,-0.02295,0.00157,-0.05626654648438467
BUY,CREDITACC.NS,2025-01-08,smallcap,3390039324,14.36,0.02824,0.13973,-0.06532315563611624
BUY,AARTIPHARM.NS,2025-02-06,micro,604113171,2.44,0.04800,0.06265,0.06694506800593458
BUY,RPSGVENT.NS,2026-04-02,broad,4000477029,153.89,0.55967,0.07704,-0.16373607531396328
BUY,SGFIN.NS,2025-12-18,broad,121638000,2.28,0.03563,0.02265,-0.019093621744872835
BUY,KRISHNADEF.NS,2026-01-30,broad,89406445,0.68,0.09028,0.08736,-0.028709562053676807
BUY,JAICORPLTD.NS,2025-09-03,broad,2448538635,24.50,0.14104,0.17347,-0.007275837987816169
BUY,PPLPHARMA.NS,2025-02-20,smallcap,1506473673,1.69,0.03588,0.07816,-0.02141866631291145
BUY,QUADFUTURE.NS,2026-01-05,broad,275783431,1.10,-0.00701,0.02093,-0.09963160152840878
BUY,ABFRL.NS,2026-01-20,smallcap,493199495,2.23,-0.02147,-0.02831,-0.011609629368386498
BUY,DEEDEV.NS,2026-03-04,broad,216955604,5.50,0.10421,-0.02741,0.16629166202037637
BUY,STLTECH.NS,2026-02-10,micro,386925066,1.93,0.20593,0.09370,0.11933105203281713
BUY,BOMDYEING.NS,2025-07-24,broad,903438532,5.63,0.12676,0.00610,-0.08520915953522257
BUY,GLOBECIVIL.NS,2025-11-25,broad,27381200,1.42,-0.07233,0.02585,-0.08017237308126302
BUY,APOLLO.NS,2025-09-02,micro,3081335001,2.25,0.14203,0.08737,-0.07789008496485228
BUY,IDEAFORGE.NS,2025-05-14,broad,147611056,1.58,0.41019,0.00374,0.03387368853408623
BUY,RATNAVEER.NS,2025-12-24,broad,209257222,1.37,0.00160,-0.06089,0.023646630796732016
BUY,SHANKARA.NS,2025-05-16,broad,741750000,21.54,0.03071,0.01473,-0.026612591324783552
BUY,NEWGEN.NS,2025-05-02,smallcap,1333825902,4.29,0.03676,0.04451,0.05663965649300806
BUY,ANUP.NS,2025-03-21,micro,356368582,2.43,0.01348,0.02070,0.033565418075870435
BUY,SBC.NS,2025-03-26,broad,44065877,0.54,-0.05944,0.00848,0.04445157394792498
BUY,QUESS.NS,2026-05-05,micro,297620197,7.13,0.05999,0.05634,-0.029296314761220188
BUY,DAVANGERE.NS,2025-12-22,broad,359442866,14.33,0.15403,-0.20294,0.046886946843241684
BUY,GPPL.NS,2025-11-20,micro,457702772,1.56,0.00178,0.02167,0.007118391218457254
BUY,NETWEB.NS,2025-09-03,smallcap,1500094262,1.82,-0.03571,0.10494,0.11571468935044815
BUY,CGPOWER.NS,2025-10-24,broad,994718284,0.82,-0.05475,-0.00856,0.031146768275934877
BUY,ARIHANTCAP.NS,2026-01-07,broad,54785487,2.74,0.05627,0.00617,-0.0628383210537683
BUY,NOCIL.NS,2026-03-24,broad,3220970926,62.93,0.20956,-0.00148,0.02937661498592925
BUY,KHADIM.NS,2025-12-29,broad,35453250,5.08,-0.02939,0.02320,-0.008162578549460786
BUY,GSLSU.NS,2025-11-07,broad,116030733,7.79,0.24261,0.07236,-0.012344865913466618
BUY,ANTELOPUS.NS,2026-01-16,broad,963944677,64.10,0.18388,0.11843,0.31017170807693184
BUY,EASEMYTRIP.NS,2025-12-02,broad,734171067,11.01,-0.01946,0.20324,-0.042445509333121634
BUY,APEX.NS,2025-11-24,broad,407361998,8.06,0.14852,-0.06459,-0.09502882322345618
BUY,SHAREINDIA.NS,2025-10-17,micro,479262798,9.65,0.23904,0.12750,-0.0037257369921088745
BUY,FINOPB.NS,2025-06-23,broad,146935599,1.20,0.01429,-0.02236,0.020449296830175046
BUY,KAMOPAINTS.NS,2025-03-24,broad,26251990,5.94,-0.14431,-0.03400,-0.00851859839459379
BUY,63MOONS.NS,2025-11-28,broad,211503118,3.05,0.03435,0.16237,-0.10695157233160979
BUY,BSE.NS,2026-02-01,midcap,5521583270,0.56,0.02885,-0.02269,0.08813790271821809
BUY,TRANSRAILL.NS,2025-11-10,micro,428496267,1.54,-0.03972,-0.08857,-0.035190422402116894
BUY,LTFOODS.NS,2026-03-06,smallcap,2811967644,11.14,0.10411,-0.08328,0.024192327602421404
BUY,LAXMIINDIA.NS,2025-09-18,broad,200249337,1.07,-0.03378,0.07329,-0.08861010692836835
BUY,PREMIERENE.NS,2025-06-10,midcap,34370167352,29.85,-0.04498,0.02002,-0.032308526062398424
BUY,APOLLO.NS,2025-09-03,micro,1917697281,1.16,0.16321,0.02698,-0.06499684668045136
BUY,HGINFRA.NS,2026-04-15,micro,541379457,3.76,0.05747,0.10942,-0.05326463677009663
BUY,SURYODAY.NS,2025-10-01,broad,198370792,12.82,0.03340,0.14354,-0.02222363356820367
BUY,AMBER.NS,2026-02-10,smallcap,1435617066,0.77,0.11535,0.05940,0.03996510539063358
BUY,MCLOUD.NS,2025-07-17,broad,1320885351,9.99,0.26800,-0.09630,0.0033635083428901202
BUY,LOVABLE.NS,2025-02-19,broad,8679622,5.16,-0.11057,0.02986,-0.011504699196911328
BUY,VIDYAWIRES.NS,2026-04-24,broad,1109765873,5.18,0.12775,0.08903,0.043124469061273984
BUY,DIAMONDYD.NS,2025-02-12,broad,701245683,8.53,0.05343,0.00776,-0.014432874623190206
BUY,SIGACHI.NS,2025-07-02,broad,474778890,1.30,-0.20430,-0.06972,-0.008058610940994249
BUY,KFINTECH.NS,2025-05-13,smallcap,7475527208,3.93,0.01402,-0.07079,-0.0239628234156668
BUY,TITAN.NS,2022-11-14,broad,1479579765,0.52,-0.05733,-0.00718,-0.010339436201931784
BUY,ENGINERSIN.NS,2024-01-03,smallcap,1077580409,0.89,0.18956,0.02945,0.06488205549826476
BUY,RIIL.NS,2023-10-13,broad,1086845421,5.95,-0.00018,0.11202,-0.03665511828356416
BUY,MONTECARLO.NS,2021-11-15,broad,68411897,2.63,0.27497,0.15135,-0.005084977445918737
BUY,ZEELEARN.NS,2024-01-30,broad,13800000,4.06,-0.13173,-0.00427,-0.01672588847471579
BUY,ZENTEC.NS,2023-12-14,smallcap,2900000000,24.14,-0.04496,0.01435,-0.02446235559249832
BUY,TITAGARH.NS,2024-05-29,smallcap,1022036694,0.69,0.01037,0.11269,-0.1593657884484162
BUY,MTNL.NS,2023-01-09,broad,81185229,0.51,-0.04693,0.02711,0.01037756827108649
BUY,FSL.NS,2024-08-19,smallcap,1158204025,0.69,0.07701,0.08091,-0.06285556536606596
BUY,ALEMBICLTD.NS,2023-10-19,broad,650826198,27.99,0.06793,0.05490,-0.01645768650205326
BUY,GMRP&UI.NS,2023-09-04,micro,133421087,1.80,0.12934,0.18593,-0.08062416727390653
BUY,SOUTHBANK.NS,2023-06-02,micro,236512980,0.71,0.09815,-0.00123,-0.027457448518819372
BUY,3IINFOLTD.NS,2023-12-29,broad,233112014,3.85,0.00213,0.07682,0.04100423791445762
BUY,OMAXE.NS,2024-06-27,broad,288225000,12.42,0.13298,-0.03338,0.08793780214726343
BUY,MTNL.NS,2023-01-03,broad,161136292,1.06,0.09069,-0.00575,-0.015368344064546902
BUY,HLEGLAS.NS,2023-09-27,broad,233500762,6.81,-0.11159,0.09562,-0.02069705599894922
BUY,DYNPRO.NS,2023-03-29,broad,27911875,3.08,-0.04262,-0.02654,0.12466337905290525
BUY,VLEGOV.NS,2023-12-26,broad,124330746,9.75,-0.00438,0.19454,0.4702729183696617
BUY,RTNPOWER.NS,2024-05-21,micro,418800000,0.75,0.09265,-0.00795,0.28346316128588345
BUY,ZENTEC.NS,2023-07-13,smallcap,3246427931,10.95,0.33425,0.02787,0.03293792411162588
BUY,POLICYBZR.NS,2023-10-06,midcap,10715587086,14.25,0.03641,-0.01477,-0.051823277333604034
BUY,MAXIND.NS,2024-01-02,broad,60731907,5.60,0.25543,0.10323,-0.06431278344301405
BUY,TRACXN.NS,2023-12-11,broad,675654231,2.89,0.00179,0.01739,0.15462938737413667
BUY,BALAJITELE.NS,2024-01-10,broad,64975680,1.34,0.16963,0.02258,-0.04884198260884853
BUY,DIXON.NS,2024-10-25,midcap,6695727463,1.36,0.03255,-0.05365,0.002336043849348046
BUY,JUSTDIAL.NS,2024-04-18,micro,1801735805,12.52,-0.01630,0.13187,-0.04437541770760878
BUY,HPL.NS,2024-06-07,broad,163427966,0.98,0.02236,0.10521,0.09858590393055833
BUY,ABFRL.NS,2024-04-02,smallcap,1172996079,1.43,-0.02759,0.10539,-0.004137264406654628
BUY,CIGNITITEC.NS,2024-07-05,broad,213773461,0.88,0.00948,-0.01124,-0.018927279245460893
BUY,VAKRANGEE.NS,2023-11-03,broad,101274567,0.75,-0.00861,0.05741,0.001028451244330375
BUY,CUPID.NS,2023-10-23,micro,59592775,0.96,0.10010,0.01761,0.16540661141205626
BUY,DYCL.NS,2024-10-29,broad,119757291,7.99,0.23826,0.14443,0.058622934734613
BUY,TRENT.NS,2024-09-17,broad,8032360600,1.83,0.00734,0.01020,0.013326909747654936
BUY,RISHABH.NS,2024-03-26,broad,90737280,1.42,-0.05009,-0.02475,0.06099280144148089
BUY,MSTCLTD.NS,2024-01-15,micro,555492606,0.63,0.18363,0.11981,0.03545898343650955
BUY,MFSL.NS,2022-10-03,midcap,249094139,0.84,-0.01126,-0.00379,-0.014372349001487539
BUY,APOLLO.NS,2021-12-28,micro,17563894,1.87,0.22193,-0.02663,0.19979618790232911
BUY,ANGELONE.NS,2024-10-16,smallcap,5309638454,1.81,0.20473,0.00051,-0.029762342040406176
BUY,PRAKASH.NS,2023-08-25,broad,111044122,1.12,0.27557,0.04126,0.05490997753026816
BUY,MMTC.NS,2023-10-16,smallcap,1873788994,8.35,0.24613,0.11214,-0.27804619589044977
BUY,BAJAJHIND.NS,2022-12-05,broad,366454678,10.06,0.19022,0.19974,-0.10825502317314584
BUY,LIKHITHA.NS,2022-08-03,broad,28285000,2.40,-0.01170,-0.02557,0.004088453559231153
BUY,VAKRANGEE.NS,2024-01-04,broad,691372233,2.20,0.04304,0.09574,0.03359249072548942
BUY,SHAREINDIA.NS,2023-10-05,micro,247655682,4.63,-0.05478,0.05772,-0.012146770703207688
BUY,VIJAYA.NS,2022-09-01,smallcap,595000000,33.18,-0.03840,0.01157,0.144527361872542
BUY,RTNPOWER.NS,2024-02-07,micro,379925506,0.57,0.01553,0.04324,-0.056933003770111124
BUY,IFCI.NS,2024-01-23,smallcap,1741327984,1.97,0.03763,0.26782,0.2564561322191523
BUY,WOCKPHARMA.NS,2023-11-16,smallcap,1526125815,8.23,0.13210,0.13812,0.028832773395034206
BUY,FDC.NS,2024-09-12,broad,679064506,3.10,0.02137,0.04089,-0.07280558335778353
BUY,GSFC.NS,2023-12-04,micro,592470239,1.06,0.04923,0.10045,0.06165095016327404
BUY,AWHCL.NS,2024-07-05,broad,380914462,3.47,0.03648,0.08577,-0.010611495378372027
BUY,BOMDYEING.NS,2024-06-24,broad,581567307,2.01,0.01266,0.09252,0.06495639818058363
BUY,LUXIND.NS,2023-07-27,broad,303961085,8.41,0.05038,0.04019,0.021489432682521348
BUY,HNDFDS.NS,2024-06-26,broad,11687820020,328.70,0.00548,0.04982,0.03860232996109647
BUY,NAVINFLUOR.NS,2024-02-07,smallcap,787749651,1.20,-0.04410,-0.05868,0.02905962341912205
BUY,GICHSGFIN.NS,2024-06-12,broad,68123363,1.16,0.11719,0.01945,0.03126458048189695
BUY,GODREJCP.NS,2022-11-03,broad,505842475,0.75,-0.00869,-0.00037,0.007293685579313536
BUY,VAKRANGEE.NS,2024-12-04,broad,162270030,1.16,0.10323,-0.02118,0.05447278453637705
BUY,JTLIND.NS,2024-06-03,broad,236511349,1.48,-0.01580,0.07097,-0.007486698882265719
BUY,TCS.NS,2022-08-08,broad,4224729419,0.54,0.00516,-0.00454,-0.016002749205576317
BUY,DBL.NS,2023-05-31,micro,1718214881,29.51,0.19615,0.04500,-0.047351435421609245
BUY,COFFEEDAY.NS,2023-09-04,broad,203616627,1.56,0.23160,0.02081,-0.21171003949596112
BUY,MTNL.NS,2024-06-11,broad,173031855,1.77,-0.04864,0.11375,-0.03171085024457776
BUY,SNOWMAN.NS,2024-01-08,broad,437952997,3.13,0.06875,0.14829,-0.06465302408316731
BUY,PARAS.NS,2023-09-01,micro,170624595,0.52,-0.06596,0.05841,0.02555222229260501
BUY,MANBA.NS,2024-12-06,broad,53748685,1.03,0.22782,-0.03708,-0.03505604150681918
BUY,SIGNATURE.NS,2023-11-21,smallcap,682816000,4.03,0.03403,0.02017,-0.0022845669531588175
BUY,BLS.NS,2024-08-06,smallcap,1024891176,1.55,0.01565,0.10275,-0.03915128104565313
BUY,63MOONS.NS,2021-12-23,broad,45835684,2.27,-0.03463,0.04301,0.13575942387507034
BUY,ICICIPRULI.NS,2022-11-03,midcap,288714467,0.50,0.00618,0.00015,-0.06492397698439123
BUY,REPCOHOME.NS,2022-08-19,broad,289509247,7.78,0.26127,0.21084,-0.07233659855209018
BUY,BLS.NS,2022-01-27,smallcap,114413250,4.39,-0.02059,0.05167,0.03699796919731968
BUY,AARTISURF.NS,2024-04-29,broad,432701708,15.27,-0.00709,0.10758,-0.030805496083373907
BUY,TIINDIA.NS,2023-12-07,midcap,3348090000,7.29,-0.07062,0.01585,-0.00436178522576558
BUY,GRASIM.NS,2022-07-25,broad,560188454,0.55,0.04443,-0.00973,-0.002759354373286227
BUY,SBC.NS,2024-01-16,broad,120933272,2.01,-0.00798,0.18140,0.2069118795680006
BUY,SALZERELEC.NS,2024-02-22,broad,54073327,1.11,0.07323,0.05813,0.09133861908833807
BUY,ZEEMEDIA.NS,2024-02-21,broad,134983297,0.62,0.04771,-0.08620,-0.069438539154556
BUY,VERANDA.NS,2024-07-02,broad,108272000,2.19,0.19643,0.08944,0.1687004728947521
BUY,GICHSGFIN.NS,2024-09-16,broad,90645729,1.94,0.09037,-0.02197,-0.06319533787035203
BUY,SBILIFE.NS,2022-08-08,broad,762473901,0.62,-0.03519,-0.00477,0.01600441394490537
BUY,ALEMBICLTD.NS,2023-10-23,broad,491057511,17.11,0.04189,-0.07889,0.03184379869156739
BUY,TRACXN.NS,2023-12-07,broad,674292875,3.83,-0.04065,0.02832,0.12695077286847622
BUY,CSBBANK.NS,2024-06-27,micro,10218160399,118.10,-0.00918,0.03745,-0.0487620458819934
BUY,CARTRADE.NS,2024-03-07,smallcap,194736960,1.84,-0.01148,-0.01427,-0.05353137604595093
BUY,INDIACEM.NS,2023-11-30,smallcap,406595523,1.10,0.05625,0.06751,0.0552956643368554
BUY,BSE.NS,2024-01-25,midcap,2336984143,1.76,-0.08941,0.00698,0.17892949019557491
BUY,ZIMLAB.NS,2023-07-28,broad,40254231,1.09,0.03825,0.09679,-0.01664390498587942
BUY,RPOWER.NS,2023-12-08,smallcap,1478251870,0.52,0.07256,0.03541,-0.05409739827142068
BUY,NUVAMA.NS,2024-12-13,smallcap,782580579,1.48,0.01162,-0.00137,0.018574093375763545
BUY,DREDGECORP.NS,2022-02-02,broad,57716831,2.39,0.04748,0.13141,-0.06425544332057931
BUY,ASIANENE.NS,2023-10-18,broad,47567500,2.93,0.00789,0.04879,-0.06849668259579567
BUY,GRSE.NS,2022-04-12,smallcap,664154566,16.75,0.06705,0.16793,0.06732713105195476
BUY,SUNPHARMA.NS,2022-11-03,broad,1477217619,0.60,0.03623,-0.00570,-0.033818980005084986
BUY,HEG.NS,2023-06-16,smallcap,332055988,0.94,0.17133,-0.03997,-0.004617322180671124
BUY,BOMDYEING.NS,2021-10-13,broad,273750423,1.12,-0.00622,0.08710,-0.033965670410347704
BUY,ARVINDFASN.NS,2024-09-11,micro,7049179191,14.41,0.02614,0.01615,0.0070323494997276415
BUY,DCAL.NS,2024-12-09,broad,370071453,1.07,0.07725,0.02819,-0.009087391549331136
BUY,INTLCONV.NS,2024-02-05,broad,71042883,1.08,0.07352,0.07321,-0.14952803935575476
BUY,KHADIM.NS,2021-11-04,broad,33777000,0.56,0.04662,0.09385,-0.12747556167827157
BUY,JPASSOCIAT.NS,2024-07-09,broad,285860242,2.77,-0.26025,0.04453,-0.03127351869849371
BUY,INOXWIND.NS,2024-05-28,smallcap,5277981659,6.51,0.06593,-0.08956,-0.002215414088611367
BUY,EASEMYTRIP.NS,2023-09-18,broad,892514112,1.57,0.01381,0.12182,-0.022853597792695468
BUY,BAJAJHCARE.NS,2024-12-19,broad,684228649,12.75,0.27796,0.05815,0.09852166169161358
BUY,HINDUNILVR.NS,2021-10-04,broad,2111327648,0.53,0.00270,-0.01568,-0.021517517163178623
BUY,RENUKA.NS,2024-09-27,micro,1853473271,4.34,0.00441,0.09988,-0.07022002937052929
BUY,WOCKPHARMA.NS,2023-11-15,smallcap,250267269,1.35,0.17859,-0.02472,0.0614842916193481
BUY,NEWGEN.NS,2023-07-19,smallcap,309185896,2.87,0.07946,0.04150,0.012842865137066894
BUY,PARAS.NS,2023-07-11,micro,195989953,0.99,0.00418,0.08508,-0.03414806432573847
BUY,TAJGVK.NS,2024-02-02,broad,173185253,3.38,0.04499,0.04305,-0.002050264891278686
BUY,DEEPINDS.NS,2023-12-05,broad,107082540,2.46,-0.01693,-0.00315,-0.053717109769063964
BUY,DABUR.NS,2022-11-14,midcap,551060167,0.80,-0.01311,-0.00447,0.0033541672974142234
BUY,MSTCLTD.NS,2023-12-22,micro,201377507,1.33,0.09815,0.02997,-0.02068898983799461
BUY,DBL.NS,2023-10-20,micro,366750686,2.99,-0.03220,0.05871,-0.022693925294614004
BUY,INOXGREEN.NS,2023-12-12,micro,391361951,2.27,0.18706,0.18044,-0.09710594857098698
BUY,BALMLAWRIE.NS,2023-12-22,broad,548162615,2.52,0.04088,0.19535,-0.04738454542289072
BUY,RIIL.NS,2022-04-28,broad,2051832349,2.29,0.18839,-0.04010,-0.030460014839585048
BUY,VLEGOV.NS,2024-09-24,broad,330519088,0.75,0.00834,0.02968,0.10202262201232337
BUY,DBREALTY.NS,2023-11-16,micro,537030000,1.81,0.04577,0.00292,-0.04921433062959801
BUY,GRSE.NS,2022-10-10,smallcap,322753729,1.13,0.11180,0.15219,0.04939723577594002
BUY,EASEMYTRIP.NS,2024-01-11,broad,5832252027,6.07,0.07603,0.16930,-0.053028154084570844
BUY,SMCGLOBAL.NS,2022-12-06,broad,52854200,19.37,0.00457,0.02249,-0.01759438347206843
BUY,KAMOPAINTS.NS,2023-12-22,broad,156688839,2.37,0.01410,0.09185,-0.0574365907888813
BUY,GNFC.NS,2024-06-28,micro,677758812,0.70,-0.12274,0.05199,-0.036489317718991665
BUY,3IINFOLTD.NS,2023-11-24,broad,197729005,8.82,0.28535,-0.02750,-0.07604045669405834
BUY,JMFINANCIL.NS,2022-10-03,smallcap,112186312,0.96,0.01242,-0.04467,-0.058665346117841466
BUY,DIVISLAB.NS,2022-11-03,broad,790795731,0.67,0.02836,0.00167,-0.13731891282032171
BUY,APEX.NS,2024-01-03,broad,42541692,2.08,0.00891,0.05564,0.04054315883520809
BUY,IIFL.NS,2021-12-09,smallcap,1068519000,6.49,-0.05638,-0.00685,-0.04575829289977662
BUY,MSTCLTD.NS,2024-01-11,micro,643142425,0.88,0.03911,0.12127,0.29494255294909
BUY,PNCINFRA.NS,2024-05-22,micro,914615247,6.24,0.02201,0.13143,-0.013947609515055692
BUY,NFL.NS,2022-12-16,micro,406679171,2.40,0.13753,0.11311,-0.10398645268892825
BUY,IPCALAB.NS,2022-10-03,midcap,179198175,0.74,0.05923,0.02958,-0.030675609277740823
BUY,ATULAUTO.NS,2023-07-18,broad,79425423,1.78,0.09926,0.04040,-0.015216230300442168
BUY,JPPOWER.NS,2023-06-07,smallcap,275045810,2.51,-0.00855,0.06477,-0.007151547400253699
BUY,AMBER.NS,2024-12-24,smallcap,7097125096,3.43,0.18852,0.04414,-0.062333935502813964
BUY,GREAVESCOT.NS,2024-12-05,micro,251089722,0.71,-0.01289,0.04054,0.21745400251639313
BUY,NUVOCO.NS,2022-03-17,smallcap,685089296,4.30,0.03607,-0.04258,-0.025638759805238
BUY,UFLEX.NS,2023-08-31,broad,1006036980,19.52,0.24163,0.03581,-0.06379382068311557
BUY,JPASSOCIAT.NS,2022-10-10,broad,159385163,2.00,0.26479,0.10754,-0.11334085776703284
BUY,YASHO.NS,2024-02-26,broad,130285414,4.99,0.21402,0.03043,-0.18043780553862465
BUY,ICICIBANK.NS,2022-07-25,broad,5740733973,0.84,0.02249,0.00635,-0.025332120797285196
BUY,KIMS.NS,2022-10-03,smallcap,123477762,0.66,0.11811,0.00144,-0.005113551483847734
BUY,BAJAJHCARE.NS,2024-06-24,broad,228231236,10.16,0.03749,0.05973,0.014019412378527552
BUY,RAILTEL.NS,2023-07-21,smallcap,346932000,0.97,0.02507,0.07051,0.00769037828021002
BUY,CYIENTDLM.NS,2024-09-30,broad,266800000,1.27,-0.04305,0.00900,0.014771891438792761
BUY,VAKRANGEE.NS,2024-09-26,broad,447947308,1.54,0.14796,0.05545,-0.0713715471297075
BUY,NYKAA.NS,2022-11-11,midcap,537404087,0.50,-0.01999,0.09671,-0.11885843629952375
BUY,TBZ.NS,2024-09-16,broad,621598085,1.18,0.34729,-0.01643,-0.050976697975009255
BUY,HUDCO.NS,2023-12-14,midcap,1467839356,1.36,0.12637,0.10468,-0.043584451121310375
BUY,CARTRADE.NS,2024-05-31,smallcap,491410800,2.11,0.01128,-0.03272,-0.07080124577048597
BUY,RVNL.NS,2023-04-25,midcap,3723047704,4.30,0.18650,0.18914,0.19641144660485654
BUY,ATULAUTO.NS,2022-01-14,broad,45893250,2.53,-0.02533,0.07213,-0.018665795871451007
BUY,SALASAR.NS,2024-02-08,broad,258000065,0.88,0.27873,-0.04038,-0.2353445592575123
BUY,ELIN.NS,2024-09-16,broad,70183236,0.57,0.02035,0.00951,-0.053573112061737205
BUY,MOLDTKPAC.NS,2024-12-10,broad,168412912,7.64,0.00134,0.09527,-0.05393798427099872
BUY,PNBGILTS.NS,2023-09-22,broad,234021355,9.49,0.07044,0.20345,0.010605520207058183
BUY,STOVEKRAFT.NS,2023-03-21,broad,94627404,2.47,-0.11294,0.10221,-0.04860849098370945
BUY,VLEGOV.NS,2024-08-19,broad,60754853,0.60,0.09313,0.00042,0.1475294740038391
BUY,NAVKARCORP.NS,2024-07-01,broad,107851074,1.20,-0.04621,-0.02946,-0.006132424923926738
BUY,ZEEL.NS,2023-12-12,smallcap,4473888160,1.37,0.10160,0.01282,-0.10311934221905028
BUY,RAYMOND.NS,2022-06-02,broad,1716454295,3.35,0.18751,0.18680,-0.13038554889490583
BUY,INOXGREEN.NS,2024-05-02,micro,578000000,4.58,-0.03469,0.01226,-0.10947293029375604
BUY,ATULAUTO.NS,2023-01-20,broad,39357347,0.89,0.23833,-0.04431,-0.018113860927419734
BUY,HCC.NS,2023-12-13,micro,840012112,0.74,-0.02367,0.04333,-0.07942675986327152
BUY,GODREJAGRO.NS,2022-09-27,micro,450900000,9.94,0.01229,0.01087,-0.022496172071071907
BUY,APTECHT.NS,2021-10-27,broad,98491431,1.16,0.12586,0.02119,-0.010415506195908142
BUY,ASTRAMICRO.NS,2021-10-27,micro,101643432,0.71,0.04671,0.10556,0.10807651235795701
BUY,ELIN.NS,2023-09-01,broad,48839884,1.45,-0.00810,0.11414,-0.06248832484268185
BUY,EXICOM.NS,2024-04-18,broad,947143711,3.87,0.14804,0.14592,-0.056704084287446666
BUY,JPPOWER.NS,2022-01-11,smallcap,1060465357,1.17,0.22627,0.09515,-0.11789891765792182
BUY,HARIOMPIPE.NS,2022-12-28,broad,331656236,3.75,0.01226,0.07081,-0.011287861675142619
BUY,COFFEEDAY.NS,2023-07-25,broad,136674654,0.99,-0.26704,0.04638,0.006695390748501007
BUY,PCBL.NS,2024-01-15,smallcap,650962397,1.13,0.00290,-0.00224,0.14212553432103436
BUY,MTNL.NS,2024-12-13,broad,103455232,0.74,0.18172,-0.02995,-0.05969572891080088
BUY,TREL.NS,2023-09-08,broad,84544865,2.15,0.12794,0.11323,-0.07321547641177317
BUY,SURYODAY.NS,2023-05-17,broad,79398713,0.87,0.09984,0.04934,0.10557033071445665
BUY,LUXIND.NS,2024-08-05,broad,428819268,0.83,0.05601,0.11776,-0.06219433139726738
BUY,DBCORP.NS,2022-09-14,broad,151849892,2.77,0.21634,0.05929,-0.10257190537239802
BUY,ZIMLAB.NS,2023-08-04,broad,43224380,0.59,0.23140,-0.08014,-0.07539901119489101
BUY,COFFEEDAY.NS,2024-02-16,broad,604841778,1.91,0.08382,0.02889,-0.06660541550269305
BUY,ELIN.NS,2024-08-26,broad,85276516,1.10,0.13994,0.02625,0.04370678532926808
BUY,VAKRANGEE.NS,2024-01-12,broad,287699939,0.72,-0.00521,0.03063,-0.02105047668215243
BUY,FAIRCHEMOR.NS,2024-01-02,broad,105293711,4.88,0.08044,0.04641,-0.017660789024266044
BUY,RVNL.NS,2023-09-04,midcap,5032480148,2.63,0.08359,0.10610,0.08707075388802221
BUY,ZEEMEDIA.NS,2024-01-18,broad,324830200,1.41,-0.03104,0.04270,-0.08368936563095808
BUY,SCI.NS,2024-07-11,smallcap,2129321308,1.53,0.03778,0.19407,-0.06398133913041226
BUY,RAIN.NS,2024-01-23,micro,458986192,1.35,0.00508,0.10589,-0.011628167259921218
BUY,SKIPPER.NS,2023-06-20,micro,165548919,4.69,0.22173,0.01836,-0.02013959917038899
BUY,RBLBANK.NS,2022-04-08,smallcap,1007012807,0.62,-0.00289,-0.07629,-0.03529986333744528
BUY,DHARMAJ.NS,2024-07-03,broad,108971820,3.03,0.13296,-0.00195,-0.009920896933722112
BUY,MSTCLTD.NS,2024-07-25,micro,524645952,2.40,0.01269,0.04409,-0.05351720371594548
