side,symbol,deal_date,band,deal_value_inr,adv_ratio,pre_car,day0_ar,post_car_h5
SELL,BSE.NS,2025-11-07,midcap,6593420904,0.78,0.01907,0.08834,0.057463324211087574
SELL,EIEL.NS,2025-07-14,micro,963287388,2.10,0.18060,0.01536,0.037572809924277584
SELL,JINDALSAW.NS,2026-03-12,smallcap,1886930807,5.80,0.16978,0.00543,0.011299009870443744
SELL,NH.NS,2025-03-04,smallcap,2265088553,3.96,0.22177,-0.04823,-0.0138623156475004
SELL,KRISHNADEF.NS,2026-02-01,broad,80741743,0.61,0.12688,-0.07028,-0.005400324154224645
SELL,CASTROLIND.NS,2025-03-06,smallcap,1804163204,1.04,0.03400,0.08892,0.01715525467725887
SELL,KMEW.NS,2025-06-24,broad,388388290,14.26,0.03466,0.01540,-0.06957809887808819
SELL,ITDC.NS,2026-04-13,broad,745211951,50.05,0.38103,0.04510,-0.04514140845850034
SELL,CARTRADE.NS,2025-01-29,smallcap,356603495,0.62,0.04260,0.09296,0.01992890400345826
SELL,CCAVENUE.NS,2026-03-23,micro,576400000,4.33,-0.00776,-0.01500,0.06744818381716966
SELL,PSPPROJECT.NS,2025-10-28,broad,249237394,3.37,0.22403,-0.06439,0.05059925069846016
SELL,KESORAMIND.NS,2026-05-13,broad,40830000,2.84,0.22400,0.04639,-0.037939382316043435
SELL,DEEDEV.NS,2026-01-08,broad,143238928,7.92,-0.00446,0.08985,-0.09417610203949434
SELL,AGIIL.NS,2026-03-02,broad,223190480,1.12,0.12877,0.00834,0.03219004546714732
SELL,AXITA.NS,2025-07-29,broad,11493239,0.70,-0.01537,-0.00344,-0.005460126102466156
SELL,RAIN.NS,2025-08-07,micro,508251388,3.46,0.00057,0.07539,-0.036123199829384944
SELL,AWHCL.NS,2025-12-19,broad,725924640,32.85,0.17995,-0.00205,-0.01572185630561196
SELL,TAJGVK.NS,2025-09-09,broad,316147406,3.28,0.13650,0.03358,-0.07465560560845597
SELL,EPACKPEB.NS,2025-11-07,broad,2933202378,5.94,0.22838,0.00558,-0.02156275025004528
SELL,KIMS.NS,2025-09-05,smallcap,180948167,0.79,-0.02122,0.00374,0.00491633729619223
SELL,YATRA.NS,2025-08-21,broad,132728423,2.12,0.09940,0.02588,0.05563613086515207
SELL,CMSINFO.NS,2025-10-16,micro,963046900,2.97,-0.07029,0.03904,-0.046879405354350756
SELL,TRANSRAILL.NS,2025-08-13,micro,1545121559,1.05,0.13811,0.00033,-0.04268875337869216
SELL,ADVANCE.NS,2026-01-05,broad,43648236,2.27,-0.02675,0.08478,-0.049107367974185134
SELL,HEG.NS,2026-03-27,smallcap,4091148505,7.75,0.00080,0.15497,-0.053308372298579654
SELL,RPOWER.NS,2025-05-30,smallcap,2810798516,1.19,0.14677,0.11003,0.01719813518726543
SELL,FILATFASH.NS,2025-12-05,broad,23485211,0.88,-0.04268,0.12927,-0.0025712089301359597
SELL,DATAPATTNS.NS,2025-03-13,smallcap,4477760217,4.00,0.12970,0.05473,-0.03452500673879744
SELL,SCODATUBES.NS,2025-07-14,broad,357999583,1.35,0.05116,-0.00211,-0.041250691649791005
SELL,PRAJIND.NS,2026-02-10,micro,1570032598,7.92,-0.00840,0.14795,0.008171623161457697
SELL,RADHIKAJWE.NS,2025-04-04,broad,56927612,2.50,0.11513,-0.03377,0.10338026675768508
SELL,TBZ.NS,2026-01-21,broad,271009416,4.89,0.04266,0.02286,-0.049455790909971764
SELL,SIGACHI.NS,2025-02-06,broad,71773530,1.06,-0.05782,-0.03311,-0.1058120478554957
SELL,IDEAFORGE.NS,2026-05-06,broad,1048845325,2.39,0.37172,-0.00227,0.09680902384351675
SELL,DEEDEV.NS,2025-08-12,broad,132857819,7.33,0.10735,-0.02276,-0.038962000637501215
SELL,EASEMYTRIP.NS,2025-12-05,broad,446840666,6.38,0.17935,-0.08150,-0.023084070511770527
SELL,GRMOVER.NS,2025-08-20,broad,176115561,0.67,-0.03174,0.03350,0.012583812055797394
SELL,KESORAMIND.NS,2025-07-07,broad,9606695,2.40,-0.09842,-0.02537,0.2828590700028648
SELL,KPIGREEN.NS,2025-12-31,micro,3285356737,6.45,0.14600,0.04830,-0.03031619084388626
SELL,OLAELEC.NS,2025-09-01,smallcap,6994018407,2.44,0.13989,0.14025,-0.046221398891783005
SELL,AGIIL.NS,2026-03-05,broad,211295872,0.79,0.08731,-0.00356,0.07297873451660186
SELL,GODREJPROP.NS,2025-09-01,midcap,1151698382,0.77,-0.02217,-0.01191,-0.01962409003379051
SELL,HAPPSTMNDS.NS,2026-03-10,micro,751710715,3.94,0.01230,0.14893,-0.0644744214195676
SELL,EASEMYTRIP.NS,2025-05-20,broad,789979942,2.52,-0.01542,-0.03666,0.033199681132511594
SELL,NURECA.NS,2025-01-15,broad,26203940,6.25,0.21856,0.09565,-0.06863251306273177
SELL,AGIIL.NS,2026-04-09,broad,928923246,1.32,0.12369,0.07387,0.014554293035303312
SELL,FILATFASH.NS,2026-02-19,broad,16480798,1.22,-0.12951,-0.05994,-0.06798015324659323
SELL,ADANIENT.NS,2025-11-18,broad,13152023696,6.44,0.05302,-0.00626,-0.054398242871059654
SELL,AWL.NS,2025-11-21,midcap,10857802300,23.94,0.01402,0.00236,-0.08934759119985558
SELL,GOCOLORS.NS,2025-04-30,broad,325188522,11.73,-0.01769,0.07283,0.026617372615285184
SELL,SANSTAR.NS,2026-04-06,broad,77300000,3.99,-0.02740,-0.00789,0.04869118874211331
SELL,COFFEEDAY.NS,2025-08-29,broad,49082537,0.70,0.10247,0.17909,0.02765799023640736
SELL,MOBIKWIK.NS,2025-06-30,broad,218935222,1.07,0.02553,-0.02973,-0.021856072404621396
SELL,QUADFUTURE.NS,2025-03-20,broad,680540296,0.53,0.02977,-0.01757,0.013652592620325699
SELL,MAMATA.NS,2025-09-19,broad,558179127,5.07,0.01977,0.04530,-0.04019261923997475
SELL,STLTECH.NS,2025-06-16,micro,557245389,8.40,0.09235,0.18895,-0.10758333612647686
SELL,FOODSIN.NS,2025-06-26,broad,61100000,3.31,0.23433,-0.03051,-0.0012743063516197362
SELL,GMRAIRPORT.NS,2025-11-18,midcap,4451183436,4.28,0.00764,0.06737,0.040616271963313744
SELL,FCL.NS,2025-06-20,broad,221614776,2.36,-0.00454,0.03878,-0.025144771672456767
SELL,AGIIL.NS,2026-03-16,broad,634206625,0.89,0.07420,-0.01816,0.05595266259853715
SELL,RATNAVEER.NS,2026-04-29,broad,793998569,5.69,0.12685,0.04297,0.08125236477048703
SELL,LAXMIINDIA.NS,2026-03-25,broad,24915000,1.45,0.02802,0.00949,-0.0014451912552226887
SELL,RBLBANK.NS,2025-10-20,smallcap,4205882156,1.32,0.03453,0.08515,-0.015156252952677973
SELL,NORTHARC.NS,2025-06-20,broad,5592954709,34.18,-0.05232,-0.03859,0.010045677531301367
SELL,KHADIM.NS,2025-12-29,broad,42280724,6.06,-0.02939,0.02320,-0.008162578549460786
SELL,MBEL.NS,2025-10-14,broad,118298580,1.39,-0.05540,0.10749,0.05844035181524165
SELL,VIKRAN.NS,2025-11-20,broad,936132114,2.27,0.02136,0.01181,-0.013739571433563524
SELL,IEX.NS,2025-06-11,smallcap,1187355534,1.07,0.01469,-0.07798,-0.030549635477926995
SELL,SAMMAANCAP.NS,2025-07-09,smallcap,2124607199,2.43,-0.11252,0.01658,-0.02538778692661736
SELL,FORCEMOT.NS,2025-05-02,smallcap,915720496,1.69,0.01435,0.11692,0.03980368542612389
SELL,HINDCOPPER.NS,2025-12-30,smallcap,5559181859,0.85,0.22822,0.09693,0.05870645077899561
SELL,QUADFUTURE.NS,2025-02-11,broad,1344926607,0.64,0.08143,-0.07451,-0.11727570391968278
SELL,MOBIKWIK.NS,2025-09-10,broad,1643391277,7.43,0.09544,-0.01805,-0.024511729322301945
SELL,SHRINGARMS.NS,2026-02-09,broad,196797955,1.12,0.00130,0.05618,0.07467322274258503
SELL,MANGLMCEM.NS,2025-08-14,broad,330372344,11.66,0.00261,0.00182,-0.040714474201935746
SELL,APTUS.NS,2025-06-03,smallcap,19116491028,100.47,-0.03992,-0.08602,0.030613559981053307
SELL,AFCONS.NS,2026-03-05,smallcap,268584911,2.95,-0.05182,0.00690,0.02026583611497179
SELL,BAJAJ-AUTO.NS,2025-12-29,broad,6454298350,2.36,0.01776,0.00633,0.031584984583352904
SELL,NIITLTD.NS,2025-04-23,broad,228570869,1.77,0.04891,0.12611,-0.0837089914052297
SELL,UFO.NS,2025-04-04,broad,17866993,1.76,0.05818,-0.07184,0.00988323541313152
SELL,SCODATUBES.NS,2026-05-08,broad,78780000,2.38,-0.01160,0.05328,-0.11270572032715231
SELL,CHENNPETRO.NS,2025-03-21,smallcap,755384001,1.58,-0.01101,0.07612,-0.038489228822702226
SELL,MCLOUD.NS,2025-11-21,broad,2022038469,8.61,-0.10513,0.14599,-0.4868353064944525
SELL,GMRP&UI.NS,2025-12-09,micro,674363419,3.15,-0.05467,-0.02161,0.03110019003162301
SELL,IEX.NS,2025-06-04,smallcap,2010293372,2.09,-0.00645,-0.00251,-0.04759228260567505
SELL,PAYTM.NS,2025-11-18,midcap,15560180550,4.77,-0.01137,-0.02252,0.00634641797356672
SELL,WIPRO.NS,2025-06-11,broad,93495390000,52.69,0.01199,0.01441,0.026811081118413016
SELL,HEG.NS,2025-07-31,smallcap,2766639728,9.49,0.01402,0.08021,-0.03519161962918016
SELL,LLOYDSENT.NS,2025-12-09,micro,451037634,9.16,-0.03851,0.07513,0.12347610998291625
SELL,AGIIL.NS,2026-01-07,broad,245521723,4.96,0.02444,0.12981,-0.017404748920209934
SELL,LAXMIDENTL.NS,2025-09-16,broad,1188338496,28.06,-0.10574,0.18752,-0.05955755629859916
SELL,APOLLOPIPE.NS,2026-03-10,broad,2936077908,27.50,0.15518,-0.04433,-0.045167246815672635
SELL,MOSCHIP.NS,2025-09-03,broad,453697048,4.71,0.11821,0.01520,0.13440898000943413
SELL,DCXINDIA.NS,2025-12-22,broad,194530076,2.50,0.15919,0.08541,-0.046970008740136904
SELL,MOBIKWIK.NS,2025-09-01,broad,1852663299,9.54,-0.01402,0.07156,0.09155542324521493
SELL,JINDALPOLY.NS,2025-07-25,broad,113158800,7.47,-0.02278,-0.00655,-0.0385336563850992
SELL,JTLIND.NS,2026-04-09,broad,266848506,2.11,0.32200,0.13386,0.04223055662644293
SELL,ABCAPITAL.NS,2025-06-11,midcap,11356020000,12.44,0.05317,0.01685,0.07310078529647546
SELL,KOLTEPATIL.NS,2025-09-01,broad,617432807,14.04,0.16137,-0.00095,-0.032917260649684255
SELL,MOBIKWIK.NS,2026-04-28,broad,1064289682,5.13,0.13162,0.02061,-0.047097813329674
SELL,DELTACORP.NS,2026-05-06,broad,271534725,2.37,-0.04185,0.10814,-0.0710314080765353
SELL,CARTRADE.NS,2026-02-05,smallcap,526797901,0.77,-0.02997,-0.02820,-0.15007768297897173
SELL,KAYNES.NS,2025-12-05,smallcap,4285359373,1.44,-0.09853,-0.11786,0.07938338183726912
SELL,DELTACORP.NS,2025-01-10,broad,531710913,5.20,0.03537,0.05373,-0.005233706282372186
SELL,RPSGVENT.NS,2026-04-06,broad,1039795014,38.68,0.58141,0.08204,-0.16309574701137752
SELL,GARUDA.NS,2025-07-22,broad,267477182,1.52,0.22525,0.00468,0.04160835441587929
SELL,MBEL.NS,2025-11-07,broad,329171578,1.88,-0.03253,0.15009,-0.18352828299664026
SELL,RAYMOND.NS,2025-07-02,broad,1397554897,9.02,0.22503,0.00478,-0.04088999113781355
SELL,IEX.NS,2025-07-28,smallcap,1233705786,1.11,-0.25111,-0.02967,0.005805012998931214
SELL,KTKBANK.NS,2025-11-21,micro,455908625,1.81,0.00111,0.09284,0.0637724174768941
SELL,METROPOLIS.NS,2025-10-16,micro,106920000,0.73,-0.03921,-0.00196,-0.0055638466503973305
SELL,WAAREERTL.NS,2025-10-14,micro,753467227,2.77,0.17250,0.03315,0.029261564356221292
SELL,JSWCEMENT.NS,2026-02-26,smallcap,928138019,3.88,0.02493,0.02127,0.038835405061187434
SELL,MOBIKWIK.NS,2026-05-11,broad,201690740,0.72,0.00476,0.05999,-0.030016670162778758
SELL,PETRONET.NS,2025-09-18,midcap,251562024,0.69,0.00109,-0.00725,-0.0009227483248133161
SELL,KEC.NS,2025-09-23,smallcap,1430948226,4.93,-0.02479,0.02537,-0.01647893532394229
SELL,FABTECH.NS,2025-11-10,broad,204094612,1.39,0.06178,0.00100,0.0019804650936290358
SELL,KRYSTAL.NS,2026-01-13,broad,145511329,27.61,0.21979,-0.00205,-0.0039992652355648195
SELL,MOBIKWIK.NS,2025-03-21,broad,1917661341,1.63,0.15375,0.00463,-0.05481061476271598
SELL,TARSONS.NS,2025-08-29,broad,131864355,14.71,-0.03015,-0.00097,-0.006325973252289119
SELL,FIVESTAR.NS,2025-10-30,smallcap,1178913083,3.87,0.11703,0.06246,-0.008381054278935318
SELL,INDOBORAX.NS,2025-07-24,broad,91685129,2.58,0.03139,0.19904,-0.017294789648360953
SELL,LAXMIDENTL.NS,2026-02-19,broad,106877498,2.28,-0.08583,0.06641,0.006500490616733745
SELL,ASTERDM.NS,2025-03-28,smallcap,1527390115,5.39,0.02496,0.06920,0.04271883252033082
SELL,APOLLO.NS,2025-05-27,micro,1727181942,0.80,-0.01323,0.12178,0.13271389660889366
SELL,QUICKHEAL.NS,2025-06-24,broad,2403316552,25.54,-0.01889,-0.01232,0.08451697708182548
SELL,AGARWALEYE.NS,2025-08-29,micro,188457329,2.64,0.00205,-0.01355,-0.03200074627469862
SELL,AGIIL.NS,2026-04-10,broad,498535832,0.65,0.18410,-0.01062,-0.01298294192277094
SELL,JBCHEPHARM.NS,2025-03-27,smallcap,14598396650,88.24,0.04936,-0.06524,-0.003434104251971881
SELL,GROWW.NS,2026-05-12,midcap,53257755698,6.07,-0.13713,-0.02832,-0.008114332310456662
SELL,BHARTIARTL.NS,2025-11-07,broad,103548870000,11.91,0.01873,-0.04405,0.02857752239898481
SELL,VAKRANGEE.NS,2025-02-06,broad,247718663,0.84,-0.32003,-0.04636,-0.02897516555698887
SELL,ADVANCE.NS,2026-01-06,broad,30592300,1.59,0.09099,0.01439,-0.036021845025386634
SELL,KAYNES.NS,2025-12-11,smallcap,8191557910,1.79,-0.25137,0.03386,-0.019504375476058544
SELL,SIGACHI.NS,2025-09-19,broad,211145181,2.46,0.13429,0.02364,-0.07556929871346463
SELL,APEX.NS,2026-02-13,broad,1900467033,6.34,0.22066,-0.01222,0.03835297273730709
SELL,MASTERTR.NS,2025-08-28,broad,91281856,0.71,0.00120,-0.01825,0.013049250977024585
SELL,ZAGGLE.NS,2026-05-12,micro,342054833,1.48,0.00958,0.15172,-0.23871604435225946
SELL,MTARTECH.NS,2025-09-12,micro,258044242,2.73,0.06441,0.09588,0.0725323258169781
SELL,INDRAMEDCO.NS,2025-10-08,broad,723364803,9.69,0.26023,-0.03465,-0.01818449286368984
SELL,CGPOWER.NS,2025-10-24,broad,994718284,0.82,-0.05475,-0.00856,0.031146768275934877
SELL,NETWEB.NS,2025-08-04,smallcap,786235513,2.01,0.13284,0.06744,-0.03519958449086036
SELL,GRSE.NS,2025-05-14,smallcap,2986203540,0.81,-0.00304,0.12666,0.20201793496815856
SELL,GRSE.NS,2025-04-28,smallcap,1344850960,0.60,-0.05996,0.07698,-0.07080621250194008
SELL,RECLTD.NS,2025-09-09,broad,697840623,0.53,0.01636,-0.00629,0.02195680207760109
SELL,NH.NS,2025-11-25,smallcap,2307002390,3.39,0.01951,-0.01105,0.006620210808828797
SELL,MARKOLINES.NS,2025-12-09,broad,26387403,1.40,0.00461,0.04101,0.016665547069850017
SELL,AVANTEL.NS,2025-06-06,broad,261570000,0.73,0.22651,-0.06564,-0.01871022266447042
SELL,ITDC.NS,2026-04-10,broad,4371632303,293.58,0.26381,0.14152,-0.03821212545491759
SELL,FILATFASH.NS,2025-12-30,broad,34212255,1.21,-0.16595,-0.09362,0.14772137727611856
SELL,ITCHOTELS.NS,2025-11-18,midcap,699380808,1.53,0.00716,-0.00699,0.00268512949202504
SELL,APOLLO.NS,2025-01-07,micro,231527791,2.16,0.19797,0.03185,0.008679515150428974
SELL,MCLOUD.NS,2025-11-25,broad,2146721022,8.49,-0.18009,-0.10227,-0.3341639061897953
SELL,JTLIND.NS,2026-01-23,broad,33506317,0.63,0.11773,-0.00422,-0.01500347021282944
SELL,SUYOG.NS,2025-06-10,broad,228526939,13.52,0.10051,0.04991,-0.04838878896062715
SELL,BLACKBUCK.NS,2025-11-18,micro,3787840000,5.15,0.03845,0.01768,0.052259245072291294
SELL,RIIL.NS,2026-03-20,broad,168080497,4.01,-0.04946,0.11818,0.004276555908486301
SELL,INDIGO.NS,2025-08-28,broad,29333883600,7.47,0.01005,-0.04484,-0.00861006696943245
SELL,SPARC.NS,2026-04-30,micro,297820000,1.67,0.03103,-0.03086,0.16278275064090408
SELL,AGIIL.NS,2026-03-06,broad,329099534,0.83,0.04132,-0.02388,0.016799693977677554
SELL,EXXARO.NS,2025-11-19,broad,21142420,7.97,-0.09022,0.01431,-0.05401120060055142
SELL,FIVESTAR.NS,2025-09-02,smallcap,225918363,0.74,-0.05293,-0.04816,-0.004532702344973494
SELL,CARTRADE.NS,2025-07-28,smallcap,1140462924,2.02,0.02511,0.10190,0.0983168723813661
SELL,AGIIL.NS,2026-05-04,broad,1200833278,0.97,0.10257,0.02451,0.021879052437700386
SELL,TEAMLEASE.NS,2025-02-28,broad,312950730,2.70,-0.04744,0.04701,0.016677005757039343
SELL,LTFOODS.NS,2026-03-05,smallcap,982340412,3.89,-0.05918,0.15770,0.014138447341117799
SELL,RATNAVEER.NS,2026-04-17,broad,114633400,1.27,0.07939,-0.01336,0.08911682583291325
SELL,GRSE.NS,2025-04-30,smallcap,1597435251,0.71,0.14800,-0.00430,-0.03429468858045526
SELL,EMCURE.NS,2025-07-04,smallcap,5626980000,29.02,-0.04423,-0.02333,0.0795273909054357
SELL,AXITA.NS,2025-07-18,broad,20178613,1.60,0.00961,0.00681,-0.015154955335751286
SELL,GMDCLTD.NS,2025-09-05,smallcap,1459638793,1.39,0.07359,0.11536,0.01849012298481445
SELL,JINDALPOLY.NS,2025-08-29,broad,137146201,15.06,0.01585,0.15934,-0.04605011347569232
SELL,SANDUMA.NS,2025-10-06,micro,523683457,4.22,0.16686,0.05297,0.10140860280905128
SELL,FORCEMOT.NS,2026-01-12,smallcap,766664600,0.76,-0.08301,0.06921,0.0755002240579995
SELL,RATNAVEER.NS,2026-02-01,broad,89715455,0.66,0.09588,-0.04028,-0.01744827683713379
SELL,MOBIKWIK.NS,2025-06-26,broad,7489936176,36.49,-0.01201,0.05677,-0.01510743014275484
SELL,DBEIL.NS,2026-03-11,broad,76185072,28.21,0.00771,0.03531,-0.035448504514937085
SELL,EASEMYTRIP.NS,2025-02-05,broad,416549731,0.74,-0.05190,-0.02162,-0.02766606308247288
SELL,DAMCAPITAL.NS,2025-07-31,broad,99056600,0.96,-0.08129,-0.01992,-0.02767198097043866
SELL,BEML.NS,2025-05-26,smallcap,5397608396,3.77,0.00998,0.14473,-0.013955429877603454
SELL,KESORAMIND.NS,2025-09-12,broad,9978272,3.57,-0.03136,-0.04472,0.15430415342396353
SELL,UJJIVANSFB.NS,2025-09-05,micro,230486192,0.96,-0.01196,-0.01511,0.041702954393237235
SELL,COFFEEDAY.NS,2025-07-16,broad,64920031,2.01,0.09570,0.09927,-0.07841423509993017
SELL,MAMATA.NS,2025-09-10,broad,1788878655,18.59,0.00573,0.15622,0.018805042630665625
SELL,QUADFUTURE.NS,2026-01-05,broad,275080350,1.10,-0.00701,0.02093,-0.09963160152840878
SELL,AIIL.NS,2025-09-18,midcap,1516900880,2.71,0.03417,-0.02656,-0.021284752979765065
SELL,NETWEB.NS,2026-02-12,smallcap,6361734141,2.05,-0.04015,0.02563,0.17802139525938143
SELL,GSLSU.NS,2025-11-03,broad,37204684,2.68,0.04217,0.12458,0.052297763413141185
SELL,LLOYDSME.NS,2025-12-16,midcap,3906750000,12.00,0.03988,0.02376,0.031604021278339056
SELL,IRMENERGY.NS,2026-04-22,broad,132848104,3.15,0.01268,0.20808,0.2524542953542497
SELL,NEWGEN.NS,2026-02-18,smallcap,1328851850,3.87,-0.01692,0.00356,-0.1674938611321949
SELL,CEMPRO.NS,2026-04-30,smallcap,1056219621,5.86,0.00264,0.20391,0.13035867416345392
SELL,SHRIRAMPPS.NS,2025-03-28,broad,62668200,0.52,0.02213,-0.03090,-0.026776759420954477
SELL,BAJEL.NS,2026-03-17,broad,1389153022,69.58,0.17604,0.03771,-0.07206519109129705
SELL,BAJAJHFL.NS,2025-12-02,midcap,15878646000,43.59,-0.02108,-0.06838,0.01115096373181923
SELL,TOLINS.NS,2025-09-24,broad,42487149,0.75,-0.03636,0.04318,-0.035659471977749546
SELL,NETWEB.NS,2025-05-08,smallcap,514829173,1.31,0.08735,0.06102,0.06694001766910129
SELL,BELRISE.NS,2025-07-08,smallcap,934322196,0.66,-0.02503,0.09658,0.038972730955528556
SELL,IRMENERGY.NS,2026-04-23,broad,6603940039,142.31,0.18773,0.14286,0.2580099905245019
SELL,SIGACHI.NS,2025-09-12,broad,1628402219,19.92,0.19249,0.13280,-0.026792087902775874
SELL,QUADFUTURE.NS,2025-12-23,broad,3482573503,68.36,0.24593,0.05787,-0.04842030519467877
SELL,KRBL.NS,2025-11-14,micro,490932595,3.76,0.00267,0.13167,0.011435835709070585
SELL,OLAELEC.NS,2026-04-09,smallcap,3139637500,2.28,0.20595,0.19832,-0.08401861960834722
SELL,MOSCHIP.NS,2025-09-05,broad,1532034069,13.85,0.29903,0.11456,0.014202517971147799
SELL,SHANTIGOLD.NS,2025-10-17,broad,82657068,1.19,-0.00289,-0.03500,0.027864125692475428
SELL,MANGLMCEM.NS,2025-07-03,broad,758000000,31.17,0.02495,-0.01499,-0.005484938520387894
SELL,NEOGEN.NS,2025-12-11,micro,1988483483,27.85,-0.07422,0.11016,-0.009560607248740971
SELL,SIGACHI.NS,2025-09-15,broad,2061608040,25.22,0.32013,0.02488,-0.0368328705590939
SELL,RELIGARE.NS,2025-02-05,micro,417321892,1.34,-0.05785,0.03141,0.05736231111921353
SELL,BALAJEE.NS,2025-03-18,broad,26288403,3.56,0.12786,-0.01446,-0.233998453628662
SELL,EASEMYTRIP.NS,2025-05-15,broad,534133532,1.70,-0.00894,-0.03977,-0.06800371774387193
SELL,RADHIKAJWE.NS,2025-07-30,broad,68473908,0.84,0.09166,0.00856,-0.012553507605844283
SELL,HONAUT.NS,2025-12-12,midcap,3389296630,33.77,-0.01844,-0.00967,-0.022741969009184904
SELL,LUXIND.NS,2026-04-07,broad,764991051,13.58,0.19729,0.10887,0.08403435787138314
SELL,SENORES.NS,2025-02-06,broad,516706776,1.55,-0.00084,0.11001,-0.09834685534043419
SELL,CUPID.NS,2026-01-30,micro,3320566387,0.52,0.02709,0.01143,-0.03404765229204365
SELL,GRAPHITE.NS,2025-03-25,smallcap,1140821051,4.86,-0.05709,0.09166,-0.03435848843929701
SELL,MARKOLINES.NS,2026-03-27,broad,21857827,0.58,-0.03719,-0.01172,0.005286062326537833
SELL,QPOWER.NS,2025-07-10,micro,327036022,0.55,0.06141,0.12500,0.1209041430364044
SELL,AGIIL.NS,2026-04-06,broad,858486487,1.34,-0.02780,0.03314,0.14833068972856678
SELL,GANESHBE.NS,2025-06-18,broad,53606316,3.04,-0.05951,-0.01420,-0.025184107897724406
SELL,LAXMIINDIA.NS,2025-12-08,broad,35433750,1.09,-0.03242,-0.03450,-0.012875533165277009
SELL,DAVANGERE.NS,2025-09-19,broad,121468948,2.60,-0.04904,-0.02218,0.006849945092372467
SELL,DCXINDIA.NS,2025-06-11,broad,1129850031,4.01,-0.00631,-0.05616,0.021859366439930472
SELL,MOSCHIP.NS,2025-09-11,broad,641275584,2.63,0.21512,0.07736,0.048073138897984036
SELL,EASEMYTRIP.NS,2025-05-16,broad,214973500,0.69,-0.04791,0.00169,-0.08163738782874441
SELL,AHCL.NS,2025-11-04,broad,99270536,11.26,0.11029,0.03814,0.004702609739964947
SELL,AWHCL.NS,2026-04-09,broad,1028690144,16.32,0.10574,0.15370,0.03827215442133736
SELL,DCBBANK.NS,2025-10-20,micro,859363128,7.50,0.00012,0.11546,0.004404382647859029
SELL,ACE.NS,2025-08-25,smallcap,716706509,3.68,0.02744,0.09615,0.03319581515601233
SELL,JTLIND.NS,2025-07-04,broad,147127500,1.60,0.03962,0.00129,0.04710294069430088
SELL,WALCHANNAG.NS,2026-02-02,broad,72074380,0.67,0.18662,0.05547,-0.04160611925011859
SELL,CUPID.NS,2025-07-11,micro,212227678,1.84,-0.00897,0.08819,0.14411928105154836
SELL,LOVABLE.NS,2025-08-19,broad,8878300,7.17,0.03453,-0.00587,-0.007202961378691364
SELL,DENTA.NS,2025-12-17,broad,1201932500,21.03,-0.08457,0.10726,-0.02661192148995306
SELL,MASTERTR.NS,2025-08-14,broad,114425949,0.95,0.01307,0.01017,-0.043985311837685614
SELL,MFSL.NS,2025-01-23,midcap,1442409691,3.31,0.01671,0.00215,0.061551433594592364
SELL,SPANDANA.NS,2025-01-13,broad,177883292,1.42,0.23753,-0.06177,0.007624690271527901
SELL,AKUMS.NS,2025-12-22,micro,6230425960,137.96,0.00948,0.02527,0.005251166951946273
SELL,NOCIL.NS,2026-03-24,broad,3200385276,62.52,0.20956,-0.00148,0.02937661498592925
SELL,JUNIPER.NS,2025-12-02,broad,501942000,26.07,0.02292,-0.02912,0.0357048516824614
SELL,JTLIND.NS,2026-01-13,broad,166951078,5.99,0.08612,0.07903,0.045698532473055
SELL,SKFINDIA.NS,2026-02-23,micro,700050000,10.13,0.01532,0.05296,-0.07699899532912646
SELL,DIFFNKG.NS,2025-05-16,broad,62843000,10.15,0.03834,0.05168,0.058306242792894425
SELL,SONATSOFTW.NS,2025-04-17,smallcap,463570521,1.56,0.02647,-0.06464,0.1399305876043686
SELL,MTNL.NS,2025-06-11,broad,217530968,0.56,0.01057,0.03316,-0.12869735967096374
SELL,ITI.NS,2025-10-08,smallcap,1858385367,15.51,0.04953,0.10542,-0.00663088484583596
SELL,PREMIERENE.NS,2025-06-10,midcap,52580000000,45.67,-0.04498,0.02002,-0.032308526062398424
SELL,CAPACITE.NS,2025-02-14,broad,168559893,0.89,-0.02174,-0.06373,0.0042628733135393615
SELL,RACLGEAR.NS,2025-09-26,broad,83942011,14.64,0.09357,0.14059,0.09091697016602618
SELL,GODIGIT.NS,2025-09-05,smallcap,151360640,0.77,-0.05256,-0.00789,-0.010742816481491113
SELL,HEG.NS,2025-12-31,smallcap,1281107826,3.61,0.13189,0.02564,-0.02584840777363362
SELL,DATAPATTNS.NS,2025-04-29,smallcap,3122164982,2.94,0.14863,0.14113,-0.1065091156774387
SELL,AEGISVOPAK.NS,2026-03-10,smallcap,306212208,2.28,-0.10424,-0.01229,-0.014938153726210324
SELL,DYNPRO.NS,2025-07-09,broad,60734278,12.78,0.02217,0.12236,-0.0009511018447037056
SELL,RALLIS.NS,2025-07-15,micro,751376310,5.56,0.11622,-0.01612,0.024077526028778995
SELL,OLAELEC.NS,2025-08-20,smallcap,7136698672,3.97,0.09455,0.18299,0.1398492069820223
SELL,NEWGEN.NS,2025-08-25,smallcap,755523264,2.46,-0.05190,0.06231,-0.008817854930371682
SELL,HARIOMPIPE.NS,2025-12-02,broad,116428863,2.45,0.14768,-0.01875,-0.040482471889194516
SELL,AURUM.NS,2025-09-26,broad,332824814,40.37,-0.03652,0.07579,-0.03220519528756527
SELL,JAICORPLTD.NS,2025-09-08,broad,403077571,3.18,0.30032,0.07860,-0.0420725168285665
