FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,TIME_PERIOD,OBS_VALUE
Q,IN,N,A,M,XDC,A,2013-Q1,69776.467
Q,IN,N,A,M,XDC,A,2013-Q2,69603.734
Q,IN,N,A,M,XDC,A,2013-Q3,69456.082
Q,IN,N,A,M,XDC,A,2013-Q4,69800.012
Q,IN,N,A,M,XDC,A,2014-Q1,72568.901
Q,IN,N,A,M,XDC,A,2014-Q2,74780.86
Q,IN,N,A,M,XDC,A,2014-Q3,78175.598
Q,IN,N,A,M,XDC,A,2014-Q4,81691.622
Q,IN,N,A,M,XDC,A,2015-Q1,82081.801
Q,IN,N,A,M,XDC,A,2015-Q2,82174.06
Q,IN,N,A,M,XDC,A,2015-Q3,83936.932
Q,IN,N,A,M,XDC,A,2015-Q4,85345.493
Q,IN,N,A,M,XDC,A,2016-Q1,83533.628
Q,IN,N,A,M,XDC,A,2016-Q2,83522.074
Q,IN,N,A,M,XDC,A,2016-Q3,80590.28
Q,IN,N,A,M,XDC,A,2016-Q4,82186.695
Q,IN,N,A,M,XDC,A,2017-Q1,86472.773
Q,IN,N,A,M,XDC,A,2017-Q2,94517.364
Q,IN,N,A,M,XDC,A,2017-Q3,100900.906
Q,IN,N,A,M,XDC,A,2017-Q4,110478.965
Q,IN,N,A,M,XDC,A,2018-Q1,108149.051
Q,IN,N,A,M,XDC,A,2018-Q2,108308.923
Q,IN,N,A,M,XDC,A,2018-Q3,108011.245
Q,IN,N,A,M,XDC,A,2018-Q4,108997.763
Q,IN,N,A,M,XDC,A,2019-Q1,105195.95
Q,IN,N,A,M,XDC,A,2019-Q2,102936.788
Q,IN,N,A,M,XDC,A,2019-Q3,101305.047
Q,IN,N,A,M,XDC,A,2019-Q4,101111.498
Q,IN,N,A,M,XDC,A,2020-Q1,100382.058
Q,IN,N,A,M,XDC,A,2020-Q2,100684.13
Q,IN,N,A,M,XDC,A,2020-Q3,102662.514
Q,IN,N,A,M,XDC,A,2020-Q4,105922.542
Q,IN,N,A,M,XDC,A,2021-Q1,106494.881
Q,IN,N,A,M,XDC,A,2021-Q2,108595.338
Q,IN,N,A,M,XDC,A,2021-Q3,111308.9
Q,IN,N,A,M,XDC,A,2021-Q4,117589.114
Q,IN,N,A,M,XDC,A,2022-Q1,118954.926
Q,IN,N,A,M,XDC,A,2022-Q2,121788.615
Q,IN,N,A,M,XDC,A,2022-Q3,125939.757
Q,IN,N,A,M,XDC,A,2022-Q4,128052.79
Q,IN,N,A,M,XDC,A,2023-Q1,132253.278
Q,IN,N,A,M,XDC,A,2023-Q2,132782.921
Q,IN,N,A,M,XDC,A,2023-Q3,137857.685
Q,IN,N,A,M,XDC,A,2023-Q4,140776.76
Q,IN,N,A,M,XDC,A,2024-Q1,145359.914
Q,IN,N,A,M,XDC,A,2024-Q2,149515.791
Q,IN,N,A,M,XDC,A,2024-Q3,151857.732
Q,IN,N,A,M,XDC,A,2024-Q4,157773.513
Q,IN,N,A,M,XDC,A,2025-Q1,162382.921
Q,IN,N,A,M,XDC,A,2025-Q2,168193.096
Q,IN,N,A,M,XDC,A,2025-Q3,171854.323
Q,IN,C,A,M,770,A,1981-Q1,98.5
Q,IN,C,A,M,770,A,1981-Q2,98.1
Q,IN,C,A,M,770,A,1981-Q3,97.8
Q,IN,C,A,M,770,A,1981-Q4,100.3
Q,IN,C,A,M,770,A,1982-Q1,101.2
Q,IN,C,A,M,770,A,1982-Q2,102.2
Q,IN,C,A,M,770,A,1982-Q3,103.4
Q,IN,C,A,M,770,A,1982-Q4,108.2
Q,IN,C,A,M,770,A,1983-Q1,108.3
Q,IN,C,A,M,770,A,1983-Q2,106.9
Q,IN,C,A,M,770,A,1983-Q3,105.9
Q,IN,C,A,M,770,A,1983-Q4,108.1
Q,IN,C,A,M,770,A,1984-Q1,108.6
Q,IN,C,A,M,770,A,1984-Q2,110.1
Q,IN,C,A,M,770,A,1984-Q3,110.4
Q,IN,C,A,M,770,A,1984-Q4,114.1
Q,IN,C,A,M,770,A,1985-Q1,115.3
Q,IN,C,A,M,770,A,1985-Q2,115.2
Q,IN,C,A,M,770,A,1985-Q3,116.3
Q,IN,C,A,M,770,A,1985-Q4,118.7
Q,IN,C,A,M,770,A,1986-Q1,122.4
Q,IN,C,A,M,770,A,1986-Q2,122.2
Q,IN,C,A,M,770,A,1986-Q3,122.6
Q,IN,C,A,M,770,A,1986-Q4,124.8
Q,IN,C,A,M,770,A,1987-Q1,128.5
Q,IN,C,A,M,770,A,1987-Q2,127.2
Q,IN,C,A,M,770,A,1987-Q3,127.6
Q,IN,C,A,M,770,A,1987-Q4,128.6
Q,IN,C,A,M,770,A,1988-Q1,131.2
Q,IN,C,A,M,770,A,1988-Q2,128.6
Q,IN,C,A,M,770,A,1988-Q3,127.8
Q,IN,C,A,M,770,A,1988-Q4,130.9
Q,IN,C,A,M,770,A,1989-Q1,131.4
Q,IN,C,A,M,770,A,1989-Q2,132.1
Q,IN,C,A,M,770,A,1989-Q3,131.9
Q,IN,C,A,M,770,A,1989-Q4,133.9
Q,IN,C,A,M,770,A,1990-Q1,135
Q,IN,C,A,M,770,A,1990-Q2,133.7
Q,IN,C,A,M,770,A,1990-Q3,131.7
Q,IN,C,A,M,770,A,1990-Q4,132.1
Q,IN,C,A,M,770,A,1991-Q1,131.9
Q,IN,C,A,M,770,A,1991-Q2,131.4
Q,IN,C,A,M,770,A,1991-Q3,130.8
Q,IN,C,A,M,770,A,1991-Q4,131.8
Q,IN,C,A,M,770,A,1992-Q1,133.4
Q,IN,C,A,M,770,A,1992-Q2,134.1
Q,IN,C,A,M,770,A,1992-Q3,133.9
Q,IN,C,A,M,770,A,1992-Q4,134.7
Q,IN,C,A,M,770,A,1993-Q1,135.8
Q,IN,C,A,M,770,A,1993-Q2,134.4
Q,IN,C,A,M,770,A,1993-Q3,132
Q,IN,C,A,M,770,A,1993-Q4,131.9
Q,IN,C,A,M,770,A,1994-Q1,131.4
Q,IN,C,A,M,770,A,1994-Q2,128.8
Q,IN,C,A,M,770,A,1994-Q3,129.2
Q,IN,C,A,M,770,A,1994-Q4,128.6
Q,IN,C,A,M,770,A,1995-Q1,131
Q,IN,C,A,M,770,A,1995-Q2,128.5
Q,IN,C,A,M,770,A,1995-Q3,128.6
Q,IN,C,A,M,770,A,1995-Q4,127.8
Q,IN,C,A,M,770,A,1996-Q1,129.2
Q,IN,C,A,M,770,A,1996-Q2,126.2
Q,IN,C,A,M,770,A,1996-Q3,124.5
Q,IN,C,A,M,770,A,1996-Q4,123.6
Q,IN,C,A,M,770,A,1997-Q1,125
Q,IN,C,A,M,770,A,1997-Q2,123.5
Q,IN,C,A,M,770,A,1997-Q3,123.8
Q,IN,C,A,M,770,A,1997-Q4,126
Q,IN,C,A,M,770,A,1998-Q1,129.5
Q,IN,C,A,M,770,A,1998-Q2,128.5
Q,IN,C,A,M,770,A,1998-Q3,128.1
Q,IN,C,A,M,770,A,1998-Q4,127.3
Q,IN,C,A,M,770,A,1999-Q1,130.9
Q,IN,C,A,M,770,A,1999-Q2,129.2
Q,IN,C,A,M,770,A,1999-Q3,130.9
Q,IN,C,A,M,770,A,1999-Q4,135
Q,IN,C,A,M,770,A,2000-Q1,136.7
Q,IN,C,A,M,770,A,2000-Q2,138.5
Q,IN,C,A,M,770,A,2000-Q3,139
Q,IN,C,A,M,770,A,2000-Q4,141.9
Q,IN,C,A,M,770,A,2001-Q1,144.1
Q,IN,C,A,M,770,A,2001-Q2,145.2
Q,IN,C,A,M,770,A,2001-Q3,146.9
Q,IN,C,A,M,770,A,2001-Q4,149.1
Q,IN,C,A,M,770,A,2002-Q1,152.1
Q,IN,C,A,M,770,A,2002-Q2,156.8
Q,IN,C,A,M,770,A,2002-Q3,157.5
Q,IN,C,A,M,770,A,2002-Q4,160.2
Q,IN,C,A,M,770,A,2003-Q1,162.9
Q,IN,C,A,M,770,A,2003-Q2,162.5
Q,IN,C,A,M,770,A,2003-Q3,161.4
Q,IN,C,A,M,770,A,2003-Q4,161.8
Q,IN,C,A,M,770,A,2004-Q1,164.5
Q,IN,C,A,M,770,A,2004-Q2,164.2
Q,IN,C,A,M,770,A,2004-Q3,164.2
Q,IN,C,A,M,770,A,2004-Q4,168.4
Q,IN,C,A,M,770,A,2005-Q1,170.1
Q,IN,C,A,M,770,A,2005-Q2,170.1
Q,IN,C,A,M,770,A,2005-Q3,174.3
Q,IN,C,A,M,770,A,2005-Q4,174.8
Q,IN,C,A,M,770,A,2006-Q1,181.2
Q,IN,C,A,M,770,A,2006-Q2,179.1
Q,IN,C,A,M,770,A,2006-Q3,181.1
Q,IN,C,A,M,770,A,2006-Q4,179.9
Q,IN,C,A,M,770,A,2007-Q1,184.5
Q,IN,C,A,M,770,A,2007-Q2,178.7
Q,IN,C,A,M,770,A,2007-Q3,180.6
Q,IN,C,A,M,770,A,2007-Q4,180.8
Q,IN,C,A,M,770,A,2008-Q1,186.7
Q,IN,C,A,M,770,A,2008-Q2,183.5
Q,IN,C,A,M,770,A,2008-Q3,185
Q,IN,C,A,M,770,A,2008-Q4,186.2
Q,IN,C,A,M,770,A,2009-Q1,191.7
Q,IN,C,A,M,770,A,2009-Q2,189.3
Q,IN,C,A,M,770,A,2009-Q3,191.4
Q,IN,C,A,M,770,A,2009-Q4,188.7
Q,IN,C,A,M,770,A,2010-Q1,190
Q,IN,C,A,M,770,A,2010-Q2,186.3
Q,IN,C,A,M,770,A,2010-Q3,184.5
Q,IN,C,A,M,770,A,2010-Q4,187.6
Q,IN,C,A,M,770,A,2011-Q1,185.9
Q,IN,C,A,M,770,A,2011-Q2,183.2
Q,IN,C,A,M,770,A,2011-Q3,182.3
Q,IN,C,A,M,770,A,2011-Q4,185.2
Q,IN,C,A,M,770,A,2012-Q1,185.6
Q,IN,C,A,M,770,A,2012-Q2,182.6
Q,IN,C,A,M,770,A,2012-Q3,184
Q,IN,C,A,M,770,A,2012-Q4,186.2
Q,IN,C,A,M,770,A,2013-Q1,182.7
Q,IN,C,A,M,770,A,2013-Q2,181.1
Q,IN,C,A,M,770,A,2013-Q3,178.7
Q,IN,C,A,M,770,A,2013-Q4,176.4
Q,IN,C,A,M,770,A,2014-Q1,176.5
Q,IN,C,A,M,770,A,2014-Q2,175
Q,IN,C,A,M,770,A,2014-Q3,175.9
Q,IN,C,A,M,770,A,2014-Q4,178
Q,IN,C,A,M,770,A,2015-Q1,176.6
Q,IN,C,A,M,770,A,2015-Q2,174.5
Q,IN,C,A,M,770,A,2015-Q3,176
Q,IN,C,A,M,770,A,2015-Q4,176.7
Q,IN,C,A,M,770,A,2016-Q1,172.5
Q,IN,C,A,M,770,A,2016-Q2,171.6
Q,IN,C,A,M,770,A,2016-Q3,165.7
Q,IN,C,A,M,770,A,2016-Q4,167.4
Q,IN,C,A,M,770,A,2017-Q1,166.7
Q,IN,C,A,M,770,A,2017-Q2,172.7
Q,IN,C,A,M,770,A,2017-Q3,175.2
Q,IN,C,A,M,770,A,2017-Q4,181.8
Q,IN,C,A,M,770,A,2018-Q1,177.2
Q,IN,C,A,M,770,A,2018-Q2,175.5
Q,IN,C,A,M,770,A,2018-Q3,173.5
Q,IN,C,A,M,770,A,2018-Q4,173.4
Q,IN,C,A,M,770,A,2019-Q1,171.1
Q,IN,C,A,M,770,A,2019-Q2,169.9
Q,IN,C,A,M,770,A,2019-Q3,170.6
Q,IN,C,A,M,770,A,2019-Q4,173.1
Q,IN,C,A,M,770,A,2020-Q1,171.9
Q,IN,C,A,M,770,A,2020-Q2,185.9
Q,IN,C,A,M,770,A,2020-Q3,193.3
Q,IN,C,A,M,770,A,2020-Q4,198
Q,IN,C,A,M,770,A,2021-Q1,195.9
Q,IN,C,A,M,770,A,2021-Q2,188.2
Q,IN,C,A,M,770,A,2021-Q3,184.6
Q,IN,C,A,M,770,A,2021-Q4,187
Q,IN,C,A,M,770,A,2022-Q1,185.6
Q,IN,C,A,M,770,A,2022-Q2,181
Q,IN,C,A,M,770,A,2022-Q3,180.9
Q,IN,C,A,M,770,A,2022-Q4,178.8
Q,IN,C,A,M,770,A,2023-Q1,178.8
Q,IN,C,A,M,770,A,2023-Q2,177.1
Q,IN,C,A,M,770,A,2023-Q3,178.8
Q,IN,C,A,M,770,A,2023-Q4,179.1
Q,IN,C,A,M,770,A,2024-Q1,179.6
Q,IN,C,A,M,770,A,2024-Q2,179.3
Q,IN,C,A,M,770,A,2024-Q3,178.6
Q,IN,C,A,M,770,A,2024-Q4,179.7
Q,IN,C,A,M,770,A,2025-Q1,180.2
Q,IN,C,A,M,770,A,2025-Q2,181.5
Q,IN,C,A,M,770,A,2025-Q3,181.5
Q,IN,H,A,M,XDC,U,2007-Q2,4698.89
Q,IN,H,A,M,XDC,U,2007-Q3,4937.9
Q,IN,H,A,M,XDC,U,2007-Q4,5026.5
Q,IN,H,A,M,XDC,U,2008-Q1,5217.99
Q,IN,H,A,M,XDC,U,2008-Q2,5393.43
Q,IN,H,A,M,XDC,U,2008-Q3,5529.1
Q,IN,H,A,M,XDC,U,2008-Q4,5686.48
Q,IN,H,A,M,XDC,U,2009-Q1,5624.79
Q,IN,H,A,M,XDC,U,2009-Q2,5563.93
Q,IN,H,A,M,XDC,U,2009-Q3,5663.15
Q,IN,H,A,M,XDC,U,2009-Q4,5661.18
Q,IN,H,A,M,XDC,U,2010-Q1,5856.33
Q,IN,H,A,M,XDC,U,2010-Q2,5928.68
Q,IN,H,A,M,XDC,U,2010-Q3,6313.65
Q,IN,H,A,M,XDC,U,2010-Q4,6758.39
Q,IN,H,A,M,XDC,U,2011-Q1,6996.57
Q,IN,H,A,M,XDC,U,2011-Q2,7095.61
Q,IN,H,A,M,XDC,U,2011-Q3,7243.39
Q,IN,H,A,M,XDC,U,2011-Q4,30128.473
Q,IN,H,A,M,XDC,U,2012-Q1,30754.345
Q,IN,H,A,M,XDC,U,2012-Q2,30271.023
Q,IN,H,A,M,XDC,U,2012-Q3,31931.95
Q,IN,H,A,M,XDC,U,2012-Q4,33429.368
Q,IN,H,A,M,XDC,U,2013-Q1,34007.331
Q,IN,H,A,M,XDC,U,2013-Q2,34777.705
Q,IN,H,A,M,XDC,U,2013-Q3,35589.81
Q,IN,H,A,M,XDC,U,2013-Q4,37007.994
Q,IN,H,A,M,XDC,U,2014-Q1,37735.053
Q,IN,H,A,M,XDC,U,2014-Q2,37745.61
Q,IN,H,A,M,XDC,U,2014-Q3,39184.585
Q,IN,H,A,M,XDC,U,2014-Q4,40773.096
Q,IN,H,A,M,XDC,U,2015-Q1,41092.903
Q,IN,H,A,M,XDC,U,2015-Q2,41043.605
Q,IN,H,A,M,XDC,U,2015-Q3,43052.247
Q,IN,H,A,M,XDC,U,2015-Q4,44624.053
Q,IN,H,A,M,XDC,U,2016-Q1,44523.788
Q,IN,H,A,M,XDC,U,2016-Q2,46643.161
Q,IN,H,A,M,XDC,U,2016-Q3,45185.559
Q,IN,H,A,M,XDC,U,2016-Q4,49310.875
Q,IN,H,A,M,XDC,U,2017-Q1,47844.963
Q,IN,H,A,M,XDC,U,2017-Q2,50937.991
Q,IN,H,A,M,XDC,U,2017-Q3,51908.076
Q,IN,H,A,M,XDC,U,2017-Q4,56816.743
Q,IN,H,A,M,XDC,U,2018-Q1,56295.239
Q,IN,H,A,M,XDC,U,2018-Q2,58869.563
Q,IN,H,A,M,XDC,U,2018-Q3,60905.888
Q,IN,H,A,M,XDC,U,2018-Q4,64525.523
Q,IN,H,A,M,XDC,U,2019-Q1,64146.311
Q,IN,H,A,M,XDC,U,2019-Q2,65716.932
Q,IN,H,A,M,XDC,U,2019-Q3,68108.98
Q,IN,H,A,M,XDC,U,2019-Q4,72274.203
Q,IN,H,A,M,XDC,U,2020-Q1,71735.031
Q,IN,H,A,M,XDC,U,2020-Q2,72467.629
Q,IN,H,A,M,XDC,U,2020-Q3,75270.943
Q,IN,H,A,M,XDC,U,2020-Q4,79654.421
Q,IN,H,A,M,XDC,U,2021-Q1,79030.268
Q,IN,H,A,M,XDC,U,2021-Q2,80275.385
Q,IN,H,A,M,XDC,U,2021-Q3,82261.636
Q,IN,H,A,M,XDC,U,2021-Q4,88645.282
Q,IN,H,A,M,XDC,U,2022-Q1,91083.105
Q,IN,H,A,M,XDC,U,2022-Q2,95339.081
Q,IN,H,A,M,XDC,U,2022-Q3,101227.744
Q,IN,H,A,M,XDC,U,2022-Q4,104603.585
Q,IN,H,A,M,XDC,U,2023-Q1,110546.908
Q,IN,H,A,M,XDC,U,2023-Q2,111972.87
Q,IN,H,A,M,XDC,U,2023-Q3,119011.094
Q,IN,H,A,M,XDC,U,2023-Q4,123391.528
Q,IN,H,A,M,XDC,U,2024-Q1,127408.685
Q,IN,H,A,M,XDC,U,2024-Q2,131051.331
Q,IN,H,A,M,XDC,U,2024-Q3,133104.054
Q,IN,H,A,M,XDC,U,2024-Q4,138289.265
Q,IN,H,A,M,XDC,U,2025-Q1,142329.434
Q,IN,H,A,M,XDC,U,2025-Q2,147422.082
Q,IN,H,A,M,XDC,U,2025-Q3,150631.165
Q,IN,N,A,M,770,A,2007-Q2,61.4
Q,IN,N,A,M,770,A,2007-Q3,63.1
Q,IN,N,A,M,770,A,2007-Q4,64.3
Q,IN,N,A,M,770,A,2008-Q1,69.6
Q,IN,N,A,M,770,A,2008-Q2,67.7
Q,IN,N,A,M,770,A,2008-Q3,69.8
Q,IN,N,A,M,770,A,2008-Q4,70.3
Q,IN,N,A,M,770,A,2009-Q1,73.8
Q,IN,N,A,M,770,A,2009-Q2,71.6
Q,IN,N,A,M,770,A,2009-Q3,72.9
Q,IN,N,A,M,770,A,2009-Q4,72
Q,IN,N,A,M,770,A,2010-Q1,75.2
Q,IN,N,A,M,770,A,2010-Q2,74
Q,IN,N,A,M,770,A,2010-Q3,73.2
Q,IN,N,A,M,770,A,2010-Q4,76.5
Q,IN,N,A,M,770,A,2011-Q1,76.3
Q,IN,N,A,M,770,A,2011-Q2,74.9
Q,IN,N,A,M,770,A,2011-Q3,74.4
Q,IN,N,A,M,770,A,2011-Q4,76.7
Q,IN,N,A,M,770,A,2012-Q1,76.9
Q,IN,N,A,M,770,A,2012-Q2,75.8
Q,IN,N,A,M,770,A,2012-Q3,76.6
Q,IN,N,A,M,770,A,2012-Q4,77.7
Q,IN,N,A,M,770,A,2013-Q1,75
Q,IN,N,A,M,770,A,2013-Q2,72.9
Q,IN,N,A,M,770,A,2013-Q3,70.6
Q,IN,N,A,M,770,A,2013-Q4,68.5
Q,IN,N,A,M,770,A,2014-Q1,69
Q,IN,N,A,M,770,A,2014-Q2,69
Q,IN,N,A,M,770,A,2014-Q3,70
Q,IN,N,A,M,770,A,2014-Q4,71.5
Q,IN,N,A,M,770,A,2015-Q1,70.3
Q,IN,N,A,M,770,A,2015-Q2,68.6
Q,IN,N,A,M,770,A,2015-Q3,68.5
Q,IN,N,A,M,770,A,2015-Q4,68.1
Q,IN,N,A,M,770,A,2016-Q1,64.8
Q,IN,N,A,M,770,A,2016-Q2,63
Q,IN,N,A,M,770,A,2016-Q3,59.1
Q,IN,N,A,M,770,A,2016-Q4,58.7
Q,IN,N,A,M,770,A,2017-Q1,60
Q,IN,N,A,M,770,A,2017-Q2,64.1
Q,IN,N,A,M,770,A,2017-Q3,66.7
Q,IN,N,A,M,770,A,2017-Q4,71
Q,IN,N,A,M,770,A,2018-Q1,67.6
Q,IN,N,A,M,770,A,2018-Q2,65.6
Q,IN,N,A,M,770,A,2018-Q3,63.5
Q,IN,N,A,M,770,A,2018-Q4,62.3
Q,IN,N,A,M,770,A,2019-Q1,59.5
Q,IN,N,A,M,770,A,2019-Q2,57.1
Q,IN,N,A,M,770,A,2019-Q3,55.4
Q,IN,N,A,M,770,A,2019-Q4,54.7
Q,IN,N,A,M,770,A,2020-Q1,53.4
Q,IN,N,A,M,770,A,2020-Q2,56.6
Q,IN,N,A,M,770,A,2020-Q3,58
Q,IN,N,A,M,770,A,2020-Q4,58.9
Q,IN,N,A,M,770,A,2021-Q1,57.5
Q,IN,N,A,M,770,A,2021-Q2,55
Q,IN,N,A,M,770,A,2021-Q3,53.8
Q,IN,N,A,M,770,A,2021-Q4,55
Q,IN,N,A,M,770,A,2022-Q1,54
Q,IN,N,A,M,770,A,2022-Q2,52.2
Q,IN,N,A,M,770,A,2022-Q3,52
Q,IN,N,A,M,770,A,2022-Q4,50.9
Q,IN,N,A,M,770,A,2023-Q1,50.8
Q,IN,N,A,M,770,A,2023-Q2,49.7
Q,IN,N,A,M,770,A,2023-Q3,50.1
Q,IN,N,A,M,770,A,2023-Q4,50
Q,IN,N,A,M,770,A,2024-Q1,50.3
Q,IN,N,A,M,770,A,2024-Q2,50.4
Q,IN,N,A,M,770,A,2024-Q3,50
Q,IN,N,A,M,770,A,2024-Q4,50.8
Q,IN,N,A,M,770,A,2025-Q1,51.2
Q,IN,N,A,M,770,A,2025-Q2,51.9
Q,IN,N,A,M,770,A,2025-Q3,51.9
Q,IN,P,A,M,XDC,A,1951-Q2,24.279
Q,IN,P,A,M,XDC,A,1951-Q3,22.894
Q,IN,P,A,M,XDC,A,1951-Q4,22.638
Q,IN,P,A,M,XDC,A,1952-Q1,22.777
Q,IN,P,A,M,XDC,A,1952-Q2,22.67
Q,IN,P,A,M,XDC,A,1952-Q3,22.127
Q,IN,P,A,M,XDC,A,1952-Q4,22.052
Q,IN,P,A,M,XDC,A,1953-Q1,22.606
Q,IN,P,A,M,XDC,A,1953-Q2,22.894
Q,IN,P,A,M,XDC,A,1953-Q3,22.116
Q,IN,P,A,M,XDC,A,1953-Q4,22.553
Q,IN,P,A,M,XDC,A,1954-Q1,23.448
Q,IN,P,A,M,XDC,A,1954-Q2,23.512
Q,IN,P,A,M,XDC,A,1954-Q3,23.384
Q,IN,P,A,M,XDC,A,1954-Q4,24.248
Q,IN,P,A,M,XDC,A,1955-Q1,25.356
Q,IN,P,A,M,XDC,A,1955-Q2,26.123
Q,IN,P,A,M,XDC,A,1955-Q3,26.091
Q,IN,P,A,M,XDC,A,1955-Q4,27.083
Q,IN,P,A,M,XDC,A,1956-Q1,28.596
Q,IN,P,A,M,XDC,A,1956-Q2,28.969
Q,IN,P,A,M,XDC,A,1956-Q3,28.298
Q,IN,P,A,M,XDC,A,1956-Q4,29.001
Q,IN,P,A,M,XDC,A,1957-Q1,30.579
Q,IN,P,A,M,XDC,A,1957-Q2,31.644
Q,IN,P,A,M,XDC,A,1957-Q3,31.069
Q,IN,P,A,M,XDC,A,1957-Q4,31.911
Q,IN,P,A,M,XDC,A,1958-Q1,33.723
Q,IN,P,A,M,XDC,A,1958-Q2,34
Q,IN,P,A,M,XDC,A,1958-Q3,33.883
Q,IN,P,A,M,XDC,A,1958-Q4,35.023
Q,IN,P,A,M,XDC,A,1959-Q1,37.048
Q,IN,P,A,M,XDC,A,1959-Q2,38.199
Q,IN,P,A,M,XDC,A,1959-Q3,38.093
Q,IN,P,A,M,XDC,A,1959-Q4,39.297
Q,IN,P,A,M,XDC,A,1960-Q1,41.386
Q,IN,P,A,M,XDC,A,1960-Q2,42.164
Q,IN,P,A,M,XDC,A,1960-Q3,41.162
Q,IN,P,A,M,XDC,A,1960-Q4,40.97
Q,IN,P,A,M,XDC,A,1961-Q1,42.249
Q,IN,P,A,M,XDC,A,1961-Q2,42.111
Q,IN,P,A,M,XDC,A,1961-Q3,41.439
Q,IN,P,A,M,XDC,A,1961-Q4,42.59
Q,IN,P,A,M,XDC,A,1962-Q1,45.223
Q,IN,P,A,M,XDC,A,1962-Q2,46.395
Q,IN,P,A,M,XDC,A,1962-Q3,45.926
Q,IN,P,A,M,XDC,A,1962-Q4,46.96
Q,IN,P,A,M,XDC,A,1963-Q1,48.527
Q,IN,P,A,M,XDC,A,1963-Q2,49.87
Q,IN,P,A,M,XDC,A,1963-Q3,49.934
Q,IN,P,A,M,XDC,A,1963-Q4,51.863
Q,IN,P,A,M,XDC,A,1964-Q1,53.686
Q,IN,P,A,M,XDC,A,1964-Q2,55.22
Q,IN,P,A,M,XDC,A,1964-Q3,55.274
Q,IN,P,A,M,XDC,A,1964-Q4,56.798
Q,IN,P,A,M,XDC,A,1965-Q1,58.599
Q,IN,P,A,M,XDC,A,1965-Q2,60.645
Q,IN,P,A,M,XDC,A,1965-Q3,60.422
Q,IN,P,A,M,XDC,A,1965-Q4,62.958
Q,IN,P,A,M,XDC,A,1966-Q1,65.378
Q,IN,P,A,M,XDC,A,1966-Q2,67.754
Q,IN,P,A,M,XDC,A,1966-Q3,67.136
Q,IN,P,A,M,XDC,A,1966-Q4,70.025
Q,IN,P,A,M,XDC,A,1967-Q1,72.657
Q,IN,P,A,M,XDC,A,1967-Q2,73.691
Q,IN,P,A,M,XDC,A,1967-Q3,73.457
Q,IN,P,A,M,XDC,A,1967-Q4,76.548
Q,IN,P,A,M,XDC,A,1968-Q1,79.511
Q,IN,P,A,M,XDC,A,1968-Q2,81.887
Q,IN,P,A,M,XDC,A,1968-Q3,81.376
Q,IN,P,A,M,XDC,A,1968-Q4,83.859
Q,IN,P,A,M,XDC,A,1969-Q1,88.527
Q,IN,P,A,M,XDC,A,1969-Q2,92.961
Q,IN,P,A,M,XDC,A,1969-Q3,91.469
Q,IN,P,A,M,XDC,A,1969-Q4,95.178
Q,IN,P,A,M,XDC,A,1970-Q1,99.505
Q,IN,P,A,M,XDC,A,1970-Q2,105.208
Q,IN,P,A,M,XDC,A,1970-Q3,106.643
Q,IN,P,A,M,XDC,A,1970-Q4,112.349
Q,IN,P,A,M,XDC,A,1971-Q1,119.156
Q,IN,P,A,M,XDC,A,1971-Q2,118.895
Q,IN,P,A,M,XDC,A,1971-Q3,120.61
Q,IN,P,A,M,XDC,A,1971-Q4,128.33
Q,IN,P,A,M,XDC,A,1972-Q1,132.973
Q,IN,P,A,M,XDC,A,1972-Q2,138.064
Q,IN,P,A,M,XDC,A,1972-Q3,136.143
Q,IN,P,A,M,XDC,A,1972-Q4,145.84
Q,IN,P,A,M,XDC,A,1973-Q1,158.427
Q,IN,P,A,M,XDC,A,1973-Q2,163.312
Q,IN,P,A,M,XDC,A,1973-Q3,164.077
Q,IN,P,A,M,XDC,A,1973-Q4,182.37
Q,IN,P,A,M,XDC,A,1974-Q1,190.78
Q,IN,P,A,M,XDC,A,1974-Q2,199.357
Q,IN,P,A,M,XDC,A,1974-Q3,198.239
Q,IN,P,A,M,XDC,A,1974-Q4,208.177
Q,IN,P,A,M,XDC,A,1975-Q1,225.016
Q,IN,P,A,M,XDC,A,1975-Q2,230.312
Q,IN,P,A,M,XDC,A,1975-Q3,235.719
Q,IN,P,A,M,XDC,A,1975-Q4,254.479
Q,IN,P,A,M,XDC,A,1976-Q1,277.471
Q,IN,P,A,M,XDC,A,1976-Q2,285.079
Q,IN,P,A,M,XDC,A,1976-Q3,296.957
Q,IN,P,A,M,XDC,A,1976-Q4,327.911
Q,IN,P,A,M,XDC,A,1977-Q1,334.773
Q,IN,P,A,M,XDC,A,1977-Q2,338.372
Q,IN,P,A,M,XDC,A,1977-Q3,347.565
Q,IN,P,A,M,XDC,A,1977-Q4,371.191
Q,IN,P,A,M,XDC,A,1978-Q1,377.942
Q,IN,P,A,M,XDC,A,1978-Q2,394.258
Q,IN,P,A,M,XDC,A,1978-Q3,401.456
Q,IN,P,A,M,XDC,A,1978-Q4,445.967
Q,IN,P,A,M,XDC,A,1979-Q1,452.792
Q,IN,P,A,M,XDC,A,1979-Q2,473.919
Q,IN,P,A,M,XDC,A,1979-Q3,493.443
Q,IN,P,A,M,XDC,A,1979-Q4,527.38
Q,IN,P,A,M,XDC,A,1980-Q1,549.44
Q,IN,P,A,M,XDC,A,1980-Q2,554.81
