FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,TIME_PERIOD,OBS_VALUE
Q,IN,P,A,M,XDC,A,1980-Q3,562.344
Q,IN,P,A,M,XDC,A,1980-Q4,614.743
Q,IN,P,A,M,XDC,A,1981-Q1,651.552
Q,IN,P,A,M,XDC,A,1981-Q2,671.579
Q,IN,P,A,M,XDC,A,1981-Q3,689.742
Q,IN,P,A,M,XDC,A,1981-Q4,746.989
Q,IN,P,A,M,XDC,A,1982-Q1,772.33
Q,IN,P,A,M,XDC,A,1982-Q2,783.183
Q,IN,P,A,M,XDC,A,1982-Q3,801.718
Q,IN,P,A,M,XDC,A,1982-Q4,895.159
Q,IN,P,A,M,XDC,A,1983-Q1,918.133
Q,IN,P,A,M,XDC,A,1983-Q2,934.822
Q,IN,P,A,M,XDC,A,1983-Q3,960.872
Q,IN,P,A,M,XDC,A,1983-Q4,1042.323
Q,IN,P,A,M,XDC,A,1984-Q1,1087.99
Q,IN,P,A,M,XDC,A,1984-Q2,1122.581
Q,IN,P,A,M,XDC,A,1984-Q3,1134.627
Q,IN,P,A,M,XDC,A,1984-Q4,1231.406
Q,IN,P,A,M,XDC,A,1985-Q1,1271.758
Q,IN,P,A,M,XDC,A,1985-Q2,1278.117
Q,IN,P,A,M,XDC,A,1985-Q3,1317.706
Q,IN,P,A,M,XDC,A,1985-Q4,1389.284
Q,IN,P,A,M,XDC,A,1986-Q1,1496.771
Q,IN,P,A,M,XDC,A,1986-Q2,1494.247
Q,IN,P,A,M,XDC,A,1986-Q3,1512.526
Q,IN,P,A,M,XDC,A,1986-Q4,1587.9
Q,IN,P,A,M,XDC,A,1987-Q1,1716.362
Q,IN,P,A,M,XDC,A,1987-Q2,1690.396
Q,IN,P,A,M,XDC,A,1987-Q3,1730.64
Q,IN,P,A,M,XDC,A,1987-Q4,1810.504
Q,IN,P,A,M,XDC,A,1988-Q1,1985.323
Q,IN,P,A,M,XDC,A,1988-Q2,1980.438
Q,IN,P,A,M,XDC,A,1988-Q3,2045.439
Q,IN,P,A,M,XDC,A,1988-Q4,2249.204
Q,IN,P,A,M,XDC,A,1989-Q1,2332.759
Q,IN,P,A,M,XDC,A,1989-Q2,2408.942
Q,IN,P,A,M,XDC,A,1989-Q3,2451.193
Q,IN,P,A,M,XDC,A,1989-Q4,2610.46
Q,IN,P,A,M,XDC,A,1990-Q1,2754.033
Q,IN,P,A,M,XDC,A,1990-Q2,2811.31
Q,IN,P,A,M,XDC,A,1990-Q3,2844.088
Q,IN,P,A,M,XDC,A,1990-Q4,2993.104
Q,IN,P,A,M,XDC,A,1991-Q1,3103.526
Q,IN,P,A,M,XDC,A,1991-Q2,3110.132
Q,IN,P,A,M,XDC,A,1991-Q3,3114.417
Q,IN,P,A,M,XDC,A,1991-Q4,3221.045
Q,IN,P,A,M,XDC,A,1992-Q1,3393.977
Q,IN,P,A,M,XDC,A,1992-Q2,3557.064
Q,IN,P,A,M,XDC,A,1992-Q3,3681.478
Q,IN,P,A,M,XDC,A,1992-Q4,3882.324
Q,IN,P,A,M,XDC,A,1993-Q1,4095.406
Q,IN,P,A,M,XDC,A,1993-Q2,4121.436
Q,IN,P,A,M,XDC,A,1993-Q3,4077.088
Q,IN,P,A,M,XDC,A,1993-Q4,4239.587
Q,IN,P,A,M,XDC,A,1994-Q1,4387.784
Q,IN,P,A,M,XDC,A,1994-Q2,4391.025
Q,IN,P,A,M,XDC,A,1994-Q3,4665.066
Q,IN,P,A,M,XDC,A,1994-Q4,4879.787
Q,IN,P,A,M,XDC,A,1995-Q1,5381.469
Q,IN,P,A,M,XDC,A,1995-Q2,5409.846
Q,IN,P,A,M,XDC,A,1995-Q3,5721.085
Q,IN,P,A,M,XDC,A,1995-Q4,5946.426
Q,IN,P,A,M,XDC,A,1996-Q1,6458.26
Q,IN,P,A,M,XDC,A,1996-Q2,6446.832
Q,IN,P,A,M,XDC,A,1996-Q3,6556.876
Q,IN,P,A,M,XDC,A,1996-Q4,6718.429
Q,IN,P,A,M,XDC,A,1997-Q1,7187.032
Q,IN,P,A,M,XDC,A,1997-Q2,7115.281
Q,IN,P,A,M,XDC,A,1997-Q3,7172.663
Q,IN,P,A,M,XDC,A,1997-Q4,7553.282
Q,IN,P,A,M,XDC,A,1998-Q1,8240.544
Q,IN,P,A,M,XDC,A,1998-Q2,8271.761
Q,IN,P,A,M,XDC,A,1998-Q3,8543.206
Q,IN,P,A,M,XDC,A,1998-Q4,8760.106
Q,IN,P,A,M,XDC,A,1999-Q1,9555.912
Q,IN,P,A,M,XDC,A,1999-Q2,9415.949
Q,IN,P,A,M,XDC,A,1999-Q3,9745.918
Q,IN,P,A,M,XDC,A,1999-Q4,10464.748
Q,IN,P,A,M,XDC,A,2000-Q1,10953.471
Q,IN,P,A,M,XDC,A,2000-Q2,11421.896
Q,IN,P,A,M,XDC,A,2000-Q3,11635.284
Q,IN,P,A,M,XDC,A,2000-Q4,12258.651
Q,IN,P,A,M,XDC,A,2001-Q1,12613.041
Q,IN,P,A,M,XDC,A,2001-Q2,12738.189
Q,IN,P,A,M,XDC,A,2001-Q3,13002.143
Q,IN,P,A,M,XDC,A,2001-Q4,13534.121
Q,IN,P,A,M,XDC,A,2002-Q1,14212.236
Q,IN,P,A,M,XDC,A,2002-Q2,15275.711
Q,IN,P,A,M,XDC,A,2002-Q3,15536.01
Q,IN,P,A,M,XDC,A,2002-Q4,16060.464
Q,IN,P,A,M,XDC,A,2003-Q1,16781.262
Q,IN,P,A,M,XDC,A,2003-Q2,16905.974
Q,IN,P,A,M,XDC,A,2003-Q3,16971.82
Q,IN,P,A,M,XDC,A,2003-Q4,17866.074
Q,IN,P,A,M,XDC,A,2004-Q1,19148.73
Q,IN,P,A,M,XDC,A,2004-Q2,19661.957
Q,IN,P,A,M,XDC,A,2004-Q3,20537.941
Q,IN,P,A,M,XDC,A,2004-Q4,22455.64
Q,IN,P,A,M,XDC,A,2005-Q1,23989.032
Q,IN,P,A,M,XDC,A,2005-Q2,25086.991
Q,IN,P,A,M,XDC,A,2005-Q3,27388.867
Q,IN,P,A,M,XDC,A,2005-Q4,28644.858
Q,IN,P,A,M,XDC,A,2006-Q1,32212.932
Q,IN,P,A,M,XDC,A,2006-Q2,32754.636
Q,IN,P,A,M,XDC,A,2006-Q3,35360.156
Q,IN,P,A,M,XDC,A,2006-Q4,36838.252
Q,IN,P,A,M,XDC,A,2007-Q1,40642.515
Q,IN,P,A,M,XDC,A,2007-Q2,40455.35
Q,IN,P,A,M,XDC,A,2007-Q3,42905.4
Q,IN,P,A,M,XDC,A,2007-Q4,45041.926
Q,IN,P,A,M,XDC,A,2008-Q1,49799.063
Q,IN,P,A,M,XDC,A,2008-Q2,50728.334
Q,IN,P,A,M,XDC,A,2008-Q3,54054.388
Q,IN,P,A,M,XDC,A,2008-Q4,55824.164
Q,IN,P,A,M,XDC,A,2009-Q1,58598.7
Q,IN,P,A,M,XDC,A,2009-Q2,57907.396
Q,IN,P,A,M,XDC,A,2009-Q3,60135.117
Q,IN,P,A,M,XDC,A,2009-Q4,61427.717
Q,IN,P,A,M,XDC,A,2010-Q1,67206.144
Q,IN,P,A,M,XDC,A,2010-Q2,69206.295
Q,IN,P,A,M,XDC,A,2010-Q3,71819.416
Q,IN,P,A,M,XDC,A,2010-Q4,78406.612
Q,IN,P,A,M,XDC,A,2011-Q1,81727.726
Q,IN,P,A,M,XDC,A,2011-Q2,83530.466
Q,IN,P,A,M,XDC,A,2011-Q3,85941.185
Q,IN,P,A,M,XDC,A,2011-Q4,91555.591
Q,IN,P,A,M,XDC,A,2012-Q1,94178.931
Q,IN,P,A,M,XDC,A,2012-Q2,94793.43
Q,IN,P,A,M,XDC,A,2012-Q3,99307.711
Q,IN,P,A,M,XDC,A,2012-Q4,103525.866
Q,IN,P,A,M,XDC,A,2013-Q1,103783.798
Q,IN,P,A,M,XDC,A,2013-Q2,104381.439
Q,IN,P,A,M,XDC,A,2013-Q3,105045.892
Q,IN,P,A,M,XDC,A,2013-Q4,106808.005
Q,IN,P,A,M,XDC,A,2014-Q1,110303.954
Q,IN,P,A,M,XDC,A,2014-Q2,112526.47
Q,IN,P,A,M,XDC,A,2014-Q3,117360.183
Q,IN,P,A,M,XDC,A,2014-Q4,122464.717
Q,IN,P,A,M,XDC,A,2015-Q1,123174.704
Q,IN,P,A,M,XDC,A,2015-Q2,123217.664
Q,IN,P,A,M,XDC,A,2015-Q3,126989.18
Q,IN,P,A,M,XDC,A,2015-Q4,129969.547
Q,IN,P,A,M,XDC,A,2016-Q1,128057.416
Q,IN,P,A,M,XDC,A,2016-Q2,130165.235
Q,IN,P,A,M,XDC,A,2016-Q3,125775.839
Q,IN,P,A,M,XDC,A,2016-Q4,131497.57
Q,IN,P,A,M,XDC,A,2017-Q1,134317.736
Q,IN,P,A,M,XDC,A,2017-Q2,145455.355
Q,IN,P,A,M,XDC,A,2017-Q3,152808.982
Q,IN,P,A,M,XDC,A,2017-Q4,167295.708
Q,IN,P,A,M,XDC,A,2018-Q1,164444.291
Q,IN,P,A,M,XDC,A,2018-Q2,167178.486
Q,IN,P,A,M,XDC,A,2018-Q3,168917.134
Q,IN,P,A,M,XDC,A,2018-Q4,173523.285
Q,IN,P,A,M,XDC,A,2019-Q1,169342.261
Q,IN,P,A,M,XDC,A,2019-Q2,168653.72
Q,IN,P,A,M,XDC,A,2019-Q3,169414.027
Q,IN,P,A,M,XDC,A,2019-Q4,173385.701
Q,IN,P,A,M,XDC,A,2020-Q1,172117.089
Q,IN,P,A,M,XDC,A,2020-Q2,173151.76
Q,IN,P,A,M,XDC,A,2020-Q3,177933.458
Q,IN,P,A,M,XDC,A,2020-Q4,185576.962
Q,IN,P,A,M,XDC,A,2021-Q1,185525.149
Q,IN,P,A,M,XDC,A,2021-Q2,188870.724
Q,IN,P,A,M,XDC,A,2021-Q3,193570.536
Q,IN,P,A,M,XDC,A,2021-Q4,206234.397
Q,IN,P,A,M,XDC,A,2022-Q1,210038.031
Q,IN,P,A,M,XDC,A,2022-Q2,217127.696
Q,IN,P,A,M,XDC,A,2022-Q3,227167.501
Q,IN,P,A,M,XDC,A,2022-Q4,232656.375
Q,IN,P,A,M,XDC,A,2023-Q1,242800.186
Q,IN,P,A,M,XDC,A,2023-Q2,244755.791
Q,IN,P,A,M,XDC,A,2023-Q3,256868.779
Q,IN,P,A,M,XDC,A,2023-Q4,264168.288
Q,IN,P,A,M,XDC,A,2024-Q1,272768.599
Q,IN,P,A,M,XDC,A,2024-Q2,280567.123
Q,IN,P,A,M,XDC,A,2024-Q3,284961.787
Q,IN,P,A,M,XDC,A,2024-Q4,296062.778
Q,IN,P,A,M,XDC,A,2025-Q1,304712.355
Q,IN,P,A,M,XDC,A,2025-Q2,315615.178
Q,IN,P,A,M,XDC,A,2025-Q3,322485.489
Q,IN,P,A,M,770,A,1951-Q2,25.2
Q,IN,P,A,M,770,A,1951-Q3,23.4
Q,IN,P,A,M,770,A,1951-Q4,23
Q,IN,P,A,M,770,A,1952-Q1,23.1
Q,IN,P,A,M,770,A,1952-Q2,23.3
Q,IN,P,A,M,770,A,1952-Q3,23
Q,IN,P,A,M,770,A,1952-Q4,22.8
Q,IN,P,A,M,770,A,1953-Q1,23.1
Q,IN,P,A,M,770,A,1953-Q2,22.7
Q,IN,P,A,M,770,A,1953-Q3,21.3
Q,IN,P,A,M,770,A,1953-Q4,21.4
Q,IN,P,A,M,770,A,1954-Q1,22.3
Q,IN,P,A,M,770,A,1954-Q2,22.8
Q,IN,P,A,M,770,A,1954-Q3,23.1
Q,IN,P,A,M,770,A,1954-Q4,24.4
Q,IN,P,A,M,770,A,1955-Q1,25.7
Q,IN,P,A,M,770,A,1955-Q2,26.6
Q,IN,P,A,M,770,A,1955-Q3,26.4
Q,IN,P,A,M,770,A,1955-Q4,26.7
Q,IN,P,A,M,770,A,1956-Q1,27.1
Q,IN,P,A,M,770,A,1956-Q2,26.1
Q,IN,P,A,M,770,A,1956-Q3,24.2
Q,IN,P,A,M,770,A,1956-Q4,24
Q,IN,P,A,M,770,A,1957-Q1,25
Q,IN,P,A,M,770,A,1957-Q2,25.8
Q,IN,P,A,M,770,A,1957-Q3,25.3
Q,IN,P,A,M,770,A,1957-Q4,25.7
Q,IN,P,A,M,770,A,1958-Q1,26.6
Q,IN,P,A,M,770,A,1958-Q2,26
Q,IN,P,A,M,770,A,1958-Q3,25.1
Q,IN,P,A,M,770,A,1958-Q4,25.3
Q,IN,P,A,M,770,A,1959-Q1,26.3
Q,IN,P,A,M,770,A,1959-Q2,26.8
Q,IN,P,A,M,770,A,1959-Q3,26.5
Q,IN,P,A,M,770,A,1959-Q4,26.9
Q,IN,P,A,M,770,A,1960-Q1,27.7
Q,IN,P,A,M,770,A,1960-Q2,27.6
Q,IN,P,A,M,770,A,1960-Q3,26.3
Q,IN,P,A,M,770,A,1960-Q4,25.6
Q,IN,P,A,M,770,A,1961-Q1,26
Q,IN,P,A,M,770,A,1961-Q2,25.6
Q,IN,P,A,M,770,A,1961-Q3,24.8
Q,IN,P,A,M,770,A,1961-Q4,25.1
Q,IN,P,A,M,770,A,1962-Q1,26.3
Q,IN,P,A,M,770,A,1962-Q2,26.6
Q,IN,P,A,M,770,A,1962-Q3,25.8
Q,IN,P,A,M,770,A,1962-Q4,25.8
Q,IN,P,A,M,770,A,1963-Q1,25.9
Q,IN,P,A,M,770,A,1963-Q2,25.8
Q,IN,P,A,M,770,A,1963-Q3,24.8
Q,IN,P,A,M,770,A,1963-Q4,24.8
Q,IN,P,A,M,770,A,1964-Q1,24.6
Q,IN,P,A,M,770,A,1964-Q2,24.2
Q,IN,P,A,M,770,A,1964-Q3,23.3
Q,IN,P,A,M,770,A,1964-Q4,23.3
Q,IN,P,A,M,770,A,1965-Q1,23.6
Q,IN,P,A,M,770,A,1965-Q2,24.2
Q,IN,P,A,M,770,A,1965-Q3,23.9
Q,IN,P,A,M,770,A,1965-Q4,24.5
Q,IN,P,A,M,770,A,1966-Q1,24.9
Q,IN,P,A,M,770,A,1966-Q2,25
Q,IN,P,A,M,770,A,1966-Q3,24
Q,IN,P,A,M,770,A,1966-Q4,24.1
Q,IN,P,A,M,770,A,1967-Q1,23.9
Q,IN,P,A,M,770,A,1967-Q2,23.2
Q,IN,P,A,M,770,A,1967-Q3,22.2
Q,IN,P,A,M,770,A,1967-Q4,22.5
Q,IN,P,A,M,770,A,1968-Q1,22.8
Q,IN,P,A,M,770,A,1968-Q2,23.2
Q,IN,P,A,M,770,A,1968-Q3,22.9
Q,IN,P,A,M,770,A,1968-Q4,23.2
Q,IN,P,A,M,770,A,1969-Q1,24.1
Q,IN,P,A,M,770,A,1969-Q2,24.6
Q,IN,P,A,M,770,A,1969-Q3,23.6
Q,IN,P,A,M,770,A,1969-Q4,23.9
Q,IN,P,A,M,770,A,1970-Q1,24.6
Q,IN,P,A,M,770,A,1970-Q2,25.6
Q,IN,P,A,M,770,A,1970-Q3,25.5
Q,IN,P,A,M,770,A,1970-Q4,26.5
Q,IN,P,A,M,770,A,1971-Q1,27.6
Q,IN,P,A,M,770,A,1971-Q2,27.1
Q,IN,P,A,M,770,A,1971-Q3,27
Q,IN,P,A,M,770,A,1971-Q4,28.2
Q,IN,P,A,M,770,A,1972-Q1,28.7
Q,IN,P,A,M,770,A,1972-Q2,29.2
Q,IN,P,A,M,770,A,1972-Q3,28.1
Q,IN,P,A,M,770,A,1972-Q4,29.1
Q,IN,P,A,M,770,A,1973-Q1,30.4
Q,IN,P,A,M,770,A,1973-Q2,29.8
Q,IN,P,A,M,770,A,1973-Q3,28.3
Q,IN,P,A,M,770,A,1973-Q4,29.9
Q,IN,P,A,M,770,A,1974-Q1,29.8
Q,IN,P,A,M,770,A,1974-Q2,29.8
Q,IN,P,A,M,770,A,1974-Q3,28.4
Q,IN,P,A,M,770,A,1974-Q4,28.9
Q,IN,P,A,M,770,A,1975-Q1,30.5
Q,IN,P,A,M,770,A,1975-Q2,30.7
Q,IN,P,A,M,770,A,1975-Q3,31
Q,IN,P,A,M,770,A,1975-Q4,32.9
Q,IN,P,A,M,770,A,1976-Q1,35.3
Q,IN,P,A,M,770,A,1976-Q2,35.7
Q,IN,P,A,M,770,A,1976-Q3,36.5
Q,IN,P,A,M,770,A,1976-Q4,39.4
Q,IN,P,A,M,770,A,1977-Q1,39.2
Q,IN,P,A,M,770,A,1977-Q2,38.2
Q,IN,P,A,M,770,A,1977-Q3,37.9
Q,IN,P,A,M,770,A,1977-Q4,39.4
Q,IN,P,A,M,770,A,1978-Q1,39.1
Q,IN,P,A,M,770,A,1978-Q2,40
Q,IN,P,A,M,770,A,1978-Q3,40
Q,IN,P,A,M,770,A,1978-Q4,43.7
Q,IN,P,A,M,770,A,1979-Q1,43.5
Q,IN,P,A,M,770,A,1979-Q2,44.7
Q,IN,P,A,M,770,A,1979-Q3,45.4
Q,IN,P,A,M,770,A,1979-Q4,47.1
Q,IN,P,A,M,770,A,1980-Q1,47.1
Q,IN,P,A,M,770,A,1980-Q2,45.6
Q,IN,P,A,M,770,A,1980-Q3,44.1
Q,IN,P,A,M,770,A,1980-Q4,46.1
Q,IN,P,A,M,770,A,1981-Q1,46.9
Q,IN,P,A,M,770,A,1981-Q2,46.3
Q,IN,P,A,M,770,A,1981-Q3,45.6
Q,IN,P,A,M,770,A,1981-Q4,47.7
Q,IN,P,A,M,770,A,1982-Q1,47.9
Q,IN,P,A,M,770,A,1982-Q2,47.3
Q,IN,P,A,M,770,A,1982-Q3,47.2
Q,IN,P,A,M,770,A,1982-Q4,51.1
Q,IN,P,A,M,770,A,1983-Q1,50.6
Q,IN,P,A,M,770,A,1983-Q2,49.4
Q,IN,P,A,M,770,A,1983-Q3,48.8
Q,IN,P,A,M,770,A,1983-Q4,51.1
Q,IN,P,A,M,770,A,1984-Q1,51.6
Q,IN,P,A,M,770,A,1984-Q2,51.8
Q,IN,P,A,M,770,A,1984-Q3,51
Q,IN,P,A,M,770,A,1984-Q4,53.9
Q,IN,P,A,M,770,A,1985-Q1,54.1
Q,IN,P,A,M,770,A,1985-Q2,52.7
Q,IN,P,A,M,770,A,1985-Q3,52.7
Q,IN,P,A,M,770,A,1985-Q4,53.9
Q,IN,P,A,M,770,A,1986-Q1,56.4
Q,IN,P,A,M,770,A,1986-Q2,54.8
Q,IN,P,A,M,770,A,1986-Q3,53.9
Q,IN,P,A,M,770,A,1986-Q4,55
Q,IN,P,A,M,770,A,1987-Q1,57.8
Q,IN,P,A,M,770,A,1987-Q2,55.2
Q,IN,P,A,M,770,A,1987-Q3,54.7
Q,IN,P,A,M,770,A,1987-Q4,55.2
Q,IN,P,A,M,770,A,1988-Q1,58
Q,IN,P,A,M,770,A,1988-Q2,55.3
Q,IN,P,A,M,770,A,1988-Q3,54.7
Q,IN,P,A,M,770,A,1988-Q4,57.8
Q,IN,P,A,M,770,A,1989-Q1,57.9
Q,IN,P,A,M,770,A,1989-Q2,57.8
Q,IN,P,A,M,770,A,1989-Q3,56.8
Q,IN,P,A,M,770,A,1989-Q4,58.4
Q,IN,P,A,M,770,A,1990-Q1,59.3
Q,IN,P,A,M,770,A,1990-Q2,58.2
Q,IN,P,A,M,770,A,1990-Q3,56.6
Q,IN,P,A,M,770,A,1990-Q4,57.3
Q,IN,P,A,M,770,A,1991-Q1,57.3
Q,IN,P,A,M,770,A,1991-Q2,55.5
Q,IN,P,A,M,770,A,1991-Q3,53.7
Q,IN,P,A,M,770,A,1991-Q4,53.6
Q,IN,P,A,M,770,A,1992-Q1,54.5
Q,IN,P,A,M,770,A,1992-Q2,55.2
Q,IN,P,A,M,770,A,1992-Q3,55.2
Q,IN,P,A,M,770,A,1992-Q4,56.3
Q,IN,P,A,M,770,A,1993-Q1,57.5
Q,IN,P,A,M,770,A,1993-Q2,55.9
Q,IN,P,A,M,770,A,1993-Q3,53.3
Q,IN,P,A,M,770,A,1993-Q4,53.4
Q,IN,P,A,M,770,A,1994-Q1,53.2
Q,IN,P,A,M,770,A,1994-Q2,51.1
Q,IN,P,A,M,770,A,1994-Q3,52.2
Q,IN,P,A,M,770,A,1994-Q4,52.4
Q,IN,P,A,M,770,A,1995-Q1,55.5
Q,IN,P,A,M,770,A,1995-Q2,53.6
Q,IN,P,A,M,770,A,1995-Q3,54.4
Q,IN,P,A,M,770,A,1995-Q4,54.4
Q,IN,P,A,M,770,A,1996-Q1,56.7
Q,IN,P,A,M,770,A,1996-Q2,54.5
Q,IN,P,A,M,770,A,1996-Q3,53.5
Q,IN,P,A,M,770,A,1996-Q4,53.1
Q,IN,P,A,M,770,A,1997-Q1,55
Q,IN,P,A,M,770,A,1997-Q2,53
Q,IN,P,A,M,770,A,1997-Q3,52.4
Q,IN,P,A,M,770,A,1997-Q4,53.9
Q,IN,P,A,M,770,A,1998-Q1,57.2
Q,IN,P,A,M,770,A,1998-Q2,55.6
Q,IN,P,A,M,770,A,1998-Q3,55.3
Q,IN,P,A,M,770,A,1998-Q4,54.6
Q,IN,P,A,M,770,A,1999-Q1,57.8
Q,IN,P,A,M,770,A,1999-Q2,55.2
Q,IN,P,A,M,770,A,1999-Q3,55.6
Q,IN,P,A,M,770,A,1999-Q4,58.4
Q,IN,P,A,M,770,A,2000-Q1,59.4
Q,IN,P,A,M,770,A,2000-Q2,60.6
Q,IN,P,A,M,770,A,2000-Q3,60.4
Q,IN,P,A,M,770,A,2000-Q4,62.5
Q,IN,P,A,M,770,A,2001-Q1,63.4
Q,IN,P,A,M,770,A,2001-Q2,62.9
Q,IN,P,A,M,770,A,2001-Q3,63
Q,IN,P,A,M,770,A,2001-Q4,64.1
Q,IN,P,A,M,770,A,2002-Q1,66
Q,IN,P,A,M,770,A,2002-Q2,69.5
Q,IN,P,A,M,770,A,2002-Q3,69.3
Q,IN,P,A,M,770,A,2002-Q4,70.6
Q,IN,P,A,M,770,A,2003-Q1,72.3
Q,IN,P,A,M,770,A,2003-Q2,71.2
Q,IN,P,A,M,770,A,2003-Q3,69.7
Q,IN,P,A,M,770,A,2003-Q4,70.8
Q,IN,P,A,M,770,A,2004-Q1,73.6
Q,IN,P,A,M,770,A,2004-Q2,73.3
Q,IN,P,A,M,770,A,2004-Q3,73.8
Q,IN,P,A,M,770,A,2004-Q4,78.2
Q,IN,P,A,M,770,A,2005-Q1,80.6
Q,IN,P,A,M,770,A,2005-Q2,81.5
Q,IN,P,A,M,770,A,2005-Q3,86.3
Q,IN,P,A,M,770,A,2005-Q4,87.5
Q,IN,P,A,M,770,A,2006-Q1,95
Q,IN,P,A,M,770,A,2006-Q2,93.6
Q,IN,P,A,M,770,A,2006-Q3,97
Q,IN,P,A,M,770,A,2006-Q4,97.2
Q,IN,P,A,M,770,A,2007-Q1,103.1
Q,IN,P,A,M,770,A,2007-Q2,98.5
Q,IN,P,A,M,770,A,2007-Q3,100.9
Q,IN,P,A,M,770,A,2007-Q4,102.1
Q,IN,P,A,M,770,A,2008-Q1,108.8
Q,IN,P,A,M,770,A,2008-Q2,106.3
Q,IN,P,A,M,770,A,2008-Q3,108.5
Q,IN,P,A,M,770,A,2008-Q4,109.2
Q,IN,P,A,M,770,A,2009-Q1,113.2
Q,IN,P,A,M,770,A,2009-Q2,109.8
Q,IN,P,A,M,770,A,2009-Q3,111.4
Q,IN,P,A,M,770,A,2009-Q4,109.4
Q,IN,P,A,M,770,A,2010-Q1,113.1
Q,IN,P,A,M,770,A,2010-Q2,110.9
Q,IN,P,A,M,770,A,2010-Q3,110.2
Q,IN,P,A,M,770,A,2010-Q4,114.8
Q,IN,P,A,M,770,A,2011-Q1,114.4
Q,IN,P,A,M,770,A,2011-Q2,112.1
Q,IN,P,A,M,770,A,2011-Q3,111.2
Q,IN,P,A,M,770,A,2011-Q4,114.2
Q,IN,P,A,M,770,A,2012-Q1,114.2
Q,IN,P,A,M,770,A,2012-Q2,111.3
Q,IN,P,A,M,770,A,2012-Q3,112.9
Q,IN,P,A,M,770,A,2012-Q4,114.8
Q,IN,P,A,M,770,A,2013-Q1,111.5
Q,IN,P,A,M,770,A,2013-Q2,109.3
Q,IN,P,A,M,770,A,2013-Q3,106.7
Q,IN,P,A,M,770,A,2013-Q4,104.7
Q,IN,P,A,M,770,A,2014-Q1,104.9
Q,IN,P,A,M,770,A,2014-Q2,103.8
Q,IN,P,A,M,770,A,2014-Q3,105
Q,IN,P,A,M,770,A,2014-Q4,107.1
Q,IN,P,A,M,770,A,2015-Q1,105.5
Q,IN,P,A,M,770,A,2015-Q2,102.9
Q,IN,P,A,M,770,A,2015-Q3,103.7
Q,IN,P,A,M,770,A,2015-Q4,103.7
Q,IN,P,A,M,770,A,2016-Q1,99.3
Q,IN,P,A,M,770,A,2016-Q2,98.2
Q,IN,P,A,M,770,A,2016-Q3,92.3
Q,IN,P,A,M,770,A,2016-Q4,93.9
Q,IN,P,A,M,770,A,2017-Q1,93.2
Q,IN,P,A,M,770,A,2017-Q2,98.7
Q,IN,P,A,M,770,A,2017-Q3,101
Q,IN,P,A,M,770,A,2017-Q4,107.5
Q,IN,P,A,M,770,A,2018-Q1,102.8
Q,IN,P,A,M,770,A,2018-Q2,101.3
Q,IN,P,A,M,770,A,2018-Q3,99.3
Q,IN,P,A,M,770,A,2018-Q4,99.2
Q,IN,P,A,M,770,A,2019-Q1,95.7
Q,IN,P,A,M,770,A,2019-Q2,93.5
Q,IN,P,A,M,770,A,2019-Q3,92.7
Q,IN,P,A,M,770,A,2019-Q4,93.7
Q,IN,P,A,M,770,A,2020-Q1,91.5
Q,IN,P,A,M,770,A,2020-Q2,97.3
Q,IN,P,A,M,770,A,2020-Q3,100.5
Q,IN,P,A,M,770,A,2020-Q4,103.1
Q,IN,P,A,M,770,A,2021-Q1,100.1
Q,IN,P,A,M,770,A,2021-Q2,95.6
Q,IN,P,A,M,770,A,2021-Q3,93.6
Q,IN,P,A,M,770,A,2021-Q4,96.5
Q,IN,P,A,M,770,A,2022-Q1,95.4
Q,IN,P,A,M,770,A,2022-Q2,93.2
Q,IN,P,A,M,770,A,2022-Q3,93.8
Q,IN,P,A,M,770,A,2022-Q4,92.6
Q,IN,P,A,M,770,A,2023-Q1,93.2
Q,IN,P,A,M,770,A,2023-Q2,91.6
Q,IN,P,A,M,770,A,2023-Q3,93.4
Q,IN,P,A,M,770,A,2023-Q4,93.8
Q,IN,P,A,M,770,A,2024-Q1,94.4
Q,IN,P,A,M,770,A,2024-Q2,94.5
Q,IN,P,A,M,770,A,2024-Q3,93.9
Q,IN,P,A,M,770,A,2024-Q4,95.3
Q,IN,P,A,M,770,A,2025-Q1,96
Q,IN,P,A,M,770,A,2025-Q2,97.3
Q,IN,P,A,M,770,A,2025-Q3,97.4
Q,IN,G,A,N,USD,A,1981-Q1,86.739
Q,IN,G,A,N,USD,A,1981-Q2,87.355
Q,IN,G,A,N,USD,A,1981-Q3,86.478
Q,IN,G,A,N,USD,A,1981-Q4,90.29
Q,IN,G,A,N,USD,A,1982-Q1,91.981
Q,IN,G,A,N,USD,A,1982-Q2,95.173
Q,IN,G,A,N,USD,A,1982-Q3,98.247
Q,IN,G,A,N,USD,A,1982-Q4,104.049
Q,IN,G,A,N,USD,A,1983-Q1,104.584
Q,IN,G,A,N,USD,A,1983-Q2,107.71
Q,IN,G,A,N,USD,A,1983-Q3,110.359
Q,IN,G,A,N,USD,A,1983-Q4,111.014
Q,IN,G,A,N,USD,A,1984-Q1,111.84
Q,IN,G,A,N,USD,A,1984-Q2,112.431
Q,IN,G,A,N,USD,A,1984-Q3,110.701
Q,IN,G,A,N,USD,A,1984-Q4,111.279
Q,IN,G,A,N,USD,A,1985-Q1,117.681
Q,IN,G,A,N,USD,A,1985-Q2,122.157
