FREQ,REF_AREA,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE
M,IN,628,2018-03,155.682041
M,IN,628,2018-04,156.331618
M,IN,628,2018-05,157.197721
M,IN,628,2018-06,157.847298
M,IN,628,2018-07,159.362979
M,IN,628,2018-08,160.012556
M,IN,628,2018-09,159.796031
M,IN,628,2018-10,160.445608
M,IN,628,2018-11,160.662134
M,IN,628,2018-12,159.796031
M,IN,628,2019-01,159.146453
M,IN,628,2019-02,159.579505
M,IN,628,2019-03,160.012556
M,IN,628,2019-04,161.095185
M,IN,628,2019-05,161.961288
M,IN,628,2019-06,163.043917
M,IN,628,2019-07,164.559598
M,IN,628,2019-08,165.425701
M,IN,628,2019-09,166.291804
M,IN,628,2019-10,167.807485
M,IN,628,2019-11,169.539691
M,IN,628,2019-12,171.488423
M,IN,628,2020-01,171.271897
M,IN,628,2020-02,169.972743
M,IN,628,2020-03,169.539691
M,IN,628,2020-04,172.571052
M,IN,628,2020-05,172.138
M,IN,628,2020-06,173.220629
M,IN,628,2020-07,175.602413
M,IN,628,2020-08,176.468516
M,IN,628,2020-09,178.417248
M,IN,628,2020-10,180.582506
M,IN,628,2020-11,181.232083
M,IN,628,2020-12,179.283351
M,IN,628,2021-01,178.200722
M,IN,628,2021-02,178.633774
M,IN,628,2021-03,178.8503
M,IN,628,2021-04,179.932929
M,IN,628,2021-05,182.96429
M,IN,628,2021-06,184.046919
M,IN,628,2021-07,185.346073
M,IN,628,2021-08,185.779125
M,IN,628,2021-09,186.212177
M,IN,628,2021-10,188.810486
M,IN,628,2021-11,190.109641
M,IN,628,2021-12,189.460063
M,IN,628,2022-01,189.027012
M,IN,628,2022-02,189.460063
M,IN,628,2022-03,191.19227
M,IN,628,2022-04,194.007105
M,IN,628,2022-05,195.739311
M,IN,628,2022-06,196.82194
M,IN,628,2022-07,197.688043
M,IN,628,2022-08,198.770672
M,IN,628,2022-09,199.853301
M,IN,628,2022-10,201.585507
M,IN,628,2022-11,201.368982
M,IN,628,2022-12,200.286353
M,IN,628,2023-01,201.368982
M,IN,628,2023-02,201.585507
M,IN,628,2023-03,202.018559
M,IN,628,2023-04,203.101188
M,IN,628,2023-05,204.183817
M,IN,628,2023-06,206.349075
M,IN,628,2023-07,212.411797
M,IN,628,2023-08,212.411797
M,IN,628,2023-09,210.030013
M,IN,628,2023-10,211.329168
M,IN,628,2023-11,212.411797
M,IN,628,2023-12,211.762219
M,IN,628,2024-01,211.545694
M,IN,628,2024-02,211.978745
M,IN,628,2024-03,211.978745
M,IN,628,2024-04,212.844848
M,IN,628,2024-05,214.144003
M,IN,628,2024-06,216.958838
M,IN,628,2024-07,220.206725
M,IN,628,2024-08,220.206725
M,IN,628,2024-09,221.50588
M,IN,628,2024-10,224.537241
M,IN,628,2024-11,224.104189
M,IN,628,2024-12,222.805034
M,IN,628,2025-01,220.141767
M,IN,628,2025-02,219.383927
M,IN,628,2025-03,219.535495
M,IN,628,2025-04,219.946894
M,IN,628,2025-05,220.639777
M,IN,628,2025-06,221.960584
M,IN,628,2025-07,223.779401
M,IN,628,2025-08,224.623851
M,IN,628,2025-09,224.623851
M,IN,628,2025-10,224.623851
M,IN,628,2025-11,225.208471
M,IN,628,2025-12,225.403344
M,IN,628,2026-01,226.161184
M,IN,628,2026-02,226.421015
M,IN,628,2026-03,227.005635
A,IN,628,1953,2.740387
A,IN,628,1954,2.583975
A,IN,628,1955,2.374256
A,IN,628,1956,2.662949
A,IN,628,1957,2.81958
A,IN,628,1958,2.878591
A,IN,628,1959,2.996174
A,IN,628,1960,3.188124
A,IN,628,1961,3.263368
A,IN,628,1962,3.294519
A,IN,628,1963,3.445447
A,IN,628,1964,3.803241
A,IN,628,1965,4.113213
A,IN,628,1966,4.607457
A,IN,628,1967,5.299354
A,IN,628,1968,5.278514
A,IN,628,1969,5.389077
A,IN,628,1970,5.720986
A,IN,628,1971,6.005511
A,IN,628,1972,6.534196
A,IN,628,1973,7.606263
A,IN,628,1974,9.780014
A,IN,628,1975,10.163256
A,IN,628,1976,9.96297
A,IN,628,1977,10.717388
A,IN,628,1978,10.692599
A,IN,628,1979,11.938848
A,IN,628,1980,14.338551
A,IN,628,1981,16.092206
A,IN,628,1982,16.409637
A,IN,628,1983,17.525579
A,IN,628,1984,18.745064
A,IN,628,1985,19.615749
A,IN,628,1986,20.698566
A,IN,628,1987,22.148172
A,IN,628,1988,24.077982
A,IN,628,1989,25.696504
A,IN,628,1990,28.025351
A,IN,628,1991,31.858426
A,IN,628,1992,35.535529
A,IN,628,1993,38.294344
A,IN,628,1994,42.276592
A,IN,628,1995,46.391341
A,IN,628,1996,48.462426
A,IN,628,1997,50.681148
A,IN,628,1998,53.626867
A,IN,628,1999,55.514777
A,IN,628,2000,58.974921
A,IN,628,2001,62.017164
A,IN,628,2002,63.551666
A,IN,628,2003,66.935031
A,IN,628,2004,70.817465
A,IN,628,2005,73.990014
A,IN,628,2006,78.333787
A,IN,628,2007,82.242326
A,IN,628,2008,89.378696
A,IN,628,2009,91.270336
A,IN,628,2010,100
A,IN,628,2011,109.803268
A,IN,628,2012,118.091776
A,IN,628,2013,125.530825
A,IN,628,2014,133.849024
A,IN,628,2015,140.362841
A,IN,628,2016,147.345798
A,IN,628,2017,152.253716
A,IN,628,2018,158.226219
A,IN,628,2019,164.162634
A,IN,628,2020,175.025011
A,IN,628,2021,184.028875
A,IN,628,2022,196.316713
A,IN,628,2023,207.41366
A,IN,628,2024,217.734722
A,IN,628,2025,222.489268
