FREQ,REF_AREA,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE
M,IN,771,1954-04,1.9
M,IN,771,1954-05,-3.179191
M,IN,771,1954-06,-8.768657
M,IN,771,1954-07,-10.211592
M,IN,771,1954-08,-9.528215
M,IN,771,1954-09,-6.880302
M,IN,771,1954-10,-4.868549
M,IN,771,1954-11,-5.876494
M,IN,771,1954-12,-7.907908
M,IN,771,1955-01,-8.596838
M,IN,771,1955-02,-7.55287
M,IN,771,1955-03,-9.412955
M,IN,771,1955-04,-14.033366
M,IN,771,1955-05,-12.338308
M,IN,771,1955-06,-9.611452
M,IN,771,1955-07,-6.25
M,IN,771,1955-08,-6.850716
M,IN,771,1955-09,-9.615385
M,IN,771,1955-10,-8.597748
M,IN,771,1955-11,-3.597884
M,IN,771,1955-12,0.108696
M,IN,771,1956-01,1.513514
M,IN,771,1956-02,2.287582
M,IN,771,1956-03,8.044693
M,IN,771,1956-04,12.442922
M,IN,771,1956-05,12.826334
M,IN,771,1956-06,13.800905
M,IN,771,1956-07,11.47541
M,IN,771,1956-08,15.148189
M,IN,771,1956-09,17.917133
M,IN,771,1956-10,17.693169
M,IN,771,1956-11,17.563117
M,IN,771,1956-12,15.635179
M,IN,771,1957-01,12.56656
M,IN,771,1957-02,12.140575
M,IN,771,1957-03,7.549121
M,IN,771,1957-04,6.497462
M,IN,771,1957-05,8.04829
M,IN,771,1957-06,8.449304
M,IN,771,1957-07,8.039216
M,IN,771,1957-08,5.14776
M,IN,771,1957-09,2.469136
M,IN,771,1957-10,2.093245
M,IN,771,1957-11,0.560224
M,IN,771,1957-12,-0.938967
M,IN,771,1958-01,-1.324503
M,IN,771,1958-02,-1.994302
M,IN,771,1958-03,-0.192308
M,IN,771,1958-04,0.85796
M,IN,771,1958-05,-0.744879
M,IN,771,1958-06,0.824931
M,IN,771,1958-07,2.540835
M,IN,771,1958-08,3.535811
M,IN,771,1958-09,6.39481
M,IN,771,1958-10,6.616962
M,IN,771,1958-11,4.271123
M,IN,771,1958-12,4.075829
M,IN,771,1959-01,6.136146
M,IN,771,1959-02,8.139535
M,IN,771,1959-03,6.647399
M,IN,771,1959-04,4.253308
M,IN,771,1959-05,5.347092
M,IN,771,1959-06,3.545455
M,IN,771,1959-07,1.858407
M,IN,771,1959-08,1.050788
M,IN,771,1959-09,0.609756
M,IN,771,1959-10,2.70979
M,IN,771,1959-11,3.829029
M,IN,771,1959-12,5.82878
M,IN,771,1960-01,5.691057
M,IN,771,1960-02,5.46595
M,IN,771,1960-03,5.781391
M,IN,771,1960-04,7.524932
M,IN,771,1960-05,7.747106
M,IN,771,1960-06,6.409131
M,IN,771,1960-07,6.863597
M,IN,771,1960-08,6.759099
M,IN,771,1960-09,6.839827
M,IN,771,1960-10,5.787234
M,IN,771,1960-11,6.346484
M,IN,771,1960-12,5.679862
M,IN,771,1961-01,5.726496
M,IN,771,1961-02,6.117247
M,IN,771,1961-03,7.258753
M,IN,771,1961-04,4.637437
M,IN,771,1961-05,2.066116
M,IN,771,1961-06,2.557756
M,IN,771,1961-07,3.170732
M,IN,771,1961-08,1.948052
M,IN,771,1961-09,-0.486224
M,IN,771,1961-10,-1.367659
M,IN,771,1961-11,-1.209677
M,IN,771,1961-12,-1.384365
M,IN,771,1962-01,-1.778496
M,IN,771,1962-02,-1.921537
M,IN,771,1962-03,-3.105096
M,IN,771,1962-04,-1.369863
M,IN,771,1962-05,0.728745
M,IN,771,1962-06,0.724055
M,IN,771,1962-07,0.157604
M,IN,771,1962-08,2.468153
M,IN,771,1962-09,4.234528
M,IN,771,1962-10,4.5677
M,IN,771,1962-11,4.489796
M,IN,771,1962-12,2.477291
M,IN,771,1963-01,2.139918
M,IN,771,1963-02,1.795918
M,IN,771,1963-03,4.026294
M,IN,771,1963-04,5.310458
M,IN,771,1963-05,5.064309
M,IN,771,1963-06,5.271565
M,IN,771,1963-07,4.878049
M,IN,771,1963-08,3.962704
M,IN,771,1963-09,5
M,IN,771,1963-10,4.836193
M,IN,771,1963-11,4.609375
M,IN,771,1963-12,7.977438
M,IN,771,1964-01,8.460919
M,IN,771,1964-02,9.222133
M,IN,771,1964-03,8.530806
M,IN,771,1964-04,7.137316
M,IN,771,1964-05,7.421576
M,IN,771,1964-06,8.877086
M,IN,771,1964-07,9.827457
M,IN,771,1964-08,11.733931
M,IN,771,1964-09,13.244048
M,IN,771,1964-10,13.392857
M,IN,771,1964-11,12.471994
M,IN,771,1964-12,13.731343
M,IN,771,1965-01,14.413076
M,IN,771,1965-02,10.792952
M,IN,771,1965-03,8.224163
M,IN,771,1965-04,8.834178
M,IN,771,1965-05,8.333333
M,IN,771,1965-06,6.968641
M,IN,771,1965-07,7.513661
M,IN,771,1965-08,7.625418
M,IN,771,1965-09,5.453351
M,IN,771,1965-10,5.052493
M,IN,771,1965-11,8.366534
M,IN,771,1965-12,7.217848
M,IN,771,1966-01,6.493506
M,IN,771,1966-02,8.349901
M,IN,771,1966-03,11.566913
M,IN,771,1966-04,12.641384
M,IN,771,1966-05,13.938199
M,IN,771,1966-06,15.04886
M,IN,771,1966-07,14.040661
M,IN,771,1966-08,13.113735
M,IN,771,1966-09,11.52648
M,IN,771,1966-10,12.866958
M,IN,771,1966-11,11.642157
M,IN,771,1966-12,12.790698
M,IN,771,1967-01,14.756098
M,IN,771,1967-02,17.675841
M,IN,771,1967-03,16.515973
M,IN,771,1967-04,14.88482
M,IN,771,1967-05,14.425851
M,IN,771,1967-06,15.515289
M,IN,771,1967-07,16.768802
M,IN,771,1967-08,14.065934
M,IN,771,1967-09,16.871508
M,IN,771,1967-10,16.325401
M,IN,771,1967-11,13.227223
M,IN,771,1967-12,9.658166
M,IN,771,1968-01,6.801275
M,IN,771,1968-02,2.546778
M,IN,771,1968-03,0.206932
M,IN,771,1968-04,1.645244
M,IN,771,1968-05,0.100857
M,IN,771,1968-06,-3.137255
M,IN,771,1968-07,-5.486641
M,IN,771,1968-08,-0.674374
M,IN,771,1968-09,0.573614
M,IN,771,1968-10,-1.14177
M,IN,771,1968-11,-2.520601
M,IN,771,1968-12,-2.622464
M,IN,771,1969-01,-1.840796
M,IN,771,1969-02,-0.608211
M,IN,771,1969-03,3.200826
M,IN,771,1969-04,1.264542
M,IN,771,1969-05,1.813602
M,IN,771,1969-06,5.465587
M,IN,771,1969-07,6.713781
M,IN,771,1969-08,2.57032
M,IN,771,1969-09,0.3327
M,IN,771,1969-10,0
M,IN,771,1969-11,1.740428
M,IN,771,1969-12,4.776423
M,IN,771,1970-01,6.893056
M,IN,771,1970-02,7.343192
M,IN,771,1970-03,6.703352
M,IN,771,1970-04,6.693307
M,IN,771,1970-05,7.273627
M,IN,771,1970-06,5.278311
M,IN,771,1970-07,3.97351
M,IN,771,1970-08,4.491726
M,IN,771,1970-09,5.258171
M,IN,771,1970-10,6.592878
M,IN,771,1970-11,7.282502
M,IN,771,1970-12,6.401552
M,IN,771,1971-01,5.405405
M,IN,771,1971-02,4.513064
M,IN,771,1971-03,3.23488
M,IN,771,1971-04,4.541199
M,IN,771,1971-05,3.597786
M,IN,771,1971-06,4.785779
M,IN,771,1971-07,5.914468
M,IN,771,1971-08,6.515837
M,IN,771,1971-09,6.255626
M,IN,771,1971-10,5.688488
M,IN,771,1971-11,5.148064
M,IN,771,1971-12,3.96536
M,IN,771,1972-01,5.713
M,IN,771,1972-02,6.818182
M,IN,771,1972-03,7.811081
M,IN,771,1972-04,6.896552
M,IN,771,1972-05,7.257346
M,IN,771,1972-06,7.090039
M,IN,771,1972-07,8.075601
M,IN,771,1972-08,9.515718
M,IN,771,1972-09,8.894536
M,IN,771,1972-10,10.978214
M,IN,771,1972-11,12.261698
M,IN,771,1972-12,13.985094
M,IN,771,1973-01,10.723404
M,IN,771,1973-02,12.680851
M,IN,771,1973-03,12.763269
M,IN,771,1973-04,13.866778
M,IN,771,1973-05,16.936488
M,IN,771,1973-06,17.099919
M,IN,771,1973-07,18.243243
M,IN,771,1973-08,16.679597
M,IN,771,1973-09,16.569428
M,IN,771,1973-10,17.667436
M,IN,771,1973-11,21.613277
M,IN,771,1973-12,20.769231
M,IN,771,1974-01,25.980015
M,IN,771,1974-02,25.86858
M,IN,771,1974-03,29.174449
M,IN,771,1974-04,30.721118
M,IN,771,1974-05,29.71246
M,IN,771,1974-06,30.176899
M,IN,771,1974-07,30.352941
M,IN,771,1974-08,31.183511
M,IN,771,1974-09,33.333333
M,IN,771,1974-10,29.440628
M,IN,771,1974-11,23.770232
M,IN,771,1974-12,23.43949
M,IN,771,1975-01,18.486882
M,IN,771,1975-02,15.961596
M,IN,771,1975-03,10.873337
M,IN,771,1975-04,8.415424
M,IN,771,1975-05,7.088123
M,IN,771,1975-06,4.023448
M,IN,771,1975-07,-0.335224
M,IN,771,1975-08,-1.165737
M,IN,771,1975-09,-2.452452
M,IN,771,1975-10,-1.66793
M,IN,771,1975-11,-2.307692
M,IN,771,1975-12,-4.205366
M,IN,771,1976-01,-5.92173
M,IN,771,1976-02,-6.364812
M,IN,771,1976-03,-6.885759
M,IN,771,1976-04,-5.244029
M,IN,771,1976-05,-4.983389
M,IN,771,1976-06,-3.534836
M,IN,771,1976-07,0.905563
M,IN,771,1976-08,0.512821
M,IN,771,1976-09,1.128784
M,IN,771,1976-10,0.282704
M,IN,771,1976-11,1.889764
M,IN,771,1976-12,4.847832
M,IN,771,1977-01,7.443897
M,IN,771,1977-02,10.859353
M,IN,771,1977-03,12.492997
M,IN,771,1977-04,10.767123
M,IN,771,1977-05,10.677784
M,IN,771,1977-06,9.798194
M,IN,771,1977-07,6.25641
M,IN,771,1977-08,5.535714
M,IN,771,1977-09,4.845256
M,IN,771,1977-10,4.279856
M,IN,771,1977-11,4.301906
M,IN,771,1977-12,4.700745
M,IN,771,1978-01,3.183902
M,IN,771,1978-02,-0.722832
M,IN,771,1978-03,0
M,IN,771,1978-04,-0.890428
M,IN,771,1978-05,-2.284326
M,IN,771,1978-06,-1.91052
M,IN,771,1978-07,-1.013514
M,IN,771,1978-08,-0.797679
M,IN,771,1978-09,-0.871038
M,IN,771,1978-10,1.179651
M,IN,771,1978-11,1.679427
M,IN,771,1978-12,-0.122669
M,IN,771,1979-01,0.617132
M,IN,771,1979-02,1.832789
M,IN,771,1979-03,3.386454
M,IN,771,1979-04,7.137509
M,IN,771,1979-05,8.405869
M,IN,771,1979-06,9.566075
M,IN,771,1979-07,13.334959
M,IN,771,1979-08,16.910331
M,IN,771,1979-09,18.550159
M,IN,771,1979-10,18.508623
M,IN,771,1979-11,18.411465
M,IN,771,1979-12,22.451486
M,IN,771,1980-01,22.669284
M,IN,771,1980-02,25.221893
M,IN,771,1980-03,23.33815
M,IN,771,1980-04,20.195667
M,IN,771,1980-05,20.899289
M,IN,771,1980-06,22.142214
M,IN,771,1980-07,21.768122
M,IN,771,1980-08,19.132972
M,IN,771,1980-09,19.271155
M,IN,771,1980-10,19.081779
M,IN,771,1980-11,16.471795
M,IN,771,1980-12,13.259779
M,IN,771,1981-01,15.6
M,IN,771,1981-02,16.203977
M,IN,771,1981-03,15.778168
M,IN,771,1981-04,17.325581
M,IN,771,1981-05,15.787476
M,IN,771,1981-06,13.190862
M,IN,771,1981-07,11.022787
M,IN,771,1981-08,11.091672
M,IN,771,1981-09,7.95788
M,IN,771,1981-10,7.366609
M,IN,771,1981-11,8.858753
M,IN,771,1981-12,8.696422
M,IN,771,1982-01,6.799308
M,IN,771,1982-02,3.693663
M,IN,771,1982-03,2.631135
M,IN,771,1982-04,0.429468
M,IN,771,1982-05,0.032776
M,IN,771,1982-06,1.220703
M,IN,771,1982-07,0.190931
M,IN,771,1982-08,0.299213
M,IN,771,1982-09,1.35913
M,IN,771,1982-10,1.330555
M,IN,771,1982-11,2.847436
M,IN,771,1982-12,3.291511
M,IN,771,1983-01,2.980723
M,IN,771,1983-02,4.852941
M,IN,771,1983-03,5.751849
M,IN,771,1983-04,7.220395
M,IN,771,1983-05,8.666448
M,IN,771,1983-06,7.332369
M,IN,771,1983-07,7.050977
M,IN,771,1983-08,6.688648
M,IN,771,1983-09,7.572172
M,IN,771,1983-10,7.973422
M,IN,771,1983-11,7.645116
M,IN,771,1983-12,7.761477
M,IN,771,1984-01,8.305805
M,IN,771,1984-02,7.386629
M,IN,771,1984-03,7.179487
M,IN,771,1984-04,6.550084
M,IN,771,1984-05,5.713855
M,IN,771,1984-06,7.29588
M,IN,771,1984-07,7.758493
M,IN,771,1984-08,7.696836
M,IN,771,1984-09,6.525884
M,IN,771,1984-10,6.871795
M,IN,771,1984-11,6.415315
M,IN,771,1984-12,5.899575
M,IN,771,1985-01,5.591866
M,IN,771,1985-02,5.238717
M,IN,771,1985-03,5.582137
M,IN,771,1985-04,6.65131
M,IN,771,1985-05,6.41757
M,IN,771,1985-06,4.942753
M,IN,771,1985-07,4.212555
M,IN,771,1985-08,3.525553
M,IN,771,1985-09,3.386564
M,IN,771,1985-10,3.208116
M,IN,771,1985-11,3.213403
M,IN,771,1985-12,4.064142
M,IN,771,1986-01,3.961486
M,IN,771,1986-02,4.881412
M,IN,771,1986-03,5.122219
M,IN,771,1986-04,4.306156
M,IN,771,1986-05,4.596623
M,IN,771,1986-06,4.803087
M,IN,771,1986-07,5.482166
M,IN,771,1986-08,5.873812
M,IN,771,1986-09,6.724368
M,IN,771,1986-10,7.027099
M,IN,771,1986-11,7.118148
M,IN,771,1986-12,6.230074
M,IN,771,1987-01,6.681662
M,IN,771,1987-02,5.535104
M,IN,771,1987-03,5.32985
M,IN,771,1987-04,5.357836
M,IN,771,1987-05,5.919283
M,IN,771,1987-06,6.09369
M,IN,771,1987-07,5.873513
M,IN,771,1987-08,8.09126
M,IN,771,1987-09,8.172177
M,IN,771,1987-10,7.980638
M,IN,771,1987-11,9.029934
M,IN,771,1987-12,9.691134
M,IN,771,1988-01,10.058291
M,IN,771,1988-02,10.701383
M,IN,771,1988-03,10.653603
M,IN,771,1988-04,10.698931
M,IN,771,1988-05,9.519777
M,IN,771,1988-06,9.429221
M,IN,771,1988-07,9.735037
M,IN,771,1988-08,7.070358
M,IN,771,1988-09,6.931949
M,IN,771,1988-10,7.735632
M,IN,771,1988-11,6.573251
M,IN,771,1988-12,6.098951
M,IN,771,1989-01,5.487942
M,IN,771,1989-02,5.413009
M,IN,771,1989-03,5.458417
M,IN,771,1989-04,5.60364
M,IN,771,1989-05,6.372874
M,IN,771,1989-06,6.167305
M,IN,771,1989-07,5.950199
M,IN,771,1989-08,7.896154
M,IN,771,1989-09,9.071298
M,IN,771,1989-10,7.884349
M,IN,771,1989-11,7.578835
M,IN,771,1989-12,7.553454
M,IN,771,1990-01,7.83036
M,IN,771,1990-02,8.273727
M,IN,771,1990-03,8.619407
M,IN,771,1990-04,9.088999
M,IN,771,1990-05,8.732219
M,IN,771,1990-06,9.475744
M,IN,771,1990-07,9.604232
M,IN,771,1990-08,8.097045
M,IN,771,1990-09,7.486155
M,IN,771,1990-10,8.910206
M,IN,771,1990-11,10.502782
M,IN,771,1990-12,11.998002
M,IN,771,1991-01,12.859124
M,IN,771,1991-02,13.508184
M,IN,771,1991-03,12.700587
M,IN,771,1991-04,11.577731
M,IN,771,1991-05,11.764706
M,IN,771,1991-06,12.146016
M,IN,771,1991-07,13.106841
M,IN,771,1991-08,16.089406
M,IN,771,1991-09,16.303248
M,IN,771,1991-10,14.673568
M,IN,771,1991-11,14.755867
M,IN,771,1991-12,14.262778
M,IN,771,1992-01,13.553371
M,IN,771,1992-02,12.943016
M,IN,771,1992-03,13.561382
M,IN,771,1992-04,13.79489
M,IN,771,1992-05,13.755981
M,IN,771,1992-06,12.95302
M,IN,771,1992-07,11.735741
M,IN,771,1992-08,9.372265
M,IN,771,1992-09,9.651135
M,IN,771,1992-10,10.56299
M,IN,771,1992-11,9.081649
M,IN,771,1992-12,8.532397
M,IN,771,1993-01,7.568027
M,IN,771,1993-02,7.575758
M,IN,771,1993-03,7.071865
M,IN,771,1993-04,6.926111
M,IN,771,1993-05,6.955085
M,IN,771,1993-06,7.011289
M,IN,771,1993-07,7.278737
M,IN,771,1993-08,7.950826
M,IN,771,1993-09,8.758387
M,IN,771,1993-10,8.522524
M,IN,771,1993-11,8.591337
M,IN,771,1993-12,8.775085
M,IN,771,1994-01,9.112469
M,IN,771,1994-02,9.451634
M,IN,771,1994-03,10.510532
M,IN,771,1994-04,11.8127
M,IN,771,1994-05,11.495787
M,IN,771,1994-06,11.923931
M,IN,771,1994-07,11.508969
M,IN,771,1994-08,10.444744
M,IN,771,1994-09,8.822554
M,IN,771,1994-10,9.034515
M,IN,771,1994-11,9.777072
M,IN,771,1994-12,10.996495
M,IN,771,1995-01,12.197853
M,IN,771,1995-02,11.947221
M,IN,771,1995-03,10.732054
M,IN,771,1995-04,10.977157
M,IN,771,1995-05,10.984443
M,IN,771,1995-06,9.729629
M,IN,771,1995-07,9.63345
M,IN,771,1995-08,8.944478
M,IN,771,1995-09,8.9363
M,IN,771,1995-10,8.431183
M,IN,771,1995-11,8.219343
M,IN,771,1995-12,6.636483
M,IN,771,1996-01,4.989727
M,IN,771,1996-02,4.533785
M,IN,771,1996-03,4.533785
M,IN,771,1996-04,3.687822
M,IN,771,1996-05,3.580955
M,IN,771,1996-06,3.645097
M,IN,771,1996-07,4.267473
M,IN,771,1996-08,4.928315
M,IN,771,1996-09,5.086453
M,IN,771,1996-10,4.582752
M,IN,771,1996-11,4.488
M,IN,771,1996-12,5.240223
M,IN,771,1997-01,5.166341
M,IN,771,1997-02,5.397711
M,IN,771,1997-03,5.397711
M,IN,771,1997-04,5.900193
M,IN,771,1997-05,5.05698
M,IN,771,1997-06,5.032715
M,IN,771,1997-07,3.625524
M,IN,771,1997-08,3.282451
M,IN,771,1997-09,3.823216
M,IN,771,1997-10,4.381939
M,IN,771,1997-11,3.986144
M,IN,771,1997-12,4.050324
M,IN,771,1998-01,5.066723
M,IN,771,1998-02,4.194471
M,IN,771,1998-03,4.348056
M,IN,771,1998-04,4.504035
M,IN,771,1998-05,5.658409
M,IN,771,1998-06,6.47355
M,IN,771,1998-07,7.142487
M,IN,771,1998-08,6.516459
M,IN,771,1998-09,5.86214
M,IN,771,1998-10,6.442706
M,IN,771,1998-11,7.133706
M,IN,771,1998-12,6.280292
M,IN,771,1999-01,4.523834
M,IN,771,1999-02,5.43865
M,IN,771,1999-03,5.430645
M,IN,771,1999-04,4.015944
M,IN,771,1999-05,3.331688
M,IN,771,1999-06,2.428084
M,IN,771,1999-07,1.915727
M,IN,771,1999-08,2.847856
M,IN,771,1999-09,3.19752
M,IN,771,1999-10,3.453908
M,IN,771,1999-11,3.085386
M,IN,771,1999-12,2.81298
M,IN,771,2000-01,3.548606
M,IN,771,2000-02,3.461242
M,IN,771,2000-03,5.507149
M,IN,771,2000-04,6.529029
M,IN,771,2000-05,6.300454
M,IN,771,2000-06,6.559406
M,IN,771,2000-07,6.541036
M,IN,771,2000-08,6.085193
M,IN,771,2000-09,6.46918
M,IN,771,2000-10,7.485141
M,IN,771,2000-11,7.61949
M,IN,771,2000-12,8.488188
M,IN,771,2001-01,8.705409
M,IN,771,2001-02,8.335663
M,IN,771,2001-03,6.419674
M,IN,771,2001-04,5.409416
M,IN,771,2001-05,5.598993
M,IN,771,2001-06,5.302421
M,IN,771,2001-07,5.221653
M,IN,771,2001-08,5.407088
M,IN,771,2001-09,4.524009
M,IN,771,2001-10,2.916019
M,IN,771,2001-11,2.591411
M,IN,771,2001-12,2.082975
M,IN,771,2002-01,1.513913
M,IN,771,2002-02,1.384887
M,IN,771,2002-03,1.762133
M,IN,771,2002-04,1.497313
M,IN,771,2002-05,1.561702
M,IN,771,2002-06,2.426505
M,IN,771,2002-07,2.794597
M,IN,771,2002-08,3.341067
M,IN,771,2002-09,3.526682
M,IN,771,2002-10,3.076858
M,IN,771,2002-11,3.391754
M,IN,771,2002-12,3.338954
M,IN,771,2003-01,4.224039
M,IN,771,2003-02,5.34934
M,IN,771,2003-03,5.991152
M,IN,771,2003-04,6.65742
M,IN,771,2003-05,6.511082
M,IN,771,2003-06,5.342721
M,IN,771,2003-07,4.712279
M,IN,771,2003-08,3.951504
M,IN,771,2003-09,4.897926
M,IN,771,2003-10,5.131129
M,IN,771,2003-11,5.422764
M,IN,771,2003-12,5.740046
M,IN,771,2004-01,6.495935
M,IN,771,2004-02,6.140775
M,IN,771,2004-03,4.777994
M,IN,771,2004-04,4.504078
M,IN,771,2004-05,4.858188
M,IN,771,2004-06,5.016709
M,IN,771,2004-07,6.144526
M,IN,771,2004-08,7.453367
M,IN,771,2004-09,6.18809
M,IN,771,2004-10,6.100868
M,IN,771,2004-11,6.454847
M,IN,771,2004-12,5.467032
M,IN,771,2005-01,4.862967
M,IN,771,2005-02,4.324899
M,IN,771,2005-03,4.73842
M,IN,771,2005-04,5.437406
M,IN,771,2005-05,4.591837
M,IN,771,2005-06,4.784546
M,IN,771,2005-07,4.836378
M,IN,771,2005-08,3.479151
M,IN,771,2005-09,4.28007
M,IN,771,2005-10,4.468621
M,IN,771,2005-11,3.843089
M,IN,771,2005-12,4.181299
M,IN,771,2006-01,4.1606
M,IN,771,2006-02,4.2547
M,IN,771,2006-03,3.940887
M,IN,771,2006-04,4.667048
M,IN,771,2006-05,5.853659
M,IN,771,2006-06,6.60974
M,IN,771,2006-07,6.345447
M,IN,771,2006-08,6.918594
M,IN,771,2006-09,6.868729
M,IN,771,2006-10,6.936921
M,IN,771,2006-11,6.64132
M,IN,771,2006-12,7.064855
M,IN,771,2007-01,6.748209
M,IN,771,2007-02,6.64132
M,IN,771,2007-03,6.826735
M,IN,771,2007-04,6.321113
M,IN,771,2007-05,5.621442
M,IN,771,2007-06,4.648279
M,IN,771,2007-07,4.520826
M,IN,771,2007-08,4.132259
M,IN,771,2007-09,3.571429
M,IN,771,2007-10,3.379085
M,IN,771,2007-11,3.826906
M,IN,771,2007-12,4.014299
M,IN,771,2008-01,4.452301
M,IN,771,2008-02,5.694567
M,IN,771,2008-03,7.718154
M,IN,771,2008-04,7.953852
M,IN,771,2008-05,8.203138
M,IN,771,2008-06,10.888362
M,IN,771,2008-07,11.245746
M,IN,771,2008-08,11.216495
M,IN,771,2008-09,10.775862
M,IN,771,2008-10,10.574066
M,IN,771,2008-11,8.568818
M,IN,771,2008-12,6.605707
M,IN,771,2009-01,5.882906
M,IN,771,2009-02,3.450517
M,IN,771,2009-03,1.483904
M,IN,771,2009-04,0.890093
M,IN,771,2009-05,1.209677
M,IN,771,2009-06,-0.707561
M,IN,771,2009-07,-0.620372
M,IN,771,2009-08,0.310887
M,IN,771,2009-09,1.090066
M,IN,771,2009-10,1.47803
M,IN,771,2009-11,4.497577
M,IN,771,2009-12,6.918072
M,IN,771,2010-01,8.533878
M,IN,771,2010-02,9.683209
M,IN,771,2010-03,10.226493
M,IN,771,2010-04,10.99702
M,IN,771,2010-05,10.598781
M,IN,771,2010-06,10.28475
M,IN,771,2010-07,9.780795
M,IN,771,2010-08,8.817174
M,IN,771,2010-09,8.92933
M,IN,771,2010-10,9.119337
M,IN,771,2010-11,8.080415
M,IN,771,2010-12,9.856428
M,IN,771,2011-01,9.791087
M,IN,771,2011-02,9.864725
M,IN,771,2011-03,10.087173
M,IN,771,2011-04,9.976607
M,IN,771,2011-05,9.797637
M,IN,771,2011-06,9.826727
M,IN,771,2011-07,9.907762
M,IN,771,2011-08,10.091192
M,IN,771,2011-09,10.390252
M,IN,771,2011-10,10.25224
M,IN,771,2011-11,9.994091
M,IN,771,2011-12,7.740733
M,IN,771,2012-01,7.23122
M,IN,771,2012-02,7.563985
M,IN,771,2012-03,7.692308
M,IN,771,2012-04,7.495589
M,IN,771,2012-05,7.545895
M,IN,771,2012-06,7.578705
M,IN,771,2012-07,7.522113
M,IN,771,2012-08,8.005601
M,IN,771,2012-09,8.065997
M,IN,771,2012-10,7.324841
M,IN,771,2012-11,7.243127
M,IN,771,2012-12,7.310803
M,IN,771,2013-01,4.990055
M,IN,771,2013-02,5.354412
M,IN,771,2013-03,4.430761
M,IN,771,2013-04,3.38882
M,IN,771,2013-05,3.87404
M,IN,771,2013-06,5.755411
M,IN,771,2013-07,6.695724
M,IN,771,2013-08,7.004361
M,IN,771,2013-09,7.307512
M,IN,771,2013-10,8.57629
M,IN,771,2013-11,9.815534
M,IN,771,2013-12,8.02409
M,IN,771,2014-01,8.529946
M,IN,771,2014-02,7.747748
M,IN,771,2014-03,8.093525
M,IN,771,2014-04,8.407871
M,IN,771,2014-05,8.348135
M,IN,771,2014-06,6.770833
M,IN,771,2014-07,7.350427
M,IN,771,2014-08,7.094595
M,IN,771,2014-09,5.676127
M,IN,771,2014-10,4.628099
M,IN,771,2014-11,3.262643
M,IN,771,2014-12,4.311774
M,IN,771,2015-01,5.183946
M,IN,771,2015-02,5.351171
M,IN,771,2015-03,5.324459
M,IN,771,2015-04,4.950495
M,IN,771,2015-05,4.918033
M,IN,771,2015-06,5.365854
M,IN,771,2015-07,3.66242
M,IN,771,2015-08,3.62776
M,IN,771,2015-09,4.265403
M,IN,771,2015-10,4.897314
M,IN,771,2015-11,5.371248
M,IN,771,2015-12,5.564388
M,IN,771,2016-01,5.72337
M,IN,771,2016-02,5.396825
M,IN,771,2016-03,4.897314
M,IN,771,2016-04,5.345912
M,IN,771,2016-05,5.78125
M,IN,771,2016-06,5.709877
M,IN,771,2016-07,6.144393
M,IN,771,2016-08,5.175038
M,IN,771,2016-09,4.393939
M,IN,771,2016-10,4.216867
M,IN,771,2016-11,3.598201
M,IN,771,2016-12,3.463855
M,IN,771,2017-01,3.157895
M,IN,771,2017-02,3.614458
M,IN,771,2017-03,3.76506
M,IN,771,2017-04,3.134328
M,IN,771,2017-05,2.215657
M,IN,771,2017-06,1.459854
M,IN,771,2017-07,2.315485
M,IN,771,2017-08,3.183792
M,IN,771,2017-09,3.338171
M,IN,771,2017-10,3.612717
M,IN,771,2017-11,4.920405
M,IN,771,2017-12,5.240175
M,IN,771,2018-01,5.102041
M,IN,771,2018-02,4.360465
M,IN,771,2018-03,4.354136
M,IN,771,2018-04,4.486252
M,IN,771,2018-05,4.913295
M,IN,771,2018-06,4.892086
M,IN,771,2018-07,4.101839
M,IN,771,2018-08,3.646564
M,IN,771,2018-09,3.651685
M,IN,771,2018-10,3.34728
M,IN,771,2018-11,2.344828
M,IN,771,2018-12,2.074689
M,IN,771,2019-01,1.941748
M,IN,771,2019-02,2.64624
M,IN,771,2019-03,2.781641
M,IN,771,2019-04,3.047091
M,IN,771,2019-05,3.030303
M,IN,771,2019-06,3.292181
M,IN,771,2019-07,3.26087
M,IN,771,2019-08,3.38295
M,IN,771,2019-09,4.065041
M,IN,771,2019-10,4.588394
M,IN,771,2019-11,5.525606
M,IN,771,2019-12,7.317073
M,IN,771,2020-01,7.619048
M,IN,771,2020-02,6.51289
M,IN,771,2020-03,5.953992
M,IN,771,2020-04,7.123656
M,IN,771,2020-05,6.283422
M,IN,771,2020-06,6.2417
M,IN,771,2020-07,6.710526
M,IN,771,2020-08,6.675393
M,IN,771,2020-09,7.291667
M,IN,771,2020-10,7.612903
M,IN,771,2020-11,6.896552
M,IN,771,2020-12,4.545455
M,IN,771,2021-01,4.045512
M,IN,771,2021-02,5.095541
M,IN,771,2021-03,5.491699
M,IN,771,2021-04,4.265997
M,IN,771,2021-05,6.289308
M,IN,771,2021-06,6.25
M,IN,771,2021-07,5.548705
M,IN,771,2021-08,5.276074
M,IN,771,2021-09,4.368932
M,IN,771,2021-10,4.556355
M,IN,771,2021-11,4.898447
M,IN,771,2021-12,5.676329
M,IN,771,2022-01,6.075334
M,IN,771,2022-02,6.060606
M,IN,771,2022-03,6.900726
M,IN,771,2022-04,7.821901
M,IN,771,2022-05,6.982249
