FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,CG_DTYPE,TIME_PERIOD,OBS_VALUE
Q,IN,P,A,C,1961-Q2,-1.5
Q,IN,P,A,C,1961-Q3,-2.1
Q,IN,P,A,C,1961-Q4,-1.7
Q,IN,P,A,C,1962-Q1,-0.6
Q,IN,P,A,C,1962-Q2,-0.3
Q,IN,P,A,C,1962-Q3,-1.1
Q,IN,P,A,C,1962-Q4,-1.1
Q,IN,P,A,C,1963-Q1,-1
Q,IN,P,A,C,1963-Q2,-1.1
Q,IN,P,A,C,1963-Q3,-1.9
Q,IN,P,A,C,1963-Q4,-1.9
Q,IN,P,A,C,1964-Q1,-2
Q,IN,P,A,C,1964-Q2,-2.2
Q,IN,P,A,C,1964-Q3,-2.9
Q,IN,P,A,C,1964-Q4,-2.8
Q,IN,P,A,C,1965-Q1,-2.3
Q,IN,P,A,C,1965-Q2,-1.6
Q,IN,P,A,C,1965-Q3,-1.8
Q,IN,P,A,C,1965-Q4,-1.2
Q,IN,P,A,C,1966-Q1,-0.8
Q,IN,P,A,C,1966-Q2,-0.6
Q,IN,P,A,C,1966-Q3,-1.5
Q,IN,P,A,C,1966-Q4,-1.4
Q,IN,P,A,C,1967-Q1,-1.4
Q,IN,P,A,C,1967-Q2,-2
Q,IN,P,A,C,1967-Q3,-2.8
Q,IN,P,A,C,1967-Q4,-2.4
Q,IN,P,A,C,1968-Q1,-1.9
Q,IN,P,A,C,1968-Q2,-1.4
Q,IN,P,A,C,1968-Q3,-1.6
Q,IN,P,A,C,1968-Q4,-1.2
Q,IN,P,A,C,1969-Q1,-0.3
Q,IN,P,A,C,1969-Q2,0.3
Q,IN,P,A,C,1969-Q3,-0.7
Q,IN,P,A,C,1969-Q4,-0.3
Q,IN,P,A,C,1970-Q1,0.3
Q,IN,P,A,C,1970-Q2,1.2
Q,IN,P,A,C,1970-Q3,1.1
Q,IN,P,A,C,1970-Q4,2
Q,IN,P,A,C,1971-Q1,3
Q,IN,P,A,C,1971-Q2,2.3
Q,IN,P,A,C,1971-Q3,2.1
Q,IN,P,A,C,1971-Q4,3.1
Q,IN,P,A,C,1972-Q1,3.3
Q,IN,P,A,C,1972-Q2,3.7
Q,IN,P,A,C,1972-Q3,2.4
Q,IN,P,A,C,1972-Q4,3.2
Q,IN,P,A,C,1973-Q1,4.2
Q,IN,P,A,C,1973-Q2,3.3
Q,IN,P,A,C,1973-Q3,1.7
Q,IN,P,A,C,1973-Q4,3.1
Q,IN,P,A,C,1974-Q1,2.8
Q,IN,P,A,C,1974-Q2,2.5
Q,IN,P,A,C,1974-Q3,1.1
Q,IN,P,A,C,1974-Q4,1.4
Q,IN,P,A,C,1975-Q1,2.8
Q,IN,P,A,C,1975-Q2,2.7
Q,IN,P,A,C,1975-Q3,2.8
Q,IN,P,A,C,1975-Q4,4.4
Q,IN,P,A,C,1976-Q1,6.3
Q,IN,P,A,C,1976-Q2,6.3
Q,IN,P,A,C,1976-Q3,6.6
Q,IN,P,A,C,1976-Q4,8.8
Q,IN,P,A,C,1977-Q1,8
Q,IN,P,A,C,1977-Q2,6.6
Q,IN,P,A,C,1977-Q3,5.8
Q,IN,P,A,C,1977-Q4,6.6
Q,IN,P,A,C,1978-Q1,5.9
Q,IN,P,A,C,1978-Q2,6.2
Q,IN,P,A,C,1978-Q3,5.7
Q,IN,P,A,C,1978-Q4,8.6
Q,IN,P,A,C,1979-Q1,7.8
Q,IN,P,A,C,1979-Q2,8.3
Q,IN,P,A,C,1979-Q3,8.3
Q,IN,P,A,C,1979-Q4,9.2
Q,IN,P,A,C,1980-Q1,8.5
Q,IN,P,A,C,1980-Q2,6.3
Q,IN,P,A,C,1980-Q3,4.3
Q,IN,P,A,C,1980-Q4,5.6
Q,IN,P,A,C,1981-Q1,5.8
Q,IN,P,A,C,1981-Q2,4.6
Q,IN,P,A,C,1981-Q3,3.4
Q,IN,P,A,C,1981-Q4,4.8
Q,IN,P,A,C,1982-Q1,4.4
Q,IN,P,A,C,1982-Q2,3.4
Q,IN,P,A,C,1982-Q3,2.7
Q,IN,P,A,C,1982-Q4,5.9
Q,IN,P,A,C,1983-Q1,4.7
Q,IN,P,A,C,1983-Q2,3
Q,IN,P,A,C,1983-Q3,1.9
Q,IN,P,A,C,1983-Q4,3.6
Q,IN,P,A,C,1984-Q1,3.5
Q,IN,P,A,C,1984-Q2,3.2
Q,IN,P,A,C,1984-Q3,1.9
Q,IN,P,A,C,1984-Q4,4.1
Q,IN,P,A,C,1985-Q1,3.7
Q,IN,P,A,C,1985-Q2,1.8
Q,IN,P,A,C,1985-Q3,1.2
Q,IN,P,A,C,1985-Q4,1.9
Q,IN,P,A,C,1986-Q1,3.8
Q,IN,P,A,C,1986-Q2,1.6
Q,IN,P,A,C,1986-Q3,0.4
Q,IN,P,A,C,1986-Q4,1
Q,IN,P,A,C,1987-Q1,3.1
Q,IN,P,A,C,1987-Q2,0.1
Q,IN,P,A,C,1987-Q3,-0.8
Q,IN,P,A,C,1987-Q4,-0.7
Q,IN,P,A,C,1988-Q1,1.5
Q,IN,P,A,C,1988-Q2,-1.4
Q,IN,P,A,C,1988-Q3,-2.4
Q,IN,P,A,C,1988-Q4,0.2
Q,IN,P,A,C,1989-Q1,0
Q,IN,P,A,C,1989-Q2,-0.6
Q,IN,P,A,C,1989-Q3,-1.9
Q,IN,P,A,C,1989-Q4,-0.7
Q,IN,P,A,C,1990-Q1,-0.2
Q,IN,P,A,C,1990-Q2,-1.6
Q,IN,P,A,C,1990-Q3,-3.5
Q,IN,P,A,C,1990-Q4,-3
Q,IN,P,A,C,1991-Q1,-3.2
Q,IN,P,A,C,1991-Q2,-5.2
Q,IN,P,A,C,1991-Q3,-7
Q,IN,P,A,C,1991-Q4,-7
Q,IN,P,A,C,1992-Q1,-6.2
Q,IN,P,A,C,1992-Q2,-5.5
Q,IN,P,A,C,1992-Q3,-5.5
Q,IN,P,A,C,1992-Q4,-4.6
Q,IN,P,A,C,1993-Q1,-3.5
Q,IN,P,A,C,1993-Q2,-5.1
Q,IN,P,A,C,1993-Q3,-7.6
Q,IN,P,A,C,1993-Q4,-7.4
Q,IN,P,A,C,1994-Q1,-7.5
Q,IN,P,A,C,1994-Q2,-9.3
Q,IN,P,A,C,1994-Q3,-8.1
Q,IN,P,A,C,1994-Q4,-7.7
Q,IN,P,A,C,1995-Q1,-4.5
Q,IN,P,A,C,1995-Q2,-6.3
Q,IN,P,A,C,1995-Q3,-5.4
Q,IN,P,A,C,1995-Q4,-5.4
Q,IN,P,A,C,1996-Q1,-3.1
Q,IN,P,A,C,1996-Q2,-5.2
Q,IN,P,A,C,1996-Q3,-6
Q,IN,P,A,C,1996-Q4,-6.3
Q,IN,P,A,C,1997-Q1,-4.3
Q,IN,P,A,C,1997-Q2,-6.1
Q,IN,P,A,C,1997-Q3,-6.5
Q,IN,P,A,C,1997-Q4,-4.9
Q,IN,P,A,C,1998-Q1,-1.7
Q,IN,P,A,C,1998-Q2,-3.2
Q,IN,P,A,C,1998-Q3,-3.5
Q,IN,P,A,C,1998-Q4,-4.1
Q,IN,P,A,C,1999-Q1,-1
Q,IN,P,A,C,1999-Q2,-3.5
Q,IN,P,A,C,1999-Q3,-3
Q,IN,P,A,C,1999-Q4,-0.3
Q,IN,P,A,C,2000-Q1,0.5
Q,IN,P,A,C,2000-Q2,1.5
Q,IN,P,A,C,2000-Q3,1.2
Q,IN,P,A,C,2000-Q4,2.9
Q,IN,P,A,C,2001-Q1,3.6
Q,IN,P,A,C,2001-Q2,2.8
Q,IN,P,A,C,2001-Q3,2.6
Q,IN,P,A,C,2001-Q4,3.4
Q,IN,P,A,C,2002-Q1,4.8
Q,IN,P,A,C,2002-Q2,7.7
Q,IN,P,A,C,2002-Q3,6.9
Q,IN,P,A,C,2002-Q4,7.6
Q,IN,P,A,C,2003-Q1,8.6
Q,IN,P,A,C,2003-Q2,6.9
Q,IN,P,A,C,2003-Q3,4.9
Q,IN,P,A,C,2003-Q4,5.5
Q,IN,P,A,C,2004-Q1,7.6
Q,IN,P,A,C,2004-Q2,6.7
Q,IN,P,A,C,2004-Q3,6.6
Q,IN,P,A,C,2004-Q4,10.1
Q,IN,P,A,C,2005-Q1,11.6
Q,IN,P,A,C,2005-Q2,11.5
Q,IN,P,A,C,2005-Q3,15.1
Q,IN,P,A,C,2005-Q4,15.1
Q,IN,P,A,C,2006-Q1,21
Q,IN,P,A,C,2006-Q2,18.1
Q,IN,P,A,C,2006-Q3,20
Q,IN,P,A,C,2006-Q4,18.6
Q,IN,P,A,C,2007-Q1,22.7
Q,IN,P,A,C,2007-Q2,16.6
Q,IN,P,A,C,2007-Q3,17.5
Q,IN,P,A,C,2007-Q4,17
Q,IN,P,A,C,2008-Q1,21.9
Q,IN,P,A,C,2008-Q2,17.7
Q,IN,P,A,C,2008-Q3,18.2
Q,IN,P,A,C,2008-Q4,17.1
Q,IN,P,A,C,2009-Q1,19.3
Q,IN,P,A,C,2009-Q2,14.3
Q,IN,P,A,C,2009-Q3,14.3
Q,IN,P,A,C,2009-Q4,10.9
Q,IN,P,A,C,2010-Q1,13
Q,IN,P,A,C,2010-Q2,9.4
Q,IN,P,A,C,2010-Q3,7.4
Q,IN,P,A,C,2010-Q4,10.5
Q,IN,P,A,C,2011-Q1,8.7
Q,IN,P,A,C,2011-Q2,5.2
Q,IN,P,A,C,2011-Q3,3.2
Q,IN,P,A,C,2011-Q4,5
Q,IN,P,A,C,2012-Q1,3.8
Q,IN,P,A,C,2012-Q2,0
Q,IN,P,A,C,2012-Q3,0.6
Q,IN,P,A,C,2012-Q4,1.4
Q,IN,P,A,C,2013-Q1,-2.6
Q,IN,P,A,C,2013-Q2,-5.4
Q,IN,P,A,C,2013-Q3,-8.5
