FREQ,REF_AREA,COMP_METHOD,UNIT_MEASURE,CURRENCY,TRANSFORMATION,TIME_PERIOD,OBS_VALUE
M,IN,B,USD,_Z,B,1957-04,4.0454355995054
M,IN,B,USD,_Z,B,1957-05,4.0996248450423
M,IN,B,USD,_Z,B,1957-06,4.174838307246
M,IN,B,USD,_Z,B,1957-07,4.1311134248838
M,IN,B,USD,_Z,B,1957-08,4.049896051235
M,IN,B,USD,_Z,B,1957-09,4.0058418540291
M,IN,B,USD,_Z,B,1957-10,4.0229885070815
M,IN,B,USD,_Z,B,1957-11,4.0540540554008
M,IN,B,USD,_Z,B,1957-12,4.0293501061609
M,IN,B,USD,_Z,B,1958-01,4.1303890655184
M,IN,B,USD,_Z,B,1958-02,4.1743697492883
M,IN,B,USD,_Z,B,1958-03,4.2815064184259
M,IN,B,USD,_Z,B,1958-04,4.3768421067216
M,IN,B,USD,_Z,B,1958-05,4.3677677271018
M,IN,B,USD,_Z,B,1958-06,4.3141361270873
M,IN,B,USD,_Z,B,1958-07,4.3207547184171
M,IN,B,USD,_Z,B,1958-08,4.217245710902
M,IN,B,USD,_Z,B,1958-09,4.1383647812496
M,IN,B,USD,_Z,B,1958-10,4.2180293515067
M,IN,B,USD,_Z,B,1958-11,4.2405195907655
M,IN,B,USD,_Z,B,1958-12,4.2322175746264
M,IN,B,USD,_Z,B,1959-01,4.348373558634
M,IN,B,USD,_Z,B,1959-02,4.4404786913784
M,IN,B,USD,_Z,B,1959-03,4.5320715051895
M,IN,B,USD,_Z,B,1959-04,4.6875657495101
M,IN,B,USD,_Z,B,1959-05,4.6743697494547
M,IN,B,USD,_Z,B,1959-06,4.6616225320267
M,IN,B,USD,_Z,B,1959-07,4.6000419918724
M,IN,B,USD,_Z,B,1959-08,4.5784395988374
M,IN,B,USD,_Z,B,1959-09,4.4244453761027
M,IN,B,USD,_Z,B,1959-10,4.4465408819809
M,IN,B,USD,_Z,B,1959-11,4.4914190052584
M,IN,B,USD,_Z,B,1959-12,4.536901527744
M,IN,B,USD,_Z,B,1960-01,4.6735035595257
M,IN,B,USD,_Z,B,1960-02,4.7413612581192
M,IN,B,USD,_Z,B,1960-03,4.8741610754458
M,IN,B,USD,_Z,B,1960-04,5.0031479554939
M,IN,B,USD,_Z,B,1960-05,4.9821989545343
M,IN,B,USD,_Z,B,1960-06,4.9664570247114
M,IN,B,USD,_Z,B,1960-07,4.9275970635485
M,IN,B,USD,_Z,B,1960-08,4.8351879083899
M,IN,B,USD,_Z,B,1960-09,4.7701028779252
M,IN,B,USD,_Z,B,1960-10,4.7751155963772
M,IN,B,USD,_Z,B,1960-11,4.7932843667568
M,IN,B,USD,_Z,B,1960-12,4.8711502216056
M,IN,B,USD,_Z,B,1961-01,4.9821914954745
M,IN,B,USD,_Z,B,1961-02,5.0313152417512
M,IN,B,USD,_Z,B,1961-03,5.1808488413593
M,IN,B,USD,_Z,B,1961-04,5.225563911507
M,IN,B,USD,_Z,B,1961-05,5.2387904084089
M,IN,B,USD,_Z,B,1961-06,5.1041666683564
M,IN,B,USD,_Z,B,1961-07,4.9780930540175
M,IN,B,USD,_Z,B,1961-08,5.0618059937201
M,IN,B,USD,_Z,B,1961-09,5.0105086187338
M,IN,B,USD,_Z,B,1961-10,5.0882723850481
M,IN,B,USD,_Z,B,1961-11,5.0956887503824
M,IN,B,USD,_Z,B,1961-12,5.2612801696406
M,IN,B,USD,_Z,B,1962-01,5.3403361362309
M,IN,B,USD,_Z,B,1962-02,5.4111461637367
M,IN,B,USD,_Z,B,1962-03,5.5485498126918
M,IN,B,USD,_Z,B,1962-04,5.6806722707979
M,IN,B,USD,_Z,B,1962-05,5.704092341876
M,IN,B,USD,_Z,B,1962-06,5.6795302032303
M,IN,B,USD,_Z,B,1962-07,5.5813953506914
M,IN,B,USD,_Z,B,1962-08,5.5041841022453
M,IN,B,USD,_Z,B,1962-09,5.364016738182
M,IN,B,USD,_Z,B,1962-10,5.3892842211279
M,IN,B,USD,_Z,B,1962-11,5.4743455515564
M,IN,B,USD,_Z,B,1962-12,5.6251308919206
M,IN,B,USD,_Z,B,1963-01,5.7570680647393
M,IN,B,USD,_Z,B,1963-02,5.840837698275
M,IN,B,USD,_Z,B,1963-03,5.9606941270038
M,IN,B,USD,_Z,B,1963-04,6.0962343116468
M,IN,B,USD,_Z,B,1963-05,6.1150627635359
M,IN,B,USD,_Z,B,1963-06,6.1004184120666
M,IN,B,USD,_Z,B,1963-07,6.0774058597577
M,IN,B,USD,_Z,B,1963-08,5.8143424648185
M,IN,B,USD,_Z,B,1963-09,5.7889237218783
M,IN,B,USD,_Z,B,1963-10,5.9331243488854
M,IN,B,USD,_Z,B,1963-11,5.9686520395973
M,IN,B,USD,_Z,B,1963-12,6.0982236174877
M,IN,B,USD,_Z,B,1964-01,6.3030303051209
M,IN,B,USD,_Z,B,1964-02,6.3970741922994
M,IN,B,USD,_Z,B,1964-03,6.4723093020423
M,IN,B,USD,_Z,B,1964-04,6.5690376590841
M,IN,B,USD,_Z,B,1964-05,6.631138978166
M,IN,B,USD,_Z,B,1964-06,6.6256517227369
M,IN,B,USD,_Z,B,1964-07,6.5270833354941
M,IN,B,USD,_Z,B,1964-08,6.3750000021104
M,IN,B,USD,_Z,B,1964-09,6.1995842016338
M,IN,B,USD,_Z,B,1964-10,6.3248752100782
M,IN,B,USD,_Z,B,1964-11,6.3568153418297
M,IN,B,USD,_Z,B,1964-12,6.4984358728512
M,IN,B,USD,_Z,B,1965-01,6.6409346986327
M,IN,B,USD,_Z,B,1965-02,6.7745302736442
M,IN,B,USD,_Z,B,1965-03,6.9831003569977
M,IN,B,USD,_Z,B,1965-04,7.169140709048
M,IN,B,USD,_Z,B,1965-05,7.1833924496991
M,IN,B,USD,_Z,B,1965-06,7.1157455706573
M,IN,B,USD,_Z,B,1965-07,6.9885297207716
M,IN,B,USD,_Z,B,1965-08,6.8841183849389
M,IN,B,USD,_Z,B,1965-09,6.841004186371
M,IN,B,USD,_Z,B,1965-10,6.9172774892084
M,IN,B,USD,_Z,B,1965-11,7.0617801070574
M,IN,B,USD,_Z,B,1965-12,7.1937172798761
M,IN,B,USD,_Z,B,1966-01,7.3486911019171
M,IN,B,USD,_Z,B,1966-02,7.4476987472418
M,IN,B,USD,_Z,B,1966-03,7.5469728626268
M,IN,B,USD,_Z,B,1966-04,8.0258764634276
M,IN,B,USD,_Z,B,1966-05,7.9833159567633
M,IN,B,USD,_Z,B,1966-06,5.1353135326611
M,IN,B,USD,_Z,B,1966-07,4.9274023243807
M,IN,B,USD,_Z,B,1966-08,4.7109292514639
M,IN,B,USD,_Z,B,1966-09,4.6937698005619
M,IN,B,USD,_Z,B,1966-10,4.7518479420762
M,IN,B,USD,_Z,B,1966-11,4.8046462525437
M,IN,B,USD,_Z,B,1966-12,4.9234424510956
M,IN,B,USD,_Z,B,1967-01,5.0079260250541
M,IN,B,USD,_Z,B,1967-02,5.0989968334001
M,IN,B,USD,_Z,B,1967-03,5.3591744953472
M,IN,B,USD,_Z,B,1967-04,5.2665696534133
M,IN,B,USD,_Z,B,1967-05,5.2776308844759
M,IN,B,USD,_Z,B,1967-06,5.2428722294241
M,IN,B,USD,_Z,B,1967-07,5.1438753972975
M,IN,B,USD,_Z,B,1967-08,4.9868004236566
M,IN,B,USD,_Z,B,1967-09,4.9762407615631
M,IN,B,USD,_Z,B,1967-10,5.0422386496475
M,IN,B,USD,_Z,B,1967-11,5.1558337786235
M,IN,B,USD,_Z,B,1967-12,5.33191996956
M,IN,B,USD,_Z,B,1968-01,5.4339171988401
M,IN,B,USD,_Z,B,1968-02,5.4574341335251
M,IN,B,USD,_Z,B,1968-03,5.5539397158525
M,IN,B,USD,_Z,B,1968-04,5.6845159602971
M,IN,B,USD,_Z,B,1968-05,5.6612437694773
M,IN,B,USD,_Z,B,1968-06,5.6678037274952
M,IN,B,USD,_Z,B,1968-07,5.5291946765093
M,IN,B,USD,_Z,B,1968-08,5.4937541105352
M,IN,B,USD,_Z,B,1968-09,5.5160142362793
M,IN,B,USD,_Z,B,1968-10,5.4774465854093
M,IN,B,USD,_Z,B,1968-11,5.5064626761579
M,IN,B,USD,_Z,B,1968-12,5.5663345583083
M,IN,B,USD,_Z,B,1969-01,5.6662286479575
M,IN,B,USD,_Z,B,1969-02,5.8981799012642
M,IN,B,USD,_Z,B,1969-03,6.173442451414
M,IN,B,USD,_Z,B,1969-04,6.1543526948358
M,IN,B,USD,_Z,B,1969-05,6.2399046752314
M,IN,B,USD,_Z,B,1969-06,6.3173850022668
M,IN,B,USD,_Z,B,1969-07,6.080189925051
M,IN,B,USD,_Z,B,1969-08,5.8954831947748
M,IN,B,USD,_Z,B,1969-09,5.8015768740103
M,IN,B,USD,_Z,B,1969-10,5.9656538984817
M,IN,B,USD,_Z,B,1969-11,6.0779392353663
M,IN,B,USD,_Z,B,1969-12,6.3500463040402
M,IN,B,USD,_Z,B,1970-01,6.3084669421161
M,IN,B,USD,_Z,B,1970-02,6.3508492585222
M,IN,B,USD,_Z,B,1970-03,6.6135881120925
M,IN,B,USD,_Z,B,1970-04,6.7569002140399
M,IN,B,USD,_Z,B,1970-05,6.7801775557253
M,IN,B,USD,_Z,B,1970-06,6.7490745654433
M,IN,B,USD,_Z,B,1970-07,6.4518254926134
M,IN,B,USD,_Z,B,1970-08,6.2866535190207
M,IN,B,USD,_Z,B,1970-09,6.3598050852476
M,IN,B,USD,_Z,B,1970-10,6.5177276937637
M,IN,B,USD,_Z,B,1970-11,6.5150916057177
M,IN,B,USD,_Z,B,1970-12,6.8426610365897
M,IN,B,USD,_Z,B,1971-01,7.0567848591779
M,IN,B,USD,_Z,B,1971-02,7.1603622820667
M,IN,B,USD,_Z,B,1971-03,7.2820581196994
M,IN,B,USD,_Z,B,1971-04,7.4172892228175
M,IN,B,USD,_Z,B,1971-05,7.3487070133449
M,IN,B,USD,_Z,B,1971-06,7.6006398313246
M,IN,B,USD,_Z,B,1971-07,7.2860570533182
M,IN,B,USD,_Z,B,1971-08,7.0828394591969
M,IN,B,USD,_Z,B,1971-09,7.162323060432
M,IN,B,USD,_Z,B,1971-10,7.4348458809804
M,IN,B,USD,_Z,B,1971-11,7.3422410390465
M,IN,B,USD,_Z,B,1971-12,8.1137518911059
M,IN,B,USD,_Z,B,1972-01,8.3005907426451
M,IN,B,USD,_Z,B,1972-02,8.4297293606207
M,IN,B,USD,_Z,B,1972-03,8.7168567133537
M,IN,B,USD,_Z,B,1972-04,8.7979118033597
M,IN,B,USD,_Z,B,1972-05,8.7168567133537
M,IN,B,USD,_Z,B,1972-06,8.2989956240287
M,IN,B,USD,_Z,B,1972-07,8.0147248793113
M,IN,B,USD,_Z,B,1972-08,7.7875306589892
M,IN,B,USD,_Z,B,1972-09,7.6346006653453
M,IN,B,USD,_Z,B,1972-10,7.4601802710055
M,IN,B,USD,_Z,B,1972-11,7.6593897305354
M,IN,B,USD,_Z,B,1972-12,7.8143564375695
M,IN,B,USD,_Z,B,1973-01,8.01
M,IN,B,USD,_Z,B,1973-02,8.8058510638298
M,IN,B,USD,_Z,B,1973-03,9.1708609271523
M,IN,B,USD,_Z,B,1973-04,9.5245683930943
M,IN,B,USD,_Z,B,1973-05,9.9553450608931
M,IN,B,USD,_Z,B,1973-06,10.443835616438
M,IN,B,USD,_Z,B,1973-07,10.076101468625
M,IN,B,USD,_Z,B,1973-08,9.7519788918206
M,IN,B,USD,_Z,B,1973-09,9.7135483870968
M,IN,B,USD,_Z,B,1973-10,10.029908972692
M,IN,B,USD,_Z,B,1973-11,9.6377171215881
M,IN,B,USD,_Z,B,1973-12,9.5073529411765
M,IN,B,USD,_Z,B,1974-01,9.3590643274854
M,IN,B,USD,_Z,B,1974-02,10.098039215686
M,IN,B,USD,_Z,B,1974-03,10.918053777209
M,IN,B,USD,_Z,B,1974-04,11.076824583867
M,IN,B,USD,_Z,B,1974-05,11.428208386277
M,IN,B,USD,_Z,B,1974-06,11.574332909784
M,IN,B,USD,_Z,B,1974-07,11.273189326557
M,IN,B,USD,_Z,B,1974-08,10.466174661747
M,IN,B,USD,_Z,B,1974-09,10.501240694789
M,IN,B,USD,_Z,B,1974-10,10.610421836228
M,IN,B,USD,_Z,B,1974-11,10.941687344913
M,IN,B,USD,_Z,B,1974-12,10.852398523985
M,IN,B,USD,_Z,B,1975-01,10.905289052891
M,IN,B,USD,_Z,B,1975-02,11.945806451613
M,IN,B,USD,_Z,B,1975-03,12.526451612903
M,IN,B,USD,_Z,B,1975-04,12.08375
M,IN,B,USD,_Z,B,1975-05,12.188888888889
M,IN,B,USD,_Z,B,1975-06,11.865476190476
M,IN,B,USD,_Z,B,1975-07,11.611045828437
M,IN,B,USD,_Z,B,1975-08,11.109742441209
M,IN,B,USD,_Z,B,1975-09,11.021252796421
M,IN,B,USD,_Z,B,1975-10,11.560726447219
M,IN,B,USD,_Z,B,1975-11,11.217821782178
M,IN,B,USD,_Z,B,1975-12,11.531772575251
M,IN,B,USD,_Z,B,1976-01,11.814814814815
M,IN,B,USD,_Z,B,1976-02,12.101903695409
M,IN,B,USD,_Z,B,1976-03,12.957636566332
M,IN,B,USD,_Z,B,1976-04,12.857302118172
M,IN,B,USD,_Z,B,1976-05,12.582795698925
M,IN,B,USD,_Z,B,1976-06,13.180910099889
M,IN,B,USD,_Z,B,1976-07,13.169453734671
M,IN,B,USD,_Z,B,1976-08,13.073251942286
M,IN,B,USD,_Z,B,1976-09,13.440677966102
M,IN,B,USD,_Z,B,1976-10,13.311036789298
M,IN,B,USD,_Z,B,1976-11,13.472564389698
M,IN,B,USD,_Z,B,1976-12,13.6640537514
M,IN,B,USD,_Z,B,1977-01,14.140749148695
M,IN,B,USD,_Z,B,1977-02,14.572717023675
M,IN,B,USD,_Z,B,1977-03,15.481859410431
M,IN,B,USD,_Z,B,1977-04,16.035028248588
M,IN,B,USD,_Z,B,1977-05,16.362400906002
M,IN,B,USD,_Z,B,1977-06,16.400900900901
M,IN,B,USD,_Z,B,1977-07,15.68843069874
M,IN,B,USD,_Z,B,1977-08,15.739977090493
M,IN,B,USD,_Z,B,1977-09,15.679266895762
M,IN,B,USD,_Z,B,1977-10,16.270175438596
M,IN,B,USD,_Z,B,1977-11,16.570765661253
M,IN,B,USD,_Z,B,1977-12,17.342648845687
M,IN,B,USD,_Z,B,1978-01,17.991358024691
M,IN,B,USD,_Z,B,1978-02,18.876998769988
M,IN,B,USD,_Z,B,1978-03,21.40456182473
M,IN,B,USD,_Z,B,1978-04,22.41958041958
M,IN,B,USD,_Z,B,1978-05,22.413507109005
M,IN,B,USD,_Z,B,1978-06,19.870348139256
M,IN,B,USD,_Z,B,1978-07,19.390213299875
M,IN,B,USD,_Z,B,1978-08,19.251225490196
M,IN,B,USD,_Z,B,1978-09,20.794228356336
M,IN,B,USD,_Z,B,1978-10,22.180156657963
M,IN,B,USD,_Z,B,1978-11,20.078031212485
M,IN,B,USD,_Z,B,1978-12,19.982989064399
M,IN,B,USD,_Z,B,1979-01,20.872135102533
M,IN,B,USD,_Z,B,1979-02,21.64598540146
M,IN,B,USD,_Z,B,1979-03,22.56862745098
M,IN,B,USD,_Z,B,1979-04,24.393070489845
M,IN,B,USD,_Z,B,1979-05,25.481617647059
M,IN,B,USD,_Z,B,1979-06,26.090570719603
M,IN,B,USD,_Z,B,1979-07,26.731155778894
M,IN,B,USD,_Z,B,1979-08,26.190535491905
M,IN,B,USD,_Z,B,1979-09,23.747211895911
M,IN,B,USD,_Z,B,1979-10,23.289285714286
M,IN,B,USD,_Z,B,1979-11,24.25902864259
M,IN,B,USD,_Z,B,1979-12,24.40625
M,IN,B,USD,_Z,B,1980-01,25.122828784119
M,IN,B,USD,_Z,B,1980-02,25.802729528536
M,IN,B,USD,_Z,B,1980-03,26.613138686131
M,IN,B,USD,_Z,B,1980-04,28.740506329114
M,IN,B,USD,_Z,B,1980-05,30.070967741935
M,IN,B,USD,_Z,B,1980-06,29.673076923077
M,IN,B,USD,_Z,B,1980-07,28.161538461538
M,IN,B,USD,_Z,B,1980-08,29.526451612903
M,IN,B,USD,_Z,B,1980-09,29.416774193548
M,IN,B,USD,_Z,B,1980-10,30.524611398964
M,IN,B,USD,_Z,B,1980-11,29.236572890026
M,IN,B,USD,_Z,B,1980-12,28.965994962217
M,IN,B,USD,_Z,B,1981-01,29.77037037037
M,IN,B,USD,_Z,B,1981-02,29.998799519808
M,IN,B,USD,_Z,B,1981-03,30.692865779927
M,IN,B,USD,_Z,B,1981-04,30.367346938776
M,IN,B,USD,_Z,B,1981-05,30.027122641509
M,IN,B,USD,_Z,B,1981-06,30.149651972158
M,IN,B,USD,_Z,B,1981-07,31.538888888889
M,IN,B,USD,_Z,B,1981-08,30.55138121547
M,IN,B,USD,_Z,B,1981-09,28.404605263158
M,IN,B,USD,_Z,B,1981-10,28.809419496166
M,IN,B,USD,_Z,B,1981-11,28.515350877193
M,IN,B,USD,_Z,B,1981-12,29.044906900329
M,IN,B,USD,_Z,B,1982-01,29.791028446389
M,IN,B,USD,_Z,B,1982-02,29.403866809882
M,IN,B,USD,_Z,B,1982-03,30.376470588235
M,IN,B,USD,_Z,B,1982-04,32.914438502674
M,IN,B,USD,_Z,B,1982-05,32.382321618743
M,IN,B,USD,_Z,B,1982-06,34.323189926548
M,IN,B,USD,_Z,B,1982-07,31.398535564854
M,IN,B,USD,_Z,B,1982-08,30.863966770509
M,IN,B,USD,_Z,B,1982-09,31.418125643666
M,IN,B,USD,_Z,B,1982-10,31.390319258496
M,IN,B,USD,_Z,B,1982-11,31.395277207392
M,IN,B,USD,_Z,B,1982-12,33.18711018711
M,IN,B,USD,_Z,B,1983-01,32.241170534813
M,IN,B,USD,_Z,B,1983-02,32.918674698795
M,IN,B,USD,_Z,B,1983-03,36.834331337325
M,IN,B,USD,_Z,B,1983-04,34.264
M,IN,B,USD,_Z,B,1983-05,35.260521042084
M,IN,B,USD,_Z,B,1983-06,36.253716551041
M,IN,B,USD,_Z,B,1983-07,34.863905325444
M,IN,B,USD,_Z,B,1983-08,35.034246575342
M,IN,B,USD,_Z,B,1983-09,34.949019607843
M,IN,B,USD,_Z,B,1983-10,35.403304178814
M,IN,B,USD,_Z,B,1983-11,36.052783109405
M,IN,B,USD,_Z,B,1983-12,37.32888465205
M,IN,B,USD,_Z,B,1984-01,36.409851301115
M,IN,B,USD,_Z,B,1984-02,38.035547240412
M,IN,B,USD,_Z,B,1984-03,38.538104089219
M,IN,B,USD,_Z,B,1984-04,37.484903934126
M,IN,B,USD,_Z,B,1984-05,39.57556561086
M,IN,B,USD,_Z,B,1984-06,42.186274509804
M,IN,B,USD,_Z,B,1984-07,38.963636363636
M,IN,B,USD,_Z,B,1984-08,39.123275862069
M,IN,B,USD,_Z,B,1984-09,38.009228187919
M,IN,B,USD,_Z,B,1984-10,36.596534653465
M,IN,B,USD,_Z,B,1984-11,36.444263628967
M,IN,B,USD,_Z,B,1984-12,38.004038772213
M,IN,B,USD,_Z,B,1985-01,36.947908445146
M,IN,B,USD,_Z,B,1985-02,35.38901778809
M,IN,B,USD,_Z,B,1985-03,41.911475409836
M,IN,B,USD,_Z,B,1985-04,38.150442477876
M,IN,B,USD,_Z,B,1985-05,40.090617481957
M,IN,B,USD,_Z,B,1985-06,41.958064516129
M,IN,B,USD,_Z,B,1985-07,43.1
M,IN,B,USD,_Z,B,1985-08,39.081939799331
M,IN,B,USD,_Z,B,1985-09,41.008354218881
M,IN,B,USD,_Z,B,1985-10,39.834854771784
M,IN,B,USD,_Z,B,1985-11,43.468049792531
M,IN,B,USD,_Z,B,1985-12,43.704376548307
M,IN,B,USD,_Z,B,1986-01,41.872771474878
M,IN,B,USD,_Z,B,1986-02,41.914425427873
M,IN,B,USD,_Z,B,1986-03,44.110479285134
M,IN,B,USD,_Z,B,1986-04,42.659349593496
M,IN,B,USD,_Z,B,1986-05,45.446358653093
M,IN,B,USD,_Z,B,1986-06,47.238325281804
M,IN,B,USD,_Z,B,1986-07,45.935612082671
M,IN,B,USD,_Z,B,1986-08,43.542264752791
M,IN,B,USD,_Z,B,1986-09,42.75646045419
M,IN,B,USD,_Z,B,1986-10,45.057781201849
M,IN,B,USD,_Z,B,1986-11,44.422900763359
M,IN,B,USD,_Z,B,1986-12,46.006097560976
M,IN,B,USD,_Z,B,1987-01,46.046012269939
M,IN,B,USD,_Z,B,1987-02,46.753256704981
M,IN,B,USD,_Z,B,1987-03,48.255023183926
M,IN,B,USD,_Z,B,1987-04,50.75256916996
M,IN,B,USD,_Z,B,1987-05,51.032710280374
M,IN,B,USD,_Z,B,1987-06,51.830876648565
M,IN,B,USD,_Z,B,1987-07,48.772692601068
M,IN,B,USD,_Z,B,1987-08,48.694252873563
M,IN,B,USD,_Z,B,1987-09,49.215102974828
M,IN,B,USD,_Z,B,1987-10,51.232486528099
M,IN,B,USD,_Z,B,1987-11,52.541505042669
M,IN,B,USD,_Z,B,1987-12,53.476078431373
M,IN,B,USD,_Z,B,1988-01,53.05504587156
M,IN,B,USD,_Z,B,1988-02,53.330015313936
M,IN,B,USD,_Z,B,1988-03,54.587191358025
M,IN,B,USD,_Z,B,1988-04,55.689629068887
M,IN,B,USD,_Z,B,1988-05,55.051224944321
M,IN,B,USD,_Z,B,1988-06,53.184790334044
M,IN,B,USD,_Z,B,1988-07,51.521524347212
M,IN,B,USD,_Z,B,1988-08,50.807799442897
M,IN,B,USD,_Z,B,1988-09,50.336082474227
M,IN,B,USD,_Z,B,1988-10,50.233132932532
M,IN,B,USD,_Z,B,1988-11,51.465551839465
M,IN,B,USD,_Z,B,1988-12,51.641094062708
M,IN,B,USD,_Z,B,1989-01,50.912384716733
M,IN,B,USD,_Z,B,1989-02,51.617589576547
M,IN,B,USD,_Z,B,1989-03,52.65195137556
M,IN,B,USD,_Z,B,1989-04,53.340479192938
M,IN,B,USD,_Z,B,1989-05,53.404176904177
M,IN,B,USD,_Z,B,1989-06,51.376591873863
M,IN,B,USD,_Z,B,1989-07,50.624695863747
M,IN,B,USD,_Z,B,1989-08,50.434834834835
M,IN,B,USD,_Z,B,1989-09,51.211503894548
M,IN,B,USD,_Z,B,1989-10,52.324052132701
M,IN,B,USD,_Z,B,1989-11,52.463443396226
M,IN,B,USD,_Z,B,1989-12,52.488797169811
M,IN,B,USD,_Z,B,1990-01,53.606364172068
M,IN,B,USD,_Z,B,1990-02,54.915641476274
M,IN,B,USD,_Z,B,1990-03,55.047038327526
M,IN,B,USD,_Z,B,1990-04,56.932719953997
M,IN,B,USD,_Z,B,1990-05,58.677995391705
M,IN,B,USD,_Z,B,1990-06,58.144578313253
M,IN,B,USD,_Z,B,1990-07,55.218443804035
M,IN,B,USD,_Z,B,1990-08,56.230593607306
M,IN,B,USD,_Z,B,1990-09,55.331666666667
M,IN,B,USD,_Z,B,1990-10,60.064427312775
M,IN,B,USD,_Z,B,1990-11,58.46395156852
M,IN,B,USD,_Z,B,1990-12,59.237175951462
M,IN,B,USD,_Z,B,1991-01,60.560988715744
M,IN,B,USD,_Z,B,1991-02,59.381427072403
M,IN,B,USD,_Z,B,1991-03,61.545639979602
M,IN,B,USD,_Z,B,1991-04,60.108027750248
M,IN,B,USD,_Z,B,1991-05,57.207754906654
M,IN,B,USD,_Z,B,1991-06,58.650260293422
M,IN,B,USD,_Z,B,1991-07,46.725155279503
M,IN,B,USD,_Z,B,1991-08,47.989155693261
M,IN,B,USD,_Z,B,1991-09,48.04384943733
M,IN,B,USD,_Z,B,1991-10,49.309984520124
M,IN,B,USD,_Z,B,1991-11,49.544573643411
M,IN,B,USD,_Z,B,1991-12,49.490295031056
M,IN,B,USD,_Z,B,1992-01,52.335645472062
M,IN,B,USD,_Z,B,1992-02,51.974427480916
M,IN,B,USD,_Z,B,1992-03,47.739518900344
M,IN,B,USD,_Z,B,1992-04,49.238327526132
M,IN,B,USD,_Z,B,1992-05,48.698434782609
M,IN,B,USD,_Z,B,1992-06,48.094425087108
M,IN,B,USD,_Z,B,1992-07,49.522120786517
M,IN,B,USD,_Z,B,1992-08,47.63499825358
M,IN,B,USD,_Z,B,1992-09,48.691362359551
M,IN,B,USD,_Z,B,1992-10,48.645365168539
M,IN,B,USD,_Z,B,1992-11,48.30833917309
M,IN,B,USD,_Z,B,1992-12,46.445172413793
M,IN,B,USD,_Z,B,1993-01,49.994178082192
M,IN,B,USD,_Z,B,1993-02,49.253386190948
M,IN,B,USD,_Z,B,1993-03,46.235555555556
M,IN,B,USD,_Z,B,1993-04,50.598420221169
M,IN,B,USD,_Z,B,1993-05,49.694006309148
M,IN,B,USD,_Z,B,1993-06,48.488607594937
M,IN,B,USD,_Z,B,1993-07,50.305696202532
M,IN,B,USD,_Z,B,1993-08,50.314890926336
M,IN,B,USD,_Z,B,1993-09,50.736124326039
M,IN,B,USD,_Z,B,1993-10,50.544702513522
M,IN,B,USD,_Z,B,1993-11,51.660305343511
M,IN,B,USD,_Z,B,1993-12,52.491730279898
M,IN,B,USD,_Z,B,1994-01,53.787213740458
M,IN,B,USD,_Z,B,1994-02,55.409308256296
M,IN,B,USD,_Z,B,1994-03,57.662097545426
M,IN,B,USD,_Z,B,1994-04,56.753905004782
M,IN,B,USD,_Z,B,1994-05,57.592796238744
M,IN,B,USD,_Z,B,1994-06,58.785463818935
M,IN,B,USD,_Z,B,1994-07,57.014901585784
M,IN,B,USD,_Z,B,1994-08,57.017451589768
M,IN,B,USD,_Z,B,1994-09,56.021040886268
M,IN,B,USD,_Z,B,1994-10,58.465264499681
M,IN,B,USD,_Z,B,1994-11,59.874840764331
M,IN,B,USD,_Z,B,1994-12,60.479081998566
M,IN,B,USD,_Z,B,1995-01,62.702254800414
M,IN,B,USD,_Z,B,1995-02,63.245186953063
M,IN,B,USD,_Z,B,1995-03,65.370664969774
M,IN,B,USD,_Z,B,1995-04,66.60826709062
M,IN,B,USD,_Z,B,1995-05,66.937957365574
M,IN,B,USD,_Z,B,1995-06,69.45558739255
M,IN,B,USD,_Z,B,1995-07,67.423162583519
M,IN,B,USD,_Z,B,1995-08,65.411044869783
M,IN,B,USD,_Z,B,1995-09,59.754566882734
M,IN,B,USD,_Z,B,1995-10,61.521282798834
M,IN,B,USD,_Z,B,1995-11,60.03351475222
M,IN,B,USD,_Z,B,1995-12,61.832859579306
M,IN,B,USD,_Z,B,1996-01,60.433077345036
M,IN,B,USD,_Z,B,1996-02,64.783931133429
M,IN,B,USD,_Z,B,1996-03,63.344395924309
M,IN,B,USD,_Z,B,1996-04,66.018
M,IN,B,USD,_Z,B,1996-05,65.837354527391
M,IN,B,USD,_Z,B,1996-06,66.195879198419
M,IN,B,USD,_Z,B,1996-07,64.007843137255
M,IN,B,USD,_Z,B,1996-08,61.648256624826
M,IN,B,USD,_Z,B,1996-09,61.74309623431
M,IN,B,USD,_Z,B,1996-10,63.021448467967
M,IN,B,USD,_Z,B,1996-11,63.504350015386
M,IN,B,USD,_Z,B,1996-12,63.376634214186
M,IN,B,USD,_Z,B,1997-01,61.926183844011
M,IN,B,USD,_Z,B,1997-02,61.636591478697
M,IN,B,USD,_Z,B,1997-03,64.386566332219
M,IN,B,USD,_Z,B,1997-04,66.809949692566
M,IN,B,USD,_Z,B,1997-05,68.050837988827
M,IN,B,USD,_Z,B,1997-06,67.904881450488
M,IN,B,USD,_Z,B,1997-07,68.734042553191
M,IN,B,USD,_Z,B,1997-08,64.948190789474
M,IN,B,USD,_Z,B,1997-09,65.555954683614
M,IN,B,USD,_Z,B,1997-10,67.121736740863
M,IN,B,USD,_Z,B,1997-11,63.617647058824
M,IN,B,USD,_Z,B,1997-12,63.796692111959
M,IN,B,USD,_Z,B,1998-01,66.664175257732
M,IN,B,USD,_Z,B,1998-02,65.543472750317
