FREQ,REF_AREA,COMP_METHOD,UNIT_MEASURE,CURRENCY,TRANSFORMATION,TIME_PERIOD,OBS_VALUE
M,IN,B,USD,_Z,B,1998-03,66.354161396408
M,IN,B,USD,_Z,B,1998-04,66.939104177151
M,IN,B,USD,_Z,B,1998-05,67.582035928144
M,IN,B,USD,_Z,B,1998-06,67.555294117647
M,IN,B,USD,_Z,B,1998-07,66.810563380282
M,IN,B,USD,_Z,B,1998-08,64.93223915592
M,IN,B,USD,_Z,B,1998-09,66.095338983051
M,IN,B,USD,_Z,B,1998-10,69.578563015312
M,IN,B,USD,_Z,B,1998-11,69.529894490035
M,IN,B,USD,_Z,B,1998-12,71.49012229539
M,IN,B,USD,_Z,B,1999-01,71.763281617301
M,IN,B,USD,_Z,B,1999-02,72.178846602848
M,IN,B,USD,_Z,B,1999-03,72.128
M,IN,B,USD,_Z,B,1999-04,76.16106442577
M,IN,B,USD,_Z,B,1999-05,76.476256659717
M,IN,B,USD,_Z,B,1999-06,76.468124280783
M,IN,B,USD,_Z,B,1999-07,74.863981588032
M,IN,B,USD,_Z,B,1999-08,73.073478760046
M,IN,B,USD,_Z,B,1999-09,73.410874053682
M,IN,B,USD,_Z,B,1999-10,76.679384049644
M,IN,B,USD,_Z,B,1999-11,75.941582336707
M,IN,B,USD,_Z,B,1999-12,76.296483566996
M,IN,B,USD,_Z,B,2000-01,75.662165712916
M,IN,B,USD,_Z,B,2000-02,77.305347924754
M,IN,B,USD,_Z,B,2000-03,81.000972019003
M,IN,B,USD,_Z,B,2000-04,79.232224710856
M,IN,B,USD,_Z,B,2000-05,79.477231668818
M,IN,B,USD,_Z,B,2000-06,81.106448855956
M,IN,B,USD,_Z,B,2000-07,77.930876743395
M,IN,B,USD,_Z,B,2000-08,75.633987147245
M,IN,B,USD,_Z,B,2000-09,77.138259265889
M,IN,B,USD,_Z,B,2000-10,76.680441433904
M,IN,B,USD,_Z,B,2000-11,77.21033236685
M,IN,B,USD,_Z,B,2000-12,78.522466542956
M,IN,B,USD,_Z,B,2001-01,80.34205036038
M,IN,B,USD,_Z,B,2001-02,80.934877945199
M,IN,B,USD,_Z,B,2001-03,82.556596351718
M,IN,B,USD,_Z,B,2001-04,84.731237143137
M,IN,B,USD,_Z,B,2001-05,84.29349270676
M,IN,B,USD,_Z,B,2001-06,85.612032178679
M,IN,B,USD,_Z,B,2001-07,84.904147694278
M,IN,B,USD,_Z,B,2001-08,81.213510016081
M,IN,B,USD,_Z,B,2001-09,83.15246933586
M,IN,B,USD,_Z,B,2001-10,83.396272336746
M,IN,B,USD,_Z,B,2001-11,85.438893166927
M,IN,B,USD,_Z,B,2001-12,84.977063076214
M,IN,B,USD,_Z,B,2002-01,85.569228658573
M,IN,B,USD,_Z,B,2002-02,86.710173577612
M,IN,B,USD,_Z,B,2002-03,89.682661965044
M,IN,B,USD,_Z,B,2002-04,91.472149425401
M,IN,B,USD,_Z,B,2002-05,92.596785675245
M,IN,B,USD,_Z,B,2002-06,92.219072307198
M,IN,B,USD,_Z,B,2002-07,95.389904631478
M,IN,B,USD,_Z,B,2002-08,89.564628674022
M,IN,B,USD,_Z,B,2002-09,92.622080630008
M,IN,B,USD,_Z,B,2002-10,93.092082597291
M,IN,B,USD,_Z,B,2002-11,94.380599810613
M,IN,B,USD,_Z,B,2002-12,96.4979992377
M,IN,B,USD,_Z,B,2003-01,99.456700188569
M,IN,B,USD,_Z,B,2003-02,101.37306059984
M,IN,B,USD,_Z,B,2003-03,104.17805314108
M,IN,B,USD,_Z,B,2003-04,104.99793855893
M,IN,B,USD,_Z,B,2003-05,111.04624880334
M,IN,B,USD,_Z,B,2003-06,110.90881468474
M,IN,B,USD,_Z,B,2003-07,109.67994392971
M,IN,B,USD,_Z,B,2003-08,104.19575388744
M,IN,B,USD,_Z,B,2003-09,106.10208541483
M,IN,B,USD,_Z,B,2003-10,111.02988528142
M,IN,B,USD,_Z,B,2003-11,113.00729280771
M,IN,B,USD,_Z,B,2003-12,114.4910439924
M,IN,B,USD,_Z,B,2004-01,117.07609995066
M,IN,B,USD,_Z,B,2004-02,119.31513538361
M,IN,B,USD,_Z,B,2004-03,124.14349145439
M,IN,B,USD,_Z,B,2004-04,128.92050327369
M,IN,B,USD,_Z,B,2004-05,129.84056752393
M,IN,B,USD,_Z,B,2004-06,132.01375410282
M,IN,B,USD,_Z,B,2004-07,131.52597360323
M,IN,B,USD,_Z,B,2004-08,131.04060049945
M,IN,B,USD,_Z,B,2004-09,136.6676230006
M,IN,B,USD,_Z,B,2004-10,139.87023899902
M,IN,B,USD,_Z,B,2004-11,147.47312371059
M,IN,B,USD,_Z,B,2004-12,151.7215616485
M,IN,B,USD,_Z,B,2005-01,147.94196664082
M,IN,B,USD,_Z,B,2005-02,151.10170554426
M,IN,B,USD,_Z,B,2005-03,159.10615160929
M,IN,B,USD,_Z,B,2005-04,160.26851850339
M,IN,B,USD,_Z,B,2005-05,154.91848779966
M,IN,B,USD,_Z,B,2005-06,157.26699018598
M,IN,B,USD,_Z,B,2005-07,156.86971768825
M,IN,B,USD,_Z,B,2005-08,155.90819729012
M,IN,B,USD,_Z,B,2005-09,156.47314808179
M,IN,B,USD,_Z,B,2005-10,156.79009050108
M,IN,B,USD,_Z,B,2005-11,158.5393901311
M,IN,B,USD,_Z,B,2005-12,162.47178658351
M,IN,B,USD,_Z,B,2006-01,163.45322061533
M,IN,B,USD,_Z,B,2006-02,163.60779804328
M,IN,B,USD,_Z,B,2006-03,170.58789005483
M,IN,B,USD,_Z,B,2006-04,172.958489255
M,IN,B,USD,_Z,B,2006-05,171.15014636329
M,IN,B,USD,_Z,B,2006-06,176.00138186392
M,IN,B,USD,_Z,B,2006-07,175.11653546353
M,IN,B,USD,_Z,B,2006-08,178.66731870523
M,IN,B,USD,_Z,B,2006-09,182.90807331491
M,IN,B,USD,_Z,B,2006-10,182.94024438699
M,IN,B,USD,_Z,B,2006-11,187.23867516965
M,IN,B,USD,_Z,B,2006-12,203.75789523048
M,IN,B,USD,_Z,B,2007-01,200.80286867071
M,IN,B,USD,_Z,B,2007-02,209.07839419077
M,IN,B,USD,_Z,B,2007-03,226.30293435295
M,IN,B,USD,_Z,B,2007-04,230.65569365912
M,IN,B,USD,_Z,B,2007-05,232.0275036472
M,IN,B,USD,_Z,B,2007-06,242.21480330771
M,IN,B,USD,_Z,B,2007-07,254.73875419218
M,IN,B,USD,_Z,B,2007-08,244.22874198386
M,IN,B,USD,_Z,B,2007-09,266.18679843648
M,IN,B,USD,_Z,B,2007-10,281.05676286847
M,IN,B,USD,_Z,B,2007-11,291.58678143634
M,IN,B,USD,_Z,B,2007-12,304.13028077263
M,IN,B,USD,_Z,B,2008-01,304.80551467504
M,IN,B,USD,_Z,B,2008-02,315.64877441586
M,IN,B,USD,_Z,B,2008-03,333.11720934793
M,IN,B,USD,_Z,B,2008-04,319.38202345699
M,IN,B,USD,_Z,B,2008-05,335.24412211001
M,IN,B,USD,_Z,B,2008-06,338.19234512009
M,IN,B,USD,_Z,B,2008-07,340.78337825933
M,IN,B,USD,_Z,B,2008-08,320.01630311697
M,IN,B,USD,_Z,B,2008-09,324.81203738751
M,IN,B,USD,_Z,B,2008-10,291.48456070893
M,IN,B,USD,_Z,B,2008-11,274.15582733788
M,IN,B,USD,_Z,B,2008-12,274.94025370846
M,IN,B,USD,_Z,B,2009-01,267.54511544782
M,IN,B,USD,_Z,B,2009-02,264.90445784168
M,IN,B,USD,_Z,B,2009-03,282.31139456435
M,IN,B,USD,_Z,B,2009-04,284.29820062868
M,IN,B,USD,_Z,B,2009-05,290.95690115835
M,IN,B,USD,_Z,B,2009-06,288.29880529204
M,IN,B,USD,_Z,B,2009-07,290.52122946045
M,IN,B,USD,_Z,B,2009-08,288.81873566154
M,IN,B,USD,_Z,B,2009-09,299.22249919177
M,IN,B,USD,_Z,B,2009-10,305.60346189178
M,IN,B,USD,_Z,B,2009-11,308.45551181442
M,IN,B,USD,_Z,B,2009-12,319.95610295777
M,IN,B,USD,_Z,B,2010-01,302.73939553474
M,IN,B,USD,_Z,B,2010-02,312.42449919849
M,IN,B,USD,_Z,B,2010-03,317.58888546708
M,IN,B,USD,_Z,B,2010-04,330.35762491421
M,IN,B,USD,_Z,B,2010-05,321.59395873084
M,IN,B,USD,_Z,B,2010-06,333.41409504351
M,IN,B,USD,_Z,B,2010-07,329.88318700702
M,IN,B,USD,_Z,B,2010-08,322.34631611632
M,IN,B,USD,_Z,B,2010-09,342.52676453776
M,IN,B,USD,_Z,B,2010-10,365.99913857752
M,IN,B,USD,_Z,B,2010-11,354.48487679217
M,IN,B,USD,_Z,B,2010-12,373.81468374189
M,IN,B,USD,_Z,B,2011-01,366.56579861357
M,IN,B,USD,_Z,B,2011-02,369.34549055446
M,IN,B,USD,_Z,B,2011-03,372.30638630952
M,IN,B,USD,_Z,B,2011-04,395.25071656082
M,IN,B,USD,_Z,B,2011-05,392.52329769675
M,IN,B,USD,_Z,B,2011-06,393.58378319775
M,IN,B,USD,_Z,B,2011-07,399.5691725057
M,IN,B,USD,_Z,B,2011-08,393.84574563086
M,IN,B,USD,_Z,B,2011-09,390.30019019667
M,IN,B,USD,_Z,B,2011-10,396.91145060551
M,IN,B,USD,_Z,B,2011-11,378.94501559463
M,IN,B,USD,_Z,B,2011-12,378.37946240435
M,IN,B,USD,_Z,B,2012-01,398.96339737706
M,IN,B,USD,_Z,B,2012-02,392.13482563095
M,IN,B,USD,_Z,B,2012-03,408.3616309026
M,IN,B,USD,_Z,B,2012-04,396.1044693788
M,IN,B,USD,_Z,B,2012-05,381.5409326269
M,IN,B,USD,_Z,B,2012-06,392.35086757166
M,IN,B,USD,_Z,B,2012-07,386.06782704203
M,IN,B,USD,_Z,B,2012-08,388.58037627841
M,IN,B,USD,_Z,B,2012-09,397.80995143494
M,IN,B,USD,_Z,B,2012-10,397.23979027455
M,IN,B,USD,_Z,B,2012-11,395.55816180373
M,IN,B,USD,_Z,B,2012-12,410.82217112032
M,IN,B,USD,_Z,B,2013-01,417.42774253918
M,IN,B,USD,_Z,B,2013-02,414.83931945853
M,IN,B,USD,_Z,B,2013-03,429.05916621975
M,IN,B,USD,_Z,B,2013-04,420.89551988939
M,IN,B,USD,_Z,B,2013-05,401.48526545553
M,IN,B,USD,_Z,B,2013-06,399.28289806121
M,IN,B,USD,_Z,B,2013-07,388.2035265365
M,IN,B,USD,_Z,B,2013-08,378.86718512476
M,IN,B,USD,_Z,B,2013-09,388.7389527137
M,IN,B,USD,_Z,B,2013-10,401.05415061272
M,IN,B,USD,_Z,B,2013-11,401.9947850075
M,IN,B,USD,_Z,B,2013-12,412.74550366003
M,IN,B,USD,_Z,B,2014-01,404.06069872683
M,IN,B,USD,_Z,B,2014-02,410.96822692314
M,IN,B,USD,_Z,B,2014-03,436.19879281701
M,IN,B,USD,_Z,B,2014-04,428.3598937583
M,IN,B,USD,_Z,B,2014-05,431.06733226033
M,IN,B,USD,_Z,B,2014-06,429.00455355282
M,IN,B,USD,_Z,B,2014-07,431.64643360649
M,IN,B,USD,_Z,B,2014-08,424.41333601092
M,IN,B,USD,_Z,B,2014-09,412.96887923131
M,IN,B,USD,_Z,B,2014-10,421.01831404521
M,IN,B,USD,_Z,B,2014-11,416.1930958894
M,IN,B,USD,_Z,B,2014-12,418.90541032771
M,IN,B,USD,_Z,B,2015-01,425.35789339024
M,IN,B,USD,_Z,B,2015-02,438.72821582912
M,IN,B,USD,_Z,B,2015-03,451.33286836778
M,IN,B,USD,_Z,B,2015-04,445.2392120352
M,IN,B,USD,_Z,B,2015-05,450.63389491497
M,IN,B,USD,_Z,B,2015-06,450.87815997894
M,IN,B,USD,_Z,B,2015-07,444.25625473728
M,IN,B,USD,_Z,B,2015-08,433.34818932007
M,IN,B,USD,_Z,B,2015-09,444.00702356842
M,IN,B,USD,_Z,B,2015-10,444.95336788643
M,IN,B,USD,_Z,B,2015-11,447.171718902
M,IN,B,USD,_Z,B,2015-12,464.58163243249
M,IN,B,USD,_Z,B,2016-01,454.71670103559
M,IN,B,USD,_Z,B,2016-02,460.34081954052
M,IN,B,USD,_Z,B,2016-03,492.38014252102
M,IN,B,USD,_Z,B,2016-04,478.21589916102
M,IN,B,USD,_Z,B,2016-05,477.16815577402
M,IN,B,USD,_Z,B,2016-06,481.78695750078
M,IN,B,USD,_Z,B,2016-07,477.00932140638
M,IN,B,USD,_Z,B,2016-08,478.10076490413
M,IN,B,USD,_Z,B,2016-09,491.47586885396
M,IN,B,USD,_Z,B,2016-10,490.87420269029
M,IN,B,USD,_Z,B,2016-11,477.37266879601
M,IN,B,USD,_Z,B,2016-12,479.34734920872
M,IN,B,USD,_Z,B,2017-01,481.15352846078
M,IN,B,USD,_Z,B,2017-02,482.54617273415
M,IN,B,USD,_Z,B,2017-03,491.48019893041
M,IN,B,USD,_Z,B,2017-04,495.03644546692
M,IN,B,USD,_Z,B,2017-05,504.25856296614
M,IN,B,USD,_Z,B,2017-06,511.31027469038
M,IN,B,USD,_Z,B,2017-07,509.19987157303
M,IN,B,USD,_Z,B,2017-08,511.04593692503
M,IN,B,USD,_Z,B,2017-09,514.18837813434
M,IN,B,USD,_Z,B,2017-10,511.46844777055
M,IN,B,USD,_Z,B,2017-11,515.45255400608
M,IN,B,USD,_Z,B,2017-12,529.10021681819
M,IN,B,USD,_Z,B,2018-01,533.79817860349
M,IN,B,USD,_Z,B,2018-02,530.46339384911
M,IN,B,USD,_Z,B,2018-03,568.36520035627
M,IN,B,USD,_Z,B,2018-04,528.52918948635
M,IN,B,USD,_Z,B,2018-05,524.47037610766
M,IN,B,USD,_Z,B,2018-06,520.85258975782
M,IN,B,USD,_Z,B,2018-07,513.04605035446
M,IN,B,USD,_Z,B,2018-08,506.42558821533
M,IN,B,USD,_Z,B,2018-09,517.31046958823
M,IN,B,USD,_Z,B,2018-10,501.58108394325
M,IN,B,USD,_Z,B,2018-11,525.09486301554
M,IN,B,USD,_Z,B,2018-12,540.01512185032
M,IN,B,USD,_Z,B,2019-01,534.07991598287
M,IN,B,USD,_Z,B,2019-02,549.54157191496
M,IN,B,USD,_Z,B,2019-03,579.3172727048
M,IN,B,USD,_Z,B,2019-04,576.22752575582
M,IN,B,USD,_Z,B,2019-05,573.16019794822
M,IN,B,USD,_Z,B,2019-06,585.49219261185
M,IN,B,USD,_Z,B,2019-07,587.85637031035
M,IN,B,USD,_Z,B,2019-08,572.96012937835
M,IN,B,USD,_Z,B,2019-09,579.68841046397
M,IN,B,USD,_Z,B,2019-10,585.849741997
M,IN,B,USD,_Z,B,2019-11,594.93780011564
M,IN,B,USD,_Z,B,2019-12,602.73554421233
M,IN,B,USD,_Z,B,2020-01,621.91838421778
M,IN,B,USD,_Z,B,2020-02,627.43249543088
M,IN,B,USD,_Z,B,2020-03,654.29848004093
M,IN,B,USD,_Z,B,2020-04,690.51168193019
M,IN,B,USD,_Z,B,2020-05,692.46316999951
M,IN,B,USD,_Z,B,2020-06,706.19181047194
M,IN,B,USD,_Z,B,2020-07,731.44902875086
M,IN,B,USD,_Z,B,2020-08,743.62563424233
M,IN,B,USD,_Z,B,2020-09,725.99965467105
M,IN,B,USD,_Z,B,2020-10,745.61413462551
M,IN,B,USD,_Z,B,2020-11,763.19294659716
M,IN,B,USD,_Z,B,2020-12,778.53463425281
M,IN,B,USD,_Z,B,2021-01,786.79958042201
M,IN,B,USD,_Z,B,2021-02,779.07417050811
M,IN,B,USD,_Z,B,2021-03,776.09722132271
M,IN,B,USD,_Z,B,2021-04,790.48965751794
M,IN,B,USD,_Z,B,2021-05,806.82569974467
M,IN,B,USD,_Z,B,2021-06,822.97938059258
M,IN,B,USD,_Z,B,2021-07,842.3621955684
M,IN,B,USD,_Z,B,2021-08,855.75854754949
M,IN,B,USD,_Z,B,2021-09,849.16890489542
M,IN,B,USD,_Z,B,2021-10,855.02133273761
M,IN,B,USD,_Z,B,2021-11,843.61120459234
M,IN,B,USD,_Z,B,2021-12,842.33107617533
M,IN,B,USD,_Z,B,2022-01,834.23388849551
M,IN,B,USD,_Z,B,2022-02,834.13517293935
M,IN,B,USD,_Z,B,2022-03,826.16646098093
M,IN,B,USD,_Z,B,2022-04,793.98623709019
M,IN,B,USD,_Z,B,2022-05,792.2448234101
M,IN,B,USD,_Z,B,2022-06,776.92174141287
M,IN,B,USD,_Z,B,2022-07,760.94287811258
M,IN,B,USD,_Z,B,2022-08,749.7477576009
M,IN,B,USD,_Z,B,2022-09,722.0088619476
M,IN,B,USD,_Z,B,2022-10,707.32517373061
M,IN,B,USD,_Z,B,2022-11,733.45266955284
M,IN,B,USD,_Z,B,2022-12,743.80092807543
M,IN,B,USD,_Z,B,2023-01,755.37332002092
M,IN,B,USD,_Z,B,2023-02,742.22900813185
M,IN,B,USD,_Z,B,2023-03,771.80768703064
M,IN,B,USD,_Z,B,2023-04,763.06666954424
M,IN,B,USD,_Z,B,2023-05,757.91120044704
M,IN,B,USD,_Z,B,2023-06,765.22894138717
M,IN,B,USD,_Z,B,2023-07,777.71119705885
M,IN,B,USD,_Z,B,2023-08,774.27265165987
M,IN,B,USD,_Z,B,2023-09,774.4104307458
M,IN,B,USD,_Z,B,2023-10,774.2463364693
M,IN,B,USD,_Z,B,2023-11,788.81864380921
M,IN,B,USD,_Z,B,2023-12,816.81340023558
M,IN,B,USD,_Z,B,2024-01,825.22284206632
M,IN,B,USD,_Z,B,2024-02,819.33626867773
M,IN,B,USD,_Z,B,2024-03,847.90892999171
M,IN,B,USD,_Z,B,2024-04,826.77073518943
M,IN,B,USD,_Z,B,2024-05,825.24002177749
M,IN,B,USD,_Z,B,2024-06,826.89721339673
M,IN,B,USD,_Z,B,2024-07,827.83390415562
M,IN,B,USD,_Z,B,2024-08,844.34730350087
M,IN,B,USD,_Z,B,2024-09,872.19671705971
M,IN,B,USD,_Z,B,2024-10,850.71114553707
M,IN,B,USD,_Z,B,2024-11,812.02754443139
M,IN,B,USD,_Z,B,2024-12,813.37294961564
M,IN,B,USD,_Z,B,2025-01,813.7227765289
M,IN,B,USD,_Z,B,2025-02,827.85972187246
M,IN,B,USD,_Z,B,2025-03,882.99177884186
M,IN,B,USD,_Z,B,2025-04,896.14522422902
M,IN,B,USD,_Z,B,2025-05,904.06638121973
M,IN,B,USD,_Z,B,2025-06,905.63507527767
M,IN,B,USD,_Z,B,2025-07,893.04904434374
M,IN,B,USD,_Z,B,2025-08,896.04034202001
M,IN,B,USD,_Z,B,2025-09,911.41482356376
M,IN,B,USD,_Z,B,2025-10,890.16709031446
M,IN,B,USD,_Z,B,2025-11,884.54182119777
M,IN,B,USD,_Z,B,2025-12,921.73061827233
Q,IN,B,USD,_Z,B,1957-Q1,3.9208333346313
Q,IN,B,USD,_Z,B,1957-Q2,4.174838307246
Q,IN,B,USD,_Z,B,1957-Q3,4.0058418540291
Q,IN,B,USD,_Z,B,1957-Q4,4.0293501061609
Q,IN,B,USD,_Z,B,1958-Q1,4.2815064184259
Q,IN,B,USD,_Z,B,1958-Q2,4.3141361270873
Q,IN,B,USD,_Z,B,1958-Q3,4.1383647812496
Q,IN,B,USD,_Z,B,1958-Q4,4.2322175746264
Q,IN,B,USD,_Z,B,1959-Q1,4.5320715051895
Q,IN,B,USD,_Z,B,1959-Q2,4.6616225320267
Q,IN,B,USD,_Z,B,1959-Q3,4.4244453761027
Q,IN,B,USD,_Z,B,1959-Q4,4.536901527744
Q,IN,B,USD,_Z,B,1960-Q1,4.8741610754458
Q,IN,B,USD,_Z,B,1960-Q2,4.9664570247114
Q,IN,B,USD,_Z,B,1960-Q3,4.7701028779252
Q,IN,B,USD,_Z,B,1960-Q4,4.8711502216056
Q,IN,B,USD,_Z,B,1961-Q1,5.1808488413593
Q,IN,B,USD,_Z,B,1961-Q2,5.1041666683564
Q,IN,B,USD,_Z,B,1961-Q3,5.0105086187338
Q,IN,B,USD,_Z,B,1961-Q4,5.2612801696406
Q,IN,B,USD,_Z,B,1962-Q1,5.5485498126918
Q,IN,B,USD,_Z,B,1962-Q2,5.6795302032303
Q,IN,B,USD,_Z,B,1962-Q3,5.364016738182
Q,IN,B,USD,_Z,B,1962-Q4,5.6251308919206
Q,IN,B,USD,_Z,B,1963-Q1,5.9606941270038
Q,IN,B,USD,_Z,B,1963-Q2,6.1004184120666
Q,IN,B,USD,_Z,B,1963-Q3,5.7889237218783
Q,IN,B,USD,_Z,B,1963-Q4,6.0982236174877
Q,IN,B,USD,_Z,B,1964-Q1,6.4723093020423
Q,IN,B,USD,_Z,B,1964-Q2,6.6256517227369
Q,IN,B,USD,_Z,B,1964-Q3,6.1995842016338
Q,IN,B,USD,_Z,B,1964-Q4,6.4984358728512
Q,IN,B,USD,_Z,B,1965-Q1,6.9831003569977
Q,IN,B,USD,_Z,B,1965-Q2,7.1157455706573
Q,IN,B,USD,_Z,B,1965-Q3,6.841004186371
Q,IN,B,USD,_Z,B,1965-Q4,7.1937172798761
Q,IN,B,USD,_Z,B,1966-Q1,7.5469728626268
Q,IN,B,USD,_Z,B,1966-Q2,5.1353135326611
Q,IN,B,USD,_Z,B,1966-Q3,4.6937698005619
Q,IN,B,USD,_Z,B,1966-Q4,4.9234424510956
Q,IN,B,USD,_Z,B,1967-Q1,5.3591744953472
Q,IN,B,USD,_Z,B,1967-Q2,5.2428722294241
Q,IN,B,USD,_Z,B,1967-Q3,4.9762407615631
Q,IN,B,USD,_Z,B,1967-Q4,5.33191996956
Q,IN,B,USD,_Z,B,1968-Q1,5.5539397158525
Q,IN,B,USD,_Z,B,1968-Q2,5.6678037274952
Q,IN,B,USD,_Z,B,1968-Q3,5.5160142362793
Q,IN,B,USD,_Z,B,1968-Q4,5.5663345583083
Q,IN,B,USD,_Z,B,1969-Q1,6.173442451414
Q,IN,B,USD,_Z,B,1969-Q2,6.3173850022668
Q,IN,B,USD,_Z,B,1969-Q3,5.8015768740103
Q,IN,B,USD,_Z,B,1969-Q4,6.3500463040402
Q,IN,B,USD,_Z,B,1970-Q1,6.6135881120925
Q,IN,B,USD,_Z,B,1970-Q2,6.7490745654433
Q,IN,B,USD,_Z,B,1970-Q3,6.3598050852476
Q,IN,B,USD,_Z,B,1970-Q4,6.8426610365897
Q,IN,B,USD,_Z,B,1971-Q1,7.2820581196994
Q,IN,B,USD,_Z,B,1971-Q2,7.6006398313246
Q,IN,B,USD,_Z,B,1971-Q3,7.162323060432
Q,IN,B,USD,_Z,B,1971-Q4,8.1137518911059
Q,IN,B,USD,_Z,B,1972-Q1,8.7168567133537
Q,IN,B,USD,_Z,B,1972-Q2,8.2989956240287
Q,IN,B,USD,_Z,B,1972-Q3,7.6346006653453
Q,IN,B,USD,_Z,B,1972-Q4,7.8143564375695
Q,IN,B,USD,_Z,B,1973-Q1,9.1708609271523
Q,IN,B,USD,_Z,B,1973-Q2,10.443835616438
Q,IN,B,USD,_Z,B,1973-Q3,9.7135483870968
Q,IN,B,USD,_Z,B,1973-Q4,9.5073529411765
Q,IN,B,USD,_Z,B,1974-Q1,10.918053777209
Q,IN,B,USD,_Z,B,1974-Q2,11.574332909784
Q,IN,B,USD,_Z,B,1974-Q3,10.501240694789
Q,IN,B,USD,_Z,B,1974-Q4,10.852398523985
Q,IN,B,USD,_Z,B,1975-Q1,12.526451612903
Q,IN,B,USD,_Z,B,1975-Q2,11.865476190476
Q,IN,B,USD,_Z,B,1975-Q3,11.021252796421
Q,IN,B,USD,_Z,B,1975-Q4,11.531772575251
Q,IN,B,USD,_Z,B,1976-Q1,12.957636566332
Q,IN,B,USD,_Z,B,1976-Q2,13.180910099889
Q,IN,B,USD,_Z,B,1976-Q3,13.440677966102
Q,IN,B,USD,_Z,B,1976-Q4,13.6640537514
Q,IN,B,USD,_Z,B,1977-Q1,15.481859410431
Q,IN,B,USD,_Z,B,1977-Q2,16.400900900901
Q,IN,B,USD,_Z,B,1977-Q3,15.679266895762
Q,IN,B,USD,_Z,B,1977-Q4,17.342648845687
Q,IN,B,USD,_Z,B,1978-Q1,21.40456182473
Q,IN,B,USD,_Z,B,1978-Q2,19.870348139256
Q,IN,B,USD,_Z,B,1978-Q3,20.794228356336
Q,IN,B,USD,_Z,B,1978-Q4,19.982989064399
Q,IN,B,USD,_Z,B,1979-Q1,22.56862745098
Q,IN,B,USD,_Z,B,1979-Q2,26.090570719603
Q,IN,B,USD,_Z,B,1979-Q3,23.747211895911
Q,IN,B,USD,_Z,B,1979-Q4,24.40625
Q,IN,B,USD,_Z,B,1980-Q1,26.613138686131
Q,IN,B,USD,_Z,B,1980-Q2,29.673076923077
Q,IN,B,USD,_Z,B,1980-Q3,29.416774193548
Q,IN,B,USD,_Z,B,1980-Q4,28.965994962217
Q,IN,B,USD,_Z,B,1981-Q1,30.692865779927
Q,IN,B,USD,_Z,B,1981-Q2,30.149651972158
Q,IN,B,USD,_Z,B,1981-Q3,28.404605263158
Q,IN,B,USD,_Z,B,1981-Q4,29.044906900329
Q,IN,B,USD,_Z,B,1982-Q1,30.376470588235
Q,IN,B,USD,_Z,B,1982-Q2,34.323189926548
Q,IN,B,USD,_Z,B,1982-Q3,31.418125643666
Q,IN,B,USD,_Z,B,1982-Q4,33.18711018711
Q,IN,B,USD,_Z,B,1983-Q1,36.834331337325
Q,IN,B,USD,_Z,B,1983-Q2,36.253716551041
Q,IN,B,USD,_Z,B,1983-Q3,34.949019607843
Q,IN,B,USD,_Z,B,1983-Q4,37.32888465205
Q,IN,B,USD,_Z,B,1984-Q1,38.538104089219
Q,IN,B,USD,_Z,B,1984-Q2,42.186274509804
Q,IN,B,USD,_Z,B,1984-Q3,38.009228187919
Q,IN,B,USD,_Z,B,1984-Q4,38.004038772213
Q,IN,B,USD,_Z,B,1985-Q1,41.911475409836
Q,IN,B,USD,_Z,B,1985-Q2,41.958064516129
Q,IN,B,USD,_Z,B,1985-Q3,41.008354218881
Q,IN,B,USD,_Z,B,1985-Q4,43.704376548307
Q,IN,B,USD,_Z,B,1986-Q1,44.110479285134
Q,IN,B,USD,_Z,B,1986-Q2,47.238325281804
Q,IN,B,USD,_Z,B,1986-Q3,42.75646045419
Q,IN,B,USD,_Z,B,1986-Q4,46.006097560976
Q,IN,B,USD,_Z,B,1987-Q1,48.255023183926
Q,IN,B,USD,_Z,B,1987-Q2,51.830876648565
Q,IN,B,USD,_Z,B,1987-Q3,49.215102974828
Q,IN,B,USD,_Z,B,1987-Q4,53.476078431373
Q,IN,B,USD,_Z,B,1988-Q1,54.587191358025
Q,IN,B,USD,_Z,B,1988-Q2,53.184790334044
Q,IN,B,USD,_Z,B,1988-Q3,50.336082474227
Q,IN,B,USD,_Z,B,1988-Q4,51.641094062708
Q,IN,B,USD,_Z,B,1989-Q1,52.65195137556
Q,IN,B,USD,_Z,B,1989-Q2,51.376591873863
Q,IN,B,USD,_Z,B,1989-Q3,51.211503894548
Q,IN,B,USD,_Z,B,1989-Q4,52.488797169811
Q,IN,B,USD,_Z,B,1990-Q1,55.047038327526
Q,IN,B,USD,_Z,B,1990-Q2,58.144578313253
Q,IN,B,USD,_Z,B,1990-Q3,55.331666666667
Q,IN,B,USD,_Z,B,1990-Q4,59.237175951462
Q,IN,B,USD,_Z,B,1991-Q1,61.545639979602
Q,IN,B,USD,_Z,B,1991-Q2,58.650260293422
Q,IN,B,USD,_Z,B,1991-Q3,48.04384943733
Q,IN,B,USD,_Z,B,1991-Q4,49.490295031056
Q,IN,B,USD,_Z,B,1992-Q1,47.739518900344
Q,IN,B,USD,_Z,B,1992-Q2,48.094425087108
Q,IN,B,USD,_Z,B,1992-Q3,48.691362359551
Q,IN,B,USD,_Z,B,1992-Q4,46.445172413793
Q,IN,B,USD,_Z,B,1993-Q1,46.235555555556
Q,IN,B,USD,_Z,B,1993-Q2,48.488607594937
