FREQ,CURR_DENOM,BORROWERS_CTY,BORROWERS_SECTOR,LENDERS_SECTOR,L_POS_TYPE,L_INSTR,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE
Q,JPY,IN,N,A,I,B,JPY,2008-Q4,881004.123
Q,JPY,IN,N,A,I,B,JPY,2009-Q1,854899.759
Q,JPY,IN,N,A,I,B,JPY,2009-Q2,753397.724
Q,JPY,IN,N,A,I,B,JPY,2009-Q3,698523.131
Q,JPY,IN,N,A,I,B,JPY,2009-Q4,691631.451
Q,JPY,IN,N,A,I,B,JPY,2010-Q1,658534.201
Q,JPY,IN,N,A,I,B,JPY,2010-Q2,690683.796
Q,JPY,IN,N,A,I,B,JPY,2010-Q3,685061.947
Q,JPY,IN,N,A,I,B,JPY,2010-Q4,627824.204
Q,JPY,IN,N,A,I,B,JPY,2011-Q1,583890.983
Q,JPY,IN,N,A,I,B,JPY,2011-Q2,562052.275
Q,JPY,IN,N,A,I,B,JPY,2011-Q3,541335.724
Q,JPY,IN,N,A,I,B,JPY,2011-Q4,529097.527
Q,JPY,IN,N,A,I,B,JPY,2012-Q1,597247.943
Q,JPY,IN,N,A,I,B,JPY,2012-Q2,608621.538
Q,JPY,IN,N,A,I,B,JPY,2012-Q3,601214.957
Q,JPY,IN,N,A,I,B,JPY,2012-Q4,509441.798
Q,JPY,IN,N,A,I,B,JPY,2013-Q1,526253.554
Q,JPY,IN,N,A,I,B,JPY,2013-Q2,535769.97
Q,JPY,IN,N,A,I,B,JPY,2013-Q3,543393.24
Q,JPY,IN,N,A,I,B,JPY,2013-Q4,701349.845
Q,JPY,IN,N,A,I,B,JPY,2014-Q1,670330.872
Q,JPY,IN,N,A,I,B,JPY,2014-Q2,608320.996
Q,JPY,IN,N,A,I,B,JPY,2014-Q3,594943.958
Q,JPY,IN,N,A,I,B,JPY,2014-Q4,564706.095
Q,JPY,IN,N,A,I,B,JPY,2015-Q1,636397.215
Q,JPY,IN,N,A,I,B,JPY,2015-Q2,686815.913
Q,JPY,IN,N,A,I,B,JPY,2015-Q3,601201.106
Q,JPY,IN,N,A,I,B,JPY,2015-Q4,621401.985
Q,JPY,IN,N,A,I,B,JPY,2016-Q1,517676.933
Q,JPY,IN,N,A,I,B,JPY,2016-Q2,526091.025
Q,JPY,IN,N,A,I,B,JPY,2016-Q3,535603.176
Q,JPY,IN,N,A,I,B,JPY,2016-Q4,566883.515
Q,JPY,IN,N,A,I,B,JPY,2017-Q1,571258.374
Q,JPY,IN,N,A,I,B,JPY,2017-Q2,631324.177
Q,JPY,IN,N,A,I,B,JPY,2017-Q3,477840.822
Q,JPY,IN,N,A,I,B,JPY,2017-Q4,473411.44
Q,JPY,IN,N,A,I,B,JPY,2018-Q1,418549.937
Q,JPY,IN,N,A,I,B,JPY,2018-Q2,501121.03
Q,JPY,IN,N,A,I,B,JPY,2018-Q3,539383.22
Q,JPY,IN,N,A,I,B,JPY,2018-Q4,484643.706
Q,JPY,IN,N,A,I,B,JPY,2019-Q1,574128.224
Q,JPY,IN,N,A,I,B,JPY,2019-Q2,517379.821
Q,JPY,IN,N,A,I,B,JPY,2019-Q3,542713.39
Q,JPY,IN,N,A,I,B,JPY,2019-Q4,522772.104
Q,JPY,IN,N,A,I,B,JPY,2020-Q1,444481.48
Q,JPY,IN,N,A,I,B,JPY,2020-Q2,590557.794
Q,JPY,IN,N,A,I,B,JPY,2020-Q3,490609.995
Q,JPY,IN,N,A,I,B,JPY,2020-Q4,528890.507
Q,JPY,IN,N,A,I,B,JPY,2021-Q1,519910.424
Q,JPY,IN,N,A,I,B,JPY,2021-Q2,461768.92
Q,JPY,IN,N,A,I,B,JPY,2021-Q3,459027.1
Q,JPY,IN,N,A,I,B,JPY,2021-Q4,447812.589
Q,JPY,IN,N,A,I,B,JPY,2022-Q1,465725.831
Q,JPY,IN,N,A,I,B,JPY,2022-Q2,467857.749
Q,JPY,IN,N,A,I,B,JPY,2022-Q3,442245.862
Q,JPY,IN,N,A,I,B,JPY,2022-Q4,480756.465
Q,JPY,IN,N,A,I,B,JPY,2023-Q1,478945.02
Q,JPY,IN,N,A,I,B,JPY,2023-Q2,521506.386
Q,JPY,IN,N,A,I,B,JPY,2023-Q3,588005.079
Q,JPY,IN,N,A,I,B,JPY,2023-Q4,602348.906
Q,JPY,IN,N,A,I,B,JPY,2024-Q1,709141.172
Q,JPY,IN,N,A,I,B,JPY,2024-Q2,785551.926
Q,JPY,IN,N,A,I,B,JPY,2024-Q3,796291.019
Q,JPY,IN,N,A,I,B,JPY,2024-Q4,826900.322
Q,JPY,IN,N,A,I,B,JPY,2025-Q1,868667.429
Q,JPY,IN,N,A,I,B,JPY,2025-Q2,926701.153
Q,JPY,IN,N,A,I,B,JPY,2025-Q3,954486.668
Q,JPY,IN,N,A,I,B,JPY,2025-Q4,972580.884
Q,JPY,IN,N,A,I,B,771,2000-Q1,-31.63
Q,JPY,IN,N,A,I,B,771,2000-Q2,-35.164
Q,JPY,IN,N,A,I,B,771,2000-Q3,-27.356
Q,JPY,IN,N,A,I,B,771,2000-Q4,-30.793
Q,JPY,IN,N,A,I,B,771,2001-Q1,-22.012
Q,JPY,IN,N,A,I,B,771,2001-Q2,-9.292
Q,JPY,IN,N,A,I,B,771,2001-Q3,9.093
Q,JPY,IN,N,A,I,B,771,2001-Q4,-4.76
Q,JPY,IN,N,A,I,B,771,2002-Q1,14.821
Q,JPY,IN,N,A,I,B,771,2002-Q2,8.121
Q,JPY,IN,N,A,I,B,771,2002-Q3,21.722
Q,JPY,IN,N,A,I,B,771,2002-Q4,15.25
Q,JPY,IN,N,A,I,B,771,2003-Q1,27.78
Q,JPY,IN,N,A,I,B,771,2003-Q2,42.416
Q,JPY,IN,N,A,I,B,771,2003-Q3,27.17
Q,JPY,IN,N,A,I,B,771,2003-Q4,25.029
Q,JPY,IN,N,A,I,B,771,2004-Q1,0.147
Q,JPY,IN,N,A,I,B,771,2004-Q2,-28.25
Q,JPY,IN,N,A,I,B,771,2004-Q3,-35.388
Q,JPY,IN,N,A,I,B,771,2004-Q4,-8.216
Q,JPY,IN,N,A,I,B,771,2005-Q1,7.246
Q,JPY,IN,N,A,I,B,771,2005-Q2,28.911
Q,JPY,IN,N,A,I,B,771,2005-Q3,63.556
Q,JPY,IN,N,A,I,B,771,2005-Q4,48.867
Q,JPY,IN,N,A,I,B,771,2006-Q1,118.818
Q,JPY,IN,N,A,I,B,771,2006-Q2,179.225
Q,JPY,IN,N,A,I,B,771,2006-Q3,147.552
Q,JPY,IN,N,A,I,B,771,2006-Q4,148.754
Q,JPY,IN,N,A,I,B,771,2007-Q1,82.535
Q,JPY,IN,N,A,I,B,771,2007-Q2,45.9
Q,JPY,IN,N,A,I,B,771,2007-Q3,50.517
Q,JPY,IN,N,A,I,B,771,2007-Q4,44.478
Q,JPY,IN,N,A,I,B,771,2008-Q1,46.079
Q,JPY,IN,N,A,I,B,771,2008-Q2,38.705
Q,JPY,IN,N,A,I,B,771,2008-Q3,28.27
Q,JPY,IN,N,A,I,B,771,2008-Q4,23.59
Q,JPY,IN,N,A,I,B,771,2009-Q1,5.823
Q,JPY,IN,N,A,I,B,771,2009-Q2,-6.9
Q,JPY,IN,N,A,I,B,771,2009-Q3,-16.005
Q,JPY,IN,N,A,I,B,771,2009-Q4,-21.496
Q,JPY,IN,N,A,I,B,771,2010-Q1,-22.994
Q,JPY,IN,N,A,I,B,771,2010-Q2,-8.514
Q,JPY,IN,N,A,I,B,771,2010-Q3,-2.129
Q,JPY,IN,N,A,I,B,771,2010-Q4,-7.217
Q,JPY,IN,N,A,I,B,771,2011-Q1,-9.364
Q,JPY,IN,N,A,I,B,771,2011-Q2,-16.671
Q,JPY,IN,N,A,I,B,771,2011-Q3,-19.085
Q,JPY,IN,N,A,I,B,771,2011-Q4,-15.746
Q,JPY,IN,N,A,I,B,771,2012-Q1,-14.866
Q,JPY,IN,N,A,I,B,771,2012-Q2,-14.309
Q,JPY,IN,N,A,I,B,771,2012-Q3,-12.111
Q,JPY,IN,N,A,I,B,771,2012-Q4,-23.829
Q,JPY,IN,N,A,I,B,771,2013-Q1,-16.251
Q,JPY,IN,N,A,I,B,771,2013-Q2,-11.996
Q,JPY,IN,N,A,I,B,771,2013-Q3,-9.729
Q,JPY,IN,N,A,I,B,771,2013-Q4,37.854
Q,JPY,IN,N,A,I,B,771,2014-Q1,27.554
Q,JPY,IN,N,A,I,B,771,2014-Q2,13.698
Q,JPY,IN,N,A,I,B,771,2014-Q3,9.74
Q,JPY,IN,N,A,I,B,771,2014-Q4,-17.822
Q,JPY,IN,N,A,I,B,771,2015-Q1,-3.112
Q,JPY,IN,N,A,I,B,771,2015-Q2,14.006
Q,JPY,IN,N,A,I,B,771,2015-Q3,2.039
Q,JPY,IN,N,A,I,B,771,2015-Q4,8.69
Q,JPY,IN,N,A,I,B,771,2016-Q1,-19.665
Q,JPY,IN,N,A,I,B,771,2016-Q2,-23.544
Q,JPY,IN,N,A,I,B,771,2016-Q3,-11.077
Q,JPY,IN,N,A,I,B,771,2016-Q4,-8.785
Q,JPY,IN,N,A,I,B,771,2017-Q1,10.353
Q,JPY,IN,N,A,I,B,771,2017-Q2,19.993
Q,JPY,IN,N,A,I,B,771,2017-Q3,-10.802
Q,JPY,IN,N,A,I,B,771,2017-Q4,-16.506
Q,JPY,IN,N,A,I,B,771,2018-Q1,-26.586
Q,JPY,IN,N,A,I,B,771,2018-Q2,-20.609
Q,JPY,IN,N,A,I,B,771,2018-Q3,12.913
Q,JPY,IN,N,A,I,B,771,2018-Q4,2.412
Q,JPY,IN,N,A,I,B,771,2019-Q1,36.929
Q,JPY,IN,N,A,I,B,771,2019-Q2,3.257
Q,JPY,IN,N,A,I,B,771,2019-Q3,0.725
Q,JPY,IN,N,A,I,B,771,2019-Q4,7.973
Q,JPY,IN,N,A,I,B,771,2020-Q1,-22.512
Q,JPY,IN,N,A,I,B,771,2020-Q2,14.248
Q,JPY,IN,N,A,I,B,771,2020-Q3,-9.604
Q,JPY,IN,N,A,I,B,771,2020-Q4,1.168
Q,JPY,IN,N,A,I,B,771,2021-Q1,17
Q,JPY,IN,N,A,I,B,771,2021-Q2,-21.79
Q,JPY,IN,N,A,I,B,771,2021-Q3,-6.418
Q,JPY,IN,N,A,I,B,771,2021-Q4,-15.312
Q,JPY,IN,N,A,I,B,771,2022-Q1,-10.398
Q,JPY,IN,N,A,I,B,771,2022-Q2,1.348
Q,JPY,IN,N,A,I,B,771,2022-Q3,-3.629
Q,JPY,IN,N,A,I,B,771,2022-Q4,7.384
Q,JPY,IN,N,A,I,B,771,2023-Q1,2.087
Q,JPY,IN,N,A,I,B,771,2023-Q2,10.637
Q,JPY,IN,N,A,I,B,771,2023-Q3,31.969
Q,JPY,IN,N,A,I,B,771,2023-Q4,24.358
Q,JPY,IN,N,A,I,B,771,2024-Q1,47.929
Q,JPY,IN,N,A,I,B,771,2024-Q2,50.628
Q,JPY,IN,N,A,I,B,771,2024-Q3,35.417
Q,JPY,IN,N,A,I,B,771,2024-Q4,32.814
Q,JPY,IN,N,A,I,B,771,2025-Q1,18.594
Q,JPY,IN,N,A,I,B,771,2025-Q2,14.123
Q,JPY,IN,N,A,I,B,771,2025-Q3,15.962
Q,JPY,IN,N,A,I,B,771,2025-Q4,17.613
Q,USD,IN,N,A,I,B,771,2000-Q1,-15.843
Q,USD,IN,N,A,I,B,771,2000-Q2,-13.901
Q,USD,IN,N,A,I,B,771,2000-Q3,-6.832
Q,USD,IN,N,A,I,B,771,2000-Q4,-10.265
Q,USD,IN,N,A,I,B,771,2001-Q1,-3.877
Q,USD,IN,N,A,I,B,771,2001-Q2,-7.237
Q,USD,IN,N,A,I,B,771,2001-Q3,-16.723
Q,USD,IN,N,A,I,B,771,2001-Q4,-17.349
Q,USD,IN,N,A,I,B,771,2002-Q1,-17.106
Q,USD,IN,N,A,I,B,771,2002-Q2,-17.81
Q,USD,IN,N,A,I,B,771,2002-Q3,-10.978
Q,USD,IN,N,A,I,B,771,2002-Q4,-6.798
Q,USD,IN,N,A,I,B,771,2003-Q1,-6.714
Q,USD,IN,N,A,I,B,771,2003-Q2,0.434
Q,USD,IN,N,A,I,B,771,2003-Q3,3.849
Q,USD,IN,N,A,I,B,771,2003-Q4,2.761
Q,USD,IN,N,A,I,B,771,2004-Q1,19.186
Q,USD,IN,N,A,I,B,771,2004-Q2,29.078
Q,USD,IN,N,A,I,B,771,2004-Q3,23.417
Q,USD,IN,N,A,I,B,771,2004-Q4,34.844
Q,USD,IN,N,A,I,B,771,2005-Q1,36.628
Q,USD,IN,N,A,I,B,771,2005-Q2,26.489
Q,USD,IN,N,A,I,B,771,2005-Q3,36.744
Q,USD,IN,N,A,I,B,771,2005-Q4,34.451
Q,USD,IN,N,A,I,B,771,2006-Q1,43.879
Q,USD,IN,N,A,I,B,771,2006-Q2,63.031
Q,USD,IN,N,A,I,B,771,2006-Q3,52.64
Q,USD,IN,N,A,I,B,771,2006-Q4,56.613
Q,USD,IN,N,A,I,B,771,2007-Q1,46.718
Q,USD,IN,N,A,I,B,771,2007-Q2,43.952
Q,USD,IN,N,A,I,B,771,2007-Q3,47.911
Q,USD,IN,N,A,I,B,771,2007-Q4,53.949
Q,USD,IN,N,A,I,B,771,2008-Q1,51.058
Q,USD,IN,N,A,I,B,771,2008-Q2,39.213
Q,USD,IN,N,A,I,B,771,2008-Q3,32.518
Q,USD,IN,N,A,I,B,771,2008-Q4,21.338
Q,USD,IN,N,A,I,B,771,2009-Q1,11.207
Q,USD,IN,N,A,I,B,771,2009-Q2,0.863
Q,USD,IN,N,A,I,B,771,2009-Q3,5.2
Q,USD,IN,N,A,I,B,771,2009-Q4,6.853
Q,USD,IN,N,A,I,B,771,2010-Q1,10.025
Q,USD,IN,N,A,I,B,771,2010-Q2,21.043
Q,USD,IN,N,A,I,B,771,2010-Q3,22.71
Q,USD,IN,N,A,I,B,771,2010-Q4,22.817
Q,USD,IN,N,A,I,B,771,2011-Q1,17.066
Q,USD,IN,N,A,I,B,771,2011-Q2,19.458
Q,USD,IN,N,A,I,B,771,2011-Q3,19.233
Q,USD,IN,N,A,I,B,771,2011-Q4,10.699
Q,USD,IN,N,A,I,B,771,2012-Q1,15.162
Q,USD,IN,N,A,I,B,771,2012-Q2,11.29
Q,USD,IN,N,A,I,B,771,2012-Q3,5.406
Q,USD,IN,N,A,I,B,771,2012-Q4,16.71
Q,USD,IN,N,A,I,B,771,2013-Q1,13.885
Q,USD,IN,N,A,I,B,771,2013-Q2,8.076
Q,USD,IN,N,A,I,B,771,2013-Q3,3.697
Q,USD,IN,N,A,I,B,771,2013-Q4,2.69
Q,USD,IN,N,A,I,B,771,2014-Q1,3.673
Q,USD,IN,N,A,I,B,771,2014-Q2,4.993
Q,USD,IN,N,A,I,B,771,2014-Q3,9.187
Q,USD,IN,N,A,I,B,771,2014-Q4,-0.742
Q,USD,IN,N,A,I,B,771,2015-Q1,-3.371
Q,USD,IN,N,A,I,B,771,2015-Q2,-2.086
Q,USD,IN,N,A,I,B,771,2015-Q3,-0.016
Q,USD,IN,N,A,I,B,771,2015-Q4,-1.115
Q,USD,IN,N,A,I,B,771,2016-Q1,1.891
Q,USD,IN,N,A,I,B,771,2016-Q2,-3.542
Q,USD,IN,N,A,I,B,771,2016-Q3,-7.366
Q,USD,IN,N,A,I,B,771,2016-Q4,-3.01
Q,USD,IN,N,A,I,B,771,2017-Q1,-6.198
Q,USD,IN,N,A,I,B,771,2017-Q2,-6.964
Q,USD,IN,N,A,I,B,771,2017-Q3,-0.784
Q,USD,IN,N,A,I,B,771,2017-Q4,0.945
Q,USD,IN,N,A,I,B,771,2018-Q1,2.066
Q,USD,IN,N,A,I,B,771,2018-Q2,4.317
Q,USD,IN,N,A,I,B,771,2018-Q3,1.661
Q,USD,IN,N,A,I,B,771,2018-Q4,0.834
Q,USD,IN,N,A,I,B,771,2019-Q1,5.895
Q,USD,IN,N,A,I,B,771,2019-Q2,12.733
Q,USD,IN,N,A,I,B,771,2019-Q3,16.792
Q,USD,IN,N,A,I,B,771,2019-Q4,21.111
Q,USD,IN,N,A,I,B,771,2020-Q1,22.596
Q,USD,IN,N,A,I,B,771,2020-Q2,13.854
Q,USD,IN,N,A,I,B,771,2020-Q3,1.838
Q,USD,IN,N,A,I,B,771,2020-Q4,-4.564
Q,USD,IN,N,A,I,B,771,2021-Q1,-6.234
Q,USD,IN,N,A,I,B,771,2021-Q2,-1.969
Q,USD,IN,N,A,I,B,771,2021-Q3,6.466
Q,USD,IN,N,A,I,B,771,2021-Q4,8.032
Q,USD,IN,N,A,I,B,771,2022-Q1,6.076
Q,USD,IN,N,A,I,B,771,2022-Q2,3.965
Q,USD,IN,N,A,I,B,771,2022-Q3,0.45
Q,USD,IN,N,A,I,B,771,2022-Q4,-1.487
Q,USD,IN,N,A,I,B,771,2023-Q1,-7.491
Q,USD,IN,N,A,I,B,771,2023-Q2,-7.181
Q,USD,IN,N,A,I,B,771,2023-Q3,-8.092
Q,USD,IN,N,A,I,B,771,2023-Q4,-8.285
Q,USD,IN,N,A,I,B,771,2024-Q1,-6.554
Q,USD,IN,N,A,I,B,771,2024-Q2,-6.604
Q,USD,IN,N,A,I,B,771,2024-Q3,-0.754
Q,USD,IN,N,A,I,B,771,2024-Q4,0.438
Q,USD,IN,N,A,I,B,771,2025-Q1,2.344
Q,USD,IN,N,A,I,B,771,2025-Q2,0.07
Q,USD,IN,N,A,I,B,771,2025-Q3,-4.912
Q,USD,IN,N,A,I,B,771,2025-Q4,-4.048
