"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"19-MAY-2026","MARSONS","Marsons Limited","L7 HITECH PRIVATE LIMITED","BUY","20,000","145.64","-"
"19-MAY-2026","MARSONS","Marsons Limited","L7 HITECH PRIVATE LIMITED","SELL","9,29,000","145.53","-"
"19-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","HRTI PRIVATE LIMITED","BUY","7,48,647","200.19","-"
"19-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","HRTI PRIVATE LIMITED","SELL","7,49,011","199.65","-"
"19-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","6,54,347","201.71","-"
"19-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","6,97,565","202.03","-"
"19-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","MATHISYS QUANTCAP LLP","BUY","5,21,255","202.52","-"
"19-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","MATHISYS QUANTCAP LLP","SELL","5,34,328","201.47","-"
"19-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","QE SECURITIES LLP","BUY","6,07,674","201.38","-"
"19-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","QE SECURITIES LLP","SELL","6,22,787","201.78","-"
"19-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED","SELL","7,32,329","202.63","-"
"19-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED","BUY","17,87,887","201.58","-"
"19-MAY-2026","QUICKHEAL","Quick Heal Tech Ltd","HRTI PRIVATE LIMITED","SELL","2,67,011","211.87","-"
"19-MAY-2026","QUICKHEAL","Quick Heal Tech Ltd","HRTI PRIVATE LIMITED","BUY","2,76,518","210.18","-"
"19-MAY-2026","RFBL","RFBL Flexi Pack Limited","CRAFT EMERGING MARKET FUND PCC- CITADEL CAPITAL FUND","BUY","3,81,000","52.50","-"
"19-MAY-2026","RFBL","RFBL Flexi Pack Limited","JAGID VANITABEN RAJENDRAPRASAD","BUY","1,32,000","54.94","-"
"19-MAY-2026","RFBL","RFBL Flexi Pack Limited","L7 HITECH PRIVATE LIMITED","BUY","11,79,000","52.50","-"
"19-MAY-2026","RFBL","RFBL Flexi Pack Limited","L7 SECURITIES PRIVATE LIMITED","BUY","9,45,000","52.50","-"
"19-MAY-2026","RFBL","RFBL Flexi Pack Limited","RATHOD DIGVIJAYSINH RAJENDRASINH","BUY","13,50,000","52.50","-"
"19-MAY-2026","RFBL","RFBL Flexi Pack Limited","RIDDHI SIDDHI INTERNATIONAL","BUY","9,51,000","52.50","-"
"19-MAY-2026","RFBL","RFBL Flexi Pack Limited","SMITAL SURESH THAKKAR","BUY","1,44,000","52.50","-"
"19-MAY-2026","SAIFL","Sameera Agro And Infra L","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","3,64,000","5.86","-"
"19-MAY-2026","SAIFL","Sameera Agro And Infra L","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","4,12,000","5.85","-"
"19-MAY-2026","SILGO","Silgo Retail Limited","GOLDENDUNES BUILDERS AND DEVELOPERS PRIVATE LIMITED","BUY","444","78.13","-"
"19-MAY-2026","SILGO","Silgo Retail Limited","GOLDENDUNES BUILDERS AND DEVELOPERS PRIVATE LIMITED","SELL","2,75,712","77.44","-"
"19-MAY-2026","SILGO","Silgo Retail Limited","JAYANTILAL CHHAGANLAL SHAH","BUY","1,65,000","76.90","-"
"19-MAY-2026","SILGO","Silgo Retail Limited","SUJEETKUMAR RAMNIVAS GARG","BUY","1,64,944","77.69","-"
"19-MAY-2026","TAC","TAC Infosec Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","1,50,000","422.00","-"
"19-MAY-2026","TAC","TAC Infosec Limited","NEO APEX SHARE BROKING SERVICES LLP","SELL","1,94,600","420.33","-"
"19-MAY-2026","TAC","TAC Infosec Limited","NEO APEX SHARE BROKING SERVICES LLP","BUY","3,70,600","414.30","-"
"20-MAY-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","BUY","9,37,641","386.08","-"
"20-MAY-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","SELL","9,38,677","387.24","-"
"20-MAY-2026","APOLLO","Apollo Micro Systems Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","23,34,499","359.83","-"
"20-MAY-2026","APOLLO","Apollo Micro Systems Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","23,39,731","359.99","-"
"20-MAY-2026","APOLLO","Apollo Micro Systems Ltd","MICROCURVES TRADING PRIVATE LIMITED","BUY","56,09,235","359.63","-"
"20-MAY-2026","APOLLO","Apollo Micro Systems Ltd","MICROCURVES TRADING PRIVATE LIMITED","SELL","56,09,235","359.79","-"
"20-MAY-2026","APOLLO","Apollo Micro Systems Ltd","QE SECURITIES LLP","SELL","30,89,802","357.42","-"
"20-MAY-2026","APOLLO","Apollo Micro Systems Ltd","QE SECURITIES LLP","BUY","31,09,956","359.80","-"
"20-MAY-2026","ARUNAYA","Arunaya Organics Limited","KAPADIA FINWEALTH LLP  .","BUY","4,000","29.30","-"
"20-MAY-2026","ARUNAYA","Arunaya Organics Limited","KAPADIA FINWEALTH LLP  .","SELL","1,64,000","29.38","-"
"20-MAY-2026","ARUNAYA","Arunaya Organics Limited","NISHIL FINANCIAL ADVISORS LLP  .","SELL","1,70,000","29.42","-"
"20-MAY-2026","ASIANENE","Asian Energy Services Ltd","HRTI PRIVATE LIMITED","SELL","2,31,213","361.36","-"
"20-MAY-2026","ASIANENE","Asian Energy Services Ltd","HRTI PRIVATE LIMITED","BUY","2,37,027","360.66","-"
"20-MAY-2026","ASIANENE","Asian Energy Services Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","2,34,916","361.70","-"
"20-MAY-2026","ASIANENE","Asian Energy Services Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","2,43,602","362.83","-"
"20-MAY-2026","DENEERS","De Neers Tools Limited","HARSHIT TOSHNIWAL","BUY","49,800","228.31","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","ALPHAGREP SECURITIES PRIVATE LIMITED","BUY","1,89,690","1,109.19","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","ALPHAGREP SECURITIES PRIVATE LIMITED","SELL","1,89,690","1,109.84","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","HRTI PRIVATE LIMITED","BUY","2,13,616","1,107.31","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","HRTI PRIVATE LIMITED","SELL","2,14,591","1,107.27","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","2,80,093","1,107.94","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","2,83,662","1,108.84","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","MICROCURVES TRADING PRIVATE LIMITED","BUY","2,00,830","1,114.71","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","MICROCURVES TRADING PRIVATE LIMITED","SELL","2,00,830","1,114.24","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","MUSIGMA SECURITIES","SELL","1,70,884","1,108.71","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","MUSIGMA SECURITIES","BUY","1,70,884","1,108.68","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","NAND KISHORE TAORI","BUY","2,44,929","1,115.09","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","NAND KISHORE TAORI","SELL","2,44,929","1,110.44","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","2,57,992","1,106.24","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","2,57,992","1,106.62","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","PUMA SECURITIES","BUY","2,16,468","1,113.41","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","PUMA SECURITIES","SELL","2,16,468","1,113.53","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","QE SECURITIES LLP","SELL","3,10,515","1,109.48","-"
"20-MAY-2026","DREDGECORP","Dredging Corporation of I","QE SECURITIES LLP","BUY","3,15,292","1,104.09","-"
"20-MAY-2026","ECOLINE","Ecoline Exim Limited","PRASOON PANKAJ","BUY","1,53,000","139.65","-"
"20-MAY-2026","FCL","Fineotex Chemical Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","60,26,180","34.37","-"
"20-MAY-2026","FCL","Fineotex Chemical Limited","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","60,77,450","34.39","-"
"20-MAY-2026","FCL","Fineotex Chemical Limited","QE SECURITIES LLP","BUY","58,73,356","34.42","-"
"20-MAY-2026","FCL","Fineotex Chemical Limited","QE SECURITIES LLP","SELL","59,77,023","34.29","-"
"20-MAY-2026","GANESHBE","Ganesh Benzoplast Limited","ANIL VISHANJI DEDHIA","SELL","8,50,000","100.38","-"
"20-MAY-2026","GCSL","Gretex Corporate Services","MANSUKH SECURITIES & FINANCE LIMITED","SELL","40,658","381.98","-"
"20-MAY-2026","GCSL","Gretex Corporate Services","MANSUKH SECURITIES & FINANCE LIMITED","BUY","1,32,847","377.97","-"
"20-MAY-2026","GCSL","Gretex Corporate Services","MOHAMED IRFAN MOHAMED LATIF SHAIKH","SELL","1,27,267","377.06","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","DIPAN MEHTA COMMODITIES PRIVATE LIMITED","SELL","1,47,454","662.20","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","DIPAN MEHTA COMMODITIES PRIVATE LIMITED","BUY","1,48,197","661.68","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","HRTI PRIVATE LIMITED","BUY","3,37,261","657.80","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","HRTI PRIVATE LIMITED","SELL","3,44,847","665.37","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","3,93,836","662.58","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","3,94,260","662.23","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","MICROCURVES TRADING PRIVATE LIMITED","SELL","3,83,841","662.79","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","MICROCURVES TRADING PRIVATE LIMITED","BUY","3,83,841","662.59","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","2,33,395","662.60","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","2,33,395","662.25","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","QE SECURITIES LLP","SELL","3,99,011","664.94","-"
"20-MAY-2026","JINDRILL","Jindal Drilling And Indus","QE SECURITIES LLP","BUY","4,01,669","658.22","-"
"20-MAY-2026","LEMERITE","Le Merite Exports Limited","ICPA HEALTH PRODUCTS LIMITED","BUY","2,88,716","409.29","-"
"20-MAY-2026","MAGNUM","Magnum Ventures Limited","NIVESH CONSULTANCY PRIVATE LIMITED","BUY","3,90,000","19.87","-"
"20-MAY-2026","MAGNUM","Magnum Ventures Limited","NNM SECURITIES PVT LTD","SELL","3,90,000","19.87","-"
"20-MAY-2026","MARKOLINES","Markolines Pavement Tec L","VISTAAR TRADING SERVICE PRIVATE LIMITED","BUY","1,13,409","163.77","-"
"20-MAY-2026","MARKOLINES","Markolines Pavement Tec L","VISTAAR TRADING SERVICE PRIVATE LIMITED","SELL","1,14,409","164.07","-"
"20-MAY-2026","MAYURUNIQ","Mayur Uniquoters Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","3,11,308","682.02","-"
"20-MAY-2026","MAYURUNIQ","Mayur Uniquoters Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","3,11,308","681.60","-"
"20-MAY-2026","MTARTECH","MTAR Technologies Limited","HRTI PRIVATE LIMITED","BUY","1,91,549","7,219.59","-"
"20-MAY-2026","MTARTECH","MTAR Technologies Limited","HRTI PRIVATE LIMITED","SELL","1,98,364","7,216.83","-"
"20-MAY-2026","PRAMARA","Pramara Promotions Ltd","KALPALABDHI SECURITIES PRIVATE LIMITED","SELL","1,00,000","247.83","-"
"20-MAY-2026","RFBL","RFBL Flexi Pack Limited","BHOLA MOTOR FINANCE PRIVATE LIMITED .","BUY","2,34,000","57.85","-"
"20-MAY-2026","RFBL","RFBL Flexi Pack Limited","CRAFT EMERGING MARKET FUND PCC- CITADEL CAPITAL FUND","SELL","2,82,000","57.85","-"
"20-MAY-2026","RFBL","RFBL Flexi Pack Limited","JAGID VANITABEN RAJENDRAPRASAD","SELL","1,32,000","57.85","-"
"20-MAY-2026","RFBL","RFBL Flexi Pack Limited","JAGID VANITABEN RAJENDRAPRASAD","BUY","1,89,000","57.84","-"
"20-MAY-2026","RFBL","RFBL Flexi Pack Limited","L7 HITECH PRIVATE LIMITED","BUY","54,000","57.80","-"
"20-MAY-2026","RFBL","RFBL Flexi Pack Limited","L7 HITECH PRIVATE LIMITED","SELL","2,70,000","57.85","-"
"20-MAY-2026","RFBL","RFBL Flexi Pack Limited","NIRBHAY JAGDISHCHANDRA THAKKAR","BUY","5,13,000","57.85","-"
"20-MAY-2026","RFBL","RFBL Flexi Pack Limited","RATHOD DIGVIJAYSINH RAJENDRASINH","SELL","6,18,000","57.85","-"
"20-MAY-2026","SAIFL","Sameera Agro And Infra L","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","5,64,000","5.48","-"
"20-MAY-2026","SAIFL","Sameera Agro And Infra L","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","6,44,000","5.53","-"
"20-MAY-2026","SBC","SBC Exports Limited","HRTI PRIVATE LIMITED","SELL","6,96,897","35.22","-"
"20-MAY-2026","SBC","SBC Exports Limited","HRTI PRIVATE LIMITED","BUY","26,42,817","35.21","-"
"20-MAY-2026","SILGO","Silgo Retail Limited","GOLDENDUNES BUILDERS AND DEVELOPERS PRIVATE LIMITED","SELL","1,85,965","80.12","-"
"20-MAY-2026","SILGO","Silgo Retail Limited","JAYANTILAL CHHAGANLAL SHAH","BUY","1,80,000","79.69","-"
"20-MAY-2026","TAC","TAC Infosec Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","1,50,000","414.30","-"
"20-MAY-2026","TAC","TAC Infosec Limited","NEO APEX SHARE BROKING SERVICES LLP","SELL","1,61,000","399.94","-"
"20-MAY-2026","TAC","TAC Infosec Limited","NEO APEX SHARE BROKING SERVICES LLP","BUY","1,61,200","413.85","-"
"21-MAY-2026","AFIL","Akme Fintrade (India) Ltd","AMKOR ENTERPRISES PRIVATE LIMITED","SELL","31,52,312","9.00","-"
"21-MAY-2026","AFSL","Abans Financial Srvcs Ltd","NIRBHAY FANCY VASSA","SELL","3,33,334","201.01","-"
"21-MAY-2026","APOLLO","Apollo Micro Systems Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","18,63,496","367.63","-"
"21-MAY-2026","APOLLO","Apollo Micro Systems Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","18,76,999","367.45","-"
"21-MAY-2026","APOLLO","Apollo Micro Systems Ltd","MICROCURVES TRADING PRIVATE LIMITED","BUY","29,74,880","365.33","-"
"21-MAY-2026","APOLLO","Apollo Micro Systems Ltd","MICROCURVES TRADING PRIVATE LIMITED","SELL","29,74,880","365.54","-"
"21-MAY-2026","APOLLO","Apollo Micro Systems Ltd","QE SECURITIES LLP","SELL","21,91,467","366.56","-"
"21-MAY-2026","APOLLO","Apollo Micro Systems Ltd","QE SECURITIES LLP","BUY","21,96,835","367.18","-"
"21-MAY-2026","AQYLON","Aqylon Nexus Limited","KURJIBHAI PREMJIBHAI RUPARELIYA","SELL","72,51,166","58.03","-"
"21-MAY-2026","AQYLON","Aqylon Nexus Limited","PINE OAK GLOBAL FUND","BUY","26,00,000","57.97","-"
"21-MAY-2026","DSSL","Dynacons Sys & Sol. Ltd.","HRTI PRIVATE LIMITED","BUY","64,806","1,661.27","-"
"21-MAY-2026","DSSL","Dynacons Sys & Sol. Ltd.","HRTI PRIVATE LIMITED","SELL","67,448","1,665.43","-"
"21-MAY-2026","EUROPRATIK","Euro Pratik Sales Limited","SINGHVI JAI GUNWANT","SELL","1","271.20","-"
"21-MAY-2026","EUROPRATIK","Euro Pratik Sales Limited","SINGHVI JAI GUNWANT","BUY","5,61,132","271.19","-"
"21-MAY-2026","GOCOLORS","Go Fashion India Ltd","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","SELL","3,02,702","297.23","-"
"21-MAY-2026","GOCOLORS","Go Fashion India Ltd","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","BUY","3,05,702","295.90","-"
"21-MAY-2026","GOCOLORS","Go Fashion India Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","3,99,668","294.89","-"
"21-MAY-2026","GOCOLORS","Go Fashion India Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","3,99,668","294.78","-"
"21-MAY-2026","HARIOMPIPE","Hariom Pipe Industries L","AJAY UPADHYAYA","BUY","1,56,216","327.06","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","ALPHAGREP SECURITIES PRIVATE LIMITED","SELL","6,73,879","117.17","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","ALPHAGREP SECURITIES PRIVATE LIMITED","BUY","6,73,879","117.09","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","BUY","5,75,568","118.53","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","SELL","5,75,568","118.86","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","IRAGE BROKING SERVICES LLP","SELL","5,29,647","117.62","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","IRAGE BROKING SERVICES LLP","BUY","6,13,562","117.02","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","5,94,091","117.39","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","5,95,689","117.25","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","MICROCURVES TRADING PRIVATE LIMITED","SELL","9,99,389","117.59","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","MICROCURVES TRADING PRIVATE LIMITED","BUY","9,99,389","117.48","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","13,39,539","117.31","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","13,39,539","117.37","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","QE SECURITIES LLP","SELL","7,93,489","117.10","-"
"21-MAY-2026","JAYBARMARU","Jay Bharat Maruti Ltd","QE SECURITIES LLP","BUY","8,00,623","117.28","-"
"21-MAY-2026","JAYESH","Jayesh Logistics Limited","SHINE STAR BUILD CAP PVT LTD","SELL","54,000","170.04","-"
"21-MAY-2026","JINDRILL","Jindal Drilling And Indus","HRTI PRIVATE LIMITED","BUY","1,71,792","647.34","-"
"21-MAY-2026","JINDRILL","Jindal Drilling And Indus","HRTI PRIVATE LIMITED","SELL","1,88,578","651.61","-"
"21-MAY-2026","JINDRILL","Jindal Drilling And Indus","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","1,50,561","645.08","-"
"21-MAY-2026","JINDRILL","Jindal Drilling And Indus","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","1,50,617","645.70","-"
"21-MAY-2026","KCEIL","Kay Cee Energy & Infra L","NEO APEX SHARE BROKING SERVICES LLP","BUY","87,500","103.55","-"
"21-MAY-2026","KCEIL","Kay Cee Energy & Infra L","PRATEEK CHATURVEDI","SELL","72,000","103.55","-"
"21-MAY-2026","KOTYARK","Kotyark Industries Ltd","SHILPA HARSHIT TALATI","SELL","83,000","460.00","-"
"21-MAY-2026","LEMERITE","Le Merite Exports Limited","MITALI JASAPARA","BUY","1,37,060","376.85","-"
"21-MAY-2026","MACOBSTECH","Macobs Technologies Ltd","GOLDENDUNES BUILDERS AND DEVELOPERS PRIVATE LIMITED","BUY","1,49,600","239.30","-"
"21-MAY-2026","MACOBSTECH","Macobs Technologies Ltd","RAMAN  TALWAR","SELL","1,49,600","239.27","-"
"21-MAY-2026","MANGLMCEM","Mangalam Cement Ltd","LOK PRAKASHAN LTD","SELL","2,12,579","830.40","-"
"21-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED","BUY","3,66,470","200.63","-"
"21-MAY-2026","MOBIKWIK","One Mobikwik Systems Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED","SELL","9,08,587","198.34","-"
"21-MAY-2026","MTARTECH","MTAR Technologies Limited","HRTI PRIVATE LIMITED","BUY","2,28,881","7,787.30","-"
"21-MAY-2026","MTARTECH","MTAR Technologies Limited","HRTI PRIVATE LIMITED","SELL","2,30,663","7,808.76","-"
"21-MAY-2026","MTARTECH","MTAR Technologies Limited","JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED","SELL","2,56,022","7,785.60","-"
"21-MAY-2026","MTARTECH","MTAR Technologies Limited","JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED","BUY","2,56,022","7,810.44","-"
"21-MAY-2026","MTARTECH","MTAR Technologies Limited","JUNOMONETA FINSOL PRIVATE LIMITED","SELL","1,67,904","7,821.69","-"
"21-MAY-2026","MTARTECH","MTAR Technologies Limited","JUNOMONETA FINSOL PRIVATE LIMITED","BUY","1,68,548","7,816.64","-"
"21-MAY-2026","MTARTECH","MTAR Technologies Limited","MICROCURVES TRADING PRIVATE LIMITED","BUY","2,12,666","7,841.32","-"
"21-MAY-2026","MTARTECH","MTAR Technologies Limited","MICROCURVES TRADING PRIVATE LIMITED","SELL","2,12,666","7,844.75","-"
"21-MAY-2026","MTARTECH","MTAR Technologies Limited","QE SECURITIES LLP","BUY","1,75,643","7,790.39","-"
"21-MAY-2026","MTARTECH","MTAR Technologies Limited","QE SECURITIES LLP","SELL","1,81,565","7,790.95","-"
"21-MAY-2026","MYMUDRA","My Mudra Fincorp Limited","RGSL INVESTMENT LVF 1","BUY","62,400","72.06","-"
"21-MAY-2026","NIBE","NIBE Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED","SELL","1,14,531","1,388.95","-"
"21-MAY-2026","NIBE","NIBE Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED","BUY","1,14,531","1,338.21","-"
"21-MAY-2026","NRVANDANA","N R Vandana Tex Ind Ltd","MATALIA STOCK BROKING PRIVATE LIMITED","SELL","1,92,000","59.71","-"
"21-MAY-2026","NRVANDANA","N R Vandana Tex Ind Ltd","MATALIA STOCK BROKING PRIVATE LIMITED","BUY","1,98,000","63.86","-"
"21-MAY-2026","PRAMARA","Pramara Promotions Ltd","NEO APEX SHARE BROKING SERVICES LLP","SELL","75,500","209.60","-"
"21-MAY-2026","PRAMARA","Pramara Promotions Ltd","NEO APEX SHARE BROKING SERVICES LLP","BUY","1,12,500","197.91","-"
"21-MAY-2026","PRAMARA","Pramara Promotions Ltd","NIRAJ RAJNIKANT SHAH","SELL","1,00,000","197.90","-"
"21-MAY-2026","RFBL","RFBL Flexi Pack Limited","JAGID VANITABEN RAJENDRAPRASAD","BUY","96,000","60.70","-"
"21-MAY-2026","RFBL","RFBL Flexi Pack Limited","JAGID VANITABEN RAJENDRAPRASAD","SELL","1,89,000","60.70","-"
"21-MAY-2026","RFBL","RFBL Flexi Pack Limited","MNM STOCK BROKING PVT LTD","SELL","2,58,000","60.70","-"
"21-MAY-2026","RFBL","RFBL Flexi Pack Limited","RATHOD DIGVIJAYSINH RAJENDRASINH","SELL","75,000","60.70","-"
"21-MAY-2026","RFBL","RFBL Flexi Pack Limited","RATHOD DIGVIJAYSINH RAJENDRASINH","BUY","4,02,000","60.69","-"
"21-MAY-2026","RICHA","Richa Info Systems Ltd","THAKOR NAYANA CHANDUBHAI","SELL","1,37,000","80.95","-"
"21-MAY-2026","RITEZONE","Rite Zone Chemcon Ind Ltd","ASHOK C SAMANI","SELL","27,200","21.03","-"
"21-MAY-2026","RITEZONE","Rite Zone Chemcon Ind Ltd","SMITA LAXMIDAS THAKKER","BUY","27,200","21.03","-"
"21-MAY-2026","SAMMAANCAP","Sammaan Capital Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","1,00,99,106","153.74","-"
"21-MAY-2026","SAMMAANCAP","Sammaan Capital Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","1,00,99,106","153.71","-"
"21-MAY-2026","SAMMAANCAP","Sammaan Capital Limited","SOCIETE GENERALE","SELL","1,25,078","153.41","-"
"21-MAY-2026","SAMMAANCAP","Sammaan Capital Limited","SOCIETE GENERALE","BUY","69,87,634","154.17","-"
"21-MAY-2026","SANDHAR","Sandhar Technologies Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","3,15,528","579.36","-"
"21-MAY-2026","SANDHAR","Sandhar Technologies Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","3,15,528","579.03","-"
"21-MAY-2026","SBC","SBC Exports Limited","HRTI PRIVATE LIMITED","SELL","22,41,403","37.36","-"
"21-MAY-2026","SBC","SBC Exports Limited","HRTI PRIVATE LIMITED","BUY","31,89,080","36.92","-"
"21-MAY-2026","SHANTIGOLD","Shanti Gold Internation L","ARIHANT CAPITAL MARKETS LIMITED","SELL","5,06,501","225.50","-"
"21-MAY-2026","SHANTIGOLD","Shanti Gold Internation L","ARIHANT CAPITAL MARKETS LIMITED","BUY","6,72,570","226.13","-"
"21-MAY-2026","UFBL","United Foodbrands Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","3,22,891","459.39","-"
"21-MAY-2026","UFBL","United Foodbrands Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","3,23,354","459.68","-"
"21-MAY-2026","UFBL","United Foodbrands Limited","QE SECURITIES LLP","BUY","1,91,001","454.28","-"
"21-MAY-2026","UFBL","United Foodbrands Limited","QE SECURITIES LLP","SELL","1,95,636","462.45","-"
"21-MAY-2026","WALCHANNAG","Walchandnagar Ind. Ltd","HRTI PRIVATE LIMITED","SELL","3,42,520","243.17","-"
"21-MAY-2026","WALCHANNAG","Walchandnagar Ind. Ltd","HRTI PRIVATE LIMITED","BUY","3,78,953","243.73","-"
"22-MAY-2026","AGIIL","Agi Infra Limited","ARIHANT CAPITAL MARKETS LIMITED","SELL","8,19,071","384.53","-"
