FREQ,EER_TYPE,EER_BASKET,REF_AREA,TIME_PERIOD,OBS_VALUE
D,N,B,IN,2003-02-06,159.34
D,N,B,IN,2003-02-07,159.73
D,N,B,IN,2003-02-08,NaN
D,N,B,IN,2003-02-09,NaN
D,N,B,IN,2003-02-10,159.88
D,N,B,IN,2003-02-11,160.43
D,N,B,IN,2003-02-12,159.72
D,N,B,IN,2003-02-13,159.76
D,N,B,IN,2003-02-14,159.42
D,N,B,IN,2003-02-15,NaN
D,N,B,IN,2003-02-16,NaN
D,N,B,IN,2003-02-17,160.08
D,N,B,IN,2003-02-18,160.27
D,N,B,IN,2003-02-19,160.38
D,N,B,IN,2003-02-20,159.75
D,N,B,IN,2003-02-21,159.71
D,N,B,IN,2003-02-22,NaN
D,N,B,IN,2003-02-23,NaN
D,N,B,IN,2003-02-24,159.73
D,N,B,IN,2003-02-25,159.69
D,N,B,IN,2003-02-26,159.99
D,N,B,IN,2003-02-27,159.51
D,N,B,IN,2003-02-28,160
D,N,B,IN,2003-03-01,NaN
D,N,B,IN,2003-03-02,NaN
D,N,B,IN,2003-03-03,159.9
D,N,B,IN,2003-03-04,159.36
D,N,B,IN,2003-03-05,159.04
D,N,B,IN,2003-03-06,159.17
D,N,B,IN,2003-03-07,158.52
D,N,B,IN,2003-03-08,NaN
D,N,B,IN,2003-03-09,NaN
D,N,B,IN,2003-03-10,158.65
D,N,B,IN,2003-03-11,158.42
D,N,B,IN,2003-03-12,158.62
D,N,B,IN,2003-03-13,159.81
D,N,B,IN,2003-03-14,160.36
D,N,B,IN,2003-03-15,NaN
D,N,B,IN,2003-03-16,NaN
D,N,B,IN,2003-03-17,160.21
D,N,B,IN,2003-03-18,161.45
D,N,B,IN,2003-03-19,161.68
D,N,B,IN,2003-03-20,161.11
D,N,B,IN,2003-03-21,161.59
D,N,B,IN,2003-03-22,NaN
D,N,B,IN,2003-03-23,NaN
D,N,B,IN,2003-03-24,161.38
D,N,B,IN,2003-03-25,161.19
D,N,B,IN,2003-03-26,161.3
D,N,B,IN,2003-03-27,161.03
D,N,B,IN,2003-03-28,161.32
D,N,B,IN,2003-03-29,NaN
D,N,B,IN,2003-03-30,NaN
D,N,B,IN,2003-03-31,160.34
D,N,B,IN,2003-04-01,160.43
D,N,B,IN,2003-04-02,161.03
D,N,B,IN,2003-04-03,161.81
D,N,B,IN,2003-04-04,161.52
D,N,B,IN,2003-04-05,NaN
D,N,B,IN,2003-04-06,NaN
D,N,B,IN,2003-04-07,162.46
D,N,B,IN,2003-04-08,161.94
D,N,B,IN,2003-04-09,161.27
D,N,B,IN,2003-04-10,161.06
D,N,B,IN,2003-04-11,161.4
D,N,B,IN,2003-04-12,NaN
D,N,B,IN,2003-04-13,NaN
D,N,B,IN,2003-04-14,161.35
D,N,B,IN,2003-04-15,161.15
D,N,B,IN,2003-04-16,160.79
D,N,B,IN,2003-04-17,160.18
D,N,B,IN,2003-04-18,160.18
D,N,B,IN,2003-04-19,NaN
D,N,B,IN,2003-04-20,NaN
D,N,B,IN,2003-04-21,160.18
D,N,B,IN,2003-04-22,159.85
D,N,B,IN,2003-04-23,160.11
D,N,B,IN,2003-04-24,159.77
D,N,B,IN,2003-04-25,159.97
D,N,B,IN,2003-04-26,NaN
D,N,B,IN,2003-04-27,NaN
D,N,B,IN,2003-04-28,159.53
D,N,B,IN,2003-04-29,159.66
D,N,B,IN,2003-04-30,158.86
D,N,B,IN,2003-05-01,158.86
D,N,B,IN,2003-05-02,158.31
D,N,B,IN,2003-05-03,NaN
D,N,B,IN,2003-05-04,NaN
D,N,B,IN,2003-05-05,158.26
D,N,B,IN,2003-05-06,157.67
D,N,B,IN,2003-05-07,157.26
D,N,B,IN,2003-05-08,156.89
D,N,B,IN,2003-05-09,157.29
D,N,B,IN,2003-05-10,NaN
D,N,B,IN,2003-05-11,NaN
D,N,B,IN,2003-05-12,156.48
D,N,B,IN,2003-05-13,156.92
D,N,B,IN,2003-05-14,156.93
D,N,B,IN,2003-05-15,157.05
D,N,B,IN,2003-05-16,156.9
D,N,B,IN,2003-05-17,NaN
D,N,B,IN,2003-05-18,NaN
D,N,B,IN,2003-05-19,156.85
D,N,B,IN,2003-05-20,157.17
D,N,B,IN,2003-05-21,156.97
D,N,B,IN,2003-05-22,156.71
D,N,B,IN,2003-05-23,156.44
D,N,B,IN,2003-05-24,NaN
D,N,B,IN,2003-05-25,NaN
D,N,B,IN,2003-05-26,156.29
D,N,B,IN,2003-05-27,156.02
D,N,B,IN,2003-05-28,156.73
D,N,B,IN,2003-05-29,156.44
D,N,B,IN,2003-05-30,155.84
D,N,B,IN,2003-05-31,NaN
D,N,B,IN,2003-06-01,NaN
D,N,B,IN,2003-06-02,156.28
D,N,B,IN,2003-06-03,156.65
D,N,B,IN,2003-06-04,157.03
D,N,B,IN,2003-06-05,156.53
D,N,B,IN,2003-06-06,156.7
D,N,B,IN,2003-06-07,NaN
D,N,B,IN,2003-06-08,NaN
D,N,B,IN,2003-06-09,156.81
D,N,B,IN,2003-06-10,157.29
D,N,B,IN,2003-06-11,157.26
D,N,B,IN,2003-06-12,157.3
D,N,B,IN,2003-06-13,157.11
D,N,B,IN,2003-06-14,NaN
D,N,B,IN,2003-06-15,NaN
D,N,B,IN,2003-06-16,156.45
D,N,B,IN,2003-06-17,157.15
D,N,B,IN,2003-06-18,157.52
D,N,B,IN,2003-06-19,157.99
D,N,B,IN,2003-06-20,157.84
D,N,B,IN,2003-06-21,NaN
D,N,B,IN,2003-06-22,NaN
D,N,B,IN,2003-06-23,158.24
D,N,B,IN,2003-06-24,158.39
D,N,B,IN,2003-06-25,158.17
D,N,B,IN,2003-06-26,159.08
D,N,B,IN,2003-06-27,159.93
D,N,B,IN,2003-06-28,NaN
D,N,B,IN,2003-06-29,NaN
D,N,B,IN,2003-06-30,159.75
D,N,B,IN,2003-07-01,159.07
D,N,B,IN,2003-07-02,159.07
D,N,B,IN,2003-07-03,159.38
D,N,B,IN,2003-07-04,159.24
D,N,B,IN,2003-07-05,NaN
D,N,B,IN,2003-07-06,NaN
D,N,B,IN,2003-07-07,160.03
D,N,B,IN,2003-07-08,160.39
D,N,B,IN,2003-07-09,160.57
D,N,B,IN,2003-07-10,160.71
D,N,B,IN,2003-07-11,161.23
D,N,B,IN,2003-07-12,NaN
D,N,B,IN,2003-07-13,NaN
D,N,B,IN,2003-07-14,161.5
D,N,B,IN,2003-07-15,161.22
D,N,B,IN,2003-07-16,162.21
D,N,B,IN,2003-07-17,161.49
D,N,B,IN,2003-07-18,161.79
D,N,B,IN,2003-07-19,NaN
D,N,B,IN,2003-07-20,NaN
D,N,B,IN,2003-07-21,161.32
D,N,B,IN,2003-07-22,161.09
D,N,B,IN,2003-07-23,161.29
D,N,B,IN,2003-07-24,160.75
D,N,B,IN,2003-07-25,160.75
D,N,B,IN,2003-07-26,NaN
D,N,B,IN,2003-07-27,NaN
D,N,B,IN,2003-07-28,160.64
D,N,B,IN,2003-07-29,160.83
D,N,B,IN,2003-07-30,161.24
D,N,B,IN,2003-07-31,161.61
D,N,B,IN,2003-08-01,162.6
D,N,B,IN,2003-08-02,NaN
D,N,B,IN,2003-08-03,NaN
D,N,B,IN,2003-08-04,161.8
D,N,B,IN,2003-08-05,161.83
D,N,B,IN,2003-08-06,161.41
D,N,B,IN,2003-08-07,162.25
D,N,B,IN,2003-08-08,162.01
D,N,B,IN,2003-08-09,NaN
D,N,B,IN,2003-08-10,NaN
D,N,B,IN,2003-08-11,162.27
D,N,B,IN,2003-08-12,162.54
D,N,B,IN,2003-08-13,162.66
D,N,B,IN,2003-08-14,162.66
D,N,B,IN,2003-08-15,162.72
D,N,B,IN,2003-08-16,NaN
D,N,B,IN,2003-08-17,NaN
D,N,B,IN,2003-08-18,163.31
D,N,B,IN,2003-08-19,164.04
D,N,B,IN,2003-08-20,163.55
D,N,B,IN,2003-08-21,163.91
D,N,B,IN,2003-08-22,164.58
D,N,B,IN,2003-08-23,NaN
D,N,B,IN,2003-08-24,NaN
D,N,B,IN,2003-08-25,164.43
D,N,B,IN,2003-08-26,165.19
D,N,B,IN,2003-08-27,164.79
D,N,B,IN,2003-08-28,164.89
D,N,B,IN,2003-08-29,164.23
D,N,B,IN,2003-08-30,NaN
D,N,B,IN,2003-08-31,NaN
D,N,B,IN,2003-09-01,163.97
D,N,B,IN,2003-09-02,164.93
D,N,B,IN,2003-09-03,164.83
D,N,B,IN,2003-09-04,164.49
D,N,B,IN,2003-09-05,164.18
D,N,B,IN,2003-09-06,NaN
D,N,B,IN,2003-09-07,NaN
D,N,B,IN,2003-09-08,163.53
D,N,B,IN,2003-09-09,163.34
D,N,B,IN,2003-09-10,163.37
D,N,B,IN,2003-09-11,163.19
D,N,B,IN,2003-09-12,163.23
D,N,B,IN,2003-09-13,NaN
D,N,B,IN,2003-09-14,NaN
D,N,B,IN,2003-09-15,162.6
D,N,B,IN,2003-09-16,162.5
D,N,B,IN,2003-09-17,162.15
D,N,B,IN,2003-09-18,161.66
D,N,B,IN,2003-09-19,161.39
D,N,B,IN,2003-09-20,NaN
D,N,B,IN,2003-09-21,NaN
D,N,B,IN,2003-09-22,162.07
D,N,B,IN,2003-09-23,160.48
D,N,B,IN,2003-09-24,160.46
D,N,B,IN,2003-09-25,160.33
D,N,B,IN,2003-09-26,160.25
D,N,B,IN,2003-09-27,NaN
D,N,B,IN,2003-09-28,NaN
D,N,B,IN,2003-09-29,160.56
D,N,B,IN,2003-09-30,159.53
D,N,B,IN,2003-10-01,160.32
D,N,B,IN,2003-10-02,160.15
D,N,B,IN,2003-10-03,160.42
D,N,B,IN,2003-10-04,NaN
D,N,B,IN,2003-10-05,NaN
D,N,B,IN,2003-10-06,160.98
D,N,B,IN,2003-10-07,160.45
D,N,B,IN,2003-10-08,160.14
D,N,B,IN,2003-10-09,160.49
D,N,B,IN,2003-10-10,159.97
D,N,B,IN,2003-10-11,NaN
D,N,B,IN,2003-10-12,NaN
D,N,B,IN,2003-10-13,160.29
D,N,B,IN,2003-10-14,159.99
D,N,B,IN,2003-10-15,159.57
D,N,B,IN,2003-10-16,161.42
D,N,B,IN,2003-10-17,161.36
D,N,B,IN,2003-10-18,NaN
D,N,B,IN,2003-10-19,NaN
D,N,B,IN,2003-10-20,161.17
D,N,B,IN,2003-10-21,161.4
D,N,B,IN,2003-10-22,160.74
D,N,B,IN,2003-10-23,160.6
D,N,B,IN,2003-10-24,160.59
D,N,B,IN,2003-10-25,NaN
D,N,B,IN,2003-10-26,NaN
D,N,B,IN,2003-10-27,160.44
D,N,B,IN,2003-10-28,160.93
D,N,B,IN,2003-10-29,160.71
D,N,B,IN,2003-10-30,160.45
D,N,B,IN,2003-10-31,161.04
D,N,B,IN,2003-11-01,NaN
D,N,B,IN,2003-11-02,NaN
D,N,B,IN,2003-11-03,161.49
D,N,B,IN,2003-11-04,162.21
D,N,B,IN,2003-11-05,162.1
D,N,B,IN,2003-11-06,162.32
D,N,B,IN,2003-11-07,162.58
D,N,B,IN,2003-11-08,NaN
D,N,B,IN,2003-11-09,NaN
D,N,B,IN,2003-11-10,162.06
D,N,B,IN,2003-11-11,161.93
D,N,B,IN,2003-11-12,161.22
D,N,B,IN,2003-11-13,160.38
D,N,B,IN,2003-11-14,159.99
D,N,B,IN,2003-11-15,NaN
D,N,B,IN,2003-11-16,NaN
D,N,B,IN,2003-11-17,159.59
D,N,B,IN,2003-11-18,159.15
D,N,B,IN,2003-11-19,158.47
D,N,B,IN,2003-11-20,158.07
D,N,B,IN,2003-11-21,158.29
D,N,B,IN,2003-11-22,NaN
D,N,B,IN,2003-11-23,NaN
D,N,B,IN,2003-11-24,158.4
D,N,B,IN,2003-11-25,158.51
D,N,B,IN,2003-11-26,158.27
D,N,B,IN,2003-11-27,157.78
D,N,B,IN,2003-11-28,157.55
D,N,B,IN,2003-11-29,NaN
D,N,B,IN,2003-11-30,NaN
D,N,B,IN,2003-12-01,157.86
D,N,B,IN,2003-12-02,158.14
D,N,B,IN,2003-12-03,157.61
D,N,B,IN,2003-12-04,157.74
D,N,B,IN,2003-12-05,157.75
D,N,B,IN,2003-12-06,NaN
D,N,B,IN,2003-12-07,NaN
D,N,B,IN,2003-12-08,157.26
D,N,B,IN,2003-12-09,156.93
D,N,B,IN,2003-12-10,157.33
D,N,B,IN,2003-12-11,157.39
D,N,B,IN,2003-12-12,157
D,N,B,IN,2003-12-13,NaN
D,N,B,IN,2003-12-14,NaN
D,N,B,IN,2003-12-15,157.02
D,N,B,IN,2003-12-16,156.6
D,N,B,IN,2003-12-17,156.77
D,N,B,IN,2003-12-18,156.4
D,N,B,IN,2003-12-19,156.44
D,N,B,IN,2003-12-20,NaN
D,N,B,IN,2003-12-21,NaN
D,N,B,IN,2003-12-22,156.31
D,N,B,IN,2003-12-23,156.65
D,N,B,IN,2003-12-24,156.24
D,N,B,IN,2003-12-25,156.24
D,N,B,IN,2003-12-26,156.24
D,N,B,IN,2003-12-27,NaN
D,N,B,IN,2003-12-28,NaN
D,N,B,IN,2003-12-29,156.74
D,N,B,IN,2003-12-30,155.65
D,N,B,IN,2003-12-31,154.85
D,N,B,IN,2004-01-01,154.85
D,N,B,IN,2004-01-02,154.97
D,N,B,IN,2004-01-03,NaN
D,N,B,IN,2004-01-04,NaN
D,N,B,IN,2004-01-05,154.4
D,N,B,IN,2004-01-06,153.96
D,N,B,IN,2004-01-07,154.3
D,N,B,IN,2004-01-08,154.71
D,N,B,IN,2004-01-09,154.15
D,N,B,IN,2004-01-10,NaN
D,N,B,IN,2004-01-11,NaN
D,N,B,IN,2004-01-12,153.94
D,N,B,IN,2004-01-13,154.44
D,N,B,IN,2004-01-14,154.6
D,N,B,IN,2004-01-15,155.01
D,N,B,IN,2004-01-16,155.74
D,N,B,IN,2004-01-17,NaN
D,N,B,IN,2004-01-18,NaN
D,N,B,IN,2004-01-19,156.55
D,N,B,IN,2004-01-20,155.75
D,N,B,IN,2004-01-21,155.35
D,N,B,IN,2004-01-22,155.87
D,N,B,IN,2004-01-23,154.96
D,N,B,IN,2004-01-24,NaN
D,N,B,IN,2004-01-25,NaN
D,N,B,IN,2004-01-26,155.58
D,N,B,IN,2004-01-27,155.8
D,N,B,IN,2004-01-28,155.45
D,N,B,IN,2004-01-29,156.06
D,N,B,IN,2004-01-30,156.64
D,N,B,IN,2004-01-31,NaN
D,N,B,IN,2004-02-01,NaN
D,N,B,IN,2004-02-02,156.18
D,N,B,IN,2004-02-03,155.5
D,N,B,IN,2004-02-04,155.82
D,N,B,IN,2004-02-05,155.61
D,N,B,IN,2004-02-06,155.92
D,N,B,IN,2004-02-07,NaN
D,N,B,IN,2004-02-08,NaN
D,N,B,IN,2004-02-09,155.1
D,N,B,IN,2004-02-10,154.78
D,N,B,IN,2004-02-11,155.02
D,N,B,IN,2004-02-12,154.42
D,N,B,IN,2004-02-13,154.3
D,N,B,IN,2004-02-14,NaN
D,N,B,IN,2004-02-15,NaN
D,N,B,IN,2004-02-16,154.49
D,N,B,IN,2004-02-17,153.72
D,N,B,IN,2004-02-18,154.1
D,N,B,IN,2004-02-19,153.69
D,N,B,IN,2004-02-20,155.44
D,N,B,IN,2004-02-21,NaN
D,N,B,IN,2004-02-22,NaN
D,N,B,IN,2004-02-23,155.92
D,N,B,IN,2004-02-24,155.67
D,N,B,IN,2004-02-25,155.62
D,N,B,IN,2004-02-26,156.65
D,N,B,IN,2004-02-27,156.8
D,N,B,IN,2004-02-28,NaN
D,N,B,IN,2004-02-29,NaN
D,N,B,IN,2004-03-01,156.5
D,N,B,IN,2004-03-02,156.75
D,N,B,IN,2004-03-03,158.26
D,N,B,IN,2004-03-04,157.97
D,N,B,IN,2004-03-05,157.91
D,N,B,IN,2004-03-06,NaN
D,N,B,IN,2004-03-07,NaN
D,N,B,IN,2004-03-08,157.39
D,N,B,IN,2004-03-09,157.08
D,N,B,IN,2004-03-10,157.54
D,N,B,IN,2004-03-11,157.69
D,N,B,IN,2004-03-12,158.22
D,N,B,IN,2004-03-13,NaN
D,N,B,IN,2004-03-14,NaN
D,N,B,IN,2004-03-15,157.81
D,N,B,IN,2004-03-16,157.37
D,N,B,IN,2004-03-17,157.63
D,N,B,IN,2004-03-18,157.29
D,N,B,IN,2004-03-19,157.03
D,N,B,IN,2004-03-20,NaN
D,N,B,IN,2004-03-21,NaN
D,N,B,IN,2004-03-22,157.23
D,N,B,IN,2004-03-23,158.34
D,N,B,IN,2004-03-24,158.98
D,N,B,IN,2004-03-25,159.72
D,N,B,IN,2004-03-26,160.32
D,N,B,IN,2004-03-27,NaN
D,N,B,IN,2004-03-28,NaN
D,N,B,IN,2004-03-29,161.81
D,N,B,IN,2004-03-30,161.2
D,N,B,IN,2004-03-31,162.82
D,N,B,IN,2004-04-01,162.7
D,N,B,IN,2004-04-02,161.49
D,N,B,IN,2004-04-03,NaN
D,N,B,IN,2004-04-04,NaN
D,N,B,IN,2004-04-05,163.14
D,N,B,IN,2004-04-06,162.72
D,N,B,IN,2004-04-07,163.23
D,N,B,IN,2004-04-08,163.07
D,N,B,IN,2004-04-09,163.07
D,N,B,IN,2004-04-10,NaN
D,N,B,IN,2004-04-11,NaN
D,N,B,IN,2004-04-12,163.07
D,N,B,IN,2004-04-13,163.3
D,N,B,IN,2004-04-14,163.9
D,N,B,IN,2004-04-15,163.44
D,N,B,IN,2004-04-16,163.75
D,N,B,IN,2004-04-17,NaN
D,N,B,IN,2004-04-18,NaN
D,N,B,IN,2004-04-19,162.98
D,N,B,IN,2004-04-20,163.35
D,N,B,IN,2004-04-21,164.1
D,N,B,IN,2004-04-22,163.7
D,N,B,IN,2004-04-23,163.59
D,N,B,IN,2004-04-24,NaN
D,N,B,IN,2004-04-25,NaN
D,N,B,IN,2004-04-26,163.53
D,N,B,IN,2004-04-27,163.13
D,N,B,IN,2004-04-28,163.17
D,N,B,IN,2004-04-29,163.5
D,N,B,IN,2004-04-30,162.03
D,N,B,IN,2004-05-01,NaN
D,N,B,IN,2004-05-02,NaN
D,N,B,IN,2004-05-03,161.35
D,N,B,IN,2004-05-04,160.77
D,N,B,IN,2004-05-05,160.73
D,N,B,IN,2004-05-06,160.75
D,N,B,IN,2004-05-07,160.96
D,N,B,IN,2004-05-08,NaN
D,N,B,IN,2004-05-09,NaN
D,N,B,IN,2004-05-10,161.7
D,N,B,IN,2004-05-11,160.7
D,N,B,IN,2004-05-12,160.05
D,N,B,IN,2004-05-13,161.12
D,N,B,IN,2004-05-14,160.08
D,N,B,IN,2004-05-15,NaN
D,N,B,IN,2004-05-16,NaN
D,N,B,IN,2004-05-17,159.06
D,N,B,IN,2004-05-18,159.67
D,N,B,IN,2004-05-19,160.19
D,N,B,IN,2004-05-20,160.02
D,N,B,IN,2004-05-21,160.45
D,N,B,IN,2004-05-22,NaN
D,N,B,IN,2004-05-23,NaN
D,N,B,IN,2004-05-24,159.75
D,N,B,IN,2004-05-25,159.19
D,N,B,IN,2004-05-26,158.72
D,N,B,IN,2004-05-27,158.17
D,N,B,IN,2004-05-28,157.55
D,N,B,IN,2004-05-29,NaN
D,N,B,IN,2004-05-30,NaN
D,N,B,IN,2004-05-31,157.13
D,N,B,IN,2004-06-01,157.52
D,N,B,IN,2004-06-02,157.6
D,N,B,IN,2004-06-03,158.22
D,N,B,IN,2004-06-04,158.81
D,N,B,IN,2004-06-05,NaN
D,N,B,IN,2004-06-06,NaN
D,N,B,IN,2004-06-07,158.48
D,N,B,IN,2004-06-08,158.41
D,N,B,IN,2004-06-09,159.53
D,N,B,IN,2004-06-10,159.47
D,N,B,IN,2004-06-11,159.7
D,N,B,IN,2004-06-12,NaN
D,N,B,IN,2004-06-13,NaN
D,N,B,IN,2004-06-14,159.14
D,N,B,IN,2004-06-15,158.78
D,N,B,IN,2004-06-16,158.59
D,N,B,IN,2004-06-17,157.96
D,N,B,IN,2004-06-18,157.4
D,N,B,IN,2004-06-19,NaN
D,N,B,IN,2004-06-20,NaN
D,N,B,IN,2004-06-21,156.16
D,N,B,IN,2004-06-22,155.4
D,N,B,IN,2004-06-23,157.23
D,N,B,IN,2004-06-24,156.24
D,N,B,IN,2004-06-25,156.34
D,N,B,IN,2004-06-26,NaN
D,N,B,IN,2004-06-27,NaN
D,N,B,IN,2004-06-28,155.46
D,N,B,IN,2004-06-29,155.5
D,N,B,IN,2004-06-30,155.88
D,N,B,IN,2004-07-01,155.88
D,N,B,IN,2004-07-02,156.26
D,N,B,IN,2004-07-03,NaN
D,N,B,IN,2004-07-04,NaN
D,N,B,IN,2004-07-05,155.53
D,N,B,IN,2004-07-06,154.8
D,N,B,IN,2004-07-07,155.08
D,N,B,IN,2004-07-08,155.39
D,N,B,IN,2004-07-09,155.59
D,N,B,IN,2004-07-10,NaN
D,N,B,IN,2004-07-11,NaN
D,N,B,IN,2004-07-12,155.07
D,N,B,IN,2004-07-13,154.84
D,N,B,IN,2004-07-14,154.63
D,N,B,IN,2004-07-15,154.04
D,N,B,IN,2004-07-16,154.64
D,N,B,IN,2004-07-17,NaN
D,N,B,IN,2004-07-18,NaN
D,N,B,IN,2004-07-19,153.62
D,N,B,IN,2004-07-20,153.89
D,N,B,IN,2004-07-21,154.49
D,N,B,IN,2004-07-22,154.08
D,N,B,IN,2004-07-23,154.42
D,N,B,IN,2004-07-24,NaN
D,N,B,IN,2004-07-25,NaN
D,N,B,IN,2004-07-26,154.6
D,N,B,IN,2004-07-27,154.84
D,N,B,IN,2004-07-28,155.74
D,N,B,IN,2004-07-29,155.28
D,N,B,IN,2004-07-30,155.16
D,N,B,IN,2004-07-31,NaN
D,N,B,IN,2004-08-01,NaN
D,N,B,IN,2004-08-02,155.29
D,N,B,IN,2004-08-03,155.48
D,N,B,IN,2004-08-04,155.77
D,N,B,IN,2004-08-05,155.29
D,N,B,IN,2004-08-06,155.05
D,N,B,IN,2004-08-07,NaN
D,N,B,IN,2004-08-08,NaN
D,N,B,IN,2004-08-09,153.88
D,N,B,IN,2004-08-10,154.23
D,N,B,IN,2004-08-11,154.64
D,N,B,IN,2004-08-12,154.63
D,N,B,IN,2004-08-13,154.78
D,N,B,IN,2004-08-14,NaN
D,N,B,IN,2004-08-15,NaN
D,N,B,IN,2004-08-16,153.62
D,N,B,IN,2004-08-17,153.91
D,N,B,IN,2004-08-18,154.02
D,N,B,IN,2004-08-19,153.96
D,N,B,IN,2004-08-20,154.47
D,N,B,IN,2004-08-21,NaN
D,N,B,IN,2004-08-22,NaN
D,N,B,IN,2004-08-23,154.68
D,N,B,IN,2004-08-24,155.03
D,N,B,IN,2004-08-25,155.1
D,N,B,IN,2004-08-26,155.17
D,N,B,IN,2004-08-27,155.28
D,N,B,IN,2004-08-28,NaN
D,N,B,IN,2004-08-29,NaN
D,N,B,IN,2004-08-30,155.46
D,N,B,IN,2004-08-31,155
D,N,B,IN,2004-09-01,154.79
D,N,B,IN,2004-09-02,154.85
D,N,B,IN,2004-09-03,154.9
D,N,B,IN,2004-09-04,NaN
D,N,B,IN,2004-09-05,NaN
D,N,B,IN,2004-09-06,155.16
D,N,B,IN,2004-09-07,155.23
D,N,B,IN,2004-09-08,155.51
D,N,B,IN,2004-09-09,154.6
D,N,B,IN,2004-09-10,154.87
D,N,B,IN,2004-09-11,NaN
D,N,B,IN,2004-09-12,NaN
D,N,B,IN,2004-09-13,155.09
D,N,B,IN,2004-09-14,155.65
D,N,B,IN,2004-09-15,155.98
D,N,B,IN,2004-09-16,156.05
D,N,B,IN,2004-09-17,155.88
D,N,B,IN,2004-09-18,NaN
D,N,B,IN,2004-09-19,NaN
D,N,B,IN,2004-09-20,156.38
D,N,B,IN,2004-09-21,155.53
D,N,B,IN,2004-09-22,156.01
D,N,B,IN,2004-09-23,155.5
D,N,B,IN,2004-09-24,155.3
D,N,B,IN,2004-09-25,NaN
D,N,B,IN,2004-09-26,NaN
D,N,B,IN,2004-09-27,155.7
D,N,B,IN,2004-09-28,154.58
D,N,B,IN,2004-09-29,155.16
D,N,B,IN,2004-09-30,155.07
D,N,B,IN,2004-10-01,154.99
D,N,B,IN,2004-10-02,NaN
D,N,B,IN,2004-10-03,NaN
D,N,B,IN,2004-10-04,155.73
D,N,B,IN,2004-10-05,155.68
D,N,B,IN,2004-10-06,155.86
D,N,B,IN,2004-10-07,155.78
D,N,B,IN,2004-10-08,155.75
D,N,B,IN,2004-10-09,NaN
D,N,B,IN,2004-10-10,NaN
D,N,B,IN,2004-10-11,155.06
D,N,B,IN,2004-10-12,155.2
D,N,B,IN,2004-10-13,155.78
D,N,B,IN,2004-10-14,155.1
D,N,B,IN,2004-10-15,154.92
D,N,B,IN,2004-10-16,NaN
D,N,B,IN,2004-10-17,NaN
D,N,B,IN,2004-10-18,154.64
D,N,B,IN,2004-10-19,154.6
D,N,B,IN,2004-10-20,154.31
D,N,B,IN,2004-10-21,154
D,N,B,IN,2004-10-22,153.96
D,N,B,IN,2004-10-23,NaN
D,N,B,IN,2004-10-24,NaN
D,N,B,IN,2004-10-25,153.34
D,N,B,IN,2004-10-26,153.34
D,N,B,IN,2004-10-27,153.41
D,N,B,IN,2004-10-28,153.03
D,N,B,IN,2004-10-29,154.34
D,N,B,IN,2004-10-30,NaN
D,N,B,IN,2004-10-31,NaN
D,N,B,IN,2004-11-01,154.26
D,N,B,IN,2004-11-02,153.8
D,N,B,IN,2004-11-03,154.21
D,N,B,IN,2004-11-04,154.22
D,N,B,IN,2004-11-05,154.09
D,N,B,IN,2004-11-06,NaN
D,N,B,IN,2004-11-07,NaN
D,N,B,IN,2004-11-08,153.88
D,N,B,IN,2004-11-09,153.67
D,N,B,IN,2004-11-10,153.49
D,N,B,IN,2004-11-11,154.02
D,N,B,IN,2004-11-12,154.09
D,N,B,IN,2004-11-13,NaN
D,N,B,IN,2004-11-14,NaN
D,N,B,IN,2004-11-15,153.59
D,N,B,IN,2004-11-16,153.46
D,N,B,IN,2004-11-17,153.09
D,N,B,IN,2004-11-18,153.14
D,N,B,IN,2004-11-19,153.07
D,N,B,IN,2004-11-20,NaN
D,N,B,IN,2004-11-21,NaN
D,N,B,IN,2004-11-22,153.03
D,N,B,IN,2004-11-23,152.69
D,N,B,IN,2004-11-24,152.04
D,N,B,IN,2004-11-25,151.69
D,N,B,IN,2004-11-26,151.66
D,N,B,IN,2004-11-27,NaN
D,N,B,IN,2004-11-28,NaN
D,N,B,IN,2004-11-29,152.53
D,N,B,IN,2004-11-30,152.73
D,N,B,IN,2004-12-01,153.31
D,N,B,IN,2004-12-02,154.09
D,N,B,IN,2004-12-03,154.22
D,N,B,IN,2004-12-04,NaN
D,N,B,IN,2004-12-05,NaN
D,N,B,IN,2004-12-06,155.75
D,N,B,IN,2004-12-07,154.88
D,N,B,IN,2004-12-08,155.25
D,N,B,IN,2004-12-09,154.54
D,N,B,IN,2004-12-10,153.64
D,N,B,IN,2004-12-11,NaN
D,N,B,IN,2004-12-12,NaN
D,N,B,IN,2004-12-13,154.76
D,N,B,IN,2004-12-14,154.69
D,N,B,IN,2004-12-15,154.39
D,N,B,IN,2004-12-16,154.89
D,N,B,IN,2004-12-17,155.51
D,N,B,IN,2004-12-18,NaN
D,N,B,IN,2004-12-19,NaN
D,N,B,IN,2004-12-20,155.12
D,N,B,IN,2004-12-21,155.58
D,N,B,IN,2004-12-22,155.13
D,N,B,IN,2004-12-23,155.45
D,N,B,IN,2004-12-24,155.03
D,N,B,IN,2004-12-25,NaN
D,N,B,IN,2004-12-26,NaN
D,N,B,IN,2004-12-27,154.74
D,N,B,IN,2004-12-28,154.34
D,N,B,IN,2004-12-29,154.59
D,N,B,IN,2004-12-30,154.58
D,N,B,IN,2004-12-31,155.06
D,N,B,IN,2005-01-01,NaN
D,N,B,IN,2005-01-02,NaN
D,N,B,IN,2005-01-03,155.77
