FREQ,EER_TYPE,EER_BASKET,REF_AREA,TIME_PERIOD,OBS_VALUE
D,N,B,IN,1996-04-11,182.35
D,N,B,IN,1996-04-12,182.6
D,N,B,IN,1996-04-13,NaN
D,N,B,IN,1996-04-14,NaN
D,N,B,IN,1996-04-15,181.67
D,N,B,IN,1996-04-16,182.09
D,N,B,IN,1996-04-17,182.89
D,N,B,IN,1996-04-18,182.53
D,N,B,IN,1996-04-19,182.19
D,N,B,IN,1996-04-20,NaN
D,N,B,IN,1996-04-21,NaN
D,N,B,IN,1996-04-22,183.01
D,N,B,IN,1996-04-23,182.55
D,N,B,IN,1996-04-24,182.94
D,N,B,IN,1996-04-25,182.69
D,N,B,IN,1996-04-26,182.83
D,N,B,IN,1996-04-27,NaN
D,N,B,IN,1996-04-28,NaN
D,N,B,IN,1996-04-29,182.37
D,N,B,IN,1996-04-30,178.96
D,N,B,IN,1996-05-01,180
D,N,B,IN,1996-05-02,180.91
D,N,B,IN,1996-05-03,180.93
D,N,B,IN,1996-05-04,NaN
D,N,B,IN,1996-05-05,NaN
D,N,B,IN,1996-05-06,180.89
D,N,B,IN,1996-05-07,181.92
D,N,B,IN,1996-05-08,180.59
D,N,B,IN,1996-05-09,177.54
D,N,B,IN,1996-05-10,176.73
D,N,B,IN,1996-05-11,NaN
D,N,B,IN,1996-05-12,NaN
D,N,B,IN,1996-05-13,177.17
D,N,B,IN,1996-05-14,179.32
D,N,B,IN,1996-05-15,180.06
D,N,B,IN,1996-05-16,179.56
D,N,B,IN,1996-05-17,178.99
D,N,B,IN,1996-05-18,NaN
D,N,B,IN,1996-05-19,NaN
D,N,B,IN,1996-05-20,179.28
D,N,B,IN,1996-05-21,178.93
D,N,B,IN,1996-05-22,179.79
D,N,B,IN,1996-05-23,179.6
D,N,B,IN,1996-05-24,179.02
D,N,B,IN,1996-05-25,NaN
D,N,B,IN,1996-05-26,NaN
D,N,B,IN,1996-05-27,179.03
D,N,B,IN,1996-05-28,179.71
D,N,B,IN,1996-05-29,179.29
D,N,B,IN,1996-05-30,178.16
D,N,B,IN,1996-05-31,178.58
D,N,B,IN,1996-06-01,NaN
D,N,B,IN,1996-06-02,NaN
D,N,B,IN,1996-06-03,178.72
D,N,B,IN,1996-06-04,179.02
D,N,B,IN,1996-06-05,179.44
D,N,B,IN,1996-06-06,179.59
D,N,B,IN,1996-06-07,179.57
D,N,B,IN,1996-06-08,NaN
D,N,B,IN,1996-06-09,NaN
D,N,B,IN,1996-06-10,180.13
D,N,B,IN,1996-06-11,179.83
D,N,B,IN,1996-06-12,179.89
D,N,B,IN,1996-06-13,179.64
D,N,B,IN,1996-06-14,178.99
D,N,B,IN,1996-06-15,NaN
D,N,B,IN,1996-06-16,NaN
D,N,B,IN,1996-06-17,178.85
D,N,B,IN,1996-06-18,178.31
D,N,B,IN,1996-06-19,178.78
D,N,B,IN,1996-06-20,179
D,N,B,IN,1996-06-21,179.57
D,N,B,IN,1996-06-22,NaN
D,N,B,IN,1996-06-23,NaN
D,N,B,IN,1996-06-24,179.55
D,N,B,IN,1996-06-25,179.57
D,N,B,IN,1996-06-26,179.4
D,N,B,IN,1996-06-27,178.54
D,N,B,IN,1996-06-28,177.51
D,N,B,IN,1996-06-29,NaN
D,N,B,IN,1996-06-30,NaN
D,N,B,IN,1996-07-01,179.05
D,N,B,IN,1996-07-02,179.03
D,N,B,IN,1996-07-03,179.11
D,N,B,IN,1996-07-04,178.72
D,N,B,IN,1996-07-05,178.83
D,N,B,IN,1996-07-06,NaN
D,N,B,IN,1996-07-07,NaN
D,N,B,IN,1996-07-08,177.8
D,N,B,IN,1996-07-09,177.81
D,N,B,IN,1996-07-10,177.52
D,N,B,IN,1996-07-11,176.86
D,N,B,IN,1996-07-12,176.65
D,N,B,IN,1996-07-13,NaN
D,N,B,IN,1996-07-14,NaN
D,N,B,IN,1996-07-15,176.47
D,N,B,IN,1996-07-16,174.33
D,N,B,IN,1996-07-17,173.51
D,N,B,IN,1996-07-18,174.56
D,N,B,IN,1996-07-19,174.57
D,N,B,IN,1996-07-20,NaN
D,N,B,IN,1996-07-21,NaN
D,N,B,IN,1996-07-22,174.63
D,N,B,IN,1996-07-23,174.07
D,N,B,IN,1996-07-24,174.43
D,N,B,IN,1996-07-25,173.55
D,N,B,IN,1996-07-26,174.28
D,N,B,IN,1996-07-27,NaN
D,N,B,IN,1996-07-28,NaN
D,N,B,IN,1996-07-29,174.26
D,N,B,IN,1996-07-30,169.06
D,N,B,IN,1996-07-31,174.05
D,N,B,IN,1996-08-01,174.56
D,N,B,IN,1996-08-02,175.38
D,N,B,IN,1996-08-03,NaN
D,N,B,IN,1996-08-04,NaN
D,N,B,IN,1996-08-05,173.97
D,N,B,IN,1996-08-06,174.38
D,N,B,IN,1996-08-07,174.45
D,N,B,IN,1996-08-08,173.87
D,N,B,IN,1996-08-09,173.86
D,N,B,IN,1996-08-10,NaN
D,N,B,IN,1996-08-11,NaN
D,N,B,IN,1996-08-12,174.21
D,N,B,IN,1996-08-13,174.23
D,N,B,IN,1996-08-14,174.49
D,N,B,IN,1996-08-15,174.51
D,N,B,IN,1996-08-16,174.66
D,N,B,IN,1996-08-17,NaN
D,N,B,IN,1996-08-18,NaN
D,N,B,IN,1996-08-19,174.66
D,N,B,IN,1996-08-20,174.72
D,N,B,IN,1996-08-21,174.97
D,N,B,IN,1996-08-22,174.85
D,N,B,IN,1996-08-23,174.53
D,N,B,IN,1996-08-24,NaN
D,N,B,IN,1996-08-25,NaN
D,N,B,IN,1996-08-26,173.85
D,N,B,IN,1996-08-27,173.77
D,N,B,IN,1996-08-28,173.92
D,N,B,IN,1996-08-29,173.94
D,N,B,IN,1996-08-30,174.2
D,N,B,IN,1996-08-31,NaN
D,N,B,IN,1996-09-01,NaN
D,N,B,IN,1996-09-02,174.17
D,N,B,IN,1996-09-03,174.92
D,N,B,IN,1996-09-04,173.74
D,N,B,IN,1996-09-05,173.63
D,N,B,IN,1996-09-06,174.23
D,N,B,IN,1996-09-07,NaN
D,N,B,IN,1996-09-08,NaN
D,N,B,IN,1996-09-09,174.41
D,N,B,IN,1996-09-10,175.03
D,N,B,IN,1996-09-11,175.3
D,N,B,IN,1996-09-12,174.97
D,N,B,IN,1996-09-13,175.47
D,N,B,IN,1996-09-14,NaN
D,N,B,IN,1996-09-15,NaN
D,N,B,IN,1996-09-16,175.36
D,N,B,IN,1996-09-17,175.23
D,N,B,IN,1996-09-18,175.17
D,N,B,IN,1996-09-19,175.17
D,N,B,IN,1996-09-20,175.21
D,N,B,IN,1996-09-21,NaN
D,N,B,IN,1996-09-22,NaN
D,N,B,IN,1996-09-23,175.46
D,N,B,IN,1996-09-24,175.29
D,N,B,IN,1996-09-25,175.11
D,N,B,IN,1996-09-26,175.73
D,N,B,IN,1996-09-27,175.84
D,N,B,IN,1996-09-28,NaN
D,N,B,IN,1996-09-29,NaN
D,N,B,IN,1996-09-30,176.08
D,N,B,IN,1996-10-01,175.87
D,N,B,IN,1996-10-02,175.86
D,N,B,IN,1996-10-03,176.29
D,N,B,IN,1996-10-04,176.38
D,N,B,IN,1996-10-05,NaN
D,N,B,IN,1996-10-06,NaN
D,N,B,IN,1996-10-07,176.14
D,N,B,IN,1996-10-08,175.9
D,N,B,IN,1996-10-09,176.08
D,N,B,IN,1996-10-10,176.16
D,N,B,IN,1996-10-11,176.67
D,N,B,IN,1996-10-12,NaN
D,N,B,IN,1996-10-13,NaN
D,N,B,IN,1996-10-14,176.73
D,N,B,IN,1996-10-15,176.83
D,N,B,IN,1996-10-16,176.89
D,N,B,IN,1996-10-17,176.59
D,N,B,IN,1996-10-18,177.08
D,N,B,IN,1996-10-19,NaN
D,N,B,IN,1996-10-20,NaN
D,N,B,IN,1996-10-21,176.32
D,N,B,IN,1996-10-22,176.16
D,N,B,IN,1996-10-23,176.73
D,N,B,IN,1996-10-24,176.41
D,N,B,IN,1996-10-25,176.49
D,N,B,IN,1996-10-26,NaN
D,N,B,IN,1996-10-27,NaN
D,N,B,IN,1996-10-28,176.17
D,N,B,IN,1996-10-29,175.55
D,N,B,IN,1996-10-30,175.28
D,N,B,IN,1996-10-31,175.05
D,N,B,IN,1996-11-01,175.46
D,N,B,IN,1996-11-02,NaN
D,N,B,IN,1996-11-03,NaN
D,N,B,IN,1996-11-04,175.63
D,N,B,IN,1996-11-05,175.69
D,N,B,IN,1996-11-06,175.42
D,N,B,IN,1996-11-07,174.73
D,N,B,IN,1996-11-08,173.43
D,N,B,IN,1996-11-09,NaN
D,N,B,IN,1996-11-10,NaN
D,N,B,IN,1996-11-11,173.19
D,N,B,IN,1996-11-12,174.12
D,N,B,IN,1996-11-13,174.28
D,N,B,IN,1996-11-14,173.67
D,N,B,IN,1996-11-15,173.86
D,N,B,IN,1996-11-16,NaN
D,N,B,IN,1996-11-17,NaN
D,N,B,IN,1996-11-18,174.35
D,N,B,IN,1996-11-19,174.59
D,N,B,IN,1996-11-20,174.7
D,N,B,IN,1996-11-21,174.52
D,N,B,IN,1996-11-22,174.39
D,N,B,IN,1996-11-23,NaN
D,N,B,IN,1996-11-24,NaN
D,N,B,IN,1996-11-25,174.52
D,N,B,IN,1996-11-26,174.99
D,N,B,IN,1996-11-27,175.61
D,N,B,IN,1996-11-28,175.97
D,N,B,IN,1996-11-29,175.98
D,N,B,IN,1996-11-30,NaN
D,N,B,IN,1996-12-01,NaN
D,N,B,IN,1996-12-02,175.98
D,N,B,IN,1996-12-03,177.24
D,N,B,IN,1996-12-04,176.93
D,N,B,IN,1996-12-05,176.89
D,N,B,IN,1996-12-06,175.53
D,N,B,IN,1996-12-07,NaN
D,N,B,IN,1996-12-08,NaN
D,N,B,IN,1996-12-09,176.31
D,N,B,IN,1996-12-10,176.34
D,N,B,IN,1996-12-11,176
D,N,B,IN,1996-12-12,176.18
D,N,B,IN,1996-12-13,175.85
D,N,B,IN,1996-12-14,NaN
D,N,B,IN,1996-12-15,NaN
D,N,B,IN,1996-12-16,176.59
D,N,B,IN,1996-12-17,176.52
D,N,B,IN,1996-12-18,176
D,N,B,IN,1996-12-19,176.4
D,N,B,IN,1996-12-20,176.64
D,N,B,IN,1996-12-21,NaN
D,N,B,IN,1996-12-22,NaN
D,N,B,IN,1996-12-23,176.41
D,N,B,IN,1996-12-24,176.67
D,N,B,IN,1996-12-25,176.68
D,N,B,IN,1996-12-26,176.71
D,N,B,IN,1996-12-27,176.88
D,N,B,IN,1996-12-28,NaN
D,N,B,IN,1996-12-29,NaN
D,N,B,IN,1996-12-30,176.39
D,N,B,IN,1996-12-31,176.2
D,N,B,IN,1997-01-01,176.21
D,N,B,IN,1997-01-02,175.67
D,N,B,IN,1997-01-03,176.15
D,N,B,IN,1997-01-04,NaN
D,N,B,IN,1997-01-05,NaN
D,N,B,IN,1997-01-06,176.79
D,N,B,IN,1997-01-07,176.32
D,N,B,IN,1997-01-08,176.86
D,N,B,IN,1997-01-09,177.28
D,N,B,IN,1997-01-10,177.26
D,N,B,IN,1997-01-11,NaN
D,N,B,IN,1997-01-12,NaN
D,N,B,IN,1997-01-13,177.94
D,N,B,IN,1997-01-14,177.85
D,N,B,IN,1997-01-15,178.44
D,N,B,IN,1997-01-16,178.27
D,N,B,IN,1997-01-17,178.49
D,N,B,IN,1997-01-18,NaN
D,N,B,IN,1997-01-19,NaN
D,N,B,IN,1997-01-20,179.43
D,N,B,IN,1997-01-21,179.52
D,N,B,IN,1997-01-22,180.41
D,N,B,IN,1997-01-23,180.91
D,N,B,IN,1997-01-24,180.77
D,N,B,IN,1997-01-25,NaN
D,N,B,IN,1997-01-26,NaN
D,N,B,IN,1997-01-27,180.86
D,N,B,IN,1997-01-28,181.81
D,N,B,IN,1997-01-29,181.55
D,N,B,IN,1997-01-30,181.84
D,N,B,IN,1997-01-31,181.5
D,N,B,IN,1997-02-01,NaN
D,N,B,IN,1997-02-02,NaN
D,N,B,IN,1997-02-03,182.02
D,N,B,IN,1997-02-04,181.86
D,N,B,IN,1997-02-05,182.22
D,N,B,IN,1997-02-06,181.96
D,N,B,IN,1997-02-07,182.76
D,N,B,IN,1997-02-08,NaN
D,N,B,IN,1997-02-09,NaN
D,N,B,IN,1997-02-10,182.06
D,N,B,IN,1997-02-11,182.62
D,N,B,IN,1997-02-12,183.5
D,N,B,IN,1997-02-13,182.97
D,N,B,IN,1997-02-14,183.55
D,N,B,IN,1997-02-15,NaN
D,N,B,IN,1997-02-16,NaN
D,N,B,IN,1997-02-17,183.89
D,N,B,IN,1997-02-18,184.42
D,N,B,IN,1997-02-19,183.96
D,N,B,IN,1997-02-20,183.69
D,N,B,IN,1997-02-21,183.33
D,N,B,IN,1997-02-22,NaN
D,N,B,IN,1997-02-23,NaN
D,N,B,IN,1997-02-24,182.92
D,N,B,IN,1997-02-25,182.75
D,N,B,IN,1997-02-26,182.83
D,N,B,IN,1997-02-27,183.38
D,N,B,IN,1997-02-28,183.38
D,N,B,IN,1997-03-01,NaN
D,N,B,IN,1997-03-02,NaN
D,N,B,IN,1997-03-03,183.75
D,N,B,IN,1997-03-04,184.26
D,N,B,IN,1997-03-05,184.59
D,N,B,IN,1997-03-06,184.8
D,N,B,IN,1997-03-07,184.77
D,N,B,IN,1997-03-08,NaN
D,N,B,IN,1997-03-09,NaN
D,N,B,IN,1997-03-10,184.51
D,N,B,IN,1997-03-11,184.65
D,N,B,IN,1997-03-12,184.92
D,N,B,IN,1997-03-13,184.37
D,N,B,IN,1997-03-14,185.14
D,N,B,IN,1997-03-15,NaN
D,N,B,IN,1997-03-16,NaN
D,N,B,IN,1997-03-17,184.4
D,N,B,IN,1997-03-18,184.33
D,N,B,IN,1997-03-19,184.13
D,N,B,IN,1997-03-20,183.82
D,N,B,IN,1997-03-21,184.47
D,N,B,IN,1997-03-22,NaN
D,N,B,IN,1997-03-23,NaN
D,N,B,IN,1997-03-24,184.36
D,N,B,IN,1997-03-25,184.14
D,N,B,IN,1997-03-26,184.39
D,N,B,IN,1997-03-27,183.83
D,N,B,IN,1997-03-28,183.79
D,N,B,IN,1997-03-29,NaN
D,N,B,IN,1997-03-30,NaN
D,N,B,IN,1997-03-31,183.93
D,N,B,IN,1997-04-01,183.22
D,N,B,IN,1997-04-02,183.14
D,N,B,IN,1997-04-03,183.35
D,N,B,IN,1997-04-04,183.61
D,N,B,IN,1997-04-05,NaN
D,N,B,IN,1997-04-06,NaN
D,N,B,IN,1997-04-07,184.86
D,N,B,IN,1997-04-08,185.4
D,N,B,IN,1997-04-09,185.67
D,N,B,IN,1997-04-10,185.57
D,N,B,IN,1997-04-11,185.68
D,N,B,IN,1997-04-12,NaN
D,N,B,IN,1997-04-13,NaN
D,N,B,IN,1997-04-14,185.85
D,N,B,IN,1997-04-15,186.19
D,N,B,IN,1997-04-16,186.19
D,N,B,IN,1997-04-17,186.01
D,N,B,IN,1997-04-18,185.87
D,N,B,IN,1997-04-19,NaN
D,N,B,IN,1997-04-20,NaN
D,N,B,IN,1997-04-21,185.46
D,N,B,IN,1997-04-22,185.6
D,N,B,IN,1997-04-23,186.05
D,N,B,IN,1997-04-24,186.26
D,N,B,IN,1997-04-25,186.06
D,N,B,IN,1997-04-26,NaN
D,N,B,IN,1997-04-27,NaN
D,N,B,IN,1997-04-28,186.77
D,N,B,IN,1997-04-29,186.87
D,N,B,IN,1997-04-30,186.58
D,N,B,IN,1997-05-01,186.63
D,N,B,IN,1997-05-02,186.77
D,N,B,IN,1997-05-03,NaN
D,N,B,IN,1997-05-04,NaN
D,N,B,IN,1997-05-05,186.6
D,N,B,IN,1997-05-06,186.05
D,N,B,IN,1997-05-07,185.36
D,N,B,IN,1997-05-08,185.41
D,N,B,IN,1997-05-09,184.69
D,N,B,IN,1997-05-10,NaN
D,N,B,IN,1997-05-11,NaN
D,N,B,IN,1997-05-12,184.1
D,N,B,IN,1997-05-13,184.27
D,N,B,IN,1997-05-14,184.23
D,N,B,IN,1997-05-15,183.19
D,N,B,IN,1997-05-16,183.39
D,N,B,IN,1997-05-17,NaN
D,N,B,IN,1997-05-18,NaN
D,N,B,IN,1997-05-19,183.49
D,N,B,IN,1997-05-20,183.23
D,N,B,IN,1997-05-21,182.7
D,N,B,IN,1997-05-22,183.51
D,N,B,IN,1997-05-23,183.84
D,N,B,IN,1997-05-24,NaN
D,N,B,IN,1997-05-25,NaN
D,N,B,IN,1997-05-26,183.67
D,N,B,IN,1997-05-27,183.84
D,N,B,IN,1997-05-28,183.94
D,N,B,IN,1997-05-29,183.97
D,N,B,IN,1997-05-30,184.05
D,N,B,IN,1997-05-31,NaN
D,N,B,IN,1997-06-01,NaN
D,N,B,IN,1997-06-02,184.68
D,N,B,IN,1997-06-03,184.65
D,N,B,IN,1997-06-04,185
D,N,B,IN,1997-06-05,185.03
D,N,B,IN,1997-06-06,185.31
D,N,B,IN,1997-06-07,NaN
D,N,B,IN,1997-06-08,NaN
D,N,B,IN,1997-06-09,183.9
D,N,B,IN,1997-06-10,183.86
D,N,B,IN,1997-06-11,183.59
D,N,B,IN,1997-06-12,184.21
D,N,B,IN,1997-06-13,184.52
D,N,B,IN,1997-06-14,NaN
D,N,B,IN,1997-06-15,NaN
D,N,B,IN,1997-06-16,184.41
D,N,B,IN,1997-06-17,184.43
D,N,B,IN,1997-06-18,184.31
D,N,B,IN,1997-06-19,184.27
D,N,B,IN,1997-06-20,184.27
D,N,B,IN,1997-06-21,NaN
D,N,B,IN,1997-06-22,NaN
D,N,B,IN,1997-06-23,184.21
D,N,B,IN,1997-06-24,183.97
D,N,B,IN,1997-06-25,183.99
D,N,B,IN,1997-06-26,184.07
D,N,B,IN,1997-06-27,184.31
D,N,B,IN,1997-06-28,NaN
D,N,B,IN,1997-06-29,NaN
D,N,B,IN,1997-06-30,184.6
D,N,B,IN,1997-07-01,184.73
D,N,B,IN,1997-07-02,185.43
D,N,B,IN,1997-07-03,185.29
D,N,B,IN,1997-07-04,185
D,N,B,IN,1997-07-05,NaN
D,N,B,IN,1997-07-06,NaN
D,N,B,IN,1997-07-07,184.54
D,N,B,IN,1997-07-08,184.91
D,N,B,IN,1997-07-09,185.29
D,N,B,IN,1997-07-10,185.04
D,N,B,IN,1997-07-11,185.59
D,N,B,IN,1997-07-12,NaN
D,N,B,IN,1997-07-13,NaN
D,N,B,IN,1997-07-14,186.68
D,N,B,IN,1997-07-15,187.08
D,N,B,IN,1997-07-16,187.42
D,N,B,IN,1997-07-17,187.81
D,N,B,IN,1997-07-18,188.03
D,N,B,IN,1997-07-19,NaN
D,N,B,IN,1997-07-20,NaN
D,N,B,IN,1997-07-21,187.77
D,N,B,IN,1997-07-22,188.37
D,N,B,IN,1997-07-23,188.7
D,N,B,IN,1997-07-24,189.12
D,N,B,IN,1997-07-25,189.54
D,N,B,IN,1997-07-26,NaN
D,N,B,IN,1997-07-27,NaN
D,N,B,IN,1997-07-28,189.81
D,N,B,IN,1997-07-29,189.84
D,N,B,IN,1997-07-30,190.65
D,N,B,IN,1997-07-31,190.1
D,N,B,IN,1997-08-01,190.42
D,N,B,IN,1997-08-02,NaN
D,N,B,IN,1997-08-03,NaN
D,N,B,IN,1997-08-04,191.05
D,N,B,IN,1997-08-05,191.59
D,N,B,IN,1997-08-06,192.42
D,N,B,IN,1997-08-07,192.15
D,N,B,IN,1997-08-08,191.8
D,N,B,IN,1997-08-09,NaN
D,N,B,IN,1997-08-10,NaN
D,N,B,IN,1997-08-11,191.32
D,N,B,IN,1997-08-12,191.73
D,N,B,IN,1997-08-13,191.37
D,N,B,IN,1997-08-14,191.23
D,N,B,IN,1997-08-15,190.87
D,N,B,IN,1997-08-16,NaN
D,N,B,IN,1997-08-17,NaN
D,N,B,IN,1997-08-18,190.86
D,N,B,IN,1997-08-19,191.3
D,N,B,IN,1997-08-20,189.36
D,N,B,IN,1997-08-21,188.66
D,N,B,IN,1997-08-22,186.95
D,N,B,IN,1997-08-23,NaN
D,N,B,IN,1997-08-24,NaN
D,N,B,IN,1997-08-25,186.37
D,N,B,IN,1997-08-26,185.9
D,N,B,IN,1997-08-27,186.72
D,N,B,IN,1997-08-28,186.98
D,N,B,IN,1997-08-29,186.61
D,N,B,IN,1997-08-30,NaN
D,N,B,IN,1997-08-31,NaN
D,N,B,IN,1997-09-01,187.38
D,N,B,IN,1997-09-02,187.54
D,N,B,IN,1997-09-03,188.18
D,N,B,IN,1997-09-04,188.18
D,N,B,IN,1997-09-05,185.35
D,N,B,IN,1997-09-06,NaN
D,N,B,IN,1997-09-07,NaN
D,N,B,IN,1997-09-08,187.1
D,N,B,IN,1997-09-09,186.45
D,N,B,IN,1997-09-10,187.3
D,N,B,IN,1997-09-11,186.13
D,N,B,IN,1997-09-12,186.11
D,N,B,IN,1997-09-13,NaN
D,N,B,IN,1997-09-14,NaN
D,N,B,IN,1997-09-15,185.9
D,N,B,IN,1997-09-16,185.7
D,N,B,IN,1997-09-17,186.58
D,N,B,IN,1997-09-18,186.77
D,N,B,IN,1997-09-19,186.68
D,N,B,IN,1997-09-20,NaN
D,N,B,IN,1997-09-21,NaN
D,N,B,IN,1997-09-22,188.07
D,N,B,IN,1997-09-23,187.7
D,N,B,IN,1997-09-24,187.08
D,N,B,IN,1997-09-25,187.56
D,N,B,IN,1997-09-26,187.38
D,N,B,IN,1997-09-27,NaN
D,N,B,IN,1997-09-28,NaN
D,N,B,IN,1997-09-29,187.73
D,N,B,IN,1997-09-30,188.17
D,N,B,IN,1997-10-01,188.29
D,N,B,IN,1997-10-02,184.16
D,N,B,IN,1997-10-03,188.78
D,N,B,IN,1997-10-04,NaN
D,N,B,IN,1997-10-05,NaN
D,N,B,IN,1997-10-06,188.35
D,N,B,IN,1997-10-07,187.63
D,N,B,IN,1997-10-08,187.71
D,N,B,IN,1997-10-09,187.15
D,N,B,IN,1997-10-10,187.01
D,N,B,IN,1997-10-11,NaN
D,N,B,IN,1997-10-12,NaN
D,N,B,IN,1997-10-13,187.36
D,N,B,IN,1997-10-14,187.23
D,N,B,IN,1997-10-15,187.57
D,N,B,IN,1997-10-16,187.49
D,N,B,IN,1997-10-17,188.17
D,N,B,IN,1997-10-18,NaN
D,N,B,IN,1997-10-19,NaN
D,N,B,IN,1997-10-20,188.88
D,N,B,IN,1997-10-21,189.02
D,N,B,IN,1997-10-22,189.57
D,N,B,IN,1997-10-23,188.65
D,N,B,IN,1997-10-24,189.08
D,N,B,IN,1997-10-25,NaN
D,N,B,IN,1997-10-26,NaN
D,N,B,IN,1997-10-27,188.33
D,N,B,IN,1997-10-28,187.08
D,N,B,IN,1997-10-29,187.4
D,N,B,IN,1997-10-30,186.77
D,N,B,IN,1997-10-31,186.53
D,N,B,IN,1997-11-01,NaN
D,N,B,IN,1997-11-02,NaN
D,N,B,IN,1997-11-03,186.69
D,N,B,IN,1997-11-04,186.02
D,N,B,IN,1997-11-05,186.68
D,N,B,IN,1997-11-06,186
D,N,B,IN,1997-11-07,185.13
D,N,B,IN,1997-11-08,NaN
D,N,B,IN,1997-11-09,NaN
D,N,B,IN,1997-11-10,185.43
D,N,B,IN,1997-11-11,184.87
D,N,B,IN,1997-11-12,184.56
D,N,B,IN,1997-11-13,184.81
D,N,B,IN,1997-11-14,185.28
D,N,B,IN,1997-11-15,NaN
D,N,B,IN,1997-11-16,NaN
D,N,B,IN,1997-11-17,185.02
D,N,B,IN,1997-11-18,181.62
D,N,B,IN,1997-11-19,182.42
D,N,B,IN,1997-11-20,182.5
D,N,B,IN,1997-11-21,181.51
D,N,B,IN,1997-11-22,NaN
D,N,B,IN,1997-11-23,NaN
D,N,B,IN,1997-11-24,179.12
D,N,B,IN,1997-11-25,180.04
D,N,B,IN,1997-11-26,178.32
D,N,B,IN,1997-11-27,178.69
D,N,B,IN,1997-11-28,177.41
D,N,B,IN,1997-11-29,NaN
D,N,B,IN,1997-11-30,NaN
D,N,B,IN,1997-12-01,176.58
D,N,B,IN,1997-12-02,176.41
D,N,B,IN,1997-12-03,176.68
D,N,B,IN,1997-12-04,178.05
D,N,B,IN,1997-12-05,179.57
D,N,B,IN,1997-12-06,NaN
D,N,B,IN,1997-12-07,NaN
D,N,B,IN,1997-12-08,180.6
D,N,B,IN,1997-12-09,180.76
D,N,B,IN,1997-12-10,180.82
D,N,B,IN,1997-12-11,179.52
D,N,B,IN,1997-12-12,179.48
D,N,B,IN,1997-12-13,NaN
D,N,B,IN,1997-12-14,NaN
D,N,B,IN,1997-12-15,180.02
D,N,B,IN,1997-12-16,178.13
D,N,B,IN,1997-12-17,176.86
D,N,B,IN,1997-12-18,176.95
D,N,B,IN,1997-12-19,177.33
D,N,B,IN,1997-12-20,NaN
D,N,B,IN,1997-12-21,NaN
D,N,B,IN,1997-12-22,182.67
D,N,B,IN,1997-12-23,183.77
D,N,B,IN,1997-12-24,183.24
D,N,B,IN,1997-12-25,183.25
D,N,B,IN,1997-12-26,181.75
D,N,B,IN,1997-12-27,NaN
D,N,B,IN,1997-12-28,NaN
D,N,B,IN,1997-12-29,180.87
D,N,B,IN,1997-12-30,181.61
D,N,B,IN,1997-12-31,181.9
D,N,B,IN,1998-01-01,181.9
D,N,B,IN,1998-01-02,182.72
D,N,B,IN,1998-01-03,NaN
D,N,B,IN,1998-01-04,NaN
D,N,B,IN,1998-01-05,183.79
D,N,B,IN,1998-01-06,184.67
D,N,B,IN,1998-01-07,183.91
D,N,B,IN,1998-01-08,184.57
D,N,B,IN,1998-01-09,183.31
D,N,B,IN,1998-01-10,NaN
D,N,B,IN,1998-01-11,NaN
D,N,B,IN,1998-01-12,183.28
D,N,B,IN,1998-01-13,182.84
D,N,B,IN,1998-01-14,180.72
D,N,B,IN,1998-01-15,179.93
D,N,B,IN,1998-01-16,181.75
D,N,B,IN,1998-01-17,NaN
D,N,B,IN,1998-01-18,NaN
D,N,B,IN,1998-01-19,181.82
D,N,B,IN,1998-01-20,186.17
D,N,B,IN,1998-01-21,187.68
D,N,B,IN,1998-01-22,187.03
D,N,B,IN,1998-01-23,187.17
D,N,B,IN,1998-01-24,NaN
D,N,B,IN,1998-01-25,NaN
D,N,B,IN,1998-01-26,188.36
D,N,B,IN,1998-01-27,188.21
D,N,B,IN,1998-01-28,186.33
D,N,B,IN,1998-01-29,186.87
D,N,B,IN,1998-01-30,186.89
D,N,B,IN,1998-01-31,NaN
D,N,B,IN,1998-02-01,NaN
D,N,B,IN,1998-02-02,186.09
D,N,B,IN,1998-02-03,185.57
D,N,B,IN,1998-02-04,185.28
D,N,B,IN,1998-02-05,184.26
D,N,B,IN,1998-02-06,184.1
D,N,B,IN,1998-02-07,NaN
D,N,B,IN,1998-02-08,NaN
D,N,B,IN,1998-02-09,186.48
D,N,B,IN,1998-02-10,184.32
D,N,B,IN,1998-02-11,184.84
D,N,B,IN,1998-02-12,184.43
D,N,B,IN,1998-02-13,185.64
D,N,B,IN,1998-02-14,NaN
D,N,B,IN,1998-02-15,NaN
D,N,B,IN,1998-02-16,185.96
D,N,B,IN,1998-02-17,185.55
D,N,B,IN,1998-02-18,185.86
D,N,B,IN,1998-02-19,185.22
D,N,B,IN,1998-02-20,183.13
D,N,B,IN,1998-02-21,NaN
D,N,B,IN,1998-02-22,NaN
D,N,B,IN,1998-02-23,183.95
D,N,B,IN,1998-02-24,182.75
D,N,B,IN,1998-02-25,183.14
D,N,B,IN,1998-02-26,183.27
D,N,B,IN,1998-02-27,182
D,N,B,IN,1998-02-28,NaN
D,N,B,IN,1998-03-01,NaN
D,N,B,IN,1998-03-02,180.48
D,N,B,IN,1998-03-03,181.47
D,N,B,IN,1998-03-04,181.67
D,N,B,IN,1998-03-05,182.03
D,N,B,IN,1998-03-06,183.21
D,N,B,IN,1998-03-07,NaN
D,N,B,IN,1998-03-08,NaN
D,N,B,IN,1998-03-09,183.51
